TritiumSpect	TritiumEnergy	TritiumSpectConv
8.455830476864992e-05	0.227	8.406381852960352e-05
8.45770693703911e-05	0.228	8.410471560527032e-05
8.459585088578793e-05	0.229	8.41450960198134e-05
8.461464891012895e-05	0.23	8.418496952478357e-05
8.463346304394353e-05	0.231	8.422434574916736e-05
8.465229289290053e-05	0.232	8.426323419924298e-05
8.467113806783448e-05	0.233	8.430164425852795e-05
8.468999818463091e-05	0.234	8.433958518773714e-05
8.470887286410705e-05	0.235	8.437706612483161e-05
8.472776173202951e-05	0.236	8.441409608507522e-05
8.474666441895101e-05	0.237	8.445068396117854e-05
8.476558056021495e-05	0.238	8.448683852344895e-05
8.478450979590313e-05	0.239	8.452256842002652e-05
8.480345177065155e-05	0.24	8.455788217712254e-05
8.482240613371993e-05	0.241	8.459278819934296e-05
8.484137253887388e-05	0.242	8.462729477000931e-05
8.486035064433283e-05	0.243	8.466141005156229e-05
8.487934011264887e-05	0.244	8.469514208597241e-05
8.489834061073761e-05	0.245	8.47284987952085e-05
8.491735180976429e-05	0.246	8.476148798172935e-05
8.493637338512326e-05	0.247	8.479411732902485e-05
8.495540501631057e-05	0.248	8.482639440217756e-05
8.497444638693541e-05	0.249	8.485832664847237e-05
8.499349718464909e-05	0.25	8.488992139802321e-05
8.501255710103054e-05	0.251	8.492118586444732e-05
8.503162583165978e-05	0.252	8.4952127145554e-05
8.505070307591888e-05	0.253	8.498275222407728e-05
8.506978853705688e-05	0.254	8.501306796842175e-05
8.508888192202381e-05	0.255	8.504308113345124e-05
8.510798294154639e-05	0.256	8.507279836128694e-05
8.51270913099732e-05	0.257	8.510222618214749e-05
8.514620674530211e-05	0.258	8.513137101519455e-05
8.516532896904817e-05	0.259	8.516023916942026e-05
8.518445770626998e-05	0.26	8.518883684453869e-05
8.520359268549895e-05	0.261	8.521717013191402e-05
8.522273363868395e-05	0.262	8.524524501549283e-05
8.524188030112462e-05	0.263	8.527306737277188e-05
8.526103241148305e-05	0.264	8.530064297576649e-05
8.528018971168456e-05	0.265	8.532797749201348e-05
8.529935194691979e-05	0.266	8.535507648557159e-05
8.531851886556663e-05	0.267	8.538194541805614e-05
8.53376902191258e-05	0.268	8.54085896496692e-05
8.535686576224883e-05	0.269	8.543501444026089e-05
8.537604525265764e-05	0.27	8.546122495038501e-05
8.539522845110255e-05	0.271	8.548722624238524e-05
8.54144151212892e-05	0.272	8.551302328147216e-05
8.543360502994141e-05	0.273	8.553862093683117e-05
8.545279794661352e-05	0.274	8.556402398271688e-05
8.547199364379638e-05	0.275	8.55892370995787e-05
8.549119189679199e-05	0.276	8.561426487517335e-05
8.551039248370309e-05	0.277	8.563911180570179e-05
8.552959518540908e-05	0.278	8.566378229693526e-05
8.554879978546571e-05	0.279	8.568828066536431e-05
8.556800607017329e-05	0.28	8.57126111393339e-05
8.558721382845657e-05	0.281	8.573677786020161e-05
8.560642285188546e-05	0.282	8.576078488347854e-05
8.562563293456288e-05	0.283	8.578463617999419e-05
8.564484387319235e-05	0.284	8.58083356370421e-05
8.566405546698235e-05	0.285	8.583188705954717e-05
8.568326751763558e-05	0.286	8.585529417121309e-05
8.570247982926692e-05	0.287	8.587856061569092e-05
8.572169220847218e-05	0.288	8.590168995772583e-05
8.574090446417512e-05	0.289	8.592468568432442e-05
8.576011640770794e-05	0.29	8.594755120589783e-05
8.577932785271165e-05	0.291	8.597028985742562e-05
8.579853861514659e-05	0.292	8.599290489959554e-05
8.581774851319981e-05	0.293	8.601539951995969e-05
8.5836957367322e-05	0.294	8.603777683406779e-05
8.585616500019187e-05	0.295	8.606003988661648e-05
8.587537123666063e-05	0.296	8.608219165257328e-05
8.589457590369385e-05	0.297	8.610423503831684e-05
8.591377883047075e-05	0.298	8.612617288274962e-05
8.593297984818808e-05	0.299	8.614800795842765e-05
8.595217879015524e-05	0.3	8.616974297266163e-05
8.597137549174959e-05	0.301	8.619138056863328e-05
8.599056979029922e-05	0.302	8.62129233264825e-05
8.600976152519937e-05	0.303	8.623437376441074e-05
8.602895053780444e-05	0.304	8.625573433975265e-05
8.604813667136848e-05	0.305	8.627700745006449e-05
8.606731977111807e-05	0.306	8.62981954341786e-05
8.60864996841514e-05	0.307	8.631930057327497e-05
8.610567625946171e-05	0.308	8.634032509192188e-05
8.612484934785335e-05	0.309	8.636127115912552e-05
8.6144018801989e-05	0.31	8.638214088935392e-05
8.616318447633566e-05	0.311	8.640293634356826e-05
8.618234622713806e-05	0.312	8.642365953022719e-05
8.620150391237202e-05	0.313	8.644431240629899e-05
8.622065739179174e-05	0.314	8.64648968782448e-05
8.623980652684047e-05	0.315	8.648541480301112e-05
8.625895118068238e-05	0.316	8.65058679889929e-05
8.627809121810761e-05	0.317	8.652625819700386e-05
8.629722650559913e-05	0.318	8.654658714121825e-05
8.631635691126513e-05	0.319	8.656685649012031e-05
8.633548230483593e-05	0.32	8.658706786742326e-05
8.635460255759386e-05	0.321	8.660722285299752e-05
8.637371754242451e-05	0.322	8.662732298376598e-05
8.639282713377164e-05	0.323	8.664736975461e-05
8.641193120760117e-05	0.324	8.666736461924344e-05
8.643102964138726e-05	0.325	8.668730899109378e-05
8.645012231410974e-05	0.326	8.670720424415339e-05
8.646920910624153e-05	0.327	8.672705171383806e-05
8.648828989968087e-05	0.328	8.67468526978145e-05
8.650736457779631e-05	0.329	8.676660845683594e-05
8.652643302537691e-05	0.33	8.67863202155451e-05
8.654549512861117e-05	0.331	8.680598916328696e-05
8.656455077510507e-05	0.332	8.682561645488845e-05
8.658359985378079e-05	0.333	8.684520321144714e-05
8.660264225497523e-05	0.334	8.68647505210867e-05
8.662167787034281e-05	0.335	8.688425943972292e-05
8.66407065928549e-05	0.336	8.690373099179519e-05
8.665972831680393e-05	0.337	8.69231661710092e-05
8.667874293777591e-05	0.338	8.6942565941044e-05
8.669775035262815e-05	0.339	8.696193123627121e-05
8.671675045947767e-05	0.34	8.698126296244101e-05
8.673574315768902e-05	0.341	8.700056199737507e-05
8.675472834786675e-05	0.342	8.701982919163018e-05
8.677370593182831e-05	0.343	8.703906536916865e-05
8.679267581260086e-05	0.344	8.705827132799838e-05
8.681163789436878e-05	0.345	8.707744784082083e-05
8.683059208252665e-05	0.346	8.709659565564721e-05
8.684953828363133e-05	0.347	8.711571549642457e-05
8.686847640534151e-05	0.348	8.713480806362993e-05
8.688740635648692e-05	0.349	8.715387403487342e-05
8.690632804701316e-05	0.35	8.717291406546976e-05
8.692524138797265e-05	0.351	8.71919287890203e-05
8.694414629148896e-05	0.352	8.721091881796206e-05
8.696304267078586e-05	0.353	8.722988474412899e-05
8.698193044014851e-05	0.354	8.724882713927816e-05
8.700080951493657e-05	0.355	8.726774655563016e-05
8.701967981150164e-05	0.356	8.72866435263759e-05
8.703854124727385e-05	0.357	8.730551856619438e-05
8.705739374069902e-05	0.358	8.732437217173872e-05
8.707623721118752e-05	0.359	8.73432048221347e-05
8.70950715791868e-05	0.36	8.736201697944587e-05
8.711389676610828e-05	0.361	8.738080908915283e-05
8.713271269434543e-05	0.362	8.73995815805974e-05
8.715151928724369e-05	0.363	8.741833486744326e-05
8.717031646908607e-05	0.364	8.743706934810119e-05
8.71891041651157e-05	0.365	8.745578540617035e-05
8.720788230148852e-05	0.366	8.747448341084388e-05
8.722665080529259e-05	0.367	8.749316371733305e-05
8.724540960448506e-05	0.368	8.751182666725392e-05
8.726415862796315e-05	0.369	8.753047258903405e-05
8.728289780547631e-05	0.37	8.754910179828024e-05
8.730162706768221e-05	0.371	8.756771459816704e-05
8.732034634605267e-05	0.372	8.758631127979211e-05
8.733905557295369e-05	0.373	8.760489212254202e-05
8.735775468159505e-05	0.374	8.762345739443295e-05
8.73764436059935e-05	0.375	8.764200735246068e-05
8.739512228101597e-05	0.376	8.766054224292443e-05
8.741379064234098e-05	0.377	8.767906230176143e-05
8.743244862645991e-05	0.378	8.76975677548539e-05
8.745109617063115e-05	0.379	8.771605881834893e-05
8.746973321293026e-05	0.38	8.773453569895104e-05
8.748835969222236e-05	0.381	8.775299859422597e-05
8.750697554810235e-05	0.382	8.77714476928784e-05
8.752558072095238e-05	0.383	8.778988317504239e-05
8.754417515191095e-05	0.384	8.780830521254425e-05
8.756275878286209e-05	0.385	8.782671396917958e-05
8.75813315563995e-05	0.386	8.784510960096151e-05
8.759989341587351e-05	0.387	8.786349225638463e-05
8.761844430534828e-05	0.388	8.788186207666171e-05
8.763698416959062e-05	0.389	8.790021919597262e-05
8.765551295406947e-05	0.39	8.791856374168888e-05
8.767403060495992e-05	0.391	8.793689583461078e-05
8.76925370691138e-05	0.392	8.795521558917932e-05
8.771103229407398e-05	0.393	8.797352311370193e-05
8.772951622805358e-05	0.394	8.799181851055148e-05
8.774798881990752e-05	0.395	8.80101018763816e-05
8.776645001918172e-05	0.396	8.802837330231464e-05
8.778489977605658e-05	0.397	8.804663287414535e-05
8.780333804134248e-05	0.398	8.806488067251766e-05
8.782176476650358e-05	0.399	8.808311677311917e-05
8.784017990362924e-05	0.4	8.810134124684651e-05
8.785858340542619e-05	0.401	8.811955415999062e-05
8.787697522521067e-05	0.402	8.813775557439094e-05
8.789535531691007e-05	0.403	8.815594554761137e-05
8.791372363505891e-05	0.404	8.817412413308729e-05
8.79320801347838e-05	0.405	8.819229138028928e-05
8.795042477178552e-05	0.406	8.821044733486187e-05
8.796875750236197e-05	0.407	8.822859203877954e-05
8.798707828337503e-05	0.408	8.824672553047588e-05
8.80053870722614e-05	0.409	8.826484784499177e-05
8.802368382702285e-05	0.41	8.82829590140954e-05
8.804196850619769e-05	0.411	8.830105906642307e-05
8.806024106888935e-05	0.412	8.831914802759184e-05
8.807850147475764e-05	0.413	8.833722592033205e-05
8.809674968396175e-05	0.414	8.835529276459201e-05
8.811498565722323e-05	0.415	8.837334857766424e-05
8.813320935579541e-05	0.416	8.839139337428254e-05
8.815142074140876e-05	0.417	8.840942716674176e-05
8.816961977635237e-05	0.418	8.842744996498706e-05
8.818780642340047e-05	0.419	8.84454617767276e-05
8.820598064585288e-05	0.42	8.846346260752065e-05
8.822414240747493e-05	0.421	8.848145246087731e-05
8.824229167253922e-05	0.422	8.849943133834072e-05
8.826042840580904e-05	0.423	8.85173992395867e-05
8.827855257253502e-05	0.424	8.853535616249558e-05
8.829666413842161e-05	0.425	8.85533021032476e-05
8.831476306965967e-05	0.426	8.857123705638845e-05
8.83328493329148e-05	0.427	8.858916101491997e-05
8.835092289528193e-05	0.428	8.860707397036083e-05
8.836898372433644e-05	0.429	8.862497591283168e-05
8.838703178810948e-05	0.43	8.864286683111035e-05
8.840506705505741e-05	0.431	8.866074671271333e-05
8.842308949410275e-05	0.432	8.867861554394568e-05
8.844109907457296e-05	0.433	8.869647330997862e-05
8.845909576624324e-05	0.434	8.871431999489383e-05
8.847707953932445e-05	0.435	8.873215558175659e-05
8.849505036444757e-05	0.436	8.874998005265932e-05
8.851300821263572e-05	0.437	8.876779338878661e-05
8.853095305534857e-05	0.438	8.87855955704563e-05
8.854888486446754e-05	0.439	8.880338657718123e-05
8.856680361223603e-05	0.44	8.882116638770598e-05
8.858470927133862e-05	0.441	8.883893498006579e-05
8.860260181483273e-05	0.442	8.885669233161853e-05
8.862048121617035e-05	0.443	8.887443841910117e-05
8.863834744920888e-05	0.444	8.889217321865887e-05
8.865620048815074e-05	0.445	8.890989670589752e-05
8.867404030761785e-05	0.446	8.892760885590929e-05
8.869186688258531e-05	0.447	8.894530964332347e-05
8.870968018839811e-05	0.448	8.896299904232828e-05
8.872748020077214e-05	0.449	8.89806770267194e-05
8.874526689579017e-05	0.45	8.899834356991831e-05
8.876304024989744e-05	0.451	8.901599864501822e-05
8.878080023987603e-05	0.452	8.903364222480144e-05
8.879854684287388e-05	0.453	8.905127428178119e-05
8.881628003639152e-05	0.454	8.90688947882165e-05
8.883399979826726e-05	0.455	8.908650371615275e-05
8.885170610666306e-05	0.456	8.91041010374337e-05
8.886939894010074e-05	0.457	8.912168672374029e-05
8.888707827743132e-05	0.458	8.913926074659965e-05
8.890474409782763e-05	0.459	8.915682307742264e-05
8.892239638080264e-05	0.46	8.9174373687511e-05
8.894003510616651e-05	0.461	8.919191254809287e-05
8.895766025407721e-05	0.462	8.920943963032731e-05
8.897527180498293e-05	0.463	8.922695490533908e-05
8.899286973966136e-05	0.464	8.924445834422096e-05
8.901045403919639e-05	0.465	8.926194991806734e-05
8.902802468498496e-05	0.466	8.927942959797399e-05
8.904558165869727e-05	0.467	8.929689735507005e-05
8.90631249423387e-05	0.468	8.931435316051875e-05
8.908065451818871e-05	0.469	8.933179698554512e-05
8.909817036883211e-05	0.47	8.934922880143583e-05
8.911567247714064e-05	0.471	8.936664857956679e-05
8.913316082626493e-05	0.472	8.93840562914007e-05
8.915063539964216e-05	0.473	8.940145190851394e-05
8.916809618100931e-05	0.474	8.941883540259212e-05
8.918554315434813e-05	0.475	8.943620674545653e-05
8.920297630394449e-05	0.476	8.945356590905861e-05
8.922039561434192e-05	0.477	8.947091286550512e-05
8.923780107036521e-05	0.478	8.94882475870511e-05
8.925519265708091e-05	0.479	8.950557004612484e-05
8.927257035984535e-05	0.48	8.952288021531931e-05
8.928993416427526e-05	0.481	8.954017806741684e-05
8.930728405622417e-05	0.482	8.955746357537866e-05
8.932462002181404e-05	0.483	8.957473671236908e-05
8.934194204741848e-05	0.484	8.95919974517455e-05
8.93592501196699e-05	0.485	8.96092457670801e-05
8.937654422543325e-05	0.486	8.962648163214928e-05
8.939382435183864e-05	0.487	8.964370502095571e-05
8.94110904862314e-05	0.488	8.966091590771606e-05
8.942834261620967e-05	0.489	8.967811426688304e-05
8.944558072962735e-05	0.49	8.96953000731316e-05
8.946280481453685e-05	0.491	8.9712473301381e-05
8.948001485924872e-05	0.492	8.972963392678081e-05
8.949721085230208e-05	0.493	8.974678192473185e-05
8.951439278246099e-05	0.494	8.976391727087106e-05
8.953156063870126e-05	0.495	8.978103994109308e-05
8.95487144102378e-05	0.496	8.979814991153389e-05
8.956585408650355e-05	0.497	8.981524715859252e-05
8.95829796571534e-05	0.498	8.983233165891374e-05
8.960009111204054e-05	0.499	8.984940338940701e-05
8.961718844124612e-05	0.5	8.986646232723552e-05
8.963427163506081e-05	0.501	8.988350844982762e-05
8.965134068399376e-05	0.502	8.990054173486827e-05
8.966839557873998e-05	0.503	8.991756216031052e-05
8.968543631021218e-05	0.504	8.993456970436597e-05
8.970246286953516e-05	0.505	8.995156434551634e-05
8.971947524800946e-05	0.506	8.996854606250288e-05
8.973647343715668e-05	0.507	8.998551483433806e-05
8.975345742868931e-05	0.508	9.000247064029512e-05
8.977042721451359e-05	0.509	9.001941345991909e-05
8.978738278671897e-05	0.51	9.003634327301547e-05
8.980432413759847e-05	0.511	9.005326005966201e-05
8.982125125963435e-05	0.512	9.007016380019653e-05
8.983816414548067e-05	0.513	9.00870544752291e-05
8.985506278798846e-05	0.514	9.010393206562858e-05
8.987194718019278e-05	0.515	9.012079655253489e-05
8.988881731529971e-05	0.516	9.01376479173469e-05
8.990567318670782e-05	0.517	9.015448614173265e-05
8.99225147879781e-05	0.518	9.017131120761734e-05
8.993934211285224e-05	0.519	9.018812309719407e-05
8.995615515524982e-05	0.52	9.020492179291131e-05
8.99729539092671e-05	0.521	9.022170727748377e-05
8.998973836915078e-05	0.522	9.023847953387902e-05
9.000650852932921e-05	0.523	9.02552385453287e-05
9.002326438440649e-05	0.524	9.027198429531529e-05
9.004000592912591e-05	0.525	9.028871676758318e-05
9.005673315841036e-05	0.526	9.030543594612426e-05
9.007344606734387e-05	0.527	9.032214181519023e-05
9.009014465116912e-05	0.528	9.033883435927729e-05
9.010682890529501e-05	0.529	9.035551356313913e-05
9.012349882525846e-05	0.53	9.037217941177051e-05
9.014015440678082e-05	0.531	9.038883189041996e-05
9.015679564572781e-05	0.532	9.040547098457576e-05
9.017342253810588e-05	0.533	9.042209667997586e-05
