TritiumSpect	TritiumEnergy	TritiumSpectConv
8.332860111937333e-05	6.259	8.359447205430543e-05
8.332018287328606e-05	6.26	8.358602698628633e-05
8.331176372119371e-05	6.261	8.357758100913332e-05
8.3303343663546e-05	6.262	8.356913412329381e-05
8.329492270079369e-05	6.263	8.356068632922409e-05
8.328650083338602e-05	6.264	8.35522376273711e-05
8.327807806177362e-05	6.265	8.354378801819116e-05
8.326965438640676e-05	6.266	8.353533750213101e-05
8.326122980773297e-05	6.267	8.352688607964664e-05
8.325280432620351e-05	6.268	8.351843375118443e-05
8.32443779422681e-05	6.269	8.350998051720042e-05
8.323595065637519e-05	6.27	8.350152637814066e-05
8.322752246897407e-05	6.271	8.349307133446102e-05
8.321909338051428e-05	6.272	8.348461538660706e-05
8.321066339144473e-05	6.273	8.347615853503469e-05
8.320223250221389e-05	6.274	8.346770078018954e-05
8.319380071327077e-05	6.275	8.345924212252676e-05
8.318536802506439e-05	6.276	8.345078256249183e-05
8.317693443804364e-05	6.277	8.344232210053994e-05
8.316849995265588e-05	6.278	8.343386073711625e-05
8.316006456934942e-05	6.279	8.342539847267576e-05
8.315162828857362e-05	6.28	8.341693530766318e-05
8.314319111077652e-05	6.281	8.340847124253357e-05
8.313475303640561e-05	6.282	8.340000627773146e-05
8.312631406590842e-05	6.283	8.339154041371148e-05
8.311787419973335e-05	6.284	8.338307365091785e-05
8.310943343832848e-05	6.285	8.337460598980535e-05
8.310099178214106e-05	6.286	8.336613743081773e-05
8.309254923161819e-05	6.287	8.335766797440969e-05
8.308410578720725e-05	6.288	8.33491976210245e-05
8.307566144935664e-05	6.289	8.334072637111672e-05
8.306721621851199e-05	6.29	8.333225422513e-05
8.3058770095121e-05	6.291	8.332378118351786e-05
8.305032307963149e-05	6.292	8.331530724672399e-05
8.304187517248826e-05	6.293	8.330683241520189e-05
8.303342637414036e-05	6.294	8.329835668939486e-05
8.302497668503281e-05	6.295	8.328988006975631e-05
8.301652610561236e-05	6.296	8.328140255672907e-05
8.300807463632616e-05	6.297	8.327292415076656e-05
8.299962227761977e-05	6.298	8.326444485231149e-05
8.299116902993995e-05	6.299	8.32559646618168e-05
8.298271489373222e-05	6.3	8.324748357972499e-05
8.297425986944292e-05	6.301	8.323900160648905e-05
8.296580395751742e-05	6.302	8.323051874255103e-05
8.295734715840211e-05	6.303	8.322203498836385e-05
8.294888947254277e-05	6.304	8.321355034436908e-05
8.294043090038414e-05	6.305	8.320506481101963e-05
8.29319714423726e-05	6.306	8.319657838875717e-05
8.292351109895185e-05	6.307	8.31880910780338e-05
8.291504987056947e-05	6.308	8.317960287929116e-05
8.290658775766843e-05	6.309	8.317111379298135e-05
8.289812476069501e-05	6.31	8.316262381954561e-05
8.288966088009365e-05	6.311	8.315413295943593e-05
8.288119611630929e-05	6.312	8.31456412130931e-05
8.287273046978694e-05	6.313	8.313714858096917e-05
8.286426394096983e-05	6.314	8.312865506350471e-05
8.285579653030365e-05	6.315	8.312016066115138e-05
8.284732823823298e-05	6.316	8.311166537434949e-05
8.283885906520113e-05	6.317	8.310316920355077e-05
8.283038901165293e-05	6.318	8.309467214919508e-05
8.282191807803266e-05	6.319	8.308617421173405e-05
8.281344626478295e-05	6.32	8.307767539160719e-05
8.280497357234968e-05	6.321	8.306917568926582e-05
8.279650000117436e-05	6.322	8.306067510515005e-05
8.278802555170207e-05	6.323	8.305217363970993e-05
8.277955022437531e-05	6.324	8.304367129338576e-05
8.277107401963867e-05	6.325	8.303516806662748e-05
8.276259693793442e-05	6.326	8.302666395987508e-05
8.275411897970687e-05	6.327	8.30181589735784e-05
8.274564014539757e-05	6.328	8.300965310817692e-05
8.27371604354506e-05	6.329	8.300114636412053e-05
8.272867985030875e-05	6.33	8.299263874184859e-05
8.272019839041446e-05	6.331	8.298413024181054e-05
8.271171605621027e-05	6.332	8.297562086444546e-05
8.270323284813915e-05	6.333	8.296711061020285e-05
8.269474876664353e-05	6.334	8.295859947952146e-05
8.268626381216585e-05	6.335	8.29500874728506e-05
8.267777798514761e-05	6.336	8.294157459062857e-05
8.266929128603111e-05	6.337	8.29330608333047e-05
8.26608037152591e-05	6.338	8.292454620131736e-05
8.265231527327304e-05	6.339	8.291603069511517e-05
8.264382596051487e-05	6.34	8.290751431513635e-05
8.263533577742595e-05	6.341	8.289899706182953e-05
8.262684472444811e-05	6.342	8.28904789356326e-05
8.261835280202275e-05	6.343	8.288195993699405e-05
8.260986001059172e-05	6.344	8.287344006635135e-05
8.260136635059643e-05	6.345	8.286491932415303e-05
8.259287182247691e-05	6.346	8.28563977108363e-05
8.258437642667464e-05	6.347	8.284787522684942e-05
8.257588016363153e-05	6.348	8.283935187262927e-05
8.256738303378737e-05	6.349	8.283082764862409e-05
8.255888503758314e-05	6.35	8.282230255527047e-05
8.255038617545931e-05	6.351	8.281377659301655e-05
8.254188644785751e-05	6.352	8.280524976229843e-05
8.25333858552169e-05	6.353	8.27967220635641e-05
8.252488439797876e-05	6.354	8.278819349725006e-05
8.251638207658251e-05	6.355	8.277966406380327e-05
8.250787889146944e-05	6.356	8.277113376366027e-05
8.249937484307811e-05	6.357	8.276260259726804e-05
8.249086993184935e-05	6.358	8.275407056506266e-05
8.248236415822265e-05	6.359	8.274553766749108e-05
8.247385752263738e-05	6.36	8.273700390498891e-05
8.24653500255341e-05	6.361	8.272846927800315e-05
8.245684166735125e-05	6.362	8.271993378696922e-05
8.244833244852954e-05	6.363	8.271139743233371e-05
8.243982236950713e-05	6.364	8.27028602145318e-05
8.243131143072314e-05	6.365	8.269432213401013e-05
8.242279963261722e-05	6.366	8.26857831912035e-05
8.241428697562825e-05	6.367	8.267724338655838e-05
8.240577346019472e-05	6.368	8.266870272050921e-05
8.2397259086756e-05	6.369	8.266016119350239e-05
8.238874385575039e-05	6.37	8.265161880597245e-05
8.238022776761601e-05	6.371	8.264307555836508e-05
8.237171082279205e-05	6.372	8.263453145111471e-05
8.23631930217166e-05	6.373	8.262598648466704e-05
8.235467436482801e-05	6.374	8.261744065945607e-05
8.234615485256378e-05	6.375	8.260889397592746e-05
8.233763448536298e-05	6.376	8.260034643451477e-05
8.232911326366303e-05	6.377	8.259179803566368e-05
8.232059118790127e-05	6.378	8.258324877980759e-05
8.231206825851603e-05	6.379	8.257469866739179e-05
8.230354447594495e-05	6.38	8.256614769884938e-05
8.229501984062483e-05	6.381	8.25575958746257e-05
8.228649435299434e-05	6.382	8.254904319515351e-05
8.227796801348915e-05	6.383	8.254048966087801e-05
8.226944082254774e-05	6.384	8.253193527223154e-05
8.226091278060704e-05	6.385	8.252338002965822e-05
8.225238388810355e-05	6.386	8.25148239335941e-05
8.224385414547496e-05	6.387	8.250626698447795e-05
8.22353235531568e-05	6.388	8.249770918274829e-05
8.222679211158698e-05	6.389	8.248915052884337e-05
8.221825982120157e-05	6.39	8.248059102320135e-05
8.220972668243665e-05	6.391	8.24720306662604e-05
8.220119269572965e-05	6.392	8.24634694584582e-05
8.219265786151617e-05	6.393	8.245490740023299e-05
8.218412218023191e-05	6.394	8.24463444920223e-05
8.217558565231365e-05	6.395	8.24377807342639e-05
8.216704827819698e-05	6.396	8.242921612739509e-05
8.215851005831815e-05	6.397	8.242065067185376e-05
8.21499709931124e-05	6.398	8.241208436807674e-05
8.214143108301549e-05	6.399	8.240351721650186e-05
8.213289032846359e-05	6.4	8.239494921756551e-05
8.212434872989175e-05	6.401	8.238638037170544e-05
8.211580628773476e-05	6.402	8.23778106793582e-05
8.210726300242853e-05	6.403	8.23692401409608e-05
8.209871887440777e-05	6.404	8.236066875694966e-05
8.209017390410796e-05	6.405	8.235209652776184e-05
8.208162809196454e-05	6.406	8.23435234538334e-05
8.207308143841057e-05	6.407	8.233494953560127e-05
8.206453394388243e-05	6.408	8.232637477350108e-05
8.205598560881409e-05	6.409	8.23177991679698e-05
8.204743643363977e-05	6.41	8.230922271944288e-05
8.203888641879442e-05	6.411	8.230064542835697e-05
8.203033556471238e-05	6.412	8.229206729514713e-05
8.202178387182743e-05	6.413	8.228348832025015e-05
8.201323134057424e-05	6.414	8.227490850410072e-05
8.200467797138539e-05	6.415	8.226632784713547e-05
8.19961237646974e-05	6.416	8.225774634978869e-05
8.1987568720942e-05	6.417	8.224916401249692e-05
8.197901284055289e-05	6.418	8.224058083569475e-05
8.197045612396498e-05	6.419	8.223199681981775e-05
8.196189857161037e-05	6.42	8.22234119653005e-05
8.195334018392359e-05	6.421	8.221482627257859e-05
8.194478096133736e-05	6.422	8.220623974208628e-05
8.193622090428478e-05	6.423	8.219765237425904e-05
8.192766001319957e-05	6.424	8.218906416953067e-05
8.191909828851335e-05	6.425	8.218047512833665e-05
8.191053573066111e-05	6.426	8.217188525111069e-05
8.190197234007335e-05	6.427	8.216329453828782e-05
8.189340811718414e-05	6.428	8.21547029903015e-05
8.188484306242627e-05	6.429	8.214611060758683e-05
8.187627717623157e-05	6.43	8.21375173905769e-05
8.186771045903283e-05	6.431	8.212892333970672e-05
8.185914291126154e-05	6.432	8.212032845540889e-05
8.185057453335061e-05	6.433	8.21117327381184e-05
8.184200532573194e-05	6.434	8.210313618826798e-05
8.183343528883741e-05	6.435	8.209453880629192e-05
8.18248644230988e-05	6.436	8.208594059262282e-05
8.181629272894848e-05	6.437	8.207734154769495e-05
8.180772020681699e-05	6.438	8.206874167194062e-05
8.179914685713739e-05	6.439	8.206014096579401e-05
8.179057268034045e-05	6.44	8.20515394296869e-05
8.178199767685648e-05	6.441	8.204293706405356e-05
8.177342184711803e-05	6.442	8.203433386932565e-05
8.176484519155661e-05	6.443	8.202572984593704e-05
8.175626771060174e-05	6.444	8.201712499431904e-05
8.174768940468575e-05	6.445	8.200851931490564e-05
8.173911027423893e-05	6.446	8.199991280812782e-05
8.173053031969243e-05	6.447	8.199130547441944e-05
8.17219495414756e-05	6.448	8.198269731421099e-05
8.171336794002099e-05	6.449	8.197408832793616e-05
8.170478551575764e-05	6.45	8.196547851602613e-05
8.169620226911651e-05	6.451	8.195686787891318e-05
8.168761820052719e-05	6.452	8.194825641702875e-05
8.167903331042025e-05	6.453	8.193964413080508e-05
8.167044759922659e-05	6.454	8.193103102067321e-05
8.166186106737502e-05	6.455	8.192241708706534e-05
8.165327371529549e-05	6.456	8.191380233041206e-05
8.164468554341818e-05	6.457	8.190518675114555e-05
8.163609655217278e-05	6.458	8.189657034969632e-05
8.16275067419889e-05	6.459	8.188795312649613e-05
8.161891611329546e-05	6.46	8.187933508197521e-05
8.161032466652156e-05	6.461	8.187071621656543e-05
8.160173240209801e-05	6.462	8.18620965306966e-05
8.159313932045241e-05	6.463	8.18534760248005e-05
8.158454542201452e-05	6.464	8.184485469930654e-05
8.157595070721317e-05	6.465	8.183623255464645e-05
8.156735517647704e-05	6.466	8.182760959124969e-05
8.155875883023489e-05	6.467	8.181898580954735e-05
8.155016166891593e-05	6.468	8.181036120996877e-05
8.154156369294735e-05	6.469	8.180173579294508e-05
8.153296490276002e-05	6.47	8.179310955890524e-05
8.152436529877963e-05	6.471	8.178448250828028e-05
8.151576488143604e-05	6.472	8.177585464149873e-05
8.150716365115699e-05	6.473	8.176722595899163e-05
8.149856160837031e-05	6.474	8.175859646118743e-05
8.148995875350491e-05	6.475	8.174996614851677e-05
8.148135508698706e-05	6.476	8.174133502140775e-05
8.147275060924556e-05	6.477	8.173270308029117e-05
8.146414532070822e-05	6.478	8.172407032559469e-05
8.145553922180192e-05	6.479	8.171543675774904e-05
8.144693231295494e-05	6.48	8.17068023771815e-05
8.14383245945936e-05	6.481	8.169816718432264e-05
8.142971606714627e-05	6.482	8.168953117960007e-05
8.142110673103916e-05	6.483	8.168089436344338e-05
8.141249658669979e-05	6.484	8.167225673628023e-05
8.140388563455543e-05	6.485	8.166361829854024e-05
8.139527387503245e-05	6.486	8.165497905065071e-05
8.138666130855763e-05	6.487	8.164633899304111e-05
8.137804793555759e-05	6.488	8.163769812613838e-05
8.136943375645933e-05	6.489	8.162905645037198e-05
8.136081877168894e-05	6.49	8.162041396616866e-05
8.13522029816726e-05	6.491	8.161177067395758e-05
8.134358638683764e-05	6.492	8.16031265741652e-05
8.133496898760866e-05	6.493	8.159448166722075e-05
8.132635078441283e-05	6.494	8.158583595355026e-05
8.131773177767643e-05	6.495	8.157718943358295e-05
8.130911196782397e-05	6.496	8.15685421077444e-05
8.130049135528251e-05	6.497	8.155989397646373e-05
8.129186994047715e-05	6.498	8.15512450401667e-05
8.1283247723833e-05	6.499	8.154259529928174e-05
8.127462470577684e-05	6.5	8.153394475423445e-05
8.126600088673328e-05	6.501	8.152529340545331e-05
8.125737626712733e-05	6.502	8.151664125336356e-05
8.124875084738464e-05	6.503	8.150798829839361e-05
8.124012462792991e-05	6.504	8.149933454096825e-05
8.123149760918893e-05	6.505	8.149067998151589e-05
8.122286979158572e-05	6.506	8.14820246204613e-05
8.121424117554527e-05	6.507	8.147336845823241e-05
8.120561176149279e-05	6.508	8.146471149525367e-05
8.119698154985176e-05	6.509	8.145605373195319e-05
8.118835054104786e-05	6.51	8.144739516875499e-05
8.11797187355048e-05	6.511	8.143873580608712e-05
8.117108613364766e-05	6.512	8.143007564437314e-05
8.116245273589968e-05	6.513	8.142141468404085e-05
8.115381854268529e-05	6.514	8.141275292551481e-05
8.11451835544288e-05	6.515	8.140409036922093e-05
8.113654777155409e-05	6.516	8.13954270155843e-05
8.112791119448525e-05	6.517	8.13867628650308e-05
8.111927382364436e-05	6.518	8.137809791798511e-05
8.111063565945713e-05	6.519	8.136943217487306e-05
8.110199670234569e-05	6.52	8.136076563611887e-05
8.109335695273425e-05	6.521	8.135209830214841e-05
8.108471641104607e-05	6.522	8.134343017338576e-05
8.107607507770365e-05	6.523	8.133476125025644e-05
8.106743295313088e-05	6.524	8.132609153318422e-05
8.105879003775093e-05	6.525	8.13174210225947e-05
8.105014633198576e-05	6.526	8.130874971891129e-05
8.104150183625957e-05	6.527	8.130007762255949e-05
8.103285655099407e-05	6.528	8.129140473396231e-05
8.10242104766119e-05	6.529	8.12827310535452e-05
8.101556361353602e-05	6.53	8.127405658173125e-05
8.10069159621886e-05	6.531	8.126538131894529e-05
8.099826752299296e-05	6.532	8.125670526561026e-05
8.098961829636996e-05	6.533	8.124802842215099e-05
8.098096828274218e-05	6.534	8.123935078899011e-05
8.097231748253201e-05	6.535	8.123067236655237e-05
8.096366589616178e-05	6.536	8.122199315525998e-05
8.095501352405235e-05	6.537	8.121331315553768e-05
8.094636036662599e-05	6.538	8.120463236780754e-05
8.093770642430481e-05	6.539	8.119595079249398e-05
8.092905169751039e-05	6.54	8.118726843001874e-05
8.092039618666281e-05	6.541	8.117858528080635e-05
8.09117398921846e-05	6.542	8.116990134527815e-05
8.09030828144968e-05	6.543	8.116121662385865e-05
8.089442495402149e-05	6.544	8.115253111696874e-05
8.088576631117872e-05	6.545	8.114384482503273e-05
8.087710688638989e-05	6.546	8.113515774847193e-05
8.086844668007502e-05	6.547	8.112646988770975e-05
8.085978569265631e-05	6.548	8.111778124316745e-05
8.085112392455374e-05	6.549	8.110909181526847e-05
8.084246137618816e-05	6.55	8.11004016044337e-05
8.083379804797998e-05	6.551	8.109171061108655e-05
8.082513394034957e-05	6.552	8.108301883564742e-05
8.081646905371696e-05	6.553	8.107432627853975e-05
8.080780338850272e-05	6.554	8.10656329401839e-05
8.079913694512762e-05	6.555	8.105693882100281e-05
8.079046972401042e-05	6.556	8.104824392141666e-05
8.078180172557243e-05	6.557	8.103954824184841e-05
8.077313295023228e-05	6.558	8.103085178271791e-05
8.076446339840999e-05	6.559	8.102215454444806e-05
8.075579307052606e-05	6.56	8.10134565274582e-05
8.074712196699871e-05	6.561	8.100475773217131e-05
8.073845008824838e-05	6.562	8.099605815900678e-05
8.072977743469448e-05	6.563	8.098735780838683e-05
8.072110400675575e-05	6.564	8.097865668073084e-05
8.071242980485166e-05	6.565	8.096995477646106e-05
8.070375482940131e-05	6.566	8.096125209599653e-05
8.069507908082388e-05	6.567	8.095254863975939e-05
8.068640255953785e-05	6.568	8.094384440816823e-05
8.067772526596205e-05	6.569	8.093513940164527e-05
8.066904720051548e-05	6.57	8.092643362060893e-05
8.066036836361658e-05	6.571	8.091772706548109e-05
8.065168875568328e-05	6.572	8.090901973667987e-05
8.06430083771354e-05	6.573	8.090031163462726e-05
8.063432722839018e-05	6.574	8.089160275974101e-05
8.062564530986569e-05	6.575	8.0882893112443e-05
8.061696262198129e-05	6.576	8.087418269315056e-05
8.060827916515341e-05	6.577	8.086547150228538e-05
8.059959493980108e-05	6.578	8.085675954026549e-05
8.059090994634192e-05	6.579	8.08480468075112e-05
8.05822241851939e-05	6.58	8.083933330444079e-05
8.057353765677315e-05	6.581	8.08306190314745e-05
8.056485036149918e-05	6.582	8.082190398903028e-05
8.055616229978902e-05	6.583	8.081318817752836e-05
8.054747347205979e-05	6.584	8.080447159738618e-05
8.053878387872856e-05	6.585	8.0795754249024e-05
8.053009352021232e-05	6.586	8.078703613285921e-05
8.052140239692874e-05	6.587	8.077831724931164e-05
8.051271050929475e-05	6.588	8.076959759879843e-05
8.050401785772703e-05	6.589	8.076087718173948e-05
8.049532444264264e-05	6.59	8.075215599855154e-05
8.048663026445722e-05	6.591	8.07434340496545e-05
8.047793532358942e-05	6.592	8.073471133546463e-05
8.046923962045338e-05	6.593	8.072598785640181e-05
8.046054315546723e-05	6.594	8.071726361288238e-05
8.045184592904724e-05	6.595	8.070853860532561e-05
8.044314794160842e-05	6.596	8.069981283414774e-05
8.043444919356847e-05	6.597	8.069108629976801e-05
8.042574968534206e-05	6.598	8.068235900260234e-05
8.041704941734671e-05	6.599	8.067363094306992e-05
8.040834838999588e-05	6.6	8.066490212158623e-05
8.039964660370782e-05	6.601	8.065617253857043e-05
8.039094405889637e-05	6.602	8.064744219443798e-05
8.038224075597839e-05	6.603	8.063871108960764e-05
8.037353669536861e-05	6.604	8.062997922449452e-05
8.036483187748278e-05	6.605	8.062124659951755e-05
8.035612630273596e-05	6.606	8.061251321509147e-05
8.034741997154404e-05	6.607	8.06037790716351e-05
8.033871288432028e-05	6.608	8.059504416956277e-05
8.033000504148187e-05	6.609	8.058630850929318e-05
8.032129644344324e-05	6.61	8.057757209124106e-05
8.031258709061813e-05	6.611	8.056883491582413e-05
8.030387698342191e-05	6.612	8.056009698345711e-05
8.029516612226993e-05	6.613	8.055135829455781e-05
8.028645450757553e-05	6.614	8.054261884954058e-05
8.027774213975364e-05	6.615	8.053387864882312e-05
8.026902901921855e-05	6.616	8.052513769281935e-05
8.026031514638499e-05	6.617	8.051639598194705e-05
8.025160052166723e-05	6.618	8.050765351662004e-05
8.024288514547758e-05	6.619	8.049891029725567e-05
8.023416901823264e-05	6.62	8.049016632426749e-05
8.022545214034438e-05	6.621	8.048142159807294e-05
8.021673451222693e-05	6.622	8.047267611908528e-05
8.020801613429478e-05	6.623	8.04639298877218e-05
8.019929700696086e-05	6.624	8.045518290439534e-05
8.019057713063932e-05	6.625	8.044643516952319e-05
8.01818565057429e-05	6.626	8.043768668351828e-05
8.017313513268498e-05	6.627	8.042893744679724e-05
8.016441301187905e-05	6.628	8.042018745977292e-05
8.015569014373857e-05	6.629	8.041143672286199e-05
8.014696652867575e-05	6.63	8.04026852364769e-05
8.013824216710386e-05	6.631	8.039393300103425e-05
8.012951705943648e-05	6.632	8.03851800169461e-05
8.012079120608611e-05	6.633	8.037642628462911e-05
8.011206460746462e-05	6.634	8.036767180449521e-05
8.010333726398527e-05	6.635	8.035891657696067e-05
8.009460917606039e-05	6.636	8.035016060243713e-05
8.008588034410233e-05	6.637	8.034140388134092e-05
8.007715076852387e-05	6.638	8.03326464140834e-05
8.006842044973654e-05	6.639	8.032388820108084e-05
8.005968938815285e-05	6.64	8.031512924274409e-05
8.005095758418479e-05	6.641	8.030636953948912e-05
8.004222503824449e-05	6.642	8.029760909172799e-05
8.003349175074365e-05	6.643	8.028884789987466e-05
8.00247577220933e-05	6.644	8.028008596434175e-05
8.001602295270626e-05	6.645	8.027132328554321e-05
8.000728744299366e-05	6.646	8.026255986389125e-05
7.999855119336678e-05	6.647	8.025379569979973e-05
7.998981420423764e-05	6.648	8.024503079368047e-05
7.998107647601648e-05	6.649	8.023626514594739e-05
7.997233800911537e-05	6.65	8.022749875701217e-05
7.996359880394482e-05	6.651	8.021873162728837e-05
7.995485886091637e-05	6.652	8.020996375718741e-05
7.9946118180441e-05	6.653	8.020119514712289e-05
7.993737676292926e-05	6.654	8.019242579750592e-05
7.992863460879161e-05	6.655	8.018365570874999e-05
7.991989171843923e-05	6.656	8.017488488126586e-05
7.99111480922824e-05	6.657	8.01661133154669e-05
7.990240373073127e-05	6.658	8.015734101176402e-05
7.989365863419729e-05	6.659	8.014856797056998e-05
7.988491280309012e-05	6.66	8.013979419229553e-05
7.987616623781951e-05	6.661	8.013101967735349e-05
7.986741893879587e-05	6.662	8.012224442615425e-05
7.985867090642992e-05	6.663	8.011346843911056e-05
7.984992214113022e-05	6.664	8.010469171663244e-05
7.984117264330789e-05	6.665	8.009591425913263e-05
7.983242241337174e-05	6.666	8.008713606702099e-05
7.982367145173212e-05	6.667	8.007835714070999e-05
7.981491975879777e-05	6.668	8.006957748060918e-05
7.980616733497894e-05	6.669	8.006079708713112e-05
7.979741418068454e-05	6.67	8.005201596068499e-05
7.978866029632416e-05	6.671	8.004323410168328e-05
7.977990568230669e-05	6.672	8.003445151053477e-05
7.97711503390413e-05	6.673	8.002566818765185e-05
7.976239426693709e-05	6.674	8.001688413344362e-05
7.975363746640295e-05	6.675	8.000809934832156e-05
7.974487993784779e-05	6.676	7.999931383269483e-05
7.973612168168042e-05	6.677	7.999052758697491e-05
7.972736269830897e-05	6.678	7.998174061157058e-05
7.971860298814268e-05	6.679	7.997295290689327e-05
7.970984255158952e-05	6.68	7.996416447335136e-05
7.970108138905805e-05	6.681	7.995537531135631e-05
7.969231950095587e-05	6.682	7.99465854213164e-05
7.968355688769259e-05	6.683	7.993779480364266e-05
7.967479354967527e-05	6.684	7.992900345874321e-05
7.966602948731203e-05	6.685	7.992021138702909e-05
7.965726470101095e-05	6.686	7.99114185889081e-05
7.964849919118022e-05	6.687	7.990262506479115e-05
7.963973295822702e-05	6.688	7.989383081508569e-05
7.96309660025589e-05	6.689	7.98850358402026e-05
7.962219832458363e-05	6.69	7.987624014054942e-05
7.96134299247089e-05	6.691	7.986744371653644e-05
7.960466080334196e-05	6.692	7.9858646568571e-05
7.959589096088988e-05	6.693	7.984984869706345e-05
7.958712039776017e-05	6.694	7.984105010242084e-05
7.957834911435941e-05	6.695	7.983225078505343e-05
7.956957711109505e-05	6.696	7.982345074536783e-05
7.956080438837426e-05	6.697	7.981464998377437e-05
7.955203094660293e-05	6.698	7.980584850067953e-05
7.954325678618867e-05	6.699	7.979704629649334e-05
7.953448190753817e-05	6.7	7.978824337162188e-05
7.952570631105723e-05	6.701	7.977943972647535e-05
7.951692999715326e-05	6.702	7.977063536145951e-05
7.950815296623194e-05	6.703	7.976183027698444e-05
7.949937521869991e-05	6.704	7.975302447345551e-05
7.94905967549626e-05	6.705	7.974421795128261e-05
7.94818175754273e-05	6.706	7.973541071087175e-05
7.947303768049932e-05	6.707	7.97266027526315e-05
7.946425707058513e-05	6.708	7.971779407696814e-05
7.945547574608981e-05	6.709	7.970898468429026e-05
7.944669370741944e-05	6.71	7.97001745750037e-05
7.943791095497979e-05	6.711	7.969136374951706e-05
7.942912748917651e-05	6.712	7.968255220823574e-05
7.942034331041456e-05	6.713	7.967373995156831e-05
7.94115584191003e-05	6.714	7.966492697992022e-05
7.940277281563814e-05	6.715	7.965611329369955e-05
7.939398650043321e-05	6.716	7.964729889331149e-05
7.938519947389202e-05	6.717	7.963848377916428e-05
7.937641173641809e-05	6.718	7.962966795166272e-05
7.936762328841697e-05	6.719	7.9620851411215e-05
7.935883413029306e-05	6.72	7.961203415822547e-05
7.935004426245179e-05	6.721	7.960321619310227e-05
7.934125368529795e-05	6.722	7.959439751624995e-05
7.933246239923523e-05	6.723	7.9585578128076e-05
7.932367040466872e-05	6.724	7.957675802898481e-05
7.931487770200288e-05	6.725	7.956793721938393e-05
7.930608429164199e-05	6.726	7.955911569967743e-05
7.92972901739905e-05	6.727	7.955029347027276e-05
7.928849534945133e-05	6.728	7.95414705315736e-05
7.927969981843002e-05	6.729	7.953264688398747e-05
7.927090358132989e-05	6.73	7.952382252791786e-05
7.926210663855487e-05	6.731	7.951499746377203e-05
7.925330899050921e-05	6.732	7.950617169195316e-05
7.924451063759565e-05	6.733	7.949734521286855e-05
7.923571158021837e-05	6.734	7.948851802692109e-05
7.922691181878065e-05	6.735	7.947969013451802e-05
7.921811135368635e-05	6.736	7.947086153606182e-05
7.920931018533889e-05	6.737	7.946203223195955e-05
7.920050831414098e-05	6.738	7.945320222261414e-05
7.919170574049555e-05	6.739	7.944437150843172e-05
7.918290246480641e-05	6.74	7.943554008981521e-05
7.91740984874768e-05	6.741	7.942670796717078e-05
7.916529380890879e-05	6.742	7.941787514090102e-05
7.915648842950531e-05	6.743	7.940904161141203e-05
7.914768234966926e-05	6.744	7.940020737910597e-05
7.913887556980383e-05	6.745	7.939137244438902e-05
7.913006809031042e-05	6.746	7.938253680766323e-05
7.91212599115925e-05	6.747	7.937370046933438e-05
7.911245103405205e-05	6.748	7.936486342980425e-05
7.910364145809099e-05	6.749	7.935602568947879e-05
7.909483118411248e-05	6.75	7.934718724875938e-05
7.908602021251705e-05	6.751	7.93383481080519e-05
7.90772085437087e-05	6.752	7.932950826775732e-05
7.906839617808744e-05	6.753	7.932066772828149e-05
7.905958311605683e-05	6.754	7.931182649002555e-05
7.905076935801722e-05	6.755	7.930298455339464e-05
7.904195490437121e-05	6.756	7.929414191878987e-05
7.903313975551994e-05	6.757	7.928529858661639e-05
7.90243239118653e-05	6.758	7.927645455727496e-05
7.901550737380774e-05	6.759	7.926760983117068e-05
7.900669014174954e-05	6.76	7.925876440870386e-05
7.899787221609223e-05	6.761	7.92499182902797e-05
7.898905359723552e-05	6.762	7.924107147629841e-05
7.898023428558138e-05	6.763	7.923222396716478e-05
7.897141428153091e-05	6.764	7.922337576327878e-05
7.896259358548496e-05	6.765	7.921452686504532e-05
7.895377219784381e-05	6.766	7.9205677272864e-05
7.894495011900805e-05	6.767	7.919682698713966e-05
7.893612734937917e-05	6.768	7.918797600827148e-05
7.892730388935729e-05	6.769	7.917912433666405e-05
7.89184797393433e-05	6.77	7.917027197271753e-05
7.890965489973589e-05	6.771	7.916141891683481e-05
7.890082937093706e-05	6.772	7.915256516941649e-05
7.889200315334648e-05	6.773	7.914371073086542e-05
7.888317624736383e-05	6.774	7.913485560158183e-05
7.887434865338995e-05	6.775	7.912599978196854e-05
7.886552037182378e-05	6.776	7.911714327242541e-05
7.885669140306558e-05	6.777	7.910828607335521e-05
7.884786174751537e-05	6.778	7.909942818515774e-05
7.883903140557269e-05	6.779	7.909056960823547e-05
7.883020037763654e-05	6.78	7.908171034298785e-05
7.882136866410763e-05	6.781	7.907285038981747e-05
7.881253626538362e-05	6.782	7.906398974912348e-05
7.880370318186554e-05	6.783	7.905512842130837e-05
7.879486941395106e-05	6.784	7.904626640677086e-05
7.878603496204076e-05	6.785	7.903740370591346e-05
7.877719982653254e-05	6.786	7.902854031913498e-05
7.876836400782624e-05	6.787	7.901967624683736e-05
7.875952750631975e-05	6.788	7.901081148941923e-05
7.875069032241275e-05	6.789	7.900194604728258e-05
7.874185245650343e-05	6.79	7.899307992082577e-05
7.873301390899126e-05	6.791	7.898421311045067e-05
7.872417468027357e-05	6.792	7.897534561655523e-05
7.871533477074866e-05	6.793	7.896647743954142e-05
7.870649418081629e-05	6.794	7.895760857980706e-05
7.86976529108741e-05	6.795	7.894873903775375e-05
