14699	14854	112	y	exposure	0.00335333	thresh	0.95	:	fit	-0.639417	0.985735	-4.93E-05	1.12E-07	-2.92E-11	16	Band	0.25	0.003	chi2	0.0409074
14699	14854	113	y	exposure	0.00277789	thresh	1.45	:	fit	-0.076276	0.910278	9.80E-05	-5.45E-07	1.11E-09	12.25	Band	0.25	0.003	chi2	0.0170941
14699	14854	114	y	exposure	0.00331565	thresh	1.55	:	fit	-0.845199	0.922633	-2.81E-05	-1.26E-07	6.26E-10	16	Band	0.25	0.003	chi2	0.0412197
14699	14854	121	y	exposure	0.00191815	thresh	1.75	:	fit	-0.922805	0.951409	-0.000313489	1.74E-06	-3.27E-09	18.0625	Band	0.25	0.003	chi2	0.0502043
14699	14854	122	y	exposure	0.00247646	thresh	4.35	:	fit	-1.64644	0.962189	-0.000437851	2.46E-06	-4.88E-09	14.0625	Band	0.25	0.003	chi2	0.102493
14699	14854	123	y	exposure	0.00225725	thresh	1.45	:	fit	-1.20699	0.953665	-0.000235046	1.26E-06	-2.44E-09	16	Band	0.25	0.003	chi2	0.0544152
14699	14854	132	y	exposure	0.00303478	thresh	0.95	:	fit	-0.709993	0.919429	-0.000118449	4.66E-07	-6.76E-10	16	Band	0.25	0.003	chi2	0.0337785
14699	14854	133	y	exposure	0.00325057	thresh	2.05	:	fit	0.585149	0.891065	0.000473166	-2.44E-06	4.40E-09	1	Band	0.25	0.003	chi2	0.0281656
14699	14854	134	y	exposure	0.00350747	thresh	1.35	:	fit	-0.222085	0.897332	0.000210851	-1.23E-06	2.55E-09	18.0625	Band	0.25	0.003	chi2	0.0422265
14699	14854	153	y	exposure	0.00216476	thresh	0.85	:	fit	0.126158	0.90148	0.000211113	-1.18E-06	2.15E-09	12.25	Band	0.25	0.003	chi2	0.0156784
14699	14854	161	y	exposure	0.00250729	thresh	1.35	:	fit	-0.658015	0.901234	0.000187441	-1.42E-06	2.89E-09	16	Band	0.25	0.003	chi2	0.0448717
14699	14854	163	y	exposure	0.00240111	thresh	0.85	:	fit	-0.476804	0.912202	0.000236471	-1.89E-06	4.20E-09	16	Band	0.25	0.003	chi2	0.0274018
