111 214 y exposure 0.00657067 thresh 0.95 :  fit -0.0968893 1.15405 0.000157991 -9.04369e-07 1.65004e-09 1.96 Band 0.25 0.003 chi2 0.0324534
111 221 y exposure 0.0041631 thresh 1.35 :  fit -0.169702 1.1648 1.83648e-05 -1.73547e-07 3.73961e-10 2.56 Band 0.25 0.003 chi2 0.0370756
111 222 y exposure 0.00402695 thresh 0.75 :  fit -0.0362699 1.09741 0.000155967 -9.99408e-07 2.04616e-09 2.56 Band 0.25 0.003 chi2 0.0285434
111 223 y exposure 0.00400546 thresh 1.95 :  fit -0.5 1.12495 0.000359706 -2.28642e-06 4.56455e-09 2.25 Band 0.25 0.003 chi2 0.0379465
111 231 y exposure 0.00624823 thresh 0.85 :  fit 0.0694749 1.11302 0.000146019 -9.48879e-07 1.9527e-09 1.44 Band 0.25 0.003 chi2 0.0307934
111 232 y exposure 0.00610492 thresh 1.25 :  fit -0.0986785 1.13361 4.99233e-05 -4.94222e-07 1.22066e-09 1.96 Band 0.25 0.003 chi2 0.0325185
111 241 y exposure 0.00399829 thresh 6.35 :  fit -0.247247 1.08687 0.000177717 -1.05661e-06 2.0347e-09 1.96 Band 0.25 0.003 chi2 0.0239875
111 244 y exposure 0.00405562 thresh 0.95 :  fit -0.328595 1.10423 5.85281e-05 -8.49543e-08 -2.21416e-10 2.25 Band 0.25 0.003 chi2 0.023013
111 251 y exposure 0.00399113 thresh 1.55 :  fit -0.432909 1.1233 0.000316691 -2.12671e-06 4.47421e-09 2.25 Band 0.25 0.003 chi2 0.030627
111 253 y exposure 0.00738753 thresh 2.35 :  fit -0.410231 1.13693 3.50759e-05 -3.08512e-07 6.51631e-10 2.25 Band 0.25 0.003 chi2 0.0228202
111 261 y exposure 0.00331185 thresh 1.35 :  fit 0.0872775 1.10585 0.000189431 -1.20052e-06 2.52483e-09 2.89 Band 0.25 0.003 chi2 0.0303127
111 262 y exposure 0.00555318 thresh 1.25 :  fit -0.214611 1.17179 -4.67569e-05 2.71857e-07 -5.40859e-10 1.96 Band 0.25 0.003 chi2 0.0283961
111 273 y exposure 0.00402695 thresh 0.85 :  fit 0.218817 1.15395 4.40754e-05 -1.79572e-07 1.38825e-10 1.96 Band 0.25 0.003 chi2 0.0278549
111 274 y exposure 0.00406278 thresh 1.25 :  fit -0.198097 1.13808 0.000299443 -1.97176e-06 4.12576e-09 2.25 Band 0.25 0.003 chi2 0.0363502
112 214 y exposure 0.00940111 thresh 0.95 :  fit -0.0620825 1.15249 0.000190014 -1.15701e-06 2.2205e-09 1.69 Band 0.25 0.003 chi2 0.029712
112 221 y exposure 0.00595643 thresh 1.35 :  fit -0.283247 1.16839 -5.89793e-05 3.41348e-07 -7.05472e-10 2.25 Band 0.25 0.003 chi2 0.0367835
112 222 y exposure 0.00576164 thresh 4.65 :  fit -0.123032 1.09534 0.000181429 -1.13505e-06 2.27716e-09 2.25 Band 0.25 0.003 chi2 0.024736
112 223 n exposure 0.00573088 thresh 1.85 :  fit -0.430467 1.17466 -0.000600992 3.64618e-06 -7.16807e-09 2.25 Band 0.25 0.003 chi2 1.42575
112 231 y exposure 0.00893977 thresh 1.45 :  fit -0.343036 1.11023 0.000219035 -1.46321e-06 3.03189e-09 1.69 Band 0.25 0.003 chi2 0.0274644
112 232 y exposure 0.00873473 thresh 1.75 :  fit -0.488412 1.13267 5.73388e-05 -4.83986e-07 1.1712e-09 1.96 Band 0.25 0.003 chi2 0.0273398
112 241 y exposure 0.00572063 thresh 7.05 :  fit -0.349226 1.09181 7.52011e-05 -3.63748e-07 5.56463e-10 1.96 Band 0.25 0.003 chi2 0.0260539
112 244 y exposure 0.00580265 thresh 1.75 :  fit -0.243453 1.10354 5.59107e-05 -3.41375e-08 -3.67497e-10 2.25 Band 0.25 0.003 chi2 0.0269784
112 251 y exposure 0.00571038 thresh 1.75 :  fit -0.211 1.1223 0.000309214 -1.98861e-06 4.07102e-09 2.25 Band 0.25 0.003 chi2 0.0274774
112 253 y exposure 0.0105698 thresh 4.15 :  fit -0.20253 1.13082 0.000155712 -1.12652e-06 2.37458e-09 2.25 Band 0.25 0.003 chi2 0.0230904
112 261 y exposure 0.00473849 thresh 1.65 :  fit 0.0261497 1.1111 9.27515e-05 -6.48664e-07 1.48588e-09 2.89 Band 0.25 0.003 chi2 0.0295963
112 262 y exposure 0.00794532 thresh 1.45 :  fit -0.234996 1.17139 -4.13121e-05 2.54013e-07 -5.49122e-10 2.25 Band 0.25 0.003 chi2 0.0251698
112 273 y exposure 0.00576164 thresh 1.35 :  fit 0.0893241 1.15274 8.09774e-05 -4.23975e-07 6.99842e-10 1.96 Band 0.25 0.003 chi2 0.0307216
112 274 y exposure 0.0058129 thresh 1.45 :  fit -0.301646 1.14563 0.000143702 -9.8943e-07 2.19066e-09 2.25 Band 0.25 0.003 chi2 0.0339834
113 214 y exposure 0.00405805 thresh 0.95 :  fit -0.0871975 1.15425 0.00015829 -9.68743e-07 1.87465e-09 1.96 Band 0.25 0.003 chi2 0.0327229
113 221 y exposure 0.00257113 thresh 1.55 :  fit -0.160741 1.16324 1.81654e-05 -6.34614e-08 -5.15637e-11 2.25 Band 0.25 0.003 chi2 0.0334866
113 222 y exposure 0.00248705 thresh 1.85 :  fit -0.281449 1.10238 5.70873e-05 -3.46544e-07 6.84534e-10 2.56 Band 0.25 0.003 chi2 0.0292269
113 223 y exposure 0.00247377 thresh 2.45 :  fit -0.5 1.12565 0.000322478 -2.07447e-06 4.19635e-09 2.25 Band 0.25 0.003 chi2 0.0326706
113 231 y exposure 0.00385891 thresh 1.35 :  fit -0.342715 1.10939 0.000247435 -1.7086e-06 3.67952e-09 1.69 Band 0.25 0.003 chi2 0.0297267
113 232 y exposure 0.0037704 thresh 1.65 :  fit -0.494152 1.13229 6.331e-05 -5.50841e-07 1.36083e-09 1.96 Band 0.25 0.003 chi2 0.0253262
113 241 y exposure 0.00246935 thresh 1.75 :  fit -0.348504 1.09176 8.52071e-05 -4.58769e-07 7.83937e-10 1.96 Band 0.25 0.003 chi2 0.0264405
113 244 y exposure 0.00250475 thresh 1.75 :  fit -0.309284 1.09856 0.000159735 -6.87884e-07 9.36864e-10 2.25 Band 0.25 0.003 chi2 0.0218914
113 251 y exposure 0.00246492 thresh 1.85 :  fit -0.243374 1.12721 0.000214318 -1.43927e-06 3.03084e-09 2.25 Band 0.25 0.003 chi2 0.0261443
113 253 y exposure 0.00456254 thresh 3.95 :  fit -0.202676 1.12997 0.000159906 -1.09684e-06 2.23752e-09 2.25 Band 0.25 0.003 chi2 0.0239618
113 261 y exposure 0.0020454 thresh 1.45 :  fit 0.142416 1.11051 7.75076e-05 -4.6279e-07 9.94302e-10 2.89 Band 0.25 0.003 chi2 0.0289038
113 262 y exposure 0.00342965 thresh 1.35 :  fit -0.172189 1.17281 -7.91948e-05 5.01447e-07 -1.03215e-09 1.96 Band 0.25 0.003 chi2 0.0263195
113 273 y exposure 0.00248705 thresh 1.35 :  fit 0.115552 1.15132 0.000109132 -5.66865e-07 8.66348e-10 1.96 Band 0.25 0.003 chi2 0.0319337
113 274 y exposure 0.00250918 thresh 1.55 :  fit -0.231528 1.13819 0.000264481 -1.65711e-06 3.41003e-09 2.25 Band 0.25 0.003 chi2 0.032515
114 214 y exposure 0.00321892 thresh 1.25 :  fit -0.168216 1.1579 9.56371e-05 -6.31656e-07 1.24758e-09 1.69 Band 0.25 0.003 chi2 0.0230429
114 221 y exposure 0.00203947 thresh 1.35 :  fit -0.31471 1.16906 -6.01384e-05 2.08239e-07 -2.55012e-10 2.25 Band 0.25 0.003 chi2 0.0299215
114 222 y exposure 0.00197277 thresh 1.75 :  fit -0.5 1.09952 0.000131013 -9.47926e-07 1.98106e-09 2.25 Band 0.25 0.003 chi2 0.0214015
114 223 y exposure 0.00196224 thresh 2.95 :  fit -0.5 1.1448 -6.19953e-07 -2.73609e-07 8.01628e-10 2.25 Band 0.25 0.003 chi2 0.0287718
114 231 y exposure 0.00306096 thresh 0.95 :  fit 0.0129381 1.11337 0.000148125 -1.07101e-06 2.31842e-09 1.44 Band 0.25 0.003 chi2 0.0238132
114 232 y exposure 0.00299075 thresh 1.35 :  fit -0.17863 1.1366 -1.30615e-05 -1.38859e-07 5.64433e-10 1.96 Band 0.25 0.003 chi2 0.024552
114 241 y exposure 0.00195873 thresh 1.75 :  fit -0.250538 1.09334 5.33661e-05 -2.8364e-07 4.45906e-10 1.96 Band 0.25 0.003 chi2 0.0230132
114 244 y exposure 0.00198682 thresh 2.25 :  fit -0.5 1.09758 0.000159654 -7.46378e-07 1.10529e-09 1.96 Band 0.25 0.003 chi2 0.0248584
114 251 y exposure 0.00195522 thresh 1.85 :  fit -0.291241 1.12621 0.000246203 -1.66896e-06 3.50037e-09 2.25 Band 0.25 0.003 chi2 0.0208265
114 253 y exposure 0.00361909 thresh 4.05 :  fit -0.270573 1.13194 0.000134183 -1.02895e-06 2.17763e-09 2.25 Band 0.25 0.003 chi2 0.0185837
114 261 y exposure 0.00162245 thresh 1.35 :  fit 0.028554 1.11331 5.44683e-05 -4.33767e-07 1.08319e-09 2.56 Band 0.25 0.003 chi2 0.0231716
