,578,580,582,592,598,600,608,610,626,632,640,648,664,672,690,692,Cut,DS,Module,Percentage,Range,SubDS
0,-9.20833578973e-07,-8.11717974066e-07,1.27026399041e-08,-5.6887414251e-06,-3.97371968259e-09,-3.72420794654e-07,-5.63291124856e-07,-1.10351196818e-07,-4.85327299928e-07,-1.91105561805e-07,-1.34338125592e-07,-3.54626252183e-07,-3.31720963327e-08,-1.27923823069e-06,-8.72672810197e-07,-2.67621665948e-07,pol2,1,1,1,Peak,35
1,2.26525654425e-07,-5.99542446485e-07,3.58800844199e-07,-1.02563808311e-06,3.51200863962e-07,9.03967951699e-08,1.38663395045e-07,3.32328355199e-07,-8.27442639818e-08,1.488511218e-07,-3.34076095854e-08,8.36621822578e-08,9.09947445005e-10,3.18676305364e-07,2.39824985208e-07,6.59450097918e-08,pol2,1,1,5,Peak,35
2,1.02105232174e-06,2.01602136508e-07,1.17765832337e-06,8.67144861493e-07,1.13052191077e-06,9.69680827891e-07,9.91481267895e-07,1.06467161408e-06,7.66285941332e-07,9.97805715272e-07,7.86321751572e-07,1.02203800518e-06,8.98467590978e-07,1.07752855868e-06,9.83116092358e-07,8.85509054235e-07,pol2,1,1,90,Peak,35
3,1.09300249208e-06,3.11438681222e-07,1.26209903709e-06,9.63048674388e-07,1.21671490597e-06,1.06515863952e-06,1.07646261607e-06,1.14353553427e-06,8.60305478304e-07,1.08733629225e-06,8.49720316903e-07,1.09273657819e-06,9.72439667267e-07,1.16192928975e-06,1.07204087398e-06,9.61724400718e-07,pol2,1,1,95,Peak,35
4,1.18624560813e-06,5.03201138958e-07,1.41584999329e-06,1.05942088197e-06,1.36444935006e-06,1.21052638325e-06,1.20665289694e-06,1.28191939423e-06,9.90791081042e-07,1.24981770973e-06,9.38703725487e-07,1.2090723972e-06,1.05458122221e-06,1.28295675317e-06,1.19315867781e-06,1.08582340851e-06,pol2,1,1,99,Peak,35
0,-2.64638062886e-06,-1.20800539934e-06,-1.73333865179e-06,-2.50715682961e-06,-1.88336629866e-06,-2.41762018521e-06,-1.39715858949e-06,-2.11683747838e-06,-2.56157072037e-06,-1.0297416105e-06,-2.66175836179e-06,-1.22328974013e-06,-1.73582542937e-06,-2.39873997226e-06,-2.91381851124e-06,-2.65910792283e-06,pol2,1,1,1,Continuum,35
1,-1.34116530016e-06,-6.39399975034e-07,-8.36944301954e-07,-1.39896559591e-06,-8.58455192154e-07,-1.21763170261e-06,-5.93156522815e-07,-9.6307312917e-07,-1.3311247005e-06,-5.44395470916e-07,-1.31123286887e-06,-4.46508272809e-07,-8.44424662897e-07,-1.29546939541e-06,-1.49818443881e-06,-1.17984317955e-06,pol2,1,1,5,Continuum,35
2,3.25725980985e-07,3.18410612256e-07,3.53282420666e-07,3.08244997081e-07,3.25942679243e-07,3.0689734174e-07,3.57940384502e-07,3.17878485254e-07,3.46393789493e-07,3.71325128034e-07,2.99960116954e-07,3.49171445632e-07,3.36184057975e-07,3.01708966617e-07,3.2988671198e-07,3.15419791944e-07,pol2,1,1,90,Continuum,35
3,4.25743700387e-07,4.3410284541e-07,4.56088835755e-07,4.07629971292e-07,4.17438926985e-07,4.13284847369e-07,4.44613478397e-07,3.98771221776e-07,4.64815733256e-07,4.85967979709e-07,4.05875604192e-07,4.2967377235e-07,4.5017332963e-07,3.97362982577e-07,4.42750741615e-07,4.06933466355e-07,pol2,1,1,95,Continuum,35
4,6.17294072858e-07,6.60205149626e-07,6.40442075191e-07,5.99030041582e-07,6.20261989971e-07,6.73093305508e-07,6.08855873589e-07,5.60393109912e-07,6.98211484112e-07,6.795128156e-07,5.92876196933e-07,5.86613718142e-07,6.99753111876e-07,5.69174654555e-07,6.697600231e-07,6.28908882642e-07,pol2,1,1,99,Continuum,35
0,-2.537481415e-11,-9.06679376577e-12,-2.82809561862e-11,-2.34606778965e-11,-2.77921788737e-11,-2.59766788417e-11,-2.51118381279e-11,-2.58038657366e-11,-2.10330661327e-11,-2.54839464111e-11,-2.17225668175e-11,-2.55026011589e-11,-2.52690828487e-11,-2.62722874e-11,-2.45645669148e-11,-2.31822808748e-11,pol3,1,1,1,Peak,35
1,-2.1723316295e-11,-4.81469224192e-12,-2.436082449e-11,-1.93295479345e-11,-2.40356986769e-11,-2.13965593802e-11,-2.10677940077e-11,-2.22559107659e-11,-1.67778254553e-11,-2.14168771581e-11,-1.7553112047e-11,-2.18135184658e-11,-2.0083984462e-11,-2.26851348537e-11,-2.12240007402e-11,-1.9251280709e-11,pol3,1,1,5,Peak,35
2,-6.02519757897e-12,1.25514768782e-11,-7.2836582546e-12,6.27364760432e-13,-7.76635509435e-12,-3.16094691757e-12,-4.06141703328e-12,-6.98881552767e-12,1.52224233892e-12,-4.23780761266e-12,-8.76507841151e-13,-4.49092666403e-12,-1.69254488237e-12,-6.87436185437e-12,-5.39787954232e-12,-1.76410191873e-12,pol3,1,1,90,Peak,35
3,-3.65130871573e-12,1.47015740074e-11,-5.01350225761e-12,6.89638512417e-12,-5.27459478934e-12,-1.22601617585e-12,-2.22911870548e-12,-4.90178319198e-12,3.81829928778e-12,-2.14980916752e-12,1.47427740969e-12,-2.32048995797e-12,6.65778131913e-13,-4.75543918745e-12,-3.38474525779e-12,2.59117641118e-13,pol3,1,1,95,Peak,35
