,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-2.8859767101e-07,-1.71681506744e-07,-5.12018637928e-07,-6.82393558671e-07,-2.06195739193e-07,-2.90125814325e-07,-4.73800484431e-07,-2.26735092555e-08,-3.34796196941e-07,-6.59613166458e-07,-7.96606532946e-08,-6.56424621433e-08,-1.06670067066e-06,-2.36863185404e-07,-3.17214906167e-08,-6.40407663309e-07,-2.29529380011e-07,-4.66178016914e-07,9.77233011883e-08,-4.620538076e-07,pol2,0,1,1,Peak,7
1,6.65687364331e-08,2.67832074024e-07,1.27092556538e-07,1.6678529928e-07,1.01293800446e-07,6.41738161093e-08,1.14071315047e-07,4.32062140963e-07,2.16957258757e-07,1.58469473449e-07,1.6475262103e-08,3.00496130191e-07,2.6830491498e-07,4.25705644285e-07,-1.43301909989e-08,1.56987231443e-07,1.31033253584e-07,2.17551763746e-07,3.38493771609e-07,-8.78377883692e-08,pol2,0,1,5,Peak,7
2,9.05428621417e-07,1.32232968778e-06,1.01865931639e-06,1.15323237199e-06,8.89243783453e-07,8.97261963519e-07,9.91295851678e-07,1.276073029e-06,1.06030243677e-06,1.0403409692e-06,8.37447353519e-07,1.175896125e-06,1.00385392122e-06,1.22345154435e-06,7.56229773885e-07,1.04404841473e-06,9.07488495822e-07,1.02625781609e-06,1.05650718614e-06,8.37561845882e-07,pol2,0,1,90,Peak,7
3,9.7914363821e-07,1.411592029e-06,1.11971535996e-06,1.26013672306e-06,9.89618348776e-07,9.96517488402e-07,1.07935031397e-06,1.36375212019e-06,1.14979933025e-06,1.11190527137e-06,9.2064189569e-07,1.27479407688e-06,1.08926952056e-06,1.30344647968e-06,8.15709108942e-07,1.122827734e-06,9.87992298377e-07,1.11499020273e-06,1.1466824636e-06,9.30310303797e-07,pol2,0,1,95,Peak,7
4,1.08261937607e-06,1.61169337007e-06,1.30735923341e-06,1.40867573486e-06,1.11519908297e-06,1.11203594714e-06,1.16942569835e-06,1.52536062691e-06,1.30569207535e-06,1.2073998307e-06,1.02351686719e-06,1.46421337815e-06,1.20563280081e-06,1.45002402587e-06,8.98140598039e-07,1.24855710823e-06,1.15286775719e-06,1.24663289725e-06,1.29421946659e-06,1.04542453426e-06,pol2,0,1,99,Peak,7
0,-2.52995430593e-06,-2.13513056805e-06,-2.67416979169e-06,-5.37035967406e-06,-2.3889950224e-06,-3.58266730236e-06,-1.32688932945e-06,-2.16728994647e-06,-2.01327458745e-06,-2.37381325924e-06,-1.89780377225e-06,-2.26879790356e-06,-2.2090947775e-06,-1.00196084837e-06,-2.68666051359e-06,-1.18954945133e-06,-1.22092000985e-06,-1.62527646731e-06,-1.49321950073e-06,-2.79389999098e-06,pol2,0,1,1,Continuum,7
1,-1.28132823586e-06,-1.12080176924e-06,-1.19995463933e-06,-2.58648371722e-06,-1.08798546944e-06,-1.76693511374e-06,-7.2421309632e-07,-1.09666425596e-06,-6.8727584919e-07,-1.18726993301e-06,-8.48224355168e-07,-1.24159019031e-06,-1.19578794212e-06,-4.00323258125e-07,-1.34134337657e-06,-4.44560930057e-07,-5.14386894695e-07,-7.73693031222e-07,-5.8987485781e-07,-1.22608453314e-06,pol2,0,1,5,Continuum,7
2,3.22562287307e-07,3.5180123743e-07,4.16738489984e-07,4.11330097203e-07,3.46181566329e-07,3.23207092972e-07,3.16480469556e-07,3.52190827044e-07,3.77203934653e-07,3.45214349847e-07,3.64359720817e-07,3.40281160217e-07,3.28431529587e-07,3.20796730767e-07,2.54501391483e-07,3.43081215683e-07,3.48884880973e-07,3.328082777e-07,3.00113168214e-07,3.10840409433e-07,pol2,0,1,90,Continuum,7
3,4.1882223097e-07,4.67844104511e-07,5.35591557685e-07,5.76767705711e-07,4.51082329488e-07,4.21905332235e-07,4.15727868329e-07,4.55454341636e-07,4.85871628041e-07,4.3977479751e-07,4.67580209765e-07,4.56430415634e-07,4.17100717703e-07,4.03997279091e-07,3.49718132939e-07,4.31288278393e-07,4.22052084891e-07,4.33169075207e-07,3.94495987628e-07,4.02147705349e-07,pol2,0,1,95,Continuum,7
4,6.05121931257e-07,7.04305225464e-07,7.80478832906e-07,1.67003616611e-06,6.73904108982e-07,6.74236383346e-07,5.58879740955e-07,6.76041596882e-07,6.6857665099e-07,6.41679406604e-07,6.13131365949e-07,8.19040240219e-07,6.13702378254e-07,5.3863354293e-07,5.75172698797e-07,5.95365014289e-07,5.79296898231e-07,6.21445063032e-07,5.73451014044e-07,6.45471417092e-07,pol2,0,1,99,Continuum,7
