,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-8.38093208109e-07,-1.33073092497e-06,-8.28468456189e-07,-4.98828278572e-07,-2.83001302964e-07,-2.34744669358e-07,-9.80981407125e-07,-6.00646479356e-07,-8.3043263501e-07,-1.07828044439e-07,-6.75121010347e-07,-3.01163865351e-07,-1.01829917903e-06,-8.7270059252e-07,-9.14086422961e-08,0,-3.67497191524e-07,-3.78449719569e-07,-2.40810575182e-07,-8.86338740412e-07,-2.64622935911e-07,pol2,5,1,1,Peak,4
1,2.06476087849e-07,3.27039736147e-07,2.11669338214e-07,1.21810128031e-07,3.22526586476e-07,-4.80871706875e-08,2.42862160196e-07,2.29040886688e-07,-3.74517153365e-07,1.43458503881e-07,-1.169802808e-07,6.54561688979e-08,2.48667369667e-07,-6.58686755569e-07,4.05350471049e-07,0,2.43478432685e-07,2.78212459851e-07,1.45463763891e-07,2.1894639395e-07,1.66379550043e-07,pol2,5,1,5,Peak,4
2,1.17544178913e-06,1.12242383431e-06,1.07942542037e-06,9.78865415447e-07,1.05523998105e-06,1.06495594176e-06,1.19496706236e-06,1.08496504167e-06,6.42450975026e-07,9.88494175874e-07,7.19069318753e-07,1.00935435654e-06,1.07777443685e-06,1.86574034671e-07,1.27974536807e-06,0,1.0359342956e-06,1.16426390734e-06,9.99958197626e-07,1.00665216849e-06,1.13966422911e-06,pol2,5,1,90,Peak,4
3,1.27269629776e-06,1.19798532363e-06,1.16946122175e-06,1.06345623613e-06,1.13699035419e-06,1.17945045512e-06,1.28522153581e-06,1.18288302655e-06,7.56257827824e-07,1.07895733327e-06,7.88589029965e-07,1.08447330341e-06,1.16758760201e-06,3.1804470589e-07,1.35912796867e-06,0,1.12867516985e-06,1.26621469314e-06,1.09269009949e-06,1.07588855501e-06,1.2412028343e-06,pol2,5,1,95,Peak,4
4,1.40321289596e-06,1.31175983159e-06,1.29778626962e-06,1.18254656582e-06,1.26836607945e-06,1.30575485131e-06,1.43851228689e-06,1.3285339857e-06,9.45477202186e-07,1.25653316075e-06,9.02245542347e-07,1.18814169012e-06,1.24294620714e-06,5.37103825182e-07,1.54260755362e-06,0,1.25978346163e-06,1.41896387396e-06,1.25716073262e-06,1.19158520528e-06,1.42108301375e-06,pol2,5,1,99,Peak,4
0,-1.78845415627e-06,-2.45177187646e-06,-1.46313957951e-06,-1.47206671048e-06,-2.09239759454e-06,-2.33091203279e-06,-3.97892111843e-06,-2.58204993728e-06,-7.10153457479e-06,-9.80238863764e-07,-2.65979523184e-06,-1.2994710669e-06,-2.54190051804e-06,-1.46082860673e-06,-1.71091422767e-06,0,-1.83727408347e-06,-2.33130089138e-06,-2.54166694963e-06,-2.55386245952e-06,-3.13265881068e-06,pol2,5,1,1,Continuum,4
1,-8.78947812592e-07,-1.26741876791e-06,-5.69209414361e-07,-6.33406811503e-07,-1.01573253061e-06,-1.18710887586e-06,-1.91846216425e-06,-1.36619309896e-06,-2.8677116726e-06,-5.26221216252e-07,-1.3625398975e-06,-4.88723310043e-07,-1.4157764715e-06,-5.61210987172e-07,-8.6474967532e-07,0,-9.06601501058e-07,-1.09196154043e-06,-1.151907298e-06,-1.44776420194e-06,-1.15769598476e-06,pol2,5,1,5,Continuum,4
2,4.0168471462e-07,3.29116330338e-07,3.38703412476e-07,3.52208011473e-07,3.12434962385e-07,4.83485975681e-07,4.07545909017e-07,3.57791217539e-07,3.71480415419e-07,3.44912873384e-07,3.0023925222e-07,3.50316747845e-07,2.26900081447e-07,2.86290698125e-07,3.74397710309e-07,0,3.35681990711e-07,3.91646734186e-07,3.84017585634e-07,3.16001926176e-07,4.1022886209e-07,pol2,5,1,90,Continuum,4
3,5.19164712208e-07,4.17520516594e-07,4.29380673455e-07,4.45212538072e-07,4.01030476609e-07,6.34871687629e-07,5.53107268243e-07,4.65505889529e-07,5.47699439047e-07,4.36559529019e-07,4.00475461932e-07,4.4263016485e-07,3.19294127259e-07,3.72663873659e-07,4.77975204971e-07,0,4.26805180892e-07,5.09952529504e-07,5.00434127269e-07,4.28728901929e-07,5.27045124204e-07,pol2,5,1,95,Continuum,4
4,7.24964194433e-07,6.10108126012e-07,5.91951619843e-07,6.04278775766e-07,5.63852366953e-07,9.31744966902e-07,9.28831021831e-07,7.34133091921e-07,1.40471751744e-06,6.29323572188e-07,6.06446070075e-07,6.26082812453e-07,5.24081831958e-07,5.24406604669e-07,6.74426381715e-07,0,6.14411748911e-07,7.43788336916e-07,7.08575797535e-07,6.56209911939e-07,8.38285684162e-07,pol2,5,1,99,Continuum,4
0,-3.02101731672e-11,-2.68913180923e-11,-2.62719862955e-11,-2.49042418691e-11,-2.58446397687e-11,-3.00446084771e-11,-2.98750557786e-11,-2.71588554371e-11,-1.92652734838e-11,-2.53137085304e-11,-2.02093731872e-11,-2.54066441223e-11,-2.54681966208e-11,-9.55335328394e-12,-3.075028427e-11,0,-2.58773527232e-11,-2.92787287121e-11,-2.66824652847e-11,-2.49367363431e-11,-2.97950928672e-11,pol3,5,1,1,Peak,4
1,-2.52625545112e-11,-2.36060271991e-11,-2.27185759103e-11,-2.09832516848e-11,-2.2257274558e-11,-2.41077620197e-11,-2.57436823242e-11,-2.33811089014e-11,-1.42196330358e-11,-2.10694106963e-11,-1.60096180913e-11,-2.18289303354e-11,-2.28521158416e-11,-4.95920611009e-12,-2.65326206996e-11,0,-2.24555497028e-11,-2.50808425089e-11,-2.18377479594e-11,-2.13997641662e-11,-2.4746928692e-11,pol3,5,1,5,Peak,4
2,-6.25213098031e-12,-7.65841339423e-12,-5.20178417936e-12,-4.02584997674e-12,-6.74904972253e-12,-2.13726360683e-13,-6.14048681121e-12,-5.39879685972e-12,7.12845088689e-12,-3.67447350989e-12,1.13350247376e-12,-4.25299025164e-12,-6.4119736862e-12,1.35433186372e-11,-8.3473464318e-12,0,-5.7252726272e-12,-6.16506612347e-12,-3.96689922658e-12,-5.93924137407e-12,-4.46801738751e-12,pol3,5,1,90,Peak,4
3,-3.81193106815e-12,-5.451306771e-12,-2.61813205053e-12,-2.35728996896e-12,-4.66867809826e-12,2.46222108502e-12,-3.5659338005e-12,-3.06267656713e-12,1.00318497658e-11,-1.72713516382e-12,3.42709109521e-12,-1.34500292504e-12,-3.88885009207e-12,1.59877374049e-11,-5.97559064933e-12,0,-3.42944752374e-12,-3.9282600665e-12,-2.09663172406e-12,-3.68469622091e-12,-2.16486814451e-12,pol3,5,1,95,Peak,4
4,1.29982659536e-12,2.93195596781e-13,2.04865181674e-12,-2.1433544915e-13,2.48563922747e-13,8.94282533623e-12,1.76940257829e-12,1.84213247094e-12,1.62563920627e-11,9.47723646858e-13,1.13760528475e-11,2.28795992599e-12,9.13937802018e-13,2.05869220208e-11,1.08890516755e-12,0,1.38886057556e-12,5.22510847725e-13,1.65866148938e-12,5.20950432043e-13,1.48506350734e-12,pol3,5,1,99,Peak,4
0,-1.51064256588e-11,-1.30106660288e-11,-1.27997142228e-11,-1.29947292558e-11,-1.19669465375e-11,-1.95719119067e-11,-2.18670083591e-11,-1.54506727045e-11,-6.58916295458e-11,-1.36465554012e-11,-1.27090980927e-11,-1.34101233295e-11,-1.1386419123e-11,-1.14638182394e-11,-1.42535395509e-11,0,-1.28943834576e-11,-1.58736569659e-11,-1.52895258323e-11,-1.38771114114e-11,-1.88159662472e-11,pol3,5,1,1,Continuum,4
1,-1.0883307654e-11,-8.71898587199e-12,-9.09485173651e-12,-9.47675980659e-12,-8.39040068514e-12,-1.35083528273e-11,-1.1845879927e-11,-9.78916665341e-12,-1.31935474099e-11,-9.43146579255e-12,-8.40047362644e-12,-9.36007350874e-12,-6.87507621107e-12,-7.8225347302e-12,-9.92502866161e-12,0,-8.99158269935e-12,-1.0661587672e-11,-1.05448113472e-11,-9.14595585478e-12,-1.11990329187e-11,pol3,5,1,5,Continuum,4
2,1.16863396667e-11,1.65407331246e-11,8.18180124331e-12,9.03686098202e-12,1.276246174e-11,1.65936979583e-11,2.32528815845e-11,1.81528175419e-11,3.29843585809e-11,8.07487383054e-12,1.8032377501e-11,7.14534000878e-12,1.80001103336e-11,8.5544400216e-12,1.15244507662e-11,0,1.07151923306e-11,1.41253004394e-11,1.2144682382e-11,1.84479456962e-11,1.37473446401e-11,pol3,5,1,90,Continuum,4
3,1.77446256175e-11,2.50369630101e-11,1.20060934531e-11,1.31420670047e-11,2.04418215663e-11,2.4390026917e-11,3.62076639853e-11,2.72714085871e-11,4.84677744144e-11,1.13683802378e-11,2.68292404992e-11,1.04883896695e-11,2.74366619381e-11,1.16829162819e-11,1.75559823333e-11,0,1.82414389162e-11,2.17001486361e-11,2.27304355626e-11,2.82211613174e-11,2.22954183943e-11,pol3,5,1,95,Continuum,4
4,3.61375062286e-11,4.71883546409e-11,2.79690194745e-11,2.82126557258e-11,4.02305416238e-11,4.55534378013e-11,6.81421658927e-11,4.99642405185e-11,8.15372427376e-11,2.05879534557e-11,5.04220762845e-11,2.58218282168e-11,4.72651567999e-11,2.72959607841e-11,3.4214890998e-11,0,3.70595058623e-11,4.43762359066e-11,4.78334488902e-11,4.80762441366e-11,5.43675782878e-11,pol3,5,1,99,Continuum,4
0,86.15020741,64.4404132358,64.7722607368,66.4249355957,63.5732886864,86.852997837,53.3527618799,63.4616166145,83.7675984964,62.7623669392,66.7435181072,63.0430797931,69.0337970316,110.943519797,66.203005594,0,65.7621586894,58.4002624484,75.6463301491,69.732618592,78.356447385,fitSlo,5,1,1,Peak,4
1,94.9668721912,72.9590844333,72.1344431326,71.558120908,72.3831157056,93.7988035013,67.6473900061,74.0210569394,100.526814748,71.6745177641,70.9823241977,71.2152267432,74.3265105158,120.285722968,76.9639554723,0,75.0370091249,85.4864234311,76.4308743155,77.6594034252,79.1457239764,fitSlo,5,1,5,Peak,4
2,143.867105636,108.361774999,120.682167627,107.037179966,107.161569084,117.117713458,100.934807013,107.05986081,123.792252415,121.697180596,109.642011159,139.197616975,106.992305333,149.425196809,122.82668263,0,117.47612451,107.413315655,99.0518977786,105.282090546,101.432402466,fitSlo,5,1,90,Peak,4
3,175.66444301,131.326557809,149.514418169,127.970457236,130.429372562,135.627988724,130.472122611,125.101957064,144.019765686,147.135406376,137.627008436,181.031879298,133.094258789,163.848504212,153.062745671,0,143.454992188,123.649837925,116.905306692,123.862137333,120.105024985,fitSlo,5,1,95,Peak,4
4,260.906538602,186.876067708,219.212115923,197.579401389,186.67508083,187.20504822,223.108054624,175.335171692,209.474378404,212.023349653,203.517140805,290.86224351,178.405584373,199.079445952,221.697505715,0,210.72377601,191.815050578,186.769970532,202.340465264,175.105141146,fitSlo,5,1,99,Peak,4
0,66.5096391138,56.391505179,55.0130579173,44.4156135113,56.0964886251,63.6650397975,43.8017869163,55.6564391105,77.2954315027,48.8117587942,54.4782003665,54.5915751504,56.0303027583,97.3225347893,57.3193698889,0,59.0233253961,52.8452545254,52.3719518152,44.9646685747,51.2121745742,fitSlo,5,1,1,Continuum,4
1,82.9838266749,66.5526039236,64.7492188979,61.5826967175,65.9499237232,82.6158757337,58.7916656409,66.9422577045,92.2619429106,66.0761405859,64.1324155767,64.4732103591,68.1068361886,111.292733136,70.3559428256,0,68.714165471,73.3568977821,67.0703579223,59.5020055703,68.4692550516,fitSlo,5,1,5,Continuum,4
2,435.538894866,583.528317984,208.537153706,242.100215453,442.067426887,491.030686103,855.470491055,590.481679539,1230.61480059,195.198172893,582.947970728,190.42926478,579.229827843,236.884816278,379.799506574,0,358.064542656,521.018719421,447.513329876,644.578631838,424.748725213,fitSlo,5,1,90,Continuum,4
3,565.990606322,750.49472928,289.359260534,376.755307521,594.929861659,620.285105565,1192.48431617,806.648512608,1601.98383699,264.25570006,778.150291535,288.629257328,793.149832879,392.261362296,508.898254429,0,513.151516173,750.912066857,727.339452453,813.651956121,688.139318315,fitSlo,5,1,95,Continuum,4
4,749.927519476,1093.68226153,603.250696408,621.705776509,932.477109146,885.961247824,1648.16186104,1174.99516201,2178.69340991,445.0968611,1112.50137749,641.783391287,1249.25193778,703.992368216,690.643418311,0,855.78474761,1098.60358982,1192.12438248,1181.79465919,1502.47981492,fitSlo,5,1,99,Continuum,4
0,1.47611900344,1.37349704519,1.38221446878,1.57521517163,1.49037605924,1.20988748306,1.71513411728,1.63960469018,1.57219365768,1.75864293806,1.4452505254,1.44485159317,1.27289297864,1.25601495889,1.48039766664,0,1.43421917504,1.34103061415,1.44327895317,1.49319180099,1.4503650016,riseNoise,5,1,1,Peak,4
1,1.6231056109,1.57350090708,1.57205803463,1.84298570763,1.70207583345,1.4513818733,1.91669014233,1.81108708262,1.71881763238,1.92283217728,1.63150291029,1.62068395824,1.46396917299,1.37563655316,1.68350138912,0,1.5757973194,1.55232902481,1.69562409162,1.67204814993,1.67126978139,riseNoise,5,1,5,Peak,4
2,2.51321645983,2.44142975391,2.59763360808,3.35213105311,2.7790050378,2.42980981172,3.42215860642,2.99829355184,3.01791144876,3.45279141576,2.58950518967,2.48398288915,2.29926264359,1.98671554077,2.94656083188,0,2.24207141083,2.29591695476,2.94549641096,2.61181389331,3.10674024638,riseNoise,5,1,90,Peak,4
3,2.71048795932,2.61483969571,2.84375306491,3.66482361983,3.01635784348,2.61205757822,3.89007867075,3.27218157361,3.35517359314,3.87176772299,2.7899415889,2.64283525454,2.43367063041,2.08543938665,3.23592482259,0,2.34958103918,2.42116154753,3.2602693133,2.83402217848,3.44808877228,riseNoise,5,1,95,Peak,4
4,3.04746499595,2.94671423577,3.30820429796,4.30224668307,3.40812695506,2.95014972455,4.56668674256,3.8296337396,4.02618754735,4.55295208078,3.07966752097,2.96590209048,2.7272405864,2.32378181018,3.83112067341,0,2.54766803942,2.69134979982,3.82659712923,3.26967360325,4.1162778274,riseNoise,5,1,99,Peak,4
0,0.989139314008,0.901486830058,0.916039228665,1.03399488746,0.977838106053,0.906049849421,1.06790598712,1.05482985062,1.04222546019,1.11601321399,0.937219687039,0.948369368628,0.864314793019,0.904733995526,1.0147300549,0,0.905296555899,0.912132118263,0.953384827349,0.965790562266,0.958809537616,riseNoise,5,1,1,Continuum,4
1,1.07267255207,0.988146715003,1.01187868104,1.15138062642,1.0716638889,1.00309649796,1.18673156625,1.1390432896,1.14681648331,1.22192489425,1.0276742113,1.03082062897,0.9537695417,0.984781789174,1.11718004714,0,0.975973886356,0.98419367971,1.0701912166,1.05578932336,1.0910491354,riseNoise,5,1,5,Continuum,4
2,1.88955381583,1.73878785364,2.00094182959,2.5238395971,2.04179383447,1.94323590566,2.77020123379,2.3417420153,2.61602858055,2.74686353892,1.81299847313,1.72285536464,1.70315840461,1.57066952046,2.34861269194,0,1.4719086254,1.54774847782,2.25696776839,1.96403685883,2.46343552662,riseNoise,5,1,90,Continuum,4
3,2.08077448127,1.91149082719,2.22973674046,2.93102831355,2.27009130228,2.13951949168,3.17111873778,2.64752673549,2.97626161081,3.13378473326,1.97840559788,1.88621385423,1.8532452534,1.69702362155,2.64356296721,0,1.55942652052,1.6633530291,2.56956766676,2.16434002883,2.83409094205,riseNoise,5,1,95,Continuum,4
4,2.42748774045,2.25982655689,2.68157619504,3.55168599197,2.68747279049,2.52265157288,3.81895579522,3.19082605788,3.62939439464,3.84152117385,2.27230289489,2.17309483122,2.15625641379,1.95100242362,3.19748405619,0,1.72624093274,1.94686936545,3.1327202247,2.58112205439,3.45106664221,riseNoise,5,1,99,Continuum,4
