,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-4.16054220655e-07,-1.27787998026e-06,-3.80880938189e-07,-7.89653433084e-07,-1.90368494768e-07,-4.18392437746e-07,-6.17533171798e-07,-6.52286238944e-07,-2.04264386712e-07,-6.78283816262e-07,-3.60997197511e-07,-5.27849994717e-07,-6.8098659779e-07,-2.03655566642e-07,-4.15612502956e-09,-6.85522228598e-07,-2.81535073342e-07,-4.25578930418e-07,-3.61769199106e-07,-9.21027912581e-07,pol2,0,1,1,Peak,32
1,1.01842901882e-07,3.13801887706e-07,1.29149729938e-07,1.93319272841e-07,1.40236281311e-07,1.02216940981e-07,1.49647235559e-07,3.82393216485e-07,1.8675112817e-07,1.66795063169e-07,-6.05666505531e-08,3.02352675619e-07,3.05961640351e-07,3.83514493657e-07,-4.15612502956e-09,1.68957363896e-07,9.70901410674e-08,1.86050128335e-07,2.52066419609e-07,-1.59786500035e-07,pol2,0,1,5,Peak,32
2,9.10405992862e-07,1.28118213869e-06,1.03229965558e-06,1.17887761499e-06,9.66227201163e-07,9.22694127525e-07,9.93449536488e-07,1.3098802437e-06,1.07027247669e-06,1.03067352614e-06,7.67213585093e-07,1.1607712688e-06,1.04601144743e-06,1.19428899086e-06,7.44386191891e-07,1.10603902851e-06,9.70472639861e-07,1.08612059534e-06,1.08732685332e-06,8.47848392719e-07,pol2,0,1,90,Peak,32
3,9.87754264409e-07,1.35835807478e-06,1.12634839034e-06,1.2716157677e-06,1.05195241522e-06,1.01473078492e-06,1.08027782129e-06,1.40506146762e-06,1.16127728834e-06,1.09677286188e-06,8.49765593576e-07,1.25735994513e-06,1.12435732212e-06,1.28034057408e-06,8.06365689418e-07,1.18087238367e-06,1.06823157638e-06,1.17600071513e-06,1.18714349495e-06,9.35816518276e-07,pol2,0,1,95,Peak,32
4,1.0982046948e-06,1.48647395875e-06,1.27614345486e-06,1.40279371232e-06,1.20158945822e-06,1.13911004209e-06,1.17886564381e-06,1.56009684403e-06,1.32325489806e-06,1.19971938136e-06,9.76051520311e-07,1.41851797468e-06,1.25103396813e-06,1.42900880989e-06,8.82710226736e-07,1.2988300452e-06,1.22194190422e-06,1.31720690509e-06,1.3502943262e-06,1.05990948536e-06,pol2,0,1,99,Peak,32
0,-2.34745810151e-06,-2.16069431183e-06,-3.01045851419e-06,-5.84970295497e-06,-2.5318178194e-06,-3.27487866661e-06,-1.64826419093e-06,-2.345628751e-06,-1.9871662719e-06,-2.77505150734e-06,-1.91226289391e-06,-2.27762764065e-06,-2.15616593761e-06,-1.15435436844e-06,-2.47599443241e-06,-1.13004028771e-06,-1.83018844694e-06,-2.03318285164e-06,-1.59665851153e-06,-2.9205378947e-06,pol2,0,1,1,Continuum,32
1,-1.165495796e-06,-1.17705375213e-06,-1.15507925699e-06,-2.66984806761e-06,-1.13667222662e-06,-1.69272492487e-06,-7.83157530226e-07,-1.14896653012e-06,-7.37100912261e-07,-1.3119947679e-06,-8.39725519239e-07,-1.18992511316e-06,-1.15675760831e-06,-4.0331830281e-07,-1.29333833792e-06,-4.29553747051e-07,-5.96988680948e-07,-8.96825642325e-07,-6.64207528024e-07,-1.30367810225e-06,pol2,0,1,5,Continuum,32
2,3.2275762923e-07,3.53518439772e-07,4.15850565768e-07,3.99152373437e-07,3.502956063e-07,3.2900167912e-07,3.3101682619e-07,3.69064270178e-07,3.91062610353e-07,3.36213853905e-07,3.42481390351e-07,3.43604886116e-07,3.15676634555e-07,3.15992632488e-07,2.53552976611e-07,3.47361688533e-07,3.78081693032e-07,3.80896178213e-07,3.45246372325e-07,3.43572998138e-07,pol2,0,1,90,Continuum,32
3,4.10107318928e-07,4.82559655014e-07,5.12168888871e-07,5.78285310573e-07,4.52595487958e-07,4.48055341142e-07,4.1829141517e-07,4.83139344831e-07,4.89734514737e-07,4.37501590009e-07,4.38116292476e-07,4.85116692324e-07,3.99069489362e-07,3.91729781744e-07,3.48528024519e-07,4.26779710837e-07,4.68209957503e-07,4.97151622253e-07,4.41135546736e-07,4.58490131278e-07,pol2,0,1,95,Continuum,32
4,6.15152207406e-07,7.08381781688e-07,7.34141573196e-07,1.32856389941e-06,6.8338935505e-07,6.77291495986e-07,5.8916511498e-07,7.38021249828e-07,7.04113607444e-07,6.18350055612e-07,6.00626603305e-07,8.42662490833e-07,5.73877330422e-07,5.33700939856e-07,5.24389498084e-07,5.66701794261e-07,6.48274995798e-07,7.02879398677e-07,6.22708689712e-07,6.8040999445e-07,pol2,0,1,99,Continuum,32
