,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-2.62159910817e-06,0,-2.04381531252e-07,-4.00770268119e-07,0,-6.8044840822e-07,-8.63155016481e-07,-1.29272500244e-07,-1.02784780268e-06,-1.40948255745e-06,-1.68751185587e-07,-4.02245692415e-07,0,-7.41899832967e-07,-2.94561911086e-06,pol2,5,2,1,Peak,2
1,-9.50421276133e-07,0,4.58199914331e-08,-7.40626439887e-08,0,2.46076575143e-07,2.09834532131e-07,-2.50876150962e-08,4.52220795085e-07,3.44101066639e-07,-3.42793326376e-08,1.77357287628e-07,0,-1.2691736234e-07,-4.96586886699e-07,pol2,5,2,5,Peak,2
2,8.2796373535e-07,0,9.701680789e-07,8.15200352972e-07,0,1.00922787026e-06,1.15166497128e-06,8.2413548994e-07,1.25280786691e-06,1.22187284718e-06,8.79327020566e-07,1.81635000216e-06,0,1.59647890046e-06,1.09929931129e-06,pol2,5,2,90,Peak,2
3,1.02272143478e-06,0,1.05171423678e-06,9.10969934814e-07,0,1.0933668523e-06,1.23252110183e-06,9.04585066393e-07,1.33718468167e-06,1.2955104798e-06,9.74577916405e-07,1.98858444297e-06,0,1.79006036011e-06,1.25621471847e-06,pol2,5,2,95,Peak,2
4,1.34205170605e-06,0,1.16901316106e-06,1.06523169797e-06,0,1.20555216167e-06,1.34688441799e-06,1.00405867167e-06,1.45709902548e-06,1.40396032658e-06,1.0809711296e-06,2.30707023493e-06,0,2.05436895035e-06,1.48365512514e-06,pol2,5,2,99,Peak,2
0,-3.86535537277e-06,0,-2.72452518213e-06,-2.67522796741e-06,0,-2.72099851577e-06,-1.57632320172e-06,-2.40817204469e-06,-2.88227250483e-06,-3.30440280806e-06,-2.3719020005e-06,-2.66707567325e-06,0,-4.63861542313e-06,-2.18374197345e-06,pol2,5,2,1,Continuum,2
1,-1.92980332415e-06,0,-1.40771564432e-06,-1.49250907168e-06,0,-1.48163390837e-06,-6.34057409133e-07,-1.00239305926e-06,-1.2451980268e-06,-1.65973345458e-06,-1.21516979435e-06,-1.17707874647e-06,0,-2.09060343764e-06,-9.97107347647e-07,pol2,5,2,5,Continuum,2
2,5.54313838553e-07,0,3.39675394283e-07,3.21403578795e-07,0,3.47343784316e-07,3.2273405606e-07,3.27483832237e-07,3.41353226221e-07,3.22592353059e-07,3.4648935184e-07,6.11391709489e-07,0,6.543486409e-07,5.53526262782e-07,pol2,5,2,90,Continuum,2
3,7.5540596334e-07,0,4.54482208167e-07,4.42996929525e-07,0,4.59462342932e-07,4.23462301004e-07,4.30463117093e-07,4.43517896515e-07,4.18940660295e-07,4.67634285282e-07,7.97374619444e-07,0,8.59605161954e-07,7.15968678943e-07,pol2,5,2,95,Continuum,2
4,1.1826056859e-06,0,7.58731454707e-07,7.11268792166e-07,0,6.86613144119e-07,6.07285004937e-07,6.48112156539e-07,6.64315572017e-07,6.52001092196e-07,7.03564043161e-07,1.17633406057e-06,0,1.3414271506e-06,9.96579180557e-07,pol2,5,2,99,Continuum,2
