,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-1.48434970821e-06,-4.82536787938e-07,-6.01108325495e-07,-1.02645684189e-06,-8.72355451008e-07,-9.90805689617e-07,-7.35791272025e-07,-9.71378374317e-07,-9.83851917614e-07,-2.78620542762e-07,-8.99396803397e-07,-9.2832860064e-07,-6.61387991676e-07,-9.16382669974e-07,pol2,4,2,1,Peak,6
1,-3.16450673813e-07,-3.28936690616e-07,1.48066583175e-07,-6.14205305208e-07,-5.44290173209e-07,-1.66535597673e-07,-4.62649693963e-07,-4.04720115087e-07,-6.60346455359e-07,5.17836438563e-07,-1.67421807364e-07,-6.90237779541e-07,-1.83479293596e-07,-1.57046637567e-07,pol2,4,2,5,Peak,6
2,7.53169572992e-07,1.97210232349e-07,6.41041385921e-07,2.03630322806e-07,4.20840392016e-07,6.35563551392e-07,4.4438769729e-07,4.94047400446e-07,1.74669349101e-07,1.25162339004e-06,9.47562527629e-07,1.93265308255e-07,7.92905326886e-07,6.74170203838e-07,pol2,4,2,90,Peak,6
3,8.68144089331e-07,2.58224097597e-07,6.94864937585e-07,3.14321216496e-07,5.32508391299e-07,7.35582842581e-07,5.86590271435e-07,6.37670752724e-07,2.99425135981e-07,1.33487920639e-06,1.01901842414e-06,3.22286931032e-07,8.91470299678e-07,7.55000933456e-07,pol2,4,2,95,Peak,6
4,1.07527319581e-06,3.91865060885e-07,7.78927539185e-07,5.24289241486e-07,7.57141346882e-07,8.52160883089e-07,8.6472365903e-07,8.04925928035e-07,5.07351447449e-07,1.46346431619e-06,1.11577415161e-06,5.64818383183e-07,1.06080492294e-06,8.77935692149e-07,pol2,4,2,99,Peak,6
0,-2.26751462451e-06,-1.35764294032e-06,-2.10308348085e-06,-2.61956589107e-06,-1.47569208797e-06,-2.54264337543e-06,-2.8746419284e-06,-3.54245974844e-06,-3.87418387568e-06,-2.55428504306e-06,-3.20955956215e-06,-1.84765603914e-06,-2.72450878567e-06,-1.46627237143e-06,pol2,4,2,1,Continuum,6
1,-1.1523992831e-06,-6.85338548495e-07,-1.27185893055e-06,-1.48935091917e-06,-6.37908692048e-07,-1.02192949981e-06,-1.17318825296e-06,-1.59729866747e-06,-2.17968408381e-06,-1.33385032652e-06,-1.22930545473e-06,-7.79632408094e-07,-1.35664736412e-06,-6.42156642684e-07,pol2,4,2,5,Continuum,6
2,3.68774879064e-07,1.590276142e-07,1.84430383901e-07,2.65062306729e-07,2.49357058856e-07,2.90266022284e-07,2.61585719103e-07,2.62180307437e-07,2.66006218789e-07,3.04965705482e-07,2.74041962174e-07,2.65374358096e-07,3.90182812124e-07,3.12967547751e-07,pol2,4,2,90,Continuum,6
3,5.08949975663e-07,2.1965322398e-07,2.52936896684e-07,3.59052692708e-07,3.42607734974e-07,3.86836718424e-07,3.71231032686e-07,3.67717025664e-07,3.84397881446e-07,3.99221009289e-07,3.68109827012e-07,3.59702402478e-07,5.16056182606e-07,3.963479332e-07,pol2,4,2,95,Continuum,6
4,7.72439249768e-07,3.4133825828e-07,4.12358594655e-07,6.16721731957e-07,5.2663496946e-07,6.03465996556e-07,6.06782617375e-07,6.32208823416e-07,7.55633753883e-07,6.28676037739e-07,5.4542871802e-07,5.45207372838e-07,7.75220461472e-07,5.51420449166e-07,pol2,4,2,99,Continuum,6
0,-2.31783928073e-11,-7.45372373018e-12,-1.62111465858e-11,-1.03454120867e-11,-1.49063281072e-11,-1.81922368279e-11,-1.72696730976e-11,-1.62182616471e-11,-1.04923779885e-11,-2.92457748849e-11,-2.36932781043e-11,-1.02527660435e-11,-2.37630985591e-11,-1.89877726889e-11,pol3,4,2,1,Peak,6
1,-1.75032388511e-11,-4.09680900444e-12,-1.39652641125e-11,-5.18695955279e-12,-9.80246131255e-12,-1.40228065928e-11,-1.07205925613e-11,-1.15370320088e-11,-4.75550864142e-12,-2.60609176407e-11,-1.98007996326e-11,-4.89791395393e-12,-1.78372780134e-11,-1.46435308644e-11,pol3,4,2,5,Peak,6
2,5.38878182897e-12,7.87263154445e-12,-2.92329923512e-12,1.2619127433e-11,9.90386616498e-12,3.61106188254e-12,9.88950845205e-12,8.06519466885e-12,1.37785066363e-11,-1.02701960177e-11,-1.11933862139e-12,1.44423831378e-11,2.66409198425e-12,1.90532670236e-12,pol3,4,2,90,Peak,6
3,8.4959206448e-12,9.42122524039e-12,-1.61901345094e-12,1.49865804944e-11,1.31988727062e-11,5.4703046305e-12,1.18520504953e-11,1.06606208616e-11,1.59227294299e-11,-8.24415275017e-12,3.34551838201e-12,1.6765252277e-11,5.27670393204e-12,4.70853270239e-12,pol3,4,2,95,Peak,6
4,1.60037760894e-11,1.26853220474e-11,3.28696737465e-13,1.93395603735e-11,1.94080002071e-11,1.15520299358e-11,1.70059395722e-11,1.75614806085e-11,2.11368024067e-11,-1.49067519162e-12,1.49757630141e-11,2.16547484279e-11,1.08757696246e-11,1.07405179317e-11,pol3,4,2,99,Peak,6
0,-1.64174416471e-11,-7.82433161286e-12,-9.95714529481e-12,-1.36591336675e-11,-1.14011566837e-11,-1.28320800777e-11,-1.36031572418e-11,-1.4950595003e-11,-1.85370700012e-11,-1.35350990031e-11,-1.64477885635e-11,-1.20010244752e-11,-1.67035758933e-11,-1.21565890067e-11,pol3,4,2,1,Continuum,6
1,-1.07928551866e-11,-4.90413500847e-12,-5.68039623232e-12,-7.68904494563e-12,-7.34996841409e-12,-8.27250596139e-12,-8.23534402748e-12,-7.87362865122e-12,-8.33603799423e-12,-8.49220922894e-12,-8.45096040653e-12,-7.91978827545e-12,-1.10748243755e-11,-8.49363417155e-12,pol3,4,2,5,Continuum,6
2,1.63573424192e-11,9.40974681968e-12,1.76804751463e-11,2.06086004858e-11,1.04464125016e-11,1.28600845723e-11,1.43806942808e-11,1.87224380766e-11,2.71969137622e-11,1.76111770762e-11,1.36117862623e-11,1.15406517144e-11,1.68175878982e-11,8.9482544389e-12,pol3,4,2,90,Continuum,6
3,2.32837070257e-11,1.41246118425e-11,2.45280378055e-11,2.89322180704e-11,1.3526820672e-11,2.00202795174e-11,2.27148815222e-11,2.99651641672e-11,3.98702936486e-11,2.63959705442e-11,2.18771069588e-11,1.62839066203e-11,2.72910780228e-11,1.3419485485e-11,pol3,4,2,95,Continuum,6
4,4.41224399706e-11,2.62091700585e-11,3.97421969596e-11,4.7667546516e-11,2.93628278213e-11,4.80431572209e-11,5.14258768982e-11,6.07361814993e-11,6.92030836761e-11,5.05416028764e-11,4.47704420594e-11,3.57108819283e-11,5.39037045151e-11,2.75188289165e-11,pol3,4,2,99,Continuum,6
0,71.0452444267,108.934696851,67.8273090634,94.2817254326,100.878089569,68.1029467977,100.421415548,108.045955638,98.2216858404,65.8096811639,61.5564053552,116.250037247,69.337970627,66.6475089971,fitSlo,4,2,1,Peak,6
1,74.6886219068,115.80698488,78.4464202537,103.405351042,107.219911592,85.8187589167,106.507896182,114.837111968,101.472241527,76.8115528433,63.6973584778,125.109464335,85.2291297216,72.5401093778,fitSlo,4,2,5,Peak,6
2,103.306081067,132.022344257,106.847894776,123.029753297,143.422330585,106.722116178,152.817406662,148.04322052,119.799068548,99.2983532919,133.384061044,154.169588503,103.582892279,123.809485938,fitSlo,4,2,90,Peak,6
3,126.733845561,147.819155641,129.824982944,135.989728219,165.533391674,124.025932667,185.386226014,168.490186874,134.487213831,113.099984431,177.802230459,167.285752206,118.63213566,160.178465357,fitSlo,4,2,95,Peak,6
4,194.199876224,199.827119273,193.605267662,182.96041532,232.975682829,181.629427029,258.516213026,246.77957782,192.46354286,156.683563906,321.259305437,207.702187837,164.200823659,247.779288851,fitSlo,4,2,99,Peak,6
0,54.00753058,100.199561824,63.6713132404,87.0134069114,91.2981631369,65.5694328112,93.9396543293,98.5342937124,86.8169108035,63.7074738302,42.7736082296,111.94951117,64.1496841202,57.1302814712,fitSlo,4,2,1,Continuum,6
1,67.0991834204,110.021699799,72.5701419042,96.8146519677,99.6011840535,77.4274445724,102.979598087,108.295966786,95.8281667497,73.933114977,54.5962770046,121.57597719,75.6958102119,65.8801527351,fitSlo,4,2,5,Continuum,6
2,490.292408799,579.399175988,1100.34326926,726.84346528,261.027981035,394.731483423,533.883583867,731.208635151,992.769963965,548.539206066,512.264921583,331.43293643,633.795578126,233.022579947,fitSlo,4,2,90,Continuum,6
3,695.809169152,841.469181399,1337.95031124,931.534101363,380.029019527,630.010792643,741.413475507,1019.99692313,1278.07276383,708.331891719,839.358757691,481.977354156,876.042185166,366.855838142,fitSlo,4,2,95,Continuum,6
4,1066.41389075,1413.40294739,1749.87459509,1344.91954072,720.131469847,1171.43125378,1525.45849001,1612.7073681,1705.54421778,939.794959987,1679.34623785,854.268261085,1320.90110103,694.95115295,fitSlo,4,2,99,Continuum,6
0,1.71637064845,1.39117841629,1.57509427648,1.39372019264,1.33160052018,1.55640731706,1.3727971118,1.43972102913,1.48272438241,1.67686691538,1.61586300996,1.36369466038,1.57187337419,1.65700849607,riseNoise,4,2,1,Peak,6
1,1.89113847727,1.49159998287,1.71373281952,1.50743677975,1.49408532709,1.73908546814,1.48907385702,1.5240974378,1.58469704444,1.82014743962,1.80483431594,1.4428284762,1.6892038166,1.79273897391,riseNoise,4,2,5,Peak,6
