,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-7.65734505227e-07,0,-1.8135023101e-07,-6.97374744814e-07,-1.45355824338e-06,-6.46603697779e-07,-7.63866526183e-07,-4.61134704281e-09,-1.68972098067e-06,0.0,-9.63385336352e-08,-3.61120249e-07,0,-1.01315627667e-06,-3.94953323866e-06,pol2,5,2,1,Peak,4
1,-4.39187298129e-07,0,3.18710399908e-08,-1.16913541275e-07,-2.45475659166e-07,1.54196726063e-07,1.85748553633e-07,-4.61134704281e-09,4.19510119289e-07,0.0,-2.65217229869e-08,-6.84778409772e-08,0,-2.38268511373e-07,-6.95881242827e-07,pol2,5,2,5,Peak,4
2,6.1107277153e-07,0,9.49499698517e-07,7.8959786362e-07,7.55822256419e-07,1.01859944473e-06,1.15478776773e-06,7.97839127598e-07,1.24625711549e-06,0.0,8.73437057438e-07,1.90580304851e-06,0,1.68995618941e-06,1.15145953655e-06,pol2,5,2,90,Peak,4
3,7.4502421036e-07,0,1.0427628852e-06,8.76483353896e-07,8.4172467081e-07,1.10823114848e-06,1.23265103562e-06,8.75045212159e-07,1.32028399678e-06,0.0,9.6001743683e-07,2.10230514008e-06,0,1.95496458315e-06,1.33509726981e-06,pol2,5,2,95,Peak,4
4,9.48007166131e-07,0,1.16427535596e-06,1.00580129291e-06,9.75926171757e-07,1.21597026712e-06,1.35836603346e-06,9.55829998209e-07,1.44557522294e-06,0.0,1.05614112127e-06,2.36907409183e-06,0,2.29770340242e-06,1.64693257942e-06,pol2,5,2,99,Peak,4
0,-2.41794064364e-06,0,-2.923903042e-06,-2.84160342407e-06,-4.51089573957e-06,-2.85631643509e-06,-1.5657484428e-06,-2.51598468975e-06,-2.97495706059e-06,2.62749756966e-07,-2.40156471838e-06,-2.86277909097e-06,0,-5.1266235292e-06,-2.15401068918e-06,pol2,5,2,1,Continuum,4
1,-1.17827964746e-06,0,-1.3524919795e-06,-1.59085374004e-06,-2.42041105272e-06,-1.55422656902e-06,-6.5463680907e-07,-1.16704168444e-06,-1.24535141036e-06,2.62749756966e-07,-1.19387165985e-06,-1.2917657689e-06,0,-2.34827827825e-06,-1.12073189085e-06,pol2,5,2,5,Continuum,4
2,3.84129105605e-07,0,3.73953680344e-07,3.3683916828e-07,4.01438015622e-07,3.67801735381e-07,3.36403833973e-07,3.25467397858e-07,3.46460184359e-07,2.62749756966e-07,3.52435338183e-07,8.00140189734e-07,0,8.1325169661e-07,6.81935526634e-07,pol2,5,2,90,Continuum,4
3,5.20092581606e-07,0,5.12492864023e-07,4.68913586171e-07,5.63404790019e-07,4.76522282403e-07,4.42887988172e-07,4.37236961155e-07,4.46266669504e-07,2.62749756966e-07,4.72704771082e-07,1.06108098163e-06,0,1.06147183845e-06,8.76089323453e-07,pol2,5,2,95,Continuum,4
4,7.94056439617e-07,0,7.7931732559e-07,7.34670069362e-07,1.08306315488e-06,7.07477352617e-07,6.42545777296e-07,6.68580686565e-07,6.65840936824e-07,2.62749756966e-07,7.3053924111e-07,1.49734799049e-06,0,1.6992255692e-06,1.25138909448e-06,pol2,5,2,99,Continuum,4
