,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-8.00988157891e-07,0,-1.02454958554e-07,-7.24905401185e-07,-1.15733860302e-06,-3.9460248199e-07,-7.7078434807e-07,-1.39725655333e-07,-1.74758526374e-06,-1.35511737997e-06,-6.54275586264e-08,7.70429486167e-08,0,-1.01464835117e-07,-4.63541669536e-07,pol2,5,2,1,Peak,0
1,-3.79967707105e-07,0,-2.33367740213e-08,-1.22219377031e-07,-1.96516062031e-07,2.30456023567e-07,1.9044501922e-07,-6.50516555492e-08,4.35953044313e-07,2.56136932163e-07,-2.42276490061e-08,3.54122102522e-07,0,-2.26133831377e-08,-8.73937838316e-08,pol2,5,2,5,Peak,0
2,6.51511873086e-07,0,9.21743536636e-07,7.91281882965e-07,7.3407920671e-07,1.00771181427e-06,1.13995409026e-06,7.81629677352e-07,1.22198812857e-06,1.27350004219e-06,8.50583765264e-07,1.16774706232e-06,0,9.14338833022e-07,7.55815428803e-07,pol2,5,2,90,Peak,0
3,7.55364496468e-07,0,9.98984121045e-07,9.06906161069e-07,8.25709578034e-07,1.08568480765e-06,1.2227389997e-06,8.51678852376e-07,1.30075614022e-06,1.33113344291e-06,9.39850236108e-07,1.26733940565e-06,0,9.87812577101e-07,8.3072257702e-07,pol2,5,2,95,Peak,0
4,9.23663214202e-07,0,1.0830229128e-06,1.03105544056e-06,9.25244570763e-07,1.22985987136e-06,1.35323046713e-06,9.38873719193e-07,1.41939199068e-06,1.43227815278e-06,1.03367366665e-06,1.42557956464e-06,0,1.09160881874e-06,9.29581588157e-07,pol2,5,2,99,Peak,0
0,-2.19186051523e-06,0,-2.49634417319e-06,-3.02378365594e-06,-4.04324762293e-06,-2.68471764504e-06,-1.61235718947e-06,-1.99667453454e-06,-3.13460271207e-06,-3.17737556008e-06,-2.43403872024e-06,-1.88175012059e-06,0,-2.68543541103e-06,-1.40461103032e-06,pol2,5,2,1,Continuum,0
1,-1.18000158548e-06,0,-1.26578475896e-06,-1.54989366269e-06,-2.22993037847e-06,-1.53626263375e-06,-6.83348977001e-07,-9.51765929429e-07,-1.29576265108e-06,-1.68153500552e-06,-1.2416347342e-06,-8.19617669372e-07,0,-1.35694090966e-06,-6.43588771426e-07,pol2,5,2,5,Continuum,0
2,3.91525037409e-07,0,3.68313276986e-07,3.27516807987e-07,3.69422052046e-07,3.3578883876e-07,3.28777520383e-07,3.2973523381e-07,3.25775932429e-07,3.25622060504e-07,3.31951703747e-07,3.4638334686e-07,0,3.71518437804e-07,3.23966087933e-07,pol2,5,2,90,Continuum,0
3,5.1054938844e-07,0,5.01765323806e-07,4.64684740063e-07,5.14665888193e-07,4.4002174954e-07,4.24473352011e-07,4.44766435109e-07,4.23928765427e-07,4.26068245878e-07,4.39637761116e-07,4.54070609117e-07,0,5.01902962369e-07,4.06264291837e-07,pol2,5,2,95,Continuum,0
4,7.69566635749e-07,0,7.50741439773e-07,7.04789100883e-07,1.06193276569e-06,6.61501895944e-07,6.27643987589e-07,6.16476037631e-07,6.45057065691e-07,6.40336616186e-07,6.70825321137e-07,6.54323092549e-07,0,7.52968458346e-07,5.83454150892e-07,pol2,5,2,99,Continuum,0
0,-1.92152009402e-11,0,-2.53771363282e-11,-2.25958264481e-11,-2.01007000998e-11,-2.49762233227e-11,-2.85793544143e-11,-2.28563241237e-11,-2.94480675454e-11,-3.07172763616e-11,-2.41616158078e-11,-2.85449459015e-11,0,-2.52004517678e-11,-2.01664123957e-11,pol3,5,2,1,Peak,0
1,-1.45523176292e-11,0,-2.04696593876e-11,-1.79542067837e-11,-1.63333908965e-11,-2.13317254269e-11,-2.46714894588e-11,-1.73698180848e-11,-2.58924865229e-11,-2.6686540362e-11,-1.99314417388e-11,-2.46608706818e-11,0,-2.11982818366e-11,-1.67958062903e-11,pol3,5,2,5,Peak,0
2,7.12227405517e-12,0,-1.09320247709e-12,1.45844324632e-12,3.06147576446e-12,-5.20554344471e-12,-6.95375910315e-12,-8.31695257303e-14,-9.96326540838e-12,-1.03166366085e-11,-4.28371757991e-13,-7.00552790572e-12,0,-1.01790856878e-12,2.19452593906e-13,pol3,5,2,90,Peak,0
3,9.70440836183e-12,0,1.36889151585e-12,4.42141225924e-12,5.16330906457e-12,-2.83998544375e-12,-3.36350548275e-12,2.31261317093e-12,-7.3129396769e-12,-7.05500384557e-12,2.10208120575e-12,-5.03009326047e-12,0,1.67751685614e-12,2.40454377882e-12,pol3,5,2,95,Peak,0
4,1.70172604616e-11,0,6.74567030925e-12,9.4669486791e-12,1.16124545676e-11,9.56996155946e-13,3.62083005114e-12,8.83901227735e-12,-2.58128864926e-13,2.34181482842e-12,6.96486851567e-12,-5.58230217395e-13,0,6.49057472966e-12,7.60084286162e-12,pol3,5,2,99,Peak,0
0,-1.62834942893e-11,0,-1.63128561921e-11,-1.54370699949e-11,-3.0996023836e-11,-1.43608862616e-11,-1.38322514008e-11,-1.35560432901e-11,-1.47835214299e-11,-1.42216026814e-11,-1.43948463701e-11,-1.42781798197e-11,0,-1.60804884722e-11,-1.26026983195e-11,pol3,5,2,1,Continuum,0
1,-1.09076221168e-11,0,-1.0627530305e-11,-9.97683336541e-12,-1.16555376046e-11,-9.38061757624e-12,-8.95192391327e-12,-9.61718357163e-12,-9.18966651458e-12,-9.06907635154e-12,-9.49539903835e-12,-9.59856033968e-12,0,-1.06028115921e-11,-8.64420325726e-12,pol3,5,2,5,Continuum,0
