,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-2.60005236363e-07,-5.33989040093e-07,-4.74344356645e-07,-6.56507980374e-07,-2.39300014635e-07,-4.44004223833e-07,-4.2018788721e-07,-3.18104130785e-07,-1.19674939158e-07,-8.39515987461e-07,-2.57321248607e-07,-7.08188506983e-07,-7.63077837326e-07,-1.90442432504e-07,-5.06172347121e-08,-4.88647870752e-07,-3.47740850454e-07,-4.12711602402e-07,-3.45853826589e-07,-6.23036988074e-07,pol2,0,1,1,Peak,4
1,-4.72268610693e-08,3.078982149e-07,1.31263328935e-07,1.59878246581e-07,6.60663574977e-08,1.10746392108e-07,9.5839093727e-08,4.56339878393e-07,2.2510320108e-07,1.96772878713e-07,-4.7244824079e-08,2.83108297561e-07,2.69147632833e-07,4.27099398355e-07,-1.26852943399e-08,1.19119100586e-07,1.30104592809e-07,2.01420391416e-07,2.76226513188e-07,-1.08073069366e-07,pol2,0,1,5,Peak,4
2,7.96212665916e-07,1.30674077842e-06,1.02064701602e-06,1.09554350876e-06,8.57275539431e-07,9.04390436187e-07,9.86230189933e-07,1.32249982911e-06,1.06260121889e-06,1.00871365993e-06,7.76962626285e-07,1.15302181992e-06,1.01320208993e-06,1.23662717285e-06,7.57421309031e-07,1.01791713777e-06,8.8392910173e-07,1.03661209676e-06,1.06147282093e-06,8.37261370229e-07,pol2,0,1,90,Peak,4
3,8.69813054747e-07,1.42165625699e-06,1.12451664371e-06,1.19930983927e-06,9.34665369324e-07,9.83891462653e-07,1.06148858732e-06,1.41338482214e-06,1.15048584287e-06,1.08374797906e-06,8.6578841883e-07,1.24528009043e-06,1.09454068233e-06,1.32426448114e-06,8.30859309868e-07,1.10374516168e-06,9.74172960524e-07,1.13416570111e-06,1.1494307364e-06,9.16640106542e-07,pol2,0,1,95,Peak,4
4,9.56959170748e-07,1.5806937269e-06,1.26927747541e-06,1.36761866661e-06,1.07393112358e-06,1.12851567037e-06,1.1418879758e-06,1.56534453048e-06,1.29544044629e-06,1.1932044808e-06,9.88066598542e-07,1.40860687746e-06,1.21128092875e-06,1.45989827533e-06,9.18742322881e-07,1.21077604767e-06,1.1016675148e-06,1.28462842579e-06,1.25877291572e-06,1.02724243338e-06,pol2,0,1,99,Peak,4
0,-2.48527432779e-06,-2.09969199325e-06,-2.84476136983e-06,-5.98900712442e-06,-2.58897791863e-06,-3.33587367358e-06,-1.5815895626e-06,-2.30340953644e-06,-2.20287926663e-06,-2.50167342503e-06,-1.84783858486e-06,-2.16228411753e-06,-2.35492019448e-06,-1.04291069261e-06,-2.47034894956e-06,-1.28329102244e-06,-1.49635668624e-06,-1.66917135877e-06,-1.20341759116e-06,-2.81901778957e-06,pol2,0,1,1,Continuum,4
1,-1.2665751614e-06,-1.1468922191e-06,-1.1168235216e-06,-2.61544098128e-06,-1.05522958507e-06,-1.69788282057e-06,-8.07251609527e-07,-1.12412367616e-06,-7.39556798175e-07,-1.33487577227e-06,-8.41026837408e-07,-1.17215776671e-06,-1.19796043681e-06,-3.90614001852e-07,-1.26226638829e-06,-4.5548520361e-07,-4.92712245563e-07,-7.9995781464e-07,-5.31769543112e-07,-1.07838830801e-06,pol2,0,1,5,Continuum,4
2,3.08277640981e-07,4.01244657691e-07,4.06913388283e-07,3.81384627883e-07,3.41137185697e-07,3.25766111684e-07,3.2787741857e-07,3.44497071896e-07,3.84505404223e-07,3.38955117896e-07,3.40257113755e-07,3.22187103418e-07,3.21364566937e-07,3.09865558644e-07,2.69684286713e-07,3.31841497186e-07,3.36614137258e-07,3.60921273973e-07,2.96449574498e-07,3.02073973019e-07,pol2,0,1,90,Continuum,4
3,3.97540957548e-07,5.22134947546e-07,5.28562905123e-07,5.35652562119e-07,4.50284717521e-07,4.339244512e-07,4.13898686256e-07,4.38472293146e-07,4.85480108654e-07,4.50772333748e-07,4.35145505246e-07,4.37255320556e-07,4.12294086019e-07,3.87764322749e-07,3.59215135461e-07,4.13428128369e-07,4.19771525237e-07,4.68288892879e-07,3.86516476679e-07,4.10159864053e-07,pol2,0,1,95,Continuum,4
4,5.9436007325e-07,7.50594559111e-07,7.71762956284e-07,1.15006450709e-06,6.80216170925e-07,6.78784692023e-07,5.8418269486e-07,6.45274052483e-07,6.69224589054e-07,6.38633824747e-07,6.37165951646e-07,7.78990578487e-07,5.84973204615e-07,5.50311202361e-07,5.48105763093e-07,5.87336473786e-07,5.69805652396e-07,6.33639591592e-07,5.39233827933e-07,6.24366448102e-07,pol2,0,1,99,Continuum,4
