,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,0,0,-3.30431651212e-07,-6.08780477682e-07,-1.43513200949e-06,-4.78257277281e-07,-9.69366698384e-07,-1.82458733617e-07,-1.27818332923e-06,-1.29269017669e-06,-1.59508757928e-07,-1.31565605253e-06,0,-1.82251949496e-06,-3.45320097577e-06,pol2,5,2,1,Peak,5
1,0,0,8.79107114577e-08,-1.05060282058e-07,-2.43886735929e-07,2.04329051473e-07,2.35728652185e-07,-3.81826379978e-08,4.1947819976e-07,3.19060888343e-07,-3.16715947378e-08,-5.02443916526e-07,0,-1.01483529782e-06,-8.23558860106e-07,pol2,5,2,5,Peak,5
2,0,0,9.71367484559e-07,7.84863654223e-07,7.86543882596e-07,1.00687411087e-06,1.14876258257e-06,8.60773076544e-07,1.26009000095e-06,1.30030342016e-06,8.88845109727e-07,2.62200271126e-06,0,1.87079481759e-06,1.6547478221e-06,pol2,5,2,90,Peak,5
3,0,0,1.0591508e-06,8.70855757209e-07,8.74348960798e-07,1.09858059638e-06,1.23614161402e-06,9.31669974559e-07,1.34812202961e-06,1.3807770022e-06,9.75491712865e-07,3.01255853974e-06,0,2.15745445528e-06,1.92449777341e-06,pol2,5,2,95,Peak,5
4,0,0,1.21908102783e-06,9.6524623968e-07,1.00149347955e-06,1.22949273757e-06,1.34711811384e-06,1.04167822707e-06,1.49150828101e-06,1.50981222859e-06,1.10772168694e-06,3.61048346289e-06,0,2.61022672004e-06,2.38757412196e-06,pol2,5,2,99,Peak,5
0,0,0,-2.57946805952e-06,-3.12131848727e-06,-4.05432156024e-06,-2.95434817169e-06,-1.71067993685e-06,-2.54792840089e-06,-2.81577400255e-06,-3.58378967425e-06,-2.12306960131e-06,-3.55951316402e-06,0,0.0,-1.44297217304e-05,pol2,5,2,1,Continuum,5
1,0,0,-1.3982601186e-06,-1.58782757472e-06,-2.38218270665e-06,-1.56482352089e-06,-6.81069357689e-07,-1.08235414473e-06,-1.26604122922e-06,-1.63087719556e-06,-1.12178340317e-06,-2.12871011713e-06,0,0.0,-2.43636063136e-06,pol2,5,2,5,Continuum,5
2,0,0,3.64376702346e-07,3.15799643552e-07,4.0775726179e-07,3.544087502e-07,3.46187134048e-07,3.4144426708e-07,3.5073385916e-07,3.67010368263e-07,3.61945056181e-07,1.35599520243e-06,0,0.0,6.64829505207e-07,pol2,5,2,90,Continuum,5
3,0,0,4.92374877763e-07,4.26888887494e-07,5.84723053785e-07,4.61566594857e-07,4.39947073122e-07,4.56050565726e-07,4.56159968782e-07,4.91742969818e-07,4.80466607116e-07,1.74798638517e-06,0,0.0,8.84130939966e-07,pol2,5,2,95,Continuum,5
4,0,0,7.75216863617e-07,6.54507001032e-07,1.19202527626e-06,7.31589767543e-07,6.73472545479e-07,6.79347999218e-07,6.71874825073e-07,7.41080764755e-07,7.45363233922e-07,2.68768484062e-06,0,0.0,1.1553281341e-06,pol2,5,2,99,Continuum,5
