,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-1.5323491415e-06,-5.06006799574e-07,-3.86123119525e-07,-1.8284649208e-06,-9.13707264835e-07,-9.50735238828e-07,-7.96533594387e-07,-2.06631571431e-06,-1.49842507413e-06,-6.38017364147e-07,-1.21068870613e-06,-9.26557760291e-07,-6.8894381804e-07,-9.39414507478e-07,pol2,4,2,1,Peak,7
1,-2.82595887759e-07,-3.23656748361e-07,1.50605235285e-07,-5.97834733215e-07,-5.49601966612e-07,-1.59428334616e-07,-4.7691084393e-07,-4.06351794356e-07,-6.89525361833e-07,4.91458845644e-07,-2.1284654301e-07,-7.01357380135e-07,-2.1059536938e-07,-1.62480887683e-07,pol2,4,2,5,Peak,7
2,7.59687332201e-07,2.00370831243e-07,6.43492038798e-07,2.18286617688e-07,4.19645290977e-07,6.19027964846e-07,4.48644430808e-07,5.72029626267e-07,1.61992373707e-07,1.22479391078e-06,9.28428357505e-07,2.01094183983e-07,7.58221730872e-07,6.82172686797e-07,pol2,4,2,90,Peak,7
3,8.76953003466e-07,2.60215442645e-07,7.01833142255e-07,3.11272977099e-07,5.34932223586e-07,7.08390747669e-07,5.96442354425e-07,6.75010159655e-07,2.86595916233e-07,1.30348894874e-06,1.01459363163e-06,3.14886072138e-07,8.82753486266e-07,7.5981413399e-07,pol2,4,2,95,Peak,7
4,1.02755200557e-06,3.73744190745e-07,7.84519777549e-07,5.12355979326e-07,7.87739530146e-07,8.57543791923e-07,8.6580342084e-07,8.42685293592e-07,5.05705527244e-07,1.43441695418e-06,1.10845492848e-06,5.4998671324e-07,1.05569945886e-06,8.71257875429e-07,pol2,4,2,99,Peak,7
0,-5.07295638109e-05,-1.32848060502e-06,-1.41579181392e-05,-2.71029828258e-06,-1.36032089344e-06,-2.03430534681e-06,-2.64204415836e-06,-3.23982422123e-06,-3.99586175677e-06,-2.57307933227e-06,-1.26680799823e-05,-3.1019058949e-06,-3.12825642342e-06,-4.53082012604e-06,pol2,4,2,1,Continuum,7
1,-8.57828096696e-06,-6.86123312892e-07,-2.40603835077e-06,-1.46538414762e-06,-6.41683754304e-07,-9.94515469487e-07,-1.13078157972e-06,-1.60771244113e-06,-2.1288477965e-06,-1.3468842855e-06,-2.13910547178e-06,-1.55085726943e-06,-2.57855019146e-06,-7.69292657323e-07,pol2,4,2,5,Continuum,7
2,3.19634229226e-07,1.68545471033e-07,1.59476472761e-07,2.67573453583e-07,2.54772749624e-07,2.94687677904e-07,2.60081656551e-07,2.72217445421e-07,2.60724673915e-07,3.13110662832e-07,2.61059854548e-07,2.66881790447e-07,3.80168204827e-07,3.33350483157e-07,pol2,4,2,90,Continuum,7
3,4.26785601171e-07,2.2660795331e-07,2.14714830205e-07,3.7309337893e-07,3.4795579459e-07,3.90596679457e-07,3.5853320213e-07,3.58461468109e-07,3.8698447579e-07,4.13031458271e-07,3.3704976123e-07,3.6048153001e-07,5.01358908946e-07,4.43969725255e-07,pol2,4,2,95,Continuum,7
4,5.41551791427e-07,3.56591227312e-07,2.82228378193e-07,5.93967023714e-07,5.6091169608e-07,6.00698894297e-07,5.49165494208e-07,5.97263693239e-07,7.60175827984e-07,6.01359976525e-07,4.62191869456e-07,5.67410366006e-07,7.75194393062e-07,1.53312559985e-06,pol2,4,2,99,Continuum,7
0,-2.22579005356e-11,-6.92549221292e-12,-1.67345128458e-11,-1.03551634973e-11,-1.56378484229e-11,-1.78106754634e-11,-1.74622331415e-11,-1.66560784794e-11,-1.11729536194e-11,-2.89968629796e-11,-2.37828674305e-11,-1.005567555e-11,-2.22032373637e-11,-1.88660992076e-11,pol3,4,2,1,Peak,7
1,-1.73471056041e-11,-4.19190373255e-12,-1.39578155003e-11,-5.3408644218e-12,-9.91587545877e-12,-1.37052466635e-11,-1.07856209868e-11,-1.26297602043e-11,-4.82764897869e-12,-2.54869314467e-11,-2.02965029004e-11,-4.8047795005e-12,-1.75758548454e-11,-1.5135997467e-11,pol3,4,2,5,Peak,7
2,4.91220521196e-12,7.62464275775e-12,-2.93530009941e-12,1.23037803903e-11,1.03501964619e-11,3.15381662125e-12,9.58776399121e-12,7.62279352295e-12,1.38280604549e-11,-1.05239247869e-11,-9.36289837125e-13,1.45069510738e-11,3.05239250464e-12,1.96661211082e-12,pol3,4,2,90,Peak,7
3,7.65692320201e-12,9.2053384838e-12,-1.56606511306e-12,1.44536264731e-11,1.31578037438e-11,5.50750174649e-12,1.19050055611e-11,1.03934073861e-11,1.64573800095e-11,-8.15710247973e-12,3.10649402063e-12,1.6987813e-11,6.1546452042e-12,4.4690697178e-12,pol3,4,2,95,Peak,7
4,1.47690033926e-11,1.3016088119e-11,9.03944446716e-13,1.97764236412e-11,2.04201479129e-11,1.10025688171e-11,1.77001625646e-11,2.78508667743e-11,2.11598416066e-11,-2.23821480611e-12,1.25497248956e-11,2.14104466027e-11,1.13019583426e-11,1.12229744001e-11,pol3,4,2,99,Peak,7
0,-8.22160710136e-11,-8.29360575108e-12,-4.48175301613e-11,-1.33387960347e-11,-1.22142973081e-11,-1.29921111059e-11,-1.23768218218e-11,-1.48645143629e-11,-1.71220912477e-11,-1.29725934258e-11,-5.60705531255e-11,-1.23355233748e-11,-1.728323441e-11,-1.40704574751e-10,pol3,4,2,1,Continuum,7
1,-1.4272067214e-11,-5.21091447571e-12,-7.70390418571e-12,-8.07757612338e-12,-7.46275222514e-12,-8.48061562872e-12,-7.81250490507e-12,-8.0656901637e-12,-8.35184855973e-12,-8.81171717347e-12,-9.51822071732e-12,-7.75873017271e-12,-1.07964135503e-11,-2.48532205744e-11,pol3,4,2,5,Continuum,7
2,1.8222891125e-11,9.43891791906e-12,2.21011248355e-11,2.01295240118e-11,1.0258492304e-11,1.29515886732e-11,1.44714644844e-11,1.76699067114e-11,2.77489178537e-11,1.8391522018e-11,1.59155631086e-11,1.44283150546e-11,3.06498237882e-11,7.82180555074e-12,pol3,4,2,90,Continuum,7
3,3.08401254537e-11,1.4331985435e-11,3.73986986409e-11,2.87420383705e-11,1.4156001506e-11,2.04175761923e-11,2.19710160349e-11,2.99882935302e-11,4.04357670674e-11,2.70866311575e-11,2.93962419915e-11,3.52189182651e-11,5.55678330688e-11,1.06575441002e-11,pol3,4,2,95,Continuum,7
4,1.97923293058e-10,2.7187888875e-11,7.87317773627e-11,5.1937815384e-11,2.85232142118e-11,4.16295806766e-11,4.72263016148e-11,5.58788823145e-11,7.17095006836e-11,4.90499286785e-11,5.08628453956e-11,6.36236410755e-11,6.74124647617e-11,1.52793405587e-11,pol3,4,2,99,Continuum,7
0,74.200115209,111.698345828,70.8210246467,95.7013261929,100.273060738,69.4736549891,101.023727483,107.55930022,98.3020043947,67.7423721099,61.5278449748,115.390925548,66.7352133578,65.7831163517,fitSlo,4,2,1,Peak,7
1,74.8641492608,116.073097076,78.4541977354,103.924134539,107.221785953,85.6482743101,106.725512903,114.112283768,101.453412029,76.9882482789,63.3939781001,125.536990431,85.1175114954,72.483857455,fitSlo,4,2,5,Peak,7
2,99.8318296083,134.14095517,106.832278112,122.688683462,143.850055927,108.920478445,154.659937671,145.578280493,121.821069927,100.808806667,130.003789581,155.48548059,103.794938273,128.006146091,fitSlo,4,2,90,Peak,7
3,120.733578377,148.416459242,128.367570698,139.748503826,168.22094726,125.521609026,181.622103833,167.163720733,136.7565349,114.279948827,189.413669526,171.431483016,118.930821372,168.314884401,fitSlo,4,2,95,Peak,7
4,188.618290288,194.629001835,204.959154286,197.070001638,219.926368425,195.217923382,259.475737734,235.627074461,175.787392872,151.054675654,388.630343837,212.000439282,170.95778445,260.756431412,fitSlo,4,2,99,Peak,7
0,11.115722487,100.387826042,7.86238174704,86.8734221948,90.226722145,67.0276991305,96.5410583276,97.9381059368,16.2642565416,61.9438859261,0.556815224571,27.6926445962,62.2907734475,8.06842590915,fitSlo,4,2,1,Continuum,7
1,28.3232866284,109.806957302,21.8414820805,96.0831589812,99.1352429877,78.4054262927,103.917150025,108.131335086,90.4254622036,73.8600718786,46.1606589912,111.992071033,75.4765672295,59.9971985968,fitSlo,4,2,5,Continuum,7
2,704.602618364,593.230017602,1222.64620072,722.579903428,252.270569642,434.445034807,533.023679377,738.522987111,983.563437952,569.351711016,563.059298786,339.90779449,584.817409443,290.867414218,fitSlo,4,2,90,Continuum,7
3,900.44896537,853.364260364,1280.4264821,913.696606931,381.658785014,718.564457397,729.01697306,1031.34666084,1275.48308659,720.567187017,885.315445983,482.154726817,828.807337586,520.035047128,fitSlo,4,2,95,Continuum,7
4,1113.33741917,1369.42184015,1751.52216334,1288.36277798,752.999206525,1259.97776699,1454.36458781,1538.42671608,1695.62313508,957.228182443,1721.33083793,850.213236855,1288.41136565,976.940143471,fitSlo,4,2,99,Continuum,7
0,1.73937177647,1.36111868202,1.57569879835,1.32812587421,1.32471709156,1.52843721187,1.36977532698,1.4380315387,1.45274525752,1.65825224543,1.57563068184,1.35949961042,1.56007622302,1.64922730544,riseNoise,4,2,1,Peak,7
1,1.9061278261,1.47879024854,1.70841911872,1.50064123863,1.48725538677,1.73817721474,1.48819675992,1.5413239085,1.57616224734,1.80434495643,1.76664945066,1.44020284709,1.6946337068,1.78115649663,riseNoise,4,2,5,Peak,7
2,2.61328815119,1.95327821137,2.42248556595,1.97633233842,1.94711983176,2.45271519061,1.93877150097,1.95047848991,2.09678555543,2.41110633731,2.59823978043,1.84836505898,2.21563372021,2.45108845734,riseNoise,4,2,90,Peak,7
3,2.71123941243,2.03130351163,2.56676611522,2.03529328575,2.01307217771,2.54625389952,1.99377207572,2.0141693681,2.15820524304,2.49202263399,2.74973742467,1.90773097935,2.28886088745,2.5394139328,riseNoise,4,2,95,Peak,7
4,2.93700512433,2.30176708144,3.04384786982,2.17559850302,2.14479667194,2.72466621128,2.15554901058,2.14866844326,2.28605061159,2.64299249163,3.13953804035,2.07206272992,2.44208411974,2.69817617983,riseNoise,4,2,99,Peak,7
0,0.995866359774,0.941567483257,0.951312926817,0.900210809385,0.906748585638,0.976836497581,0.934207797021,0.94273601158,0.934058911689,0.977738291374,1.02385428467,0.948329234976,0.94748636782,0.974275043452,riseNoise,4,2,1,Continuum,7
1,1.05763202545,0.987966679768,1.00124121796,0.973901192834,0.968465389949,1.0635312572,0.983172119302,0.989553160234,0.992349785217,1.04156391624,1.09418546434,1.00857043611,0.999127602131,1.03289477329,riseNoise,4,2,5,Continuum,7
2,1.57624103815,1.41938614303,1.67893455648,1.26677019672,1.26792811797,1.56922680544,1.27827172993,1.24980487882,1.3800098866,1.45856690043,1.82618270529,1.41108500798,1.42339201785,1.4149888305,riseNoise,4,2,90,Continuum,7
3,3.93390883518,1.55765308966,10.4490053243,1.32212669664,1.32881571378,1.67927899616,1.3353569642,1.2959180102,1.48782221021,1.5314723213,2.15088119815,1.59412035047,2.53358256813,1.5311624769,riseNoise,4,2,95,Continuum,7
4,4.9886549549,1.85625651477,12.3562660461,1.45685116975,1.47499332706,1.90382558842,1.48213050587,1.40539269615,3.31972897674,1.69851386252,7.05177207412,3.63253029386,2.87510582404,3.70235733405,riseNoise,4,2,99,Continuum,7
