,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
3,2.26926740681e-11,0,2.67929933945e-11,2.91911562606e-11,4.22383901115e-11,3.03728281951e-11,1.37433600139e-11,2.07608066684e-11,2.41385801565e-11,2.88371663948e-11,2.45837616638e-11,2.53050965386e-11,4.51200852151e-11,4.50056275826e-11,0,pol3,5,2,95,Continuum,10
4,4.27969033296e-11,0,5.4475597004e-11,5.45772249719e-11,7.8226367279e-11,5.23792541043e-11,3.24846529577e-11,4.12770222955e-11,5.41140757682e-11,5.69747533898e-11,4.36305544567e-11,5.79042750334e-11,8.23160735569e-11,8.48731533879e-11,0,pol3,5,2,99,Continuum,10
0,85.6796941454,0,64.9497096098,54.4943984726,59.8066373213,56.6125525739,61.4103833966,58.2919734086,57.8763454821,70.4686531411,66.9697274475,66.8516140925,74.8178382429,60.6251164999,0,fitSlo,5,2,1,Peak,10
1,87.8231003637,0,66.9122975998,78.1234573666,66.9109566882,62.8515711578,66.6350506819,73.1596582192,65.4381544187,77.3578231941,71.4164697464,76.8853179325,107.638850193,73.0719568238,0,fitSlo,5,2,5,Peak,10
2,110.323254644,0,90.5899720605,106.320016554,94.1964885003,87.9496430713,109.229554695,99.7462172808,120.584029347,111.268481736,94.7786018668,110.399622444,127.479368683,97.4507323824,0,fitSlo,5,2,90,Peak,10
3,128.413154246,0,106.136924848,126.258706358,113.664415869,106.03658457,135.245166022,121.043997441,161.528458223,138.028067892,111.724037036,129.350970193,140.816889468,116.522024716,0,fitSlo,5,2,95,Peak,10
4,188.237753982,0,149.214374602,204.740555659,184.536421119,156.720845072,203.909143912,182.970605114,261.541066175,208.958051793,185.932037549,177.265698466,189.576621284,166.487622389,0,fitSlo,5,2,99,Peak,10
0,67.5968045061,0,50.8738713601,52.181086799,53.4479839354,47.9780446947,50.2127988436,55.0261748667,51.1842618085,60.1354288939,52.4354457999,59.1194148373,65.282739049,50.6185370811,0,fitSlo,5,2,1,Continuum,10
1,79.8325457499,0,60.3964624894,69.4950080713,61.8942578183,57.2552534577,59.8697546279,66.8586180924,59.7859560504,69.8579024633,64.4853196398,70.3111298751,84.5823201091,63.8059111447,0,fitSlo,5,2,5,Continuum,10
2,468.741562145,0,560.199499695,681.329248968,1127.0538572,711.383844338,232.386750449,413.824998393,514.265637064,754.737651357,480.184216441,319.232477262,613.170845931,613.800148623,0,fitSlo,5,2,90,Continuum,10
3,691.21770403,0,846.781613737,902.66360648,1366.50572179,910.416967309,356.523824928,697.981567286,744.678233643,1043.14928342,682.073979945,477.111109059,777.017289283,857.524351725,0,fitSlo,5,2,95,Continuum,10
4,1114.91373659,0,1402.07103389,1365.54135748,1777.67033441,1320.54927618,694.350778141,1218.47562061,1512.2501843,1632.43558413,1069.7580076,866.903453874,1047.21142412,1290.23169906,0,fitSlo,5,2,99,Continuum,10
0,1.61672412719,0,1.5773620276,1.61322512355,1.55401686914,1.74502020819,1.68020868832,1.81983858925,1.65834694545,1.5222723966,1.70932758628,1.55160267292,1.35256219805,1.64998571617,0,riseNoise,5,2,1,Peak,10
1,1.75861071538,0,1.72691354311,1.76326591356,1.73072565364,1.94895887654,1.8401172579,1.96172344698,1.80765113167,1.65708605045,1.88284527732,1.69725576982,1.44681464713,1.7927045193,0,riseNoise,5,2,5,Peak,10
2,2.38458095737,0,2.53449172689,2.41476461554,2.44043230943,2.68777417324,2.59467846104,2.79367307956,2.61464970786,2.25179154183,2.65058835722,2.57602176016,2.25437288791,2.51681947235,0,riseNoise,5,2,90,Peak,10
3,2.48890933104,0,2.6541329393,2.49650489909,2.52790315776,2.81058125527,2.69806559219,2.93759578085,2.73229762676,2.33053590845,2.78411942952,2.71567330315,2.42903509376,2.61745452584,0,riseNoise,5,2,95,Peak,10
4,2.7138193408,0,2.93816665732,2.65227411867,2.68738283578,3.05816822386,2.91002098633,3.30593600397,2.97420820697,2.4711214007,3.03857973062,3.04298882043,2.7258387023,2.88322255346,0,riseNoise,5,2,99,Peak,10
0,0.976135010488,0,0.919634249226,0.958441794503,0.906260254702,0.989246694406,0.966160553069,1.02238631982,0.953282062979,0.906511684419,0.972327203293,0.987113412228,0.987110803432,0.972288780419,0,riseNoise,5,2,1,Continuum,10
1,1.03780931813,0,0.991575291706,1.01504058214,0.963605408099,1.04469018192,1.02624484138,1.11155448297,1.01987316639,0.947600587974,1.04714097476,1.06793410672,1.06225202679,1.03976533985,0,riseNoise,5,2,5,Continuum,10
2,1.51634082675,0,1.50606274702,1.38606288302,1.34733903629,1.49780208362,1.4471019008,1.83577395444,1.52546192209,1.27264104982,1.57615044515,1.78738119261,1.84388234374,1.55835877145,0,riseNoise,5,2,90,Continuum,10
3,1.62413195902,0,1.60988675151,1.45275490817,1.40419301064,1.61520366843,1.54123395248,2.04773654865,1.65248864876,1.34191196791,1.69519193564,1.93457330221,1.98527711888,1.66459545097,0,riseNoise,5,2,95,Continuum,10
4,1.88930370066,0,1.83865381652,1.59853192102,1.54098637441,1.87260005922,1.71641303306,2.49257359522,1.96543885533,1.48069062776,1.99013912679,2.26071417938,2.34837890143,1.86589344693,0,riseNoise,5,2,99,Continuum,10
