,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-9.72762815211e-07,0,-2.15335540843e-07,-7.87379743758e-07,-1.24955571565e-06,-8.80157001948e-07,-1.05272598111e-06,-7.69688083454e-08,-1.74330940582e-06,-5.51955773468e-07,-4.96638219597e-08,-9.11397203919e-08,-6.02460005107e-07,-3.08880291997e-09,0,pol2,5,2,1,Peak,10
1,-4.64915829578e-07,0,5.15373865477e-08,-1.32976352487e-07,-2.15273795502e-07,2.15307946611e-07,2.5842550986e-07,1.47969116515e-08,4.3390646275e-07,1.27323722574e-07,-1.76596936163e-08,4.0380495759e-07,-1.03807942245e-07,-3.08880291997e-09,0,pol2,5,2,5,Peak,10
2,6.03966038295e-07,0,9.66288801462e-07,7.98744297721e-07,7.37847299574e-07,1.00983264538e-06,1.16727305057e-06,8.36379595126e-07,1.2443784857e-06,1.05722993432e-06,8.51918887629e-07,1.76203749153e-06,1.36816498079e-06,1.46847002144e-06,0,pol2,5,2,90,Peak,10
3,7.17558642443e-07,0,1.04661437474e-06,8.84000192686e-07,8.38131481991e-07,1.09296824196e-06,1.25267104868e-06,9.09046865784e-07,1.32606462895e-06,1.14141579569e-06,9.31099926851e-07,1.9070824983e-06,1.51716101801e-06,1.59295453825e-06,0,pol2,5,2,95,Peak,10
4,9.16165279428e-07,0,1.18441194911e-06,1.04370578222e-06,9.6441046541e-07,1.20664499207e-06,1.3759267906e-06,1.01519464977e-06,1.45218174301e-06,1.23517876421e-06,1.01562522551e-06,2.19941208053e-06,1.72791396402e-06,1.69351972433e-06,0,pol2,5,2,99,Peak,10
0,-2.21869249376e-06,0,-3.05308214274e-06,-2.8228352153e-06,-4.7319854541e-06,-2.82864947063e-06,-1.6268380304e-06,-2.31960637771e-06,-2.96259419526e-06,-3.6620814752e-06,-2.24861792097e-06,-3.04386971444e-06,-4.43922597719e-06,-4.72855872382e-06,0,pol2,5,2,1,Continuum,10
1,-1.11944321659e-06,0,-1.36688129687e-06,-1.4905553685e-06,-2.29062036113e-06,-1.57908160591e-06,-6.55392552076e-07,-1.02670503931e-06,-1.25141148323e-06,-1.60537958832e-06,-1.21244102222e-06,-1.2867571481e-06,-2.34774362254e-06,-2.3363489324e-06,0,pol2,5,2,5,Continuum,10
2,3.71734339484e-07,0,3.57280095753e-07,3.23637820616e-07,3.91722294577e-07,3.46463832275e-07,3.27987145883e-07,3.44383365992e-07,3.46733696778e-07,3.08761799973e-07,3.39827838617e-07,5.43528587173e-07,5.33890971347e-07,6.2146377342e-07,0,pol2,5,2,90,Continuum,10
3,5.02214809978e-07,0,4.75477949743e-07,4.58971251938e-07,5.63824465099e-07,4.66941175152e-07,4.19590345247e-07,4.61440574735e-07,4.58538092088e-07,4.12530326153e-07,4.51431477615e-07,7.05896501237e-07,7.09602634573e-07,8.05407349652e-07,0,pol2,5,2,95,Continuum,10
4,7.25297465129e-07,0,7.56695877636e-07,7.44961087359e-07,1.21943534137e-06,6.98543176472e-07,6.07763959715e-07,6.52127661343e-07,6.5984766048e-07,6.40190714197e-07,6.84721016379e-07,1.00026307298e-06,1.11329926376e-06,1.26139875863e-06,0,pol2,5,2,99,Continuum,10
0,-1.93306922749e-11,0,-2.61850009356e-11,-2.30303105089e-11,-2.134575971e-11,-2.51196239414e-11,-2.89992485744e-11,-2.26227949462e-11,-2.98948830493e-11,-2.6600041969e-11,-2.43075024542e-11,-4.3545967432e-11,-3.76747086112e-11,-4.09939901933e-11,0,pol3,5,2,1,Peak,10
1,-1.40644714391e-11,0,-2.12460126547e-11,-1.75549942516e-11,-1.6709069362e-11,-2.15683895172e-11,-2.5381253146e-11,-1.82793626802e-11,-2.63863889347e-11,-2.32926800094e-11,-1.95380268522e-11,-3.68502243057e-11,-2.99423932699e-11,-3.39060677012e-11,0,pol3,5,2,5,Peak,10
2,8.57903023533e-12,0,-1.80342982188e-12,1.8223231153e-12,2.98551409015e-12,-5.59954803179e-12,-7.66721483961e-12,-5.99966419223e-13,-9.94885420507e-12,-5.96699688671e-12,-9.57241375214e-14,-9.12211260803e-12,-4.62294083681e-13,-2.92041146188e-12,0,pol3,5,2,90,Peak,10
3,1.16083551356e-11,0,6.68108037875e-13,4.37332273515e-12,5.94658286506e-12,-3.16729007341e-12,-4.76949160458e-12,1.88357955581e-12,-7.45675349587e-12,-3.60037691305e-12,2.36229711999e-12,-5.72831356492e-12,3.49391866525e-12,1.05345148704e-12,0,pol3,5,2,95,Peak,10
4,1.78120755929e-11,0,4.75418413567e-12,1.05614580802e-11,1.37968912175e-11,8.5110324479e-13,2.16707894081e-12,5.47023900363e-12,-1.24218111297e-12,-3.08483057829e-13,6.80771193255e-12,1.581407451e-12,1.09074183272e-11,8.05626653542e-12,0,pol3,5,2,99,Peak,10
0,-1.57813806525e-11,0,-1.68427899741e-11,-1.57803253731e-11,-2.96022201951e-11,-1.52185128381e-11,-1.30180879127e-11,-1.41647227793e-11,-1.47292866998e-11,-1.45031661695e-11,-1.48569407863e-11,-2.08701017414e-11,-2.32169803897e-11,-2.65322934434e-11,0,pol3,5,2,1,Continuum,10
1,-1.07287251307e-11,0,-1.03214719265e-11,-9.799277623e-12,-1.26672986341e-11,-9.94309973052e-12,-8.83495749178e-12,-1.0104609067e-11,-9.85008486365e-12,-8.98326212003e-12,-9.70087669689e-12,-1.45075375392e-11,-1.45589230341e-11,-1.66727818146e-11,0,pol3,5,2,5,Continuum,10
2,1.57369921518e-11,0,1.69562059312e-11,2.0319151627e-11,3.10048357493e-11,2.08143341828e-11,9.13811617283e-12,1.26814778251e-11,1.50120900977e-11,1.96428328434e-11,1.61946171003e-11,1.6595410606e-11,2.90643659501e-11,2.9296311833e-11,0,pol3,5,2,90,Continuum,10
