,578,580,582,592,598,600,608,610,614,624,626,632,640,648,664,672,678,690,692,694,Cut,DS,Module,Percentage,Range,SubDS
0,-7.65457399286e-07,-8.37037365025e-07,-1.88308827568e-07,-7.63725956268e-06,-1.8701182954e-07,-2.39350190504e-07,-3.20180458482e-07,-1.18198933126e-06,-4.18297403677e-07,-9.6589190536e-07,-8.88507671401e-07,-1.28547557553e-07,-6.02449409298e-07,-1.26036802872e-07,-1.85438530792e-07,-1.18541009334e-06,-2.99789023394e-07,-1.02232158858e-06,-6.68557500804e-09,-7.68287530394e-07,pol2,3,1,1,Peak,7
1,1.80839693172e-07,-6.15749034036e-07,3.55108713931e-07,-1.27909863849e-06,3.76099639726e-07,1.87525489467e-07,7.27852266361e-08,2.93808092774e-07,-7.11847009358e-08,2.40009616105e-07,2.19048089622e-07,1.59887470582e-07,-1.08179055844e-07,-3.79086220114e-08,3.03541030761e-08,2.95459413834e-07,7.16645481194e-08,2.47930018772e-07,-4.37256224563e-09,1.87699991693e-07,pol2,3,1,5,Peak,7
2,1.02249962722e-06,2.27354250777e-07,1.16127162454e-06,7.34284924714e-07,1.16968673705e-06,1.0704988976e-06,9.52429582486e-07,1.05557785645e-06,1.05960108548e-06,1.1279266415e-06,1.07108815975e-06,9.93064535942e-07,7.05611241248e-07,9.74041334848e-07,8.75285993049e-07,1.06079750673e-06,8.7318295821e-07,1.01880668492e-06,9.3510713577e-07,1.13004472351e-06,pol2,3,1,90,Peak,7
3,1.11314460747e-06,3.56716523973e-07,1.26566356479e-06,9.36890416931e-07,1.2591794483e-06,1.15730786209e-06,1.03465913879e-06,1.1280001996e-06,1.19454637161e-06,1.20935759182e-06,1.15144354982e-06,1.08177515996e-06,7.80867104938e-07,1.04604768093e-06,9.47864520502e-07,1.14258187229e-06,9.44860431306e-07,1.13254389401e-06,1.00621575669e-06,1.22901696567e-06,pol2,3,1,95,Peak,7
4,1.23983465537e-06,5.93890425304e-07,1.44647076745e-06,1.21933909572e-06,1.40453675425e-06,1.30404150674e-06,1.16043003123e-06,1.23837346895e-06,1.28987469301e-06,1.36734036526e-06,1.27715437983e-06,1.24843925876e-06,8.97036097752e-07,1.11012858723e-06,1.07077168141e-06,1.24808370386e-06,1.07098042954e-06,1.22514480549e-06,1.08432950199e-06,1.37966644373e-06,pol2,3,1,99,Peak,7
0,-2.97534409901e-06,-1.4390205468e-06,-1.67323858822e-06,-2.51451777612e-06,-1.98322207584e-06,-2.01677413285e-06,-1.50328076737e-06,-2.23699792269e-06,-2.17213811882e-06,-3.82615022834e-06,-2.82106408353e-06,-1.12650472637e-06,-2.51126813052e-06,-1.28772800375e-06,-1.54884674105e-06,-2.38220955296e-06,-1.37469585403e-06,-2.56685780021e-06,-2.7229202263e-06,-2.58118069162e-06,pol2,3,1,1,Continuum,7
1,-1.50519501624e-06,-6.7983824003e-07,-8.80770998654e-07,-1.47169955326e-06,-9.24757438613e-07,-1.13800266374e-06,-6.91435246002e-07,-1.03918522774e-06,-1.13045409327e-06,-1.92212272613e-06,-1.46581435226e-06,-5.26069349427e-07,-1.31501781441e-06,-4.81321206378e-07,-8.57762876273e-07,-1.36059892248e-06,-5.19889123446e-07,-1.40725267738e-06,-1.41650397162e-06,-1.24243331199e-06,pol2,3,1,5,Continuum,7
2,3.16000019459e-07,3.34712108324e-07,3.59913240952e-07,5.41726524706e-07,3.38738058892e-07,3.14679409298e-07,3.46813226311e-07,3.06943672042e-07,4.479888441e-07,4.09739429246e-07,3.46355966734e-07,3.70306428999e-07,2.93101628654e-07,3.44750030298e-07,3.39943208635e-07,3.05888879949e-07,3.40288000976e-07,3.35093101873e-07,3.77132348134e-07,4.06327462263e-07,pol2,3,1,90,Continuum,7
3,4.23481894667e-07,4.45259589483e-07,4.57376076909e-07,7.33229477997e-07,4.41540647098e-07,4.2099369082e-07,4.45421258558e-07,3.96691340708e-07,5.82512313487e-07,5.51658210792e-07,4.43420225387e-07,4.71944339273e-07,3.8878529776e-07,4.33899150394e-07,4.51357728161e-07,3.99252799087e-07,4.29128026778e-07,4.45521125808e-07,5.04223242467e-07,5.3160903306e-07,pol2,3,1,95,Continuum,7
4,5.88741043993e-07,6.52242107396e-07,6.51739772009e-07,1.18474265654e-06,6.36808133076e-07,6.07323457909e-07,6.43387453312e-07,5.63181017801e-07,9.2149091841e-07,9.71921882925e-07,6.6937121997e-07,6.89697131149e-07,5.73507936729e-07,6.02639813941e-07,6.77011360666e-07,5.74244063158e-07,5.75728352314e-07,6.95979866841e-07,7.45305246365e-07,7.82172174655e-07,pol2,3,1,99,Continuum,7
0,-2.59810572738e-11,-1.08611167663e-11,-2.87318368106e-11,-2.86552216819e-11,-2.86175562325e-11,-2.68414167748e-11,-2.47890039947e-11,-2.57612145594e-11,-2.85135439603e-11,-2.82860682462e-11,-2.73218938833e-11,-2.48735323689e-11,-1.98420967983e-11,-2.61380922006e-11,-2.39157461473e-11,-2.5740174966e-11,-2.21830630618e-11,-2.53679673952e-11,-2.77130256532e-11,-2.96026484378e-11,pol3,3,1,1,Peak,7
1,-2.21352968501e-11,-5.81332309777e-12,-2.44166138752e-11,-1.98929702287e-11,-2.48718862737e-11,-2.30098982167e-11,-2.07035020339e-11,-2.22181460227e-11,-2.40726047091e-11,-2.40435405093e-11,-2.29403437111e-11,-2.10403143609e-11,-1.56879848445e-11,-2.13158703807e-11,-1.93149018936e-11,-2.22938796533e-11,-1.85575754954e-11,-2.25920962749e-11,-2.17040079715e-11,-2.44531509507e-11,pol3,3,1,5,Peak,7
2,-5.49862630523e-12,1.27583668859e-11,-7.05659756379e-12,1.72865228103e-11,-8.53508169552e-12,-4.61629838446e-12,-3.05799388023e-12,-6.79223909388e-12,-5.78170330387e-14,-5.47079900426e-12,-5.59126334093e-12,-3.64370101375e-12,7.50515483405e-13,-3.26110622091e-12,-1.82894023217e-12,-6.96243502247e-12,-2.24111406547e-12,-5.75561203928e-12,-8.32849597802e-13,-4.50983519744e-12,pol3,3,1,90,Peak,7
3,-2.76596585945e-12,1.52374533488e-11,-5.01628350359e-12,2.63711313404e-11,-6.00829519679e-12,-2.33442905853e-12,-8.76914880707e-13,-4.53984922531e-12,3.13836508907e-12,-3.23232553959e-12,-3.13190416544e-12,-1.47755042485e-12,3.15881830353e-12,1.89867688119e-13,1.83616231339e-13,-4.60397800782e-12,-1.12009082523e-13,-3.77639692772e-12,1.67462414395e-12,-2.16695023129e-12,pol3,3,1,95,Peak,7
4,5.2602732522e-13,1.98649131109e-11,5.74342228981e-13,8.7701030475e-11,-8.00649851847e-13,1.42921110815e-12,3.24204315911e-12,2.8500696684e-13,7.89943339669e-12,1.75636001892e-12,1.27868212448e-12,1.92269672937e-12,8.02231551141e-12,7.74315826383e-12,4.81449864115e-12,2.07340341489e-12,4.00127564103e-12,1.55754394534e-12,7.06360672375e-12,2.13541097111e-12,pol3,3,1,99,Peak,7
0,-1.22840082938e-11,-1.40255744871e-11,-1.39832273875e-11,-2.4499288201e-11,-1.37983038236e-11,-1.30634956723e-11,-1.37077160054e-11,-1.2034409688e-11,-1.97559033067e-11,-2.11428704243e-11,-1.41494170039e-11,-1.50067300111e-11,-1.22408328727e-11,-1.27547283425e-11,-1.41187124037e-11,-1.21453068097e-11,-1.28631867525e-11,-1.47634998107e-11,-1.61432143537e-11,-1.67477620241e-11,pol3,3,1,1,Continuum,7
1,-8.83681072903e-12,-9.59144647112e-12,-9.58005265237e-12,-1.53400023349e-11,-9.3499520971e-12,-9.05745938391e-12,-9.50160838015e-12,-8.32844376743e-12,-1.23453338935e-11,-1.17915558427e-11,-9.34167144883e-12,-1.02633423755e-11,-8.29987221561e-12,-9.21961884219e-12,-9.48323271108e-12,-8.38777494265e-12,-9.22682653891e-12,-9.43646382245e-12,-1.0967144091e-11,-1.13435487817e-11,pol3,3,1,5,Continuum,7
2,1.72279216844e-11,1.05810548661e-11,1.13329574004e-11,2.05965190864e-11,1.19954216969e-11,1.46949974425e-11,9.58732105218e-12,1.37519909611e-11,1.57853244356e-11,2.36417948434e-11,1.97463393377e-11,8.19127790853e-12,1.76265211103e-11,6.84619129742e-12,1.15492014284e-11,1.76843338396e-11,7.65697220985e-12,1.80887974685e-11,1.62205293943e-11,1.39866685218e-11,pol3,3,1,90,Continuum,7
3,2.91621059835e-11,1.44118904566e-11,1.80263129023e-11,2.95833441419e-11,1.86276623277e-11,2.18168397329e-11,1.42030867756e-11,2.07275160758e-11,2.34353582961e-11,3.5754941775e-11,2.91225933484e-11,1.14873977388e-11,2.61597554397e-11,1.01463282416e-11,1.7058909342e-11,2.67925403079e-11,1.09795162466e-11,2.79985192984e-11,2.75768784552e-11,2.47734174565e-11,pol3,3,1,95,Continuum,7
4,5.6892338344e-11,2.87297454427e-11,3.24132185432e-11,5.18819880202e-11,3.98169241555e-11,4.0027613027e-11,2.95851793897e-11,4.35079471935e-11,4.46365141821e-11,7.08136590509e-11,5.46634540651e-11,2.34345282788e-11,4.60320392147e-11,2.32252981785e-11,3.08315867249e-11,4.66380633443e-11,2.69682673e-11,5.09433367662e-11,5.05926902133e-11,4.79076989338e-11,pol3,3,1,99,Continuum,7
0,72.2618490328,111.446849368,71.1261986814,88.6638849027,65.6212737122,57.2011844731,67.3175109927,66.5167992144,88.8637567414,54.6205339365,66.5842395227,63.0621446592,67.05301141,65.6539716606,88.0451650709,68.2525227416,66.8833519942,68.5246991822,58.8395033629,77.3927592937,fitSlo,3,1,1,Peak,7
1,75.2487376316,120.519747585,80.2014812474,93.5399934685,75.7169603802,85.7964237586,71.6511950994,73.7031453946,93.4459513701,68.0060022646,75.300394395,71.5695018662,71.2006864314,72.7274518321,94.8528372177,73.8916080293,73.6890636969,77.9590655304,75.6506453138,78.8074263077,fitSlo,3,1,5,Peak,7
2,109.533024157,149.724991847,123.900007827,178.898109008,116.570074272,113.708655736,105.122654318,108.103359896,114.674399923,98.1133465768,110.446180171,121.556100704,116.165508361,140.505759881,145.137107703,110.910544388,123.06976051,102.950966883,101.616072995,102.888675328,fitSlo,3,1,90,Peak,7
3,130.138226665,166.996113453,150.501240935,229.162224547,140.730888048,132.51412361,126.134771729,129.426780529,137.060329932,121.976130888,130.3116597,148.147467223,138.8938731,184.203841487,178.467239276,134.981698646,152.359706257,117.734191042,116.081242048,124.683056618,fitSlo,3,1,95,Peak,7
4,173.556331949,213.932054231,235.277362287,407.166402838,205.308865609,199.016268477,205.193254147,187.827891885,194.600284357,214.469318657,191.422070597,217.169865336,207.056607884,265.783725105,267.761928284,190.919213294,217.721132859,183.876638485,185.551988388,185.67328713,fitSlo,3,1,99,Peak,7
0,57.3189150112,99.4449433599,64.3838680994,74.4358693901,59.9316287602,52.4872840462,55.1150011303,56.829168663,66.9285307373,49.1284704765,56.4873345994,57.8591133442,56.384229807,59.0725822907,68.9644372129,59.5840734701,59.5249841009,48.4511978842,50.6693884934,56.7458705584,fitSlo,3,1,1,Continuum,7
1,67.6237416297,111.940476138,74.1237902318,84.859145519,69.3537613531,73.3257360596,65.45465072,67.8802772992,85.0581266726,61.0399285649,67.9234827247,67.4241876007,64.7066101737,66.0168607151,83.4930671483,69.3006551046,66.8406212123,59.8421943378,64.3157684843,69.8349044687,fitSlo,3,1,5,Continuum,7
2,629.965143956,256.52726595,380.780720051,610.962893256,370.792468289,515.694956064,275.201828111,454.865021211,462.51232952,901.821957453,639.140289789,193.694268454,650.700098351,204.923158393,451.373270406,627.978393844,207.239890109,640.480597637,506.487618369,420.629568189,fitSlo,3,1,90,Continuum,7
3,854.189538859,435.936165489,508.470764502,766.768641647,533.263411486,738.883263375,431.233957771,608.248138949,607.708478066,1224.34175576,850.198967162,263.554462637,863.437546812,302.039410388,582.169173061,811.359593263,294.113080807,802.222666751,769.508237696,667.995199245,fitSlo,3,1,95,Continuum,7
4,1301.93695303,680.73222797,724.322165987,1079.8127214,890.782929758,1148.67472243,665.949684583,961.452543696,882.162668841,1666.96243402,1132.39800259,436.391839242,1188.17356504,729.371648358,735.369752406,1138.63873975,613.948671075,1222.42946956,1323.18218174,1509.07256453,fitSlo,3,1,99,Continuum,7
0,1.38068097452,1.31635687275,1.54504769475,1.33596208611,1.47358890965,1.46005937308,1.5936700829,1.50261090968,1.13878266353,1.62588123037,1.47511181624,1.65074973522,1.43025548012,1.37312009002,1.43558655338,1.38553966212,1.36389967547,1.48509721825,1.46318122779,1.35431223776,riseNoise,3,1,1,Peak,7
1,1.54756685435,1.42514092669,1.70332339476,1.48415789786,1.6105043097,1.61498002009,1.79301104781,1.68777765228,1.42901339925,1.80280687298,1.64796374597,1.81152684338,1.58268052271,1.55422714408,1.55205951519,1.54901489257,1.52574191655,1.64737079888,1.63572858495,1.59787624899,riseNoise,3,1,5,Peak,7
2,2.20576158183,1.86062248867,2.3846729944,2.23549036266,2.29090068704,2.28470427067,2.56941616113,2.3701073759,2.16632899914,2.6677766813,2.33830972089,2.62803636455,2.29448459145,2.32133123123,2.14303745082,2.26547534422,2.19885397475,2.30090807471,2.49577632106,2.31287472524,riseNoise,3,1,90,Peak,7
3,2.28552467815,1.92710163275,2.50321603593,2.39302454064,2.4102574709,2.39813203914,2.68818239023,2.47597867564,2.42114106069,2.79483710214,2.44108654397,2.7626127588,2.42477668265,2.50222596753,2.22799419943,2.38567168681,2.3090104693,2.42975372086,2.64658719297,2.42314812208,riseNoise,3,1,95,Peak,7
4,2.48204821721,2.09787533013,2.74357678864,3.16526682545,2.68304311527,2.65438705282,3.03772770369,2.71753809014,3.15481359695,3.10649473818,2.65768232817,2.99722824256,2.8649300933,2.97803008026,2.45585054824,2.58668263516,2.54967846283,3.15966747988,2.99616365684,2.69286806235,riseNoise,3,1,99,Peak,7
0,0.868134427517,0.903852538802,0.968318143881,0.949349570502,0.880238050232,0.906430713062,0.959868700493,0.923135509131,0.804983892493,0.957933522929,0.947358122067,1.01824833501,0.882977468617,0.880383995099,0.913070396081,0.891265915896,0.877140644159,0.913708106235,0.893351707914,0.86704228818,riseNoise,3,1,1,Continuum,7
1,0.936731654941,0.968243342992,1.03112068183,1.03104831453,0.958915324289,0.985757672793,1.03164295186,0.999652221456,0.933518183845,1.03539881069,1.01551358429,1.08633166671,0.961228137491,0.952044194399,0.969314659348,0.959451706401,0.962092032483,0.992343089703,1.01364695493,0.981977328911,riseNoise,3,1,5,Continuum,7
2,1.39862829782,1.3226394741,1.55097825897,1.70988226069,1.41985288948,1.38733415091,1.56165719454,1.44066185414,1.67979137664,1.68866433447,1.48683059123,1.73335594888,1.50856136179,1.50597753498,1.40640922261,1.39098908439,1.42508383033,1.49133034445,1.71219541636,1.50534224653,riseNoise,3,1,90,Continuum,7
3,1.53776785364,1.41071425225,1.67573273617,1.86241718166,1.56886287822,1.51191649094,1.69562626533,1.56743034776,1.96241195703,1.81667008181,1.61297316043,1.86347420696,1.70060564249,1.75435178576,1.51889774915,1.54584950475,1.60239124463,1.6403229447,1.9072687899,1.62807645073,riseNoise,3,1,95,Continuum,7
4,1.86493383623,1.61449511148,2.05623389162,3.53418155618,2.00172033886,2.07578812601,2.257524289,2.03349886872,2.64101107113,2.10472061786,1.97092674733,2.09827640332,2.16013515396,2.47066713795,1.81817438325,1.92034684644,2.0620172981,2.61719016916,2.33395308948,2.04745252197,riseNoise,3,1,99,Continuum,7
