,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
1,22.0272407548,109.822139923,15.6722952548,95.9934262612,99.1088608978,77.5152335224,104.073429133,107.977229794,92.9519875288,73.3625581661,45.6633954795,111.732555935,75.733001366,59.6045397736,fitSlo,4,2,5,Continuum,8
2,659.735157056,581.727557843,1215.70138603,726.283257077,242.206980447,439.552603984,567.206150897,711.459726328,984.862180884,579.759298406,537.851639891,330.081776638,581.501208689,290.40057244,fitSlo,4,2,90,Continuum,8
3,882.00992238,846.715933805,1275.82246531,931.536827869,343.685942396,740.086839886,796.176476343,1007.63116405,1274.73900444,734.835360455,844.249056278,490.344614556,858.703188641,505.465714966,fitSlo,4,2,95,Continuum,8
4,1026.83834695,1355.95686276,1694.12317095,1315.4866464,679.687505358,1317.78886983,1518.28969319,1512.86479309,1651.410575,967.825851737,1769.89674946,848.114709692,1296.15233993,980.989920006,fitSlo,4,2,99,Continuum,8
0,1.7446909889,1.37674695468,1.58424386193,1.36122400946,1.3436432074,1.62471258998,1.38379224908,1.43156370417,1.45920503374,1.67242658703,1.58835934614,1.37112298158,1.56416209373,1.63093660641,riseNoise,4,2,1,Peak,8
1,1.9016067978,1.48574476505,1.71405474808,1.52513370301,1.48514079529,1.76161609563,1.49158650904,1.54045281716,1.57654167564,1.80949283643,1.78089084077,1.44351444334,1.67468366011,1.77750003982,riseNoise,4,2,5,Peak,8
2,2.56414021312,1.95660800281,2.40179020045,1.97734883969,1.96804666576,2.42541071003,1.94385373018,1.95010934608,2.05638176403,2.39550071428,2.61637371143,1.84821718668,2.23282782281,2.44450866371,riseNoise,4,2,90,Peak,8
3,2.65909077015,2.0526429245,2.49947617032,2.03222931744,2.03317183762,2.49970456092,2.01090969123,2.01394718452,2.12907324462,2.4723107864,2.74590776848,1.91026701104,2.30069913723,2.53307134721,riseNoise,4,2,95,Peak,8
4,2.88527571991,2.36283937311,2.93545717683,2.15113701923,2.17902319745,2.76777970244,2.16809463218,2.11572293836,2.29525245615,2.63674614196,3.09038813876,2.07487140623,2.41573178795,2.70729667673,riseNoise,4,2,99,Peak,8
0,0.990704928736,0.944018517139,0.955789806203,0.92155140302,0.906603180331,0.942588539357,0.926218556831,0.945721480041,0.932577330379,0.971748649328,1.01701009334,0.95489798378,0.942339811921,0.976294239059,riseNoise,4,2,1,Continuum,8
1,1.05496822006,0.990229081732,1.00926675209,0.975793021216,0.970478848916,1.04617646887,0.981526279404,0.990333059755,0.992668976381,1.03511328087,1.09165221325,1.0117303768,0.993497221697,1.03359771383,riseNoise,4,2,5,Continuum,8
2,1.5823272917,1.40282340846,1.63745979112,1.26339151421,1.27094428439,1.58457437236,1.27713652074,1.24992327557,1.36738057788,1.43954034707,1.82063366471,1.40996210936,1.42006253816,1.41633161975,riseNoise,4,2,90,Continuum,8
3,3.50772551437,1.54066292113,10.0777970335,1.31468521838,1.33541469849,1.70386617437,1.33232504564,1.29125631399,1.46459890963,1.50553968262,2.17884608129,1.57600449276,2.50710995184,1.53280426382,riseNoise,4,2,95,Continuum,8
4,4.93126994056,1.9016334457,12.2561772026,1.48141923605,1.52252163831,2.01808769631,1.46248890997,1.38446055928,3.2787031867,1.66283151228,7.26863643076,3.61103614304,2.86825464018,3.69727644346,riseNoise,4,2,99,Continuum,8
