,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-1.07488867886e-06,-4.69528461353e-07,-5.12150087601e-07,-1.95713481192e-06,-9.8738544003e-07,-4.89047056012e-07,-8.30288172678e-07,-2.1791001594e-06,-2.49580776478e-06,-4.15741050788e-09,-1.15739094894e-06,-8.58216395651e-07,-5.96871970732e-07,-1.04102799805e-06,pol2,4,2,1,Peak,8
1,-3.09751617268e-07,-3.1740983654e-07,1.26391628085e-07,-5.97443231627e-07,-5.67889315264e-07,-1.82930464087e-07,-4.97381837068e-07,-3.67024278666e-07,-6.58855685025e-07,5.19161409504e-07,-2.14712489931e-07,-6.58566071751e-07,-1.64036295534e-07,-1.79114609312e-07,pol2,4,2,5,Peak,8
2,7.38436610765e-07,2.05553353681e-07,6.39204379061e-07,2.35182491443e-07,4.29879962135e-07,6.28300354376e-07,4.88248071065e-07,5.57085979246e-07,1.87315227967e-07,1.23916652344e-06,9.50229623664e-07,1.92531755348e-07,7.79736877246e-07,6.70296375832e-07,pol2,4,2,90,Peak,8
3,8.48995731043e-07,2.67088866399e-07,6.98009213912e-07,3.60735768375e-07,5.84840234525e-07,7.18540291896e-07,6.38184042896e-07,6.43535003373e-07,2.95234197048e-07,1.32397991506e-06,1.03387074784e-06,3.11189099064e-07,8.77749526059e-07,7.56481926557e-07,pol2,4,2,95,Peak,8
4,1.05234806943e-06,4.00445366584e-07,7.76703919374e-07,5.84996663586e-07,8.25642807385e-07,9.08360983712e-07,8.97403600663e-07,7.97180754588e-07,4.82709189747e-07,1.45988327832e-06,1.12022700318e-06,5.40445364532e-07,1.06144295699e-06,8.52391568968e-07,pol2,4,2,99,Peak,8
0,-5.47096146705e-05,-1.42271175483e-06,-1.43607285845e-05,-2.47607486735e-06,-1.33024833046e-06,-2.31518728059e-06,-2.90223394135e-06,-3.33619534461e-06,-3.28913067299e-06,-2.49871458232e-06,-1.28005212934e-05,-2.7058975636e-06,-3.15558347383e-06,-4.76887544926e-06,pol2,4,2,1,Continuum,8
1,-9.17855805157e-06,-6.62466412052e-07,-2.45214272953e-06,-1.41094087893e-06,-6.62868032618e-07,-9.95546551518e-07,-1.21663330321e-06,-1.63973201985e-06,-1.97881379009e-06,-1.35948220335e-06,-2.15521813599e-06,-1.45650430121e-06,-2.5194755307e-06,-8.32225130273e-07,pol2,4,2,5,Continuum,8
2,3.09958716422e-07,1.64911486936e-07,1.53930125599e-07,2.50549759559e-07,2.55923913546e-07,3.08075027381e-07,2.68221120311e-07,2.61095678669e-07,2.50644789055e-07,3.12500745994e-07,2.54340542367e-07,2.63950299864e-07,3.63215570653e-07,3.18746992083e-07,pol2,4,2,90,Continuum,8
3,4.02311444514e-07,2.31346422657e-07,2.03645676063e-07,3.49695902373e-07,3.60038925496e-07,4.07309447143e-07,3.67974346194e-07,3.58138878367e-07,3.67672659764e-07,4.06677571817e-07,3.37081980572e-07,3.557296015e-07,4.86071358876e-07,4.16353672623e-07,pol2,4,2,95,Continuum,8
4,5.20220902393e-07,3.43877973713e-07,2.76018477394e-07,5.63208917816e-07,5.58072434952e-07,5.87229796993e-07,5.79306228181e-07,5.86883563369e-07,6.73159164245e-07,5.96408387396e-07,4.45880114787e-07,5.54385628354e-07,7.31422125372e-07,1.52661822905e-06,pol2,4,2,99,Continuum,8
0,-2.25985679524e-11,-7.49870758935e-12,-1.66990130438e-11,-1.16348018965e-11,-1.69550376229e-11,-1.82792508118e-11,-1.84485579143e-11,-1.71619776512e-11,-9.25525949696e-12,-2.92856435273e-11,-2.40342795158e-11,-9.88863439675e-12,-2.32279844769e-11,-1.82724144011e-11,pol3,4,2,1,Peak,8
1,-1.69721668093e-11,-4.4091477161e-12,-1.3986392426e-11,-6.33633407843e-12,-1.10465398645e-11,-1.34364526823e-11,-1.19391443729e-11,-1.20255418953e-11,-4.71204000775e-12,-2.58282934685e-11,-2.03503246026e-11,-4.82914206311e-12,-1.78035413472e-11,-1.49133008826e-11,pol3,4,2,5,Peak,8
2,5.00962166507e-12,7.69801408799e-12,-3.0286069237e-12,1.25721221284e-11,1.06985000152e-11,3.68556406381e-12,1.02037869708e-11,6.93016235922e-12,1.34933252172e-11,-1.04805761709e-11,-1.34854445312e-12,1.38612921632e-11,2.82561026569e-12,2.09922504413e-12,pol3,4,2,90,Peak,8
3,8.12016490377e-12,9.10828811984e-12,-1.58302049316e-12,1.46145694793e-11,1.34361530912e-11,6.25864048454e-12,1.24065642454e-11,9.51165268096e-12,1.57274496525e-11,-8.4387015012e-12,3.93319522548e-12,1.60720566036e-11,5.06522652169e-12,4.75010675918e-12,pol3,4,2,95,Peak,8
4,1.43705234572e-11,1.20967647677e-11,4.70330303664e-13,1.99763101397e-11,2.18126642524e-11,1.10881441845e-11,1.76905721984e-11,1.60629309473e-11,2.14114720552e-11,-3.71172424387e-12,1.73302460026e-11,2.0286405274e-11,1.0694418539e-11,1.32626041574e-11,pol3,4,2,99,Peak,8
0,-7.65688196482e-11,-8.05934632808e-12,-4.40534382703e-11,-1.25582208388e-11,-1.20326908127e-11,-1.35721657602e-11,-1.34004939108e-11,-1.37968135346e-11,-1.61506317356e-11,-1.27404339004e-11,-5.62581802729e-11,-1.20197264027e-11,-1.61100244564e-11,-1.49012382237e-10,pol3,4,2,1,Continuum,8
1,-1.32474218777e-11,-5.18883534933e-12,-7.6566116119e-12,-7.53261938346e-12,-7.82756778473e-12,-8.92928052077e-12,-8.01636757725e-12,-7.65936980715e-12,-7.94325828388e-12,-8.62831227972e-12,-9.43195903516e-12,-7.67921987484e-12,-1.03896760933e-11,-2.5986207064e-11,pol3,4,2,5,Continuum,8
2,1.74212604053e-11,9.19030905408e-12,2.10429010009e-11,1.91096613743e-11,1.06265403682e-11,1.24858983899e-11,1.55511605021e-11,1.95285332145e-11,2.56649764809e-11,1.84947912869e-11,1.56243764942e-11,1.43528787832e-11,2.94163523871e-11,7.82081667128e-12,pol3,4,2,90,Continuum,8
3,3.04711689485e-11,1.39544555476e-11,3.46896433096e-11,2.79294536871e-11,1.44516904595e-11,1.94605667507e-11,2.35622039899e-11,3.10940678768e-11,3.79190216955e-11,2.74751622657e-11,2.92252726871e-11,3.31625541472e-11,5.40495056363e-11,1.06455540062e-11,pol3,4,2,95,Continuum,8
4,2.15056117304e-10,2.81682825648e-11,7.91697524829e-11,4.92526361631e-11,2.66509624191e-11,4.14530903367e-11,4.95152257651e-11,5.73092797782e-11,6.11533144152e-11,4.82870907633e-11,5.04295379515e-11,6.05848881335e-11,6.61606767979e-11,1.60042816532e-11,pol3,4,2,99,Continuum,8
0,67.9667963033,113.406551804,67.1446139454,96.2058532403,100.936947972,69.7365489451,100.941269762,106.708370481,99.3758823979,68.1678102893,61.8829955137,116.460435286,74.037226739,66.1057341437,fitSlo,4,2,1,Peak,8
1,74.9375115604,116.047402189,78.4550327175,104.064567277,107.12700441,85.6278713883,107.198654811,115.079186605,101.455543426,77.1256645876,63.4080134042,125.113391904,85.5267352446,72.4148413753,fitSlo,4,2,5,Peak,8
2,102.851772207,133.896842222,106.897409336,123.378142893,147.420768014,106.114942134,157.709138608,149.417217536,121.787288304,99.5153512426,130.547246419,154.735447224,106.143723065,125.562760694,fitSlo,4,2,90,Peak,8
3,124.423309962,148.17097712,132.135167302,139.925451168,171.772216453,127.864459401,188.030994521,169.563178172,136.2103492,113.491583584,170.543724036,167.850555687,121.181619314,162.054636921,fitSlo,4,2,95,Peak,8
4,194.465391794,196.627195967,219.258657785,180.476415595,248.928934079,180.909361494,282.529961279,236.794979505,204.777996635,153.024920675,305.680813584,210.271147886,174.311244227,261.864713324,fitSlo,4,2,99,Peak,8
0,8.19561492225,98.2961106669,7.3371520428,86.7043177484,90.9718607998,66.2594475065,94.4680980202,97.6147915617,17.0566732051,62.352910557,0.370320737862,27.6530251935,62.0473804046,8.7489593859,fitSlo,4,2,1,Continuum,8
