,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-4.1238956127e-07,-3.02929499855e-07,-2.69597646568e-07,-5.41070632573e-07,-2.0036381589e-07,-4.48935865473e-07,-4.7332374233e-07,-3.99641262745e-07,-2.11699764094e-07,-7.02636803955e-07,-2.090214761e-08,-4.36816269705e-08,-1.02300925767e-06,-1.20825874655e-07,-1.78183971365e-09,-4.59250444811e-07,-2.79059633161e-07,-4.58430857692e-07,-1.69750587521e-07,-1.14023386804e-06,pol2,0,1,1,Peak,9
1,9.88578426806e-08,2.7643566553e-07,1.34925252243e-07,1.32774280639e-07,9.9383767887e-08,1.07313280889e-07,1.05253177336e-07,4.35776432706e-07,2.20581813139e-07,1.64404214409e-07,-4.55630755376e-09,2.94708118841e-07,2.6821295718e-07,4.31626138496e-07,-1.78183971365e-09,1.10684072129e-07,1.2658955002e-07,2.04599877327e-07,3.28944105545e-07,-1.92957500105e-07,pol2,0,1,5,Peak,9
2,9.18385765912e-07,1.3211053262e-06,1.02015755584e-06,1.12834582676e-06,8.83055833201e-07,9.19831499712e-07,9.91747525283e-07,1.30128916054e-06,1.05388623437e-06,1.02956819558e-06,7.88331241747e-07,1.16663099283e-06,1.01294600061e-06,1.22554085734e-06,7.46503632601e-07,1.03094866054e-06,9.05192060262e-07,1.02025878703e-06,1.06197319328e-06,7.79126749746e-07,pol2,0,1,90,Peak,9
3,9.94789775336e-07,1.4393029118e-06,1.12023116495e-06,1.23218395536e-06,9.75271213093e-07,1.00745340046e-06,1.06928431288e-06,1.39320653062e-06,1.14750535502e-06,1.10239723852e-06,8.61773215426e-07,1.25727425547e-06,1.08895499692e-06,1.31367860215e-06,8.14220799056e-07,1.10565945127e-06,9.80963409367e-07,1.10695522787e-06,1.15064473267e-06,8.65224692858e-07,pol2,0,1,95,Peak,9
4,1.09277608559e-06,1.60527202157e-06,1.3004230082e-06,1.3662503354e-06,1.11794167008e-06,1.14298415797e-06,1.16926217443e-06,1.53562234486e-06,1.30387756073e-06,1.20082906871e-06,9.38015700164e-07,1.40052061891e-06,1.20389921379e-06,1.45302109805e-06,8.81021411506e-07,1.20512777675e-06,1.11103323382e-06,1.23510529906e-06,1.29233722051e-06,9.81835004099e-07,pol2,0,1,99,Peak,9
0,-2.41176078268e-06,-2.08279764928e-06,-2.58929451658e-06,-5.63498275392e-06,-2.51278185721e-06,-3.17752042137e-06,-1.64063099574e-06,-2.26727004577e-06,-2.17566922006e-06,-2.62619916708e-06,-1.99592336143e-06,-2.3574642899e-06,-2.31642879775e-06,-1.12606008001e-06,-2.57114567295e-06,-1.15945701845e-06,-1.39725689267e-06,-1.67674542988e-06,-1.35755235983e-06,-2.63681960942e-06,pol2,0,1,1,Continuum,9
1,-1.24091823914e-06,-1.06426076933e-06,-1.13764504687e-06,-2.64968347568e-06,-1.03929296915e-06,-1.64766458147e-06,-7.6425556676e-07,-1.13354436771e-06,-7.10384823607e-07,-1.30161582436e-06,-8.30385586989e-07,-1.21739523197e-06,-1.21237764432e-06,-4.01831648519e-07,-1.2361851833e-06,-4.32036156724e-07,-5.15220811452e-07,-7.90974923251e-07,-6.06363026883e-07,-1.16669201127e-06,pol2,0,1,5,Continuum,9
2,3.14278336036e-07,3.88132027598e-07,4.13187934114e-07,4.11380854891e-07,3.51538535444e-07,3.28430566374e-07,3.20431680177e-07,3.50745006906e-07,3.76658204494e-07,3.37317799737e-07,3.48418720444e-07,3.46706615887e-07,3.17781463737e-07,3.15121252852e-07,2.53408704934e-07,3.31956352055e-07,3.4529242165e-07,3.28035334961e-07,3.10565950773e-07,3.05036930452e-07,pol2,0,1,90,Continuum,9
3,4.04464722795e-07,4.95636976621e-07,5.31827058306e-07,5.64863667077e-07,4.54098239018e-07,4.41934381353e-07,4.11973307891e-07,4.63542565914e-07,4.74514884115e-07,4.36580827622e-07,4.47112523701e-07,4.71850963631e-07,4.08659871031e-07,3.99295763517e-07,3.47690408318e-07,4.23925557313e-07,4.39683848603e-07,4.26941261563e-07,3.97179440562e-07,4.01965315055e-07,pol2,0,1,95,Continuum,9
4,5.54314392799e-07,7.01196918311e-07,7.54463453661e-07,1.2035943015e-06,6.73561660652e-07,6.46115829734e-07,5.61582911922e-07,6.60483078881e-07,6.60392684881e-07,6.22399549287e-07,6.25328839761e-07,7.76004378375e-07,5.98095182065e-07,5.71836646569e-07,5.33402553894e-07,5.81476830078e-07,5.85020314967e-07,6.18251912797e-07,5.44110900073e-07,6.1117614324e-07,pol2,0,1,99,Continuum,9
0,-2.38030293952e-11,-3.37774047333e-11,-2.71286669412e-11,-3.00918364235e-11,-2.31206129823e-11,-2.46978110541e-11,-2.54186351791e-11,-3.18053199153e-11,-2.63102118247e-11,-2.53655526478e-11,-2.2299134177e-11,-2.85258647652e-11,-2.46502172773e-11,-2.84714306605e-11,-2.08433345806e-11,-2.50111523113e-11,-2.30062169915e-11,-2.56177903807e-11,-2.64614833377e-11,-2.19962960029e-11,pol3,0,1,1,Peak,9
1,-2.03707710621e-11,-2.90623304732e-11,-2.23212333221e-11,-2.50439248225e-11,-1.8960903469e-11,-1.9953052522e-11,-2.14387869812e-11,-2.78014515328e-11,-2.2170301289e-11,-2.18450290869e-11,-1.80352977373e-11,-2.48685759054e-11,-2.11969722503e-11,-2.51755668445e-11,-1.68130083226e-11,-2.20747203648e-11,-1.91372752666e-11,-2.16083298837e-11,-2.25063054328e-11,-1.71948744202e-11,pol3,0,1,5,Peak,9
2,-4.5308867097e-12,-7.13985881417e-12,-3.76926377527e-12,-5.30516109829e-12,-2.07607362569e-12,-2.91191593972e-12,-4.96464329286e-12,-9.8402452552e-12,-4.80058540506e-12,-5.13033694014e-12,-4.59518585829e-13,-6.41641326876e-12,-5.91275430936e-12,-9.07572888608e-12,-2.70140428764e-13,-5.55248499273e-12,-3.6788061691e-12,-4.80892200491e-12,-6.74473949516e-12,1.96365509135e-12,pol3,0,1,90,Peak,9
3,-2.84026264756e-12,-4.08518033885e-12,-1.98962754442e-12,-3.1099590041e-12,-3.7977952764e-13,-1.12066354881e-12,-2.99625658167e-12,-7.24528893176e-12,-2.49768147071e-12,-2.71599251893e-12,1.74736682511e-12,-4.31129814668e-12,-3.78501129234e-12,-6.41936103436e-12,2.03455763261e-12,-3.54404508351e-12,-2.06088508415e-12,-2.42749592656e-12,-4.77928299029e-12,5.10744303239e-12,pol3,0,1,95,Peak,9
4,-5.47232310389e-13,2.79815342791e-12,-6.22345224296e-16,-2.75304620665e-13,1.92508193754e-12,9.54183604945e-13,6.53351670655e-13,-1.06119212213e-12,1.92064819192e-12,1.57722970563e-12,6.7150274722e-12,-1.1255333188e-13,1.11310032349e-12,9.87548266471e-13,6.71807469803e-12,-8.34308334696e-13,-1.85912556119e-14,2.40619956887e-12,2.10186069158e-13,1.8254192604e-11,pol3,0,1,99,Peak,9
0,-1.18477563686e-11,-1.48901648657e-11,-1.68334093031e-11,-6.39866334869e-11,-1.43351390543e-11,-1.43373939641e-11,-1.20403147487e-11,-1.42909346321e-11,-1.44340116701e-11,-1.3408705396e-11,-1.32606770324e-11,-1.60699193873e-11,-1.2501046186e-11,-1.2204899306e-11,-1.15546393984e-11,-1.26975179769e-11,-1.25339605925e-11,-1.33418436787e-11,-1.15900210994e-11,-1.32724592175e-11,pol3,0,1,1,Continuum,9
1,-8.60374355578e-12,-1.04677033513e-11,-1.13579227634e-11,-1.32656173286e-11,-9.499342542e-12,-9.42184170834e-12,-8.6667495191e-12,-9.78304523775e-12,-1.00974339082e-11,-9.17356509211e-12,-9.38916099796e-12,-9.92793038739e-12,-8.4964098464e-12,-8.3186408767e-12,-7.35656943163e-12,-8.8865489918e-12,-9.35826288617e-12,-9.0162611169e-12,-8.35433867556e-12,-8.61094848828e-12,pol3,0,1,5,Continuum,9
2,1.59481228827e-11,1.46702918584e-11,1.35880157248e-11,3.15349359017e-11,1.13378881011e-11,2.05809198606e-11,1.04727744325e-11,1.43223207596e-11,9.16655233787e-12,1.63952113061e-11,1.04100611348e-11,1.56636904458e-11,1.56975351255e-11,6.16472032783e-12,1.61058483061e-11,6.41550130244e-12,6.65908695215e-12,1.08698878265e-11,8.47971829673e-12,1.29667915376e-11,pol3,0,1,90,Continuum,9
3,2.44987121422e-11,2.23269734483e-11,2.24733491749e-11,4.47233034157e-11,2.04844002357e-11,3.17390743743e-11,1.5438407951e-11,2.28193888712e-11,1.43592086965e-11,2.53351394648e-11,1.70759951851e-11,2.41002415372e-11,2.39550209891e-11,8.8054757899e-12,2.48209023945e-11,9.20457739437e-12,1.07222895308e-11,1.62909002759e-11,1.24986710985e-11,2.25144641154e-11,pol3,0,1,95,Continuum,9
4,4.62719851414e-11,4.30267688463e-11,4.67266303944e-11,7.7483449204e-11,4.77597360862e-11,5.81458783527e-11,3.15383973494e-11,4.35306253811e-11,4.0554622337e-11,4.90564969571e-11,3.88371878975e-11,4.54889111485e-11,4.47541131929e-11,2.15176615476e-11,4.83451701501e-11,2.14003367244e-11,2.73614965246e-11,3.26115918288e-11,2.799266006e-11,5.08448423743e-11,pol3,0,1,99,Continuum,9
0,62.8804433887,62.2038942105,70.7997244311,66.7260576501,75.0515818204,52.0311513325,75.5808136476,70.9512441897,63.3891561018,65.7592198446,64.2324745344,62.1957391175,69.216351205,64.4282722476,63.8055516792,62.6469252252,66.5662811552,67.0392440902,58.8023648415,71.9056486434,fitSlo,0,1,1,Peak,9
1,70.2393349777,69.0261014045,72.240983149,83.8650228509,77.5219822283,65.5895847269,81.5334792748,80.8611429171,72.666355571,73.4062296292,73.3912910598,88.123848889,76.7491648811,70.462869122,79.845502045,69.5320885178,75.2813053727,77.7240258438,66.812949653,81.8884048949,fitSlo,0,1,5,Peak,9
2,109.8387516,89.8870172194,95.088319336,112.688593381,96.9155980296,90.0698288279,133.418021582,112.469332956,108.310332479,110.27343314,117.141198926,112.602632102,110.696024771,114.985035912,110.605660025,137.644558784,107.194139507,120.510430654,102.958750236,128.461996245,fitSlo,0,1,90,Peak,9
3,136.656356524,106.915026304,113.031506731,136.926332682,110.424992387,112.664090152,165.570335259,133.605200956,128.435698833,130.575705596,141.511416464,131.478113423,131.064140705,142.20878121,134.789663952,182.158576731,126.166483137,145.106703695,119.195891508,155.196119994,fitSlo,0,1,95,Peak,9
4,206.197332048,149.462124934,163.398178842,237.918843166,163.616409045,184.866266602,252.141363749,190.702415417,180.988804751,191.730243,208.375345088,189.291407482,186.122558227,213.807231343,221.001577204,286.544770108,172.012792354,197.33684813,169.350398618,243.440155999,fitSlo,0,1,99,Peak,9
0,54.8987447823,52.2165851375,56.6968107464,61.7196431749,56.8763250683,46.9158697889,54.8466432744,61.7783968114,55.7056452866,56.9971743353,57.0512276311,57.2789204766,61.633809152,58.2054550945,60.5219218364,57.4710669824,55.8674157241,51.6701558682,49.4297522134,62.6910100939,fitSlo,0,1,1,Continuum,9
1,64.5454094539,62.6759183158,65.562800017,77.3484651009,69.5436422588,58.8360168783,70.3068863154,73.0042701209,66.5891310627,66.4419769898,67.9961355181,76.556734093,70.1519687851,66.5083674274,73.7618145311,64.7674232012,67.7567697896,66.1415429674,60.2466052215,74.4602988535,fitSlo,0,1,5,Continuum,9
