,578,580,582,592,598,600,608,610,626,632,640,648,664,672,690,692,Cut,DS,Module,Percentage,Range,SubDS
0,-9.13341681978e-07,-8.77816176909e-07,-1.24236791294e-07,-5.56036076653e-06,-2.00585294441e-07,-1.24092353992e-07,-4.65170543848e-07,3.06892514796e-08,-7.29123897548e-07,-1.02142117249e-07,-3.35694059279e-07,-2.12580084747e-07,-2.35349804447e-07,-1.35369214702e-06,-1.15818592101e-06,-2.36408667544e-07,pol2,1,1,1,Peak,21
1,2.23640010764e-07,-6.62208146045e-07,2.45567844785e-07,-1.00340935432e-06,2.9767278118e-07,-2.77214328834e-08,1.13445007441e-07,3.22951438771e-07,-1.70271843028e-07,1.61138067892e-07,-6.02030015374e-08,4.8112447557e-08,5.79108447715e-08,3.35987332037e-07,2.86901428894e-07,5.666457388e-08,pol2,1,1,5,Peak,21
2,1.010114441e-06,1.35277153606e-07,1.0590738559e-06,6.2437533113e-07,1.05776059066e-06,8.61488271814e-07,9.80804793542e-07,1.04288467e-06,6.96989413893e-07,9.88285532141e-07,7.07636874267e-07,9.95863150832e-07,9.16245962769e-07,1.06567247098e-06,9.91980759701e-07,8.73375236079e-07,pol2,1,1,90,Peak,21
3,1.07474159352e-06,2.56026464708e-07,1.15864590046e-06,7.11563699363e-07,1.14471150973e-06,9.35180027091e-07,1.07329593292e-06,1.12720044277e-06,7.89876668904e-07,1.07085815701e-06,7.88324408333e-07,1.07810626895e-06,1.01219577914e-06,1.13797018138e-06,1.07283563902e-06,9.62983960975e-07,pol2,1,1,95,Peak,21
4,1.19175475556e-06,4.79291500246e-07,1.28958995906e-06,8.15867567134e-07,1.2851518987e-06,1.03515476085e-06,1.19699314598e-06,1.26740181444e-06,9.46491635583e-07,1.21724336116e-06,8.90158377535e-07,1.16921600507e-06,1.11243496145e-06,1.25341463532e-06,1.17723446788e-06,1.09941246947e-06,pol2,1,1,99,Peak,21
0,-2.4769647031e-06,-1.11756443332e-06,-1.64718152283e-06,-2.60137620166e-06,-1.80020301693e-06,-2.59259862137e-06,-1.21931820049e-06,-1.93774696631e-06,-2.59124340473e-06,-1.0805932329e-06,-2.57326343985e-06,-1.20459393653e-06,-1.97805720148e-06,-2.33304719709e-06,-2.61593280756e-06,-2.55990508785e-06,pol2,1,1,1,Continuum,21
1,-1.28506061238e-06,-5.91334629308e-07,-8.17954937051e-07,-1.38516464822e-06,-8.24615618368e-07,-1.22586513799e-06,-5.4804710703e-07,-8.98806633412e-07,-1.35646656697e-06,-4.9766227641e-07,-1.30377149701e-06,-4.7991300713e-07,-8.56499063374e-07,-1.25037263524e-06,-1.46135639037e-06,-1.25216546293e-06,pol2,1,1,5,Continuum,21
2,3.22792846535e-07,3.31616322368e-07,3.47065423501e-07,2.76663093459e-07,3.43172999268e-07,3.68691374747e-07,3.54177123435e-07,3.08075403401e-07,3.34262573876e-07,3.47062319575e-07,2.88381286481e-07,3.37727217767e-07,3.2825950936e-07,3.01487188306e-07,2.99840839336e-07,3.02668280515e-07,pol2,1,1,90,Continuum,21
3,4.20567027994e-07,4.43182504271e-07,4.39461509327e-07,3.77193936212e-07,4.3481611198e-07,4.81272386558e-07,4.46211529923e-07,3.95346080793e-07,4.40382921449e-07,4.48486059302e-07,3.9220628437e-07,4.19670321211e-07,4.22791386663e-07,3.92170054011e-07,4.17960978949e-07,4.18818509373e-07,pol2,1,1,95,Continuum,21
4,5.9852422019e-07,6.82767310037e-07,6.1180849391e-07,5.95927885655e-07,6.24675256453e-07,7.76439330251e-07,5.97927767259e-07,5.58240992864e-07,6.80872251629e-07,6.29697231456e-07,5.73417005464e-07,5.78998103802e-07,6.36582407307e-07,5.69100210468e-07,6.09525446058e-07,5.99041282721e-07,pol2,1,1,99,Continuum,21
0,-2.43244321263e-11,-8.01765475337e-12,-2.59361842466e-11,-1.81477656073e-11,-2.6209085214e-11,-2.37175683366e-11,-2.48765285752e-11,-2.53023850391e-11,-2.037719275e-11,-2.47901769008e-11,-1.94593849345e-11,-2.5529289622e-11,-2.49002900869e-11,-2.59776698702e-11,-2.40597207268e-11,-2.36857213988e-11,pol3,1,1,1,Peak,21
1,-2.13766279901e-11,-3.60424856587e-12,-2.23405597273e-11,-1.40028676683e-11,-2.24811081129e-11,-1.92299640676e-11,-2.09964829465e-11,-2.19183340243e-11,-1.57819446265e-11,-2.07683203864e-11,-1.57726327263e-11,-2.18480268394e-11,-2.0077899072e-11,-2.22258105952e-11,-2.11946956575e-11,-1.92611095407e-11,pol3,1,1,5,Peak,21
2,-5.78972108004e-12,1.38229871945e-11,-5.29775645565e-12,5.76091187697e-12,-6.34052558337e-12,1.88335635844e-13,-4.33186265284e-12,-6.63729838668e-12,2.45187813172e-12,-3.72104550573e-12,2.31328187446e-13,-4.12618925387e-12,-1.98846009271e-12,-7.12961659934e-12,-6.16498636824e-12,-1.8737868441e-12,pol3,1,1,90,Peak,21
3,-3.85364592249e-12,1.60573993573e-11,-2.86592621085e-12,1.13552655224e-11,-4.12142024302e-12,2.91014751897e-12,-2.66038115953e-12,-4.67231755563e-12,5.01466145844e-12,-1.71525700127e-12,2.43070630165e-12,-1.44656608702e-12,1.77575845236e-14,-5.07918187923e-12,-4.36532617658e-12,3.16383728258e-13,pol3,1,1,95,Peak,21
4,1.10123189607e-12,2.07938814987e-11,1.4451104944e-12,6.39195354889e-11,3.87214442401e-13,8.61376525615e-12,-7.10319417331e-13,-2.6338251914e-13,1.17464081572e-11,1.62686721404e-12,9.0541870657e-12,2.38650134639e-12,3.55761149641e-12,9.32217344213e-13,1.94661871935e-13,4.09784049974e-12,pol3,1,1,99,Peak,21
0,-1.2674796546e-11,-1.4265123197e-11,-1.29898427371e-11,-1.28222991993e-11,-1.33853895849e-11,-1.6766342194e-11,-1.29454609296e-11,-1.17378048427e-11,-1.49346688856e-11,-1.36071245306e-11,-1.19281385119e-11,-1.23793605444e-11,-1.34438886579e-11,-1.20379963081e-11,-1.3255515295e-11,-1.31568178191e-11,pol3,1,1,1,Continuum,21
1,-8.8458089321e-12,-9.39644232222e-12,-9.19522083262e-12,-8.02381181133e-12,-9.11463681414e-12,-1.02843216129e-11,-9.41292031177e-12,-8.34067806748e-12,-9.49239703618e-12,-9.69424146226e-12,-8.20436159161e-12,-8.89212169911e-12,-8.69629649826e-12,-8.21213521857e-12,-8.85975333924e-12,-8.90709585695e-12,pol3,1,1,5,Continuum,21
2,1.61040435524e-11,9.69118114029e-12,1.08170602398e-11,1.78761771885e-11,1.06648714563e-11,1.46506646764e-11,7.86360898239e-12,1.16243900443e-11,1.80566532183e-11,8.29880972673e-12,1.698468251e-11,6.75977056142e-12,1.18127408924e-11,1.6475534334e-11,1.84203543021e-11,1.55160542193e-11,pol3,1,1,90,Continuum,21
3,2.47368899033e-11,1.27826604717e-11,1.69157276625e-11,2.70755690518e-11,1.68309656027e-11,2.35016330921e-11,1.1644313744e-11,1.80724193605e-11,2.67080789645e-11,1.09595702132e-11,2.6168488532e-11,1.00487536327e-11,1.72737179632e-11,2.50004858811e-11,2.84013722933e-11,2.49070624726e-11,pol3,1,1,95,Continuum,21
4,4.61780120231e-11,2.18389389952e-11,3.16663211127e-11,4.96743509945e-11,3.48445020157e-11,4.65311163634e-11,2.40449240706e-11,3.78993154154e-11,4.98105011786e-11,2.15491981998e-11,4.85585211099e-11,2.30889412175e-11,3.74120444174e-11,4.5989889503e-11,4.97518966656e-11,4.93302125488e-11,pol3,1,1,99,Continuum,21
0,68.4938279485,110.116845053,66.5870704445,66.1519325372,64.5375163827,58.2997857921,65.4510955536,62.1469366673,66.3903960704,62.4828392642,62.6693022564,63.6125222177,83.1596250586,66.2335620043,68.0771007323,61.4965687937,fitSlo,1,1,1,Peak,21
1,73.8179229898,120.562964502,77.2410092465,71.5618231637,73.8576128442,85.9681057716,71.4709639695,70.2888605155,76.5339252941,70.822693535,70.3387374025,70.8219860272,92.1540166055,73.2650030929,77.1446216166,76.7767136444,fitSlo,1,1,5,Peak,21
2,110.139356646,147.231121815,124.640165549,155.290762573,119.647651981,109.81316699,109.725564509,109.46433529,108.444452799,120.514325232,108.794238488,135.918814296,145.641040945,108.108014712,104.975728331,101.945235612,fitSlo,1,1,90,Peak,21
3,132.328529845,162.216502084,149.837576367,210.897598122,143.729391907,128.996535509,131.218962793,135.446167651,129.023178221,145.939297627,133.665740036,173.236057244,173.596963261,131.705054298,120.225649818,122.700418741,fitSlo,1,1,95,Peak,21
4,205.613772633,207.37632767,210.934653987,351.290478145,203.378009261,190.023347133,197.137058477,193.853239133,183.737742138,205.094347295,190.070752473,273.493903504,254.194042373,179.310835721,173.631287027,207.074297596,fitSlo,1,1,99,Peak,21
0,58.2980384962,98.5670755757,59.8609584046,54.559590399,58.0992517482,54.004923033,49.5381267697,53.8301246713,58.2882710369,56.2332355575,55.6273921852,54.5839920564,65.2588875638,57.2837074756,48.0162939009,54.5024543251,fitSlo,1,1,1,Continuum,21
1,68.1187608596,110.457765779,71.4210271462,64.5310851283,68.3459504306,74.6748264594,62.7311027376,65.0139802299,69.7967780292,67.6692951335,64.7648289189,64.4661585611,81.3266719366,67.3877243822,60.1324509846,68.3871217007,fitSlo,1,1,5,Continuum,21
2,595.929214404,229.975752534,362.793209221,603.436075031,376.10518708,529.60678544,232.428989698,410.532369286,579.643480042,211.371094534,592.623741306,192.454217867,447.474059664,569.661237713,666.099032117,498.155444252,fitSlo,1,1,90,Continuum,21
3,845.77052627,350.715908733,493.590840938,781.195245924,551.624686539,760.323665234,351.918313928,571.830880148,780.695112973,288.679658393,775.86373602,289.835567149,557.087164015,741.996105513,841.862673305,796.196140683,fitSlo,1,1,95,Continuum,21
4,1255.73231145,656.843892278,724.337606326,1101.22099013,910.689071836,1155.13822904,592.966448815,887.488743967,1125.65268894,496.171037039,1128.0971843,667.678403063,749.607100975,1102.1523717,1217.25190697,1280.24089025,fitSlo,1,1,99,Continuum,21
0,1.64980386196,1.4412382477,1.6766225525,1.57961984109,1.59177291806,1.45637043454,1.69949303496,1.66632786194,1.62074932843,1.70393424935,1.65313377623,1.66273170359,1.58113551562,1.55163271795,1.70220705298,1.78321948581,riseNoise,1,1,1,Peak,21
1,1.79148375447,1.51082249938,1.80717169473,1.82179242668,1.75503155749,1.7195075632,1.86596063735,1.80309715882,1.75851530784,1.85350036656,1.79875614966,1.78614033155,1.6858207629,1.78329789903,1.83509170676,1.92510353413,riseNoise,1,1,5,Peak,21
2,2.4100050352,1.92402382892,2.47439772668,2.69400354984,2.51728523291,2.39170331913,2.59069512131,2.46643951471,2.39127510834,2.62919597766,2.47960858198,2.48658600563,2.26566419841,2.46548557097,2.45326479906,2.62800869184,riseNoise,1,1,90,Peak,21
3,2.4950129707,1.98248894759,2.56716228182,2.84627504481,2.63015258838,2.47825586227,2.68040397069,2.55318775078,2.47800853894,2.73374936215,2.56937889604,2.5763171875,2.35906600586,2.55603946813,2.53674072758,2.7375586203,riseNoise,1,1,95,Peak,21
4,2.64621198099,2.1015712752,2.72146820036,3.1944285909,2.89966615235,2.68746075299,2.86311805761,2.69153428832,2.65760806695,2.93666390334,2.73309100531,2.75623159749,2.52037740486,2.76950398998,2.70301575277,2.95883017184,riseNoise,1,1,99,Peak,21
0,0.992000276,0.953901366684,1.00062397601,0.98480243612,0.952172822127,0.839654311214,0.971005258491,0.987058053309,0.985903390193,1.02395082417,0.978010848739,0.969549730782,0.975595813053,0.92501505919,0.974459251115,1.02633228048,riseNoise,1,1,1,Continuum,21
1,1.04284686559,1.00519159878,1.06563758446,1.09976267307,1.0223207725,1.00712876837,1.04919803619,1.04801152898,1.05183060091,1.08957903698,1.03823542935,1.03461447713,1.03696471229,1.02397691445,1.04073795869,1.09690470156,riseNoise,1,1,5,Continuum,21
2,1.41337509021,1.31232384371,1.44284919429,1.91144647309,1.59354600433,1.44052912074,1.44918927423,1.41464996222,1.55514586553,1.61504618484,1.4211852082,1.37907489897,1.43303722259,1.40307297976,1.54849786553,1.7216186277,riseNoise,1,1,90,Continuum,21
3,1.47778077036,1.3603246785,1.5009633994,2.09721678213,1.70945509206,1.55864409332,1.51370827246,1.48609005737,1.66218897111,1.72614327154,1.48991978389,1.43661254721,1.49926832584,1.46479528271,1.66155323025,1.86619082807,riseNoise,1,1,95,Continuum,21
4,1.58677499829,1.46875296013,1.62701019129,2.50170021553,1.94543337091,1.80423762633,1.65296841475,1.62425126889,1.85784391904,1.88050200526,1.62503232125,1.52974443904,1.68114103793,1.58965731102,1.86279177947,2.18088462627,riseNoise,1,1,99,Continuum,21
