,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-4.77953570011e-07,-5.51091187952e-07,-2.38894462877e-07,-7.55694886729e-07,-1.87191177236e-07,-2.52670747046e-07,-6.9951467989e-07,-3.33034268148e-07,-2.95482306812e-07,-7.65099108334e-07,-1.94721521151e-07,-1.2435542764e-07,-8.62243580093e-07,-3.0701041697e-07,-1.09419336654e-07,-7.30126265421e-07,-4.00948419772e-07,-3.65616695162e-07,-8.91598230641e-08,-1.04668075066e-06,pol2,0,1,1,Peak,21
1,1.14866774418e-07,2.93392924252e-07,1.35662604876e-07,1.87157941234e-07,1.38262557583e-07,1.25257493664e-07,1.70459289038e-07,4.1265995837e-07,1.93941189222e-07,1.88164584438e-07,-3.63891388024e-08,2.88668313251e-07,3.01367805529e-07,3.76619865021e-07,-2.84845915868e-08,1.76124413992e-07,9.57178906718e-08,1.82308680237e-07,2.64706212052e-07,-1.78532811862e-07,pol2,0,1,5,Peak,21
2,9.09997776991e-07,1.31213566278e-06,1.02216167164e-06,1.14444735888e-06,9.45404309041e-07,9.24602526185e-07,1.01845292901e-06,1.33318250996e-06,1.06583223691e-06,9.98067514691e-07,7.89589448083e-07,1.15370150184e-06,1.04405737992e-06,1.19714258179e-06,7.59408292763e-07,1.09882479293e-06,9.69342619214e-07,1.08665153284e-06,1.11092937742e-06,8.36061326991e-07,pol2,0,1,90,Peak,21
3,9.85963187089e-07,1.40334460934e-06,1.13734675274e-06,1.25082223023e-06,1.03162859386e-06,1.0148630475e-06,1.0884919433e-06,1.42789832607e-06,1.16423484458e-06,1.07401679489e-06,8.68415870197e-07,1.2349577422e-06,1.12478100834e-06,1.2789452859e-06,8.36282582824e-07,1.17795902708e-06,1.06413739078e-06,1.18637538032e-06,1.20559417662e-06,9.26282646671e-07,pol2,0,1,95,Peak,21
4,1.09562505948e-06,1.53758397477e-06,1.28160840526e-06,1.40151996464e-06,1.19184774303e-06,1.13681861454e-06,1.20934649774e-06,1.58246713347e-06,1.31890114419e-06,1.17691581967e-06,9.72498459165e-07,1.3690305388e-06,1.24019245716e-06,1.42230799106e-06,9.24131075605e-07,1.29087104229e-06,1.19952875191e-06,1.3370727231e-06,1.36679146697e-06,1.05634999541e-06,pol2,0,1,99,Peak,21
0,-2.31509528635e-06,-2.07060372066e-06,-3.11190685664e-06,-5.64607778444e-06,-2.66948516225e-06,-3.18454243785e-06,-1.6872446469e-06,-2.21410275563e-06,-2.19610479261e-06,-2.41781620211e-06,-1.76225566867e-06,-2.45499146779e-06,-2.30828907531e-06,-1.03737764773e-06,-2.51320247217e-06,-1.20381972762e-06,-1.76502271743e-06,-2.06409652346e-06,-1.40081775673e-06,-3.03052664082e-06,pol2,0,1,1,Continuum,21
1,-1.18385092107e-06,-1.06286873337e-06,-1.18141052182e-06,-2.65860737888e-06,-1.14258941741e-06,-1.6173587205e-06,-7.95344228207e-07,-1.13039482824e-06,-7.42028198466e-07,-1.22759337387e-06,-8.1355397379e-07,-1.1450010835e-06,-1.19924338609e-06,-3.87218525479e-07,-1.25003377789e-06,-4.2625529672e-07,-5.85147526464e-07,-9.14411755282e-07,-6.68072857164e-07,-1.34773425373e-06,pol2,0,1,5,Continuum,21
2,3.24121254831e-07,3.64095933396e-07,4.22404006256e-07,3.90143466867e-07,3.55592685895e-07,3.37847114138e-07,3.26034133598e-07,3.79955266924e-07,3.85911378202e-07,3.42311633934e-07,3.36085408244e-07,3.47598137411e-07,3.15787943986e-07,3.14742894532e-07,2.59726535209e-07,3.49182089762e-07,3.87457513892e-07,3.86391806777e-07,3.56438850121e-07,3.30009863623e-07,pol2,0,1,90,Continuum,21
3,4.22788062375e-07,4.9200756671e-07,5.43066517205e-07,5.54210587901e-07,4.52740506431e-07,4.46730871541e-07,4.10860048338e-07,4.84314479889e-07,4.83119636343e-07,4.35586157813e-07,4.34643057854e-07,4.72959782956e-07,4.04573228822e-07,4.0104846106e-07,3.5439924411e-07,4.36235273311e-07,4.82303407599e-07,4.92428234214e-07,4.58380651423e-07,4.46442297887e-07,pol2,0,1,95,Continuum,21
4,6.13659628484e-07,7.44011185146e-07,7.63000422706e-07,1.18855124679e-06,6.91446579749e-07,7.09784130903e-07,6.07173515414e-07,7.12412518255e-07,6.72973766549e-07,5.96297663664e-07,6.32432896122e-07,7.88498537842e-07,5.77136385467e-07,5.46929039737e-07,5.34796936378e-07,5.85128382243e-07,6.51970026688e-07,7.23665316021e-07,6.33399986502e-07,7.09059734949e-07,pol2,0,1,99,Continuum,21
0,-2.38644593823e-11,-3.20893295958e-11,-2.67872651364e-11,-3.01152888063e-11,-2.45391190764e-11,-2.36963047814e-11,-2.52955198604e-11,-3.25543825702e-11,-2.67234370251e-11,-2.48321319276e-11,-2.10943218087e-11,-2.86308232106e-11,-2.48729382582e-11,-2.83291340942e-11,-2.05365211261e-11,-2.67435457003e-11,-2.48682992078e-11,-2.72745054944e-11,-2.70133225428e-11,-2.29313534697e-11,pol3,0,1,1,Peak,21
1,-1.99630055558e-11,-2.82186434052e-11,-2.25852053546e-11,-2.51102014044e-11,-2.03333932033e-11,-1.99622083304e-11,-2.14808185398e-11,-2.84173412722e-11,-2.26727699566e-11,-2.14822976567e-11,-1.71539863873e-11,-2.43617135608e-11,-2.18762347956e-11,-2.45315882027e-11,-1.68103285788e-11,-2.33590188702e-11,-2.07371616512e-11,-2.29726646391e-11,-2.33062559432e-11,-1.84349579152e-11,pol3,0,1,5,Peak,21
2,-4.21028365514e-12,-7.05889223024e-12,-4.05726204633e-12,-5.20183634998e-12,-3.63552149143e-12,-3.8006281039e-12,-4.98108632174e-12,-9.23970067893e-12,-4.50287484841e-12,-5.46874990788e-12,5.16959509696e-13,-6.50164334812e-12,-6.36525130279e-12,-7.95380771916e-12,1.32761909997e-13,-5.92892255894e-12,-3.89840868986e-12,-4.58343003304e-12,-5.98642906138e-12,1.8135257936e-12,pol3,0,1,90,Peak,21
