,578,580,582,592,598,600,608,610,626,632,640,648,664,672,690,692,Cut,DS,Module,Percentage,Range,SubDS
0,355.762300904,293.042509024,363.177248814,379.515530287,335.609678327,326.594757955,373.151874805,371.189365287,359.201579641,372.806171823,379.940409354,359.507832703,375.640480366,330.129772376,334.454649437,406.929022492,bcMax,1,1,1,Peak,39
1,381.959537801,306.673783377,384.915255182,405.807243082,357.268949604,350.256122524,402.165107772,399.413523875,383.404151623,400.574739648,407.21780826,383.242087795,403.417099623,352.305263355,358.16106803,431.039380674,bcMax,1,1,5,Peak,39
2,548.19567232,396.948118211,547.44710835,652.765912804,504.024396653,469.65837891,577.853372467,591.546463367,536.142673375,582.548605221,581.002982635,537.318595025,553.237875651,494.526487574,504.196310687,653.323655486,bcMax,1,1,90,Peak,39
3,588.199561095,421.619598238,582.016576811,748.516662194,533.227388481,496.606044113,625.743976977,648.928264387,569.353155583,612.85118684,630.524450886,561.837453591,578.928704817,517.921404737,532.810698753,714.892250943,bcMax,1,1,95,Peak,39
4,669.926848403,462.813835056,643.003761343,882.054105787,577.193857953,557.030158445,722.597763924,752.709703552,639.238700857,672.453302951,768.85983105,618.181790576,634.380197473,560.827140846,585.872330993,800.871832491,bcMax,1,1,99,Peak,39
5,442.0,336.0,420.0,495.0,400.0,410.0,497.0,481.0,443.0,447.0,467.0,425.0,470.0,430.0,396.0,510.0,bcMax,1,1,Mode,Peak,39
6,454.505230567,346.800287856,456.763474878,497.053921445,426.549087411,413.181980506,478.09462583,485.533209796,455.126730932,485.001646193,485.183958142,459.032530871,478.42268686,423.919240753,428.890020136,522.520409196,bcMax,1,1,Median,Peak,39
0,277.179813023,245.716048657,278.923668096,299.966067759,253.669344442,248.182900686,285.368314887,285.213029559,280.786172655,291.969053774,295.842667938,274.844587315,299.159278175,250.716249662,252.288905941,306.812320993,bcMax,1,1,1,Continuum,39
1,286.513999444,252.550964228,290.86910233,312.293172003,260.712741045,257.473956196,297.700997499,298.899450198,292.863137258,306.125239434,305.586541398,283.968341957,319.981253922,261.949765105,264.849541273,326.201499541,bcMax,1,1,5,Continuum,39
2,412.405847077,329.317191881,412.185070785,542.604569622,340.994109915,329.96321523,442.971493367,439.439944338,419.281686084,446.914200836,422.716020283,367.261630539,435.441150811,342.161571647,366.199681456,563.694078837,bcMax,1,1,90,Continuum,39
3,473.835962842,359.030088735,452.597871018,648.05267384,382.553487978,356.885079149,510.631141765,538.965469183,454.07113573,473.924853934,472.978167548,389.012939136,467.204870677,361.860458327,400.282948127,611.172708359,bcMax,1,1,95,Continuum,39
4,521.504137088,393.173023458,516.358565436,765.622430565,426.916872272,402.642734786,597.470237949,601.993872322,507.014990231,521.071460772,661.603317946,418.639123413,508.644685155,402.706679235,450.421682551,690.220897825,bcMax,1,1,99,Continuum,39
5,307.0,269.0,322.0,346.0,275.0,280.0,337.0,321.0,323.0,343.0,323.0,307.0,358.0,282.0,292.0,370.0,bcMax,1,1,Mode,Continuum,39
6,320.569986065,277.711972933,332.502623415,350.606722398,286.979682328,286.235183789,342.56247994,336.045185498,338.348308908,357.683856792,339.538291102,314.185807607,363.669528527,293.45180228,303.635582648,400.300247287,bcMax,1,1,Median,Continuum,39
0,0.394940199465,0.576202975718,0.439708064735,0.294689675059,0.460573966749,0.467955410762,0.371114265838,0.348339806026,0.41520131585,0.388106609934,0.350220333548,0.433335142833,0.414162491911,0.472709647625,0.451456607362,0.335761114246,noiseWeight,1,1,1,Peak,39
1,0.449491099863,0.632100742506,0.486112557662,0.348109913684,0.498922642286,0.524437578517,0.428470541487,0.404247260734,0.466017088824,0.425440058874,0.427245910706,0.476679402668,0.454324580734,0.511845523199,0.494827937234,0.376308239766,noiseWeight,1,1,5,Peak,39
2,0.667456227575,0.846478742831,0.711142564459,0.615368379349,0.717568294886,0.715163410099,0.645543744242,0.630102251892,0.670785387263,0.626591558951,0.639179854937,0.675818804897,0.627462715429,0.723809627821,0.703215628691,0.600315351611,noiseWeight,1,1,90,Peak,39
3,0.693986446894,0.868775912962,0.735361895699,0.641632893138,0.74524659696,0.744980740519,0.667445492571,0.657638759434,0.69288181935,0.652079357174,0.661844460605,0.699688671933,0.65215581141,0.753358527165,0.738502953291,0.624475555937,noiseWeight,1,1,95,Peak,39
4,0.744185198954,0.909112113096,0.77985935467,0.686403142192,0.792584253778,0.798901507643,0.719769512729,0.707872024709,0.739242180949,0.700023365286,0.710297865705,0.746695826965,0.699765933823,0.803854312931,0.791626416507,0.662186483558,noiseWeight,1,1,99,Peak,39
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,noiseWeight,1,1,Mode,Peak,39
6,0.582358813365,0.768080900434,0.619836408611,0.523756411091,0.624066651205,0.631111135358,0.561308220309,0.540711394765,0.583261332727,0.538013391643,0.555569864741,0.5843233433,0.549917350122,0.625684761311,0.616846534575,0.5147903556,noiseWeight,1,1,Median,Peak,39
0,0.495412645114,0.654219051522,0.53815221631,0.329068674059,0.604666748064,0.635359741371,0.433093080657,0.42725979396,0.515833592998,0.483335010219,0.397355387337,0.617349207091,0.488613710185,0.651382580796,0.579645394005,0.3786642202,noiseWeight,1,1,1,Continuum,39
1,0.543032983401,0.71988073393,0.613751229422,0.387201977036,0.672585099878,0.714730254648,0.508357055491,0.478373160449,0.576271706543,0.53710024024,0.552552156733,0.670661193845,0.539679676744,0.727714292251,0.655861119525,0.430840648217,noiseWeight,1,1,5,Continuum,39
2,0.88757565498,1.0049264969,0.934780263387,0.793235798162,0.974329227788,0.9737892462,0.854819542944,0.842555896687,0.875995412487,0.805855083677,0.846870421561,0.901625124152,0.777964329966,0.991814812782,0.9736434108,0.781431943932,noiseWeight,1,1,90,Continuum,39
3,0.907842870955,1.02533851922,0.958912847377,0.812442270637,0.991784071385,0.996592801239,0.877814840784,0.864279077445,0.90058694083,0.830455885212,0.866279277686,0.919915236531,0.7996012722,1.01503837594,1.00789279826,0.812170522258,noiseWeight,1,1,95,Continuum,39
4,0.946929644621,1.05451145377,1.00356633612,0.8507267442,1.02531119671,1.03786900358,0.914461315437,0.910707052006,0.948690745488,0.873311194553,0.899392860464,0.952476557671,0.857624454912,1.06355581989,1.0626051109,0.871141099562,noiseWeight,1,1,99,Continuum,39
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,noiseWeight,1,1,Mode,Continuum,39
6,0.808250050213,0.929017118298,0.838085730575,0.717291261178,0.899588652833,0.891758531043,0.759882805499,0.766044226558,0.774937226704,0.709976283349,0.774067450683,0.828737178271,0.698211390588,0.901027444083,0.866510119305,0.655771470198,noiseWeight,1,1,Median,Continuum,39
