,578,580,582,592,598,600,608,610,626,632,640,648,664,672,690,692,Cut,DS,Module,Percentage,Range,SubDS
0,-9.45414195889e-07,-9.10024530889e-07,-1.37315915996e-07,-4.56977767402e-06,-1.66660181088e-07,-2.65098477e-07,-5.86594891181e-07,-1.08789781755e-07,-6.53822572969e-07,-2.62364360962e-07,-2.58482812431e-08,-3.58273776706e-07,-8.48084553743e-08,-1.2336953461e-06,-9.73126644126e-07,-2.03341220711e-07,pol2,1,1,1,Peak,36
1,2.27950981595e-07,-6.64089312655e-07,3.47467769107e-07,-8.34928386116e-07,3.25815097401e-07,1.05178381877e-07,1.42010199069e-07,3.46371163679e-07,-1.09870271461e-07,1.6468072535e-07,-3.29473726721e-09,8.62800857834e-08,1.20781651057e-08,3.04500805777e-07,2.41639125769e-07,4.97836014471e-08,pol2,1,1,5,Peak,36
2,1.02408041168e-06,1.89402974308e-07,1.18182088221e-06,8.57947433736e-07,1.15386774113e-06,9.8536560116e-07,1.00580898935e-06,1.05924271949e-06,7.41726227188e-07,1.00146122028e-06,7.78691071966e-07,1.02585960749e-06,9.09094399671e-07,1.07364023774e-06,9.73656890158e-07,8.76930597399e-07,pol2,1,1,90,Peak,36
3,1.09690465412e-06,2.94110355756e-07,1.27518527821e-06,9.42506876158e-07,1.24719189495e-06,1.07729689633e-06,1.09740841851e-06,1.14825789798e-06,8.34661627918e-07,1.09450986745e-06,8.4312976904e-07,1.1005262769e-06,9.85312743777e-07,1.15138957273e-06,1.04589936912e-06,9.66137583182e-07,pol2,1,1,95,Peak,36
4,1.21740408918e-06,4.99191203855e-07,1.44340530812e-06,1.0479425899e-06,1.38691249715e-06,1.23323278636e-06,1.23671894681e-06,1.27652977035e-06,9.64899617258e-07,1.24094827998e-06,9.16845416469e-07,1.19809551125e-06,1.08330775763e-06,1.26975052844e-06,1.15422619151e-06,1.08031013512e-06,pol2,1,1,99,Peak,36
0,-2.58680127921e-06,-1.28425706112e-06,-1.98628118344e-06,-2.50755740554e-06,-1.98626771312e-06,-2.51818413866e-06,-1.32546148327e-06,-1.98683576636e-06,-2.61031350952e-06,-1.06705313168e-06,-2.59605937006e-06,-1.15291180634e-06,-1.82407639896e-06,-2.58804542177e-06,-2.84730283409e-06,-2.5438688127e-06,pol2,1,1,1,Continuum,36
1,-1.30074802815e-06,-6.72079674935e-07,-8.71023506268e-07,-1.37385892798e-06,-9.09731309631e-07,-1.20078749458e-06,-5.79592202193e-07,-9.1918834248e-07,-1.35321153142e-06,-5.32814140441e-07,-1.32030368688e-06,-4.76138148871e-07,-8.63981005347e-07,-1.27354201032e-06,-1.5141125624e-06,-1.2007115726e-06,pol2,1,1,5,Continuum,36
2,3.34588199529e-07,3.43544243819e-07,3.55104972317e-07,3.09324303141e-07,3.45631198363e-07,3.19502011158e-07,3.62378828459e-07,3.17034990432e-07,3.47772816303e-07,3.64395418116e-07,2.98694948524e-07,3.44753115022e-07,3.43151856406e-07,3.0211969298e-07,3.28888919795e-07,3.14740052141e-07,pol2,1,1,90,Continuum,36
3,4.36497134833e-07,4.63149472194e-07,4.43722701848e-07,4.01686319684e-07,4.46841241134e-07,4.16630540341e-07,4.53293088944e-07,4.04780300933e-07,4.6789759449e-07,4.75027686303e-07,3.96014057388e-07,4.3325596658e-07,4.53394104665e-07,3.95147320712e-07,4.39305082293e-07,4.19069552548e-07,pol2,1,1,95,Continuum,36
4,6.47817503748e-07,7.15694755314e-07,6.21668365331e-07,5.90458514972e-07,6.44298454802e-07,6.35242504627e-07,6.39279463466e-07,5.73117771623e-07,6.97763298336e-07,7.12796380717e-07,5.87150846861e-07,5.96002876945e-07,6.85732606371e-07,5.58371253116e-07,6.86248546458e-07,6.21019573373e-07,pol2,1,1,99,Continuum,36
