,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-9.96808488723e-07,-1.21953618527e-06,-7.0481770704e-07,-3.46075493831e-07,-1.64710213304e-07,-4.78464596731e-07,-5.16623150964e-07,-5.15080952461e-07,-1.26691528066e-06,-1.75912155312e-07,-1.31335823069e-06,-8.10796293144e-08,-1.0062663762e-06,-8.69028779316e-07,-3.82011623438e-07,-7.33995548328e-06,-5.62558797824e-07,-4.73861166466e-07,-4.12263363137e-07,-1.08817997538e-06,-5.14201516831e-07,pol2,5,1,1,Peak,14
1,2.48517205814e-07,3.49721469914e-07,1.9559521528e-07,8.35774959815e-08,3.32810265746e-07,-1.03937317573e-07,2.19882791265e-07,2.18430565345e-07,-3.30860214381e-07,1.22190505755e-07,-2.23481723175e-07,4.95638744511e-09,2.49654036924e-07,-6.18714489561e-07,4.00412821353e-07,-1.26973299469e-06,2.52366667971e-07,2.30679953903e-07,1.49338865647e-07,2.67967662523e-07,1.6753942126e-07,pol2,5,1,5,Peak,14
2,1.1749544622e-06,1.11289864397e-06,1.05988864505e-06,9.5432273112e-07,1.05705310915e-06,1.07460590445e-06,1.12648112399e-06,1.05160610665e-06,6.45300958489e-07,9.65099112081e-07,6.73268519081e-07,9.6416357743e-07,1.06916324654e-06,1.99417706175e-07,1.26783189735e-06,8.34156172063e-07,1.05177125229e-06,1.1264452697e-06,9.55305591274e-07,1.02172321836e-06,1.10748366714e-06,pol2,5,1,90,Peak,14
3,1.26300246855e-06,1.18901741459e-06,1.14843210951e-06,1.04358977861e-06,1.14009676586e-06,1.2402305558e-06,1.22495123625e-06,1.14436427655e-06,7.63741400351e-07,1.05060461753e-06,7.64677914688e-07,1.03590520896e-06,1.14446209786e-06,3.18531216535e-07,1.36101997153e-06,9.22624573293e-07,1.13776960579e-06,1.2265903378e-06,1.05195407103e-06,1.09897511576e-06,1.217031825e-06,pol2,5,1,95,Peak,14
4,1.37943321546e-06,1.30933697133e-06,1.27270500721e-06,1.14613453339e-06,1.2747131697e-06,1.43317134438e-06,1.35405649455e-06,1.27698805584e-06,9.24970631514e-07,1.19869521205e-06,8.6207428624e-07,1.12187379937e-06,1.23659245711e-06,4.98648549494e-07,1.51264802442e-06,1.03689625822e-06,1.28933576471e-06,1.39237953269e-06,1.19369110647e-06,1.23393041214e-06,1.38625255667e-06,pol2,5,1,99,Peak,14
0,-1.6175446928e-06,-2.29123144861e-06,-1.3164558475e-06,-1.41596279666e-06,-2.03896530096e-06,-2.16634016332e-06,-3.83007676915e-06,-2.68955253332e-06,-6.44781786972e-06,-1.13996988583e-06,-2.7615067206e-06,-1.31094856593e-06,-2.57246195303e-06,-1.34365946107e-06,-1.74644910646e-06,-2.99270560652e-06,-1.99530669695e-06,-2.47997000884e-06,-2.64692854744e-06,-2.77178349059e-06,-3.00934601526e-06,pol2,5,1,1,Continuum,14
1,-8.41368404912e-07,-1.24439909053e-06,-5.87871754483e-07,-5.95902210384e-07,-9.81386297597e-07,-1.15926200384e-06,-1.89105238661e-06,-1.32289457806e-06,-2.66064358631e-06,-5.44552897749e-07,-1.32257259762e-06,-4.87536356542e-07,-1.36848179569e-06,-5.75549946532e-07,-8.62449277434e-07,-1.41633158751e-06,-9.38505722457e-07,-1.22525968407e-06,-1.2124571994e-06,-1.51007869446e-06,-1.20736400619e-06,pol2,5,1,5,Continuum,14
2,3.9687153549e-07,3.23953372725e-07,3.31643144701e-07,3.41678869352e-07,3.22088812087e-07,4.9862122277e-07,4.05466294944e-07,3.60668002748e-07,3.77946482977e-07,3.52778355231e-07,2.96151238003e-07,3.39908125685e-07,2.37028284164e-07,2.82748218465e-07,3.60697133549e-07,2.82495043809e-07,3.41728024132e-07,3.90560875462e-07,3.82730135005e-07,3.13386795154e-07,4.09726648338e-07,pol2,5,1,90,Continuum,14
3,5.09615390447e-07,4.1945561931e-07,4.3632335503e-07,4.2974236838e-07,4.12052841466e-07,6.30908278157e-07,5.58195150486e-07,4.79169357096e-07,5.44385557529e-07,4.55459246516e-07,3.90052836489e-07,4.31324722353e-07,3.2440574706e-07,3.71743446327e-07,4.60697831311e-07,3.91498476388e-07,4.26498155775e-07,5.04502921976e-07,4.81960081135e-07,4.23910376176e-07,5.32882559114e-07,pol2,5,1,95,Continuum,14
4,7.40444876689e-07,6.1664730087e-07,5.89166291239e-07,5.87297315664e-07,5.94071142542e-07,9.12555150139e-07,9.05399728726e-07,7.2665986814e-07,1.31822934886e-06,6.60100039797e-07,5.88129731328e-07,5.90682354611e-07,5.04647164707e-07,5.20978100454e-07,6.37719668713e-07,6.43019829771e-07,5.91451822568e-07,7.59239599215e-07,6.98480229439e-07,6.54100326598e-07,7.50741480562e-07,pol2,5,1,99,Continuum,14
