,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-8.33777538072e-07,-1.32487905572e-06,-7.75202327353e-07,-3.9860468685e-07,-1.01169078069e-07,-5.53443395578e-07,-6.92272214644e-07,-9.78950522678e-07,0,-3.47295526225e-07,-6.91740630377e-07,-1.06963559216e-07,-8.61706895663e-07,-8.40871978538e-07,6.88578947573e-08,0,-7.855390451e-08,-4.35346673139e-08,0,-1.09425601055e-06,-3.96357145887e-07,pol2,5,1,1,Peak,2
1,1.90884725866e-07,3.48163446428e-07,1.88139549004e-07,9.6697749071e-08,3.22157285919e-07,-9.35208699527e-08,1.71775183614e-07,2.43599351604e-07,0,1.01987905677e-07,-1.19373114574e-07,1.78255796866e-08,2.10752479544e-07,-6.17868733357e-07,4.64741787315e-07,0,2.59205772252e-07,2.51409686997e-07,0,2.71496164811e-07,1.37611492112e-07,pol2,5,1,5,Peak,2
2,1.18836458599e-06,1.1162156046e-06,1.0647595048e-06,9.60969586285e-07,1.04419692732e-06,1.08821117266e-06,1.11041542244e-06,1.08415313354e-06,0,9.67518215069e-07,7.02056452694e-07,9.72218869242e-07,1.03623806042e-06,2.2362444546e-07,1.30745165186e-06,0,1.04993852928e-06,1.13027566762e-06,0,1.03696315881e-06,1.10197383087e-06,pol2,5,1,90,Peak,2
3,1.27334258625e-06,1.19098020699e-06,1.1539099525e-06,1.04271853202e-06,1.12884592147e-06,1.21223342644e-06,1.21164856321e-06,1.17037626852e-06,0,1.05586700892e-06,7.8284088914e-07,1.04611786039e-06,1.11562801057e-06,3.12971204756e-07,1.4041797298e-06,0,1.12787700812e-06,1.23128984677e-06,0,1.11633313907e-06,1.21630462698e-06,pol2,5,1,95,Peak,2
4,1.38260001515e-06,1.31975593911e-06,1.27870491135e-06,1.16245669371e-06,1.26819118875e-06,1.41659009493e-06,1.36034242341e-06,1.28469093335e-06,0,1.18561430665e-06,8.8213027262e-07,1.12143798599e-06,1.23108323962e-06,5.24841071666e-07,1.57185548112e-06,0,1.26956900505e-06,1.40544340626e-06,0,1.2361038708e-06,1.36194692335e-06,pol2,5,1,99,Peak,2
0,-1.82319076547e-06,-2.40763686588e-06,-1.38667188109e-06,-1.45211604279e-06,-2.02734013852e-06,-2.28508867244e-06,-3.50230193961e-06,-2.58555113937e-06,0,-1.14115185476e-06,-2.66265186807e-06,-1.19142980808e-06,-2.72520846246e-06,-1.16976062605e-06,-1.63382216512e-06,0,-2.00388409065e-06,-2.33365447231e-06,0,-2.86448436476e-06,-2.79770492355e-06,pol2,5,1,1,Continuum,2
1,-8.16307100069e-07,-1.26519775943e-06,-5.56863854098e-07,-6.5019123354e-07,-9.62378416094e-07,-1.21292594791e-06,-1.90305395732e-06,-1.37200070015e-06,0,-5.2545035474e-07,-1.38567876933e-06,-4.77937842981e-07,-1.33019683477e-06,-5.60018574122e-07,-8.21992970813e-07,0,-9.99405826431e-07,-1.16035943317e-06,0,-1.40402113024e-06,-1.1635815667e-06,pol2,5,1,5,Continuum,2
2,3.86298068533e-07,3.23392085358e-07,3.35878386126e-07,3.49072748839e-07,3.16823813217e-07,4.88612530693e-07,4.23299475362e-07,3.47351833156e-07,0,3.66702148289e-07,3.01343386673e-07,3.45237913013e-07,2.26595597162e-07,2.91114274192e-07,3.60187538907e-07,0,3.43267916821e-07,3.88505731995e-07,0,3.24603159281e-07,4.08240837167e-07,pol2,5,1,90,Continuum,2
3,5.00113518944e-07,4.09147820342e-07,4.27645112855e-07,4.46261798094e-07,4.06248079985e-07,6.40396612728e-07,5.56520908685e-07,4.64465234598e-07,0,4.84004578262e-07,4.04016749363e-07,4.33138196532e-07,3.25770807622e-07,3.93300565338e-07,4.63371145094e-07,0,4.35098097551e-07,5.05117014153e-07,0,4.22325654171e-07,5.3110648706e-07,pol2,5,1,95,Continuum,2
4,7.31614618981e-07,6.04357596465e-07,6.13428331227e-07,6.28005978215e-07,5.71301134351e-07,9.2828598151e-07,8.97254663317e-07,6.97920829759e-07,0,6.63500914061e-07,6.06034108381e-07,5.91862245228e-07,5.16370059789e-07,5.79078217831e-07,6.4145726451e-07,0,5.88348277893e-07,7.59487219033e-07,0,6.22377091521e-07,7.81229493367e-07,pol2,5,1,99,Continuum,2
0,-3.04274330951e-11,-2.71983637992e-11,-2.60396144743e-11,-2.42278356161e-11,-2.55275001732e-11,-3.06649169041e-11,-2.86573993244e-11,-2.67459062528e-11,0,-2.44264264747e-11,-1.93894028204e-11,-2.52715749279e-11,-2.55724511567e-11,-9.63454804564e-12,-3.12216900517e-11,0,-2.61770615448e-11,-2.92037852866e-11,0,-2.60107127688e-11,-2.88135179475e-11,pol3,5,1,1,Peak,2
1,-2.55865658069e-11,-2.34558157069e-11,-2.24085720602e-11,-2.0602295441e-11,-2.19819543402e-11,-2.45664264656e-11,-2.43019514171e-11,-2.31256602469e-11,0,-2.07730716236e-11,-1.57242208881e-11,-2.13426614059e-11,-2.2093347883e-11,-5.02172199257e-12,-2.73520387659e-11,0,-2.24574869822e-11,-2.4197090633e-11,0,-2.21965251657e-11,-2.41564147113e-11,pol3,5,1,5,Peak,2
2,-6.96906636755e-12,-7.74189144004e-12,-5.14551141204e-12,-3.54529135211e-12,-6.58869814432e-12,1.1760675365e-13,-4.62117191414e-12,-5.68576415518e-12,0,-3.36039420103e-12,1.40022900252e-12,-3.58055464192e-12,-6.02766560324e-12,1.2635551485e-11,-9.24260687027e-12,0,-5.87087399409e-12,-5.28901251593e-12,0,-6.41282422725e-12,-4.31697962651e-12,pol3,5,1,90,Peak,2
