,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-2.35350267963e-11,-6.94997895903e-12,-1.76485291135e-11,-9.60512733261e-12,-1.51213499252e-11,-1.80979200702e-11,-1.68712442346e-11,-1.47346031168e-11,-6.36519204762e-12,-2.80473571017e-11,-2.43323849843e-11,-1.05820147687e-11,-2.29166162872e-11,-1.9133290948e-11,pol3,4,2,1,Peak,0
1,-1.79318853894e-11,-4.41881001237e-12,-1.45917492781e-11,-4.8711835192e-12,-9.01573531258e-12,-1.32247323843e-11,-1.02496769684e-11,-1.09215900706e-11,-1.73408060423e-12,-2.48595181886e-11,-2.0515627649e-11,-5.40321024183e-12,-1.80731929621e-11,-1.57680125761e-11,pol3,4,2,5,Peak,0
2,3.86992567057e-12,7.27820993595e-12,-3.61673756234e-12,1.27512408628e-11,1.12936594018e-11,3.45945150638e-12,1.01499609886e-11,8.77666809724e-12,1.59748686539e-11,-1.01114833302e-11,-1.2907635624e-12,1.38446364773e-11,2.53659735715e-12,-1.32829615538e-13,pol3,4,2,90,Peak,0
3,6.80215531138e-12,8.80558409095e-12,-2.09020813145e-12,1.52076480434e-11,1.43169370198e-11,5.70152735342e-12,1.262092257e-11,1.16738375302e-11,1.80542651941e-11,-8.26797897285e-12,2.88482109963e-12,1.62906898484e-11,5.1544691067e-12,2.03331356259e-12,pol3,4,2,95,Peak,0
4,1.26438252435e-11,1.27404596743e-11,4.57728560322e-13,1.98619577088e-11,2.04591121989e-11,1.26131726333e-11,1.71429347068e-11,2.22247439063e-11,2.38356811065e-11,-2.14999530416e-12,1.34303575377e-11,2.07227769636e-11,1.11460058823e-11,6.7675763058e-12,pol3,4,2,99,Peak,0
0,-1.60221714292e-11,-7.82208068711e-12,-1.07920741218e-11,-1.30395413202e-11,-1.0817760389e-11,-1.31840416452e-11,-1.27994222859e-11,-1.45036525911e-11,-1.81736152983e-11,-1.25330409702e-11,-1.80751397083e-11,-1.24237958132e-11,-1.64099361001e-11,-1.22241675682e-11,pol3,4,2,1,Continuum,0
1,-1.07622005144e-11,-5.00478417944e-12,-6.23868833196e-12,-7.49701910193e-12,-7.332906821e-12,-8.69660833596e-12,-7.68193052894e-12,-8.47303593775e-12,-7.96971149877e-12,-8.54919042928e-12,-8.29941807377e-12,-7.95722027186e-12,-1.10548305155e-11,-8.46331912141e-12,pol3,4,2,5,Continuum,0
2,1.53319343382e-11,9.51574853603e-12,1.86200738325e-11,2.05783752616e-11,9.67892325967e-12,1.4302180164e-11,1.41020120241e-11,1.6819081038e-11,2.6751131611e-11,1.68878890614e-11,1.372014316e-11,1.17067838564e-11,1.69987493129e-11,7.87530462863e-12,pol3,4,2,90,Continuum,0
3,2.28427210278e-11,1.41613518905e-11,2.60378117089e-11,2.93680317087e-11,1.30729423211e-11,2.19191779136e-11,2.26465438794e-11,2.5706746874e-11,4.00522824391e-11,2.54349109592e-11,2.27317354726e-11,1.62957313305e-11,2.6651105797e-11,1.13348530562e-11,pol3,4,2,95,Continuum,0
4,4.39451273474e-11,2.92149488819e-11,4.27257760394e-11,5.25772035348e-11,2.78998342718e-11,4.35213012914e-11,5.06607973489e-11,5.29755310393e-11,6.49182486398e-11,4.81508145043e-11,4.27570573909e-11,3.35108399972e-11,5.31110933742e-11,2.36965566326e-11,pol3,4,2,99,Continuum,0
0,66.1842539746,109.642396663,68.9163930193,93.5929286715,100.797501528,69.1305621277,101.079832433,108.520478947,99.5208479668,68.6462822737,61.8633960402,117.110077347,69.8186342651,67.8118831865,fitSlo,4,2,1,Peak,0
1,73.7397662838,114.898680871,77.8899698911,104.322853128,107.277161712,84.9107057067,107.716865927,114.886889335,101.686500132,77.1836671598,63.4624342823,125.975012997,86.0179982364,72.2128687884,fitSlo,4,2,5,Peak,0
2,100.448096087,133.073863096,107.762106684,122.542782256,140.890398915,105.127371997,154.594791755,148.130431799,120.131043287,101.626180095,130.675341722,155.089647549,104.579098506,123.249508543,fitSlo,4,2,90,Peak,0
3,120.13914228,147.471511145,128.172382495,135.835076732,161.306914408,118.615662612,186.585913483,168.450014145,135.071609907,114.832134936,178.912995357,169.024597767,121.476248201,157.397211953,fitSlo,4,2,95,Peak,0
4,205.534710839,195.03348948,221.564856661,183.325155697,228.212198762,170.308511364,276.216879837,226.997464872,185.307440177,157.998912382,451.255858612,210.116003257,180.025838062,249.522045016,fitSlo,4,2,99,Peak,0
0,51.5962760459,100.084667981,63.7221454535,87.3056266834,85.5255428595,66.3915784221,87.9308849138,95.5587754625,85.5643523239,54.5344437836,44.636715356,107.296273535,63.4047728546,46.6393405091,fitSlo,4,2,1,Continuum,0
1,66.4573705689,109.484000965,72.6627017388,97.2283724555,95.1735650124,79.506503249,97.9550968403,107.466385219,96.3439007057,71.1563341653,55.4870582817,119.637485155,75.7480909842,59.5238623027,fitSlo,4,2,5,Continuum,0
2,512.840617167,578.842457995,1092.96229633,722.125100246,232.761688524,432.003564413,512.688879272,663.262116267,977.51119399,544.112708508,557.733777588,341.850220822,622.54032849,193.04244916,fitSlo,4,2,90,Continuum,0
3,720.162059278,848.603314616,1331.3771306,920.580015688,343.652879851,690.8225911,734.276721857,1001.63132971,1286.71402915,683.534844454,864.458397009,511.400027593,880.353706255,316.035036857,fitSlo,4,2,95,Continuum,0
4,1078.61716328,1394.53869036,1744.13281243,1254.23234227,707.49322919,1251.86480045,1404.07633694,1530.71539563,1680.20806971,932.95091464,1896.10468384,882.87759001,1335.9952868,657.278320834,fitSlo,4,2,99,Continuum,0
0,1.74176114693,1.40304943539,1.5811830301,1.33723683638,1.34086100425,1.63561573563,1.34628970505,1.42434594406,1.46887119644,1.62805195662,1.54799349711,1.34875049202,1.57128653017,1.6389789326,riseNoise,4,2,1,Peak,0
1,1.94043534858,1.50680864752,1.7097150652,1.49577029367,1.49374480893,1.74734666197,1.48110143988,1.52827490894,1.56186082211,1.75476437357,1.78359491246,1.43010272245,1.70387365914,1.77822861575,riseNoise,4,2,5,Peak,0
2,2.57355976224,1.95444001298,2.34852569556,1.95834051836,1.95510053557,2.4476761083,1.94441580422,1.93352569909,2.0351250958,2.35999996238,2.59047144282,1.80997197306,2.18549183666,2.42983718097,riseNoise,4,2,90,Peak,0
3,2.69659414735,2.01329122405,2.42530273483,2.01969079464,2.00900649972,2.56208857688,2.00419251221,1.988196665,2.10902538774,2.43395157773,2.6991746701,1.86544709069,2.24782606115,2.51600763881,riseNoise,4,2,95,Peak,0
4,2.90580047535,2.15145575959,2.66012498864,2.1579551341,2.14764759146,2.80231006852,2.13936326631,2.09537341003,2.2292314892,2.57731391977,2.9618352579,1.98383911003,2.39320490394,2.6685826505,riseNoise,4,2,99,Peak,0
0,0.991387484411,0.933163913355,0.949298358949,0.876040441435,0.872773116928,0.962975880734,0.917897797615,0.944920679318,0.925432051886,0.95655699608,1.02446002274,0.949743060365,0.948892071866,0.9646611267,riseNoise,4,2,1,Continuum,0
1,1.05270288908,0.986150303433,1.00266138188,0.96690953327,0.963952506848,1.05096673198,0.981037249797,0.986716235644,0.987204229754,1.02292614495,1.09269021007,1.00158841801,0.997510851343,1.01420304395,riseNoise,4,2,5,Continuum,0
2,1.48533999495,1.30625615542,1.34388409191,1.24813772262,1.27085188568,1.60665279747,1.27580760894,1.23137033469,1.29943669995,1.38037687764,1.64782900892,1.32846105381,1.26615622407,1.3338163605,riseNoise,4,2,90,Continuum,0
3,1.58465174658,1.36799259157,1.41941907508,1.29695073477,1.33626834902,1.70750273863,1.33906664342,1.26658482276,1.34495304154,1.43706453839,1.77079330256,1.38956451103,1.3066127267,1.38286409404,riseNoise,4,2,95,Continuum,0
4,1.80028444488,1.57033740689,1.62723422777,1.41042060073,1.49357654127,1.97104183989,1.46438888941,1.33897657363,1.44911080734,1.56292388404,2.06380821692,1.52374523426,1.38634279329,1.4856543064,riseNoise,4,2,99,Continuum,0
