,578,580,582,592,598,600,608,610,614,624,626,632,640,648,664,672,678,690,692,694,Cut,DS,Module,Percentage,Range,SubDS
0,-8.87245105348e-07,-8.71629733119e-07,-9.57053328522e-07,-6.63179129007e-06,-4.16866139421e-07,-1.05610504449e-09,-5.41476609593e-07,-3.07001835089e-07,-5.39675813344e-08,-9.33020595056e-07,-8.64504117401e-07,-1.45394803721e-07,-4.47626567763e-07,-2.41428217676e-07,-5.62136766781e-07,-1.24774084282e-06,-3.51587943422e-07,-8.42171765579e-07,-1.20595761118e-08,-2.80429030236e-07,pol2,3,1,1,Peak,5
1,2.12811452868e-07,-6.3966803928e-07,3.48919003216e-07,-1.12051266578e-06,3.5890551086e-07,2.22171347986e-07,1.35162361882e-07,3.26358307393e-07,-1.09559832376e-08,2.31610969951e-07,2.12021091792e-07,1.53434958778e-07,-7.80474777522e-08,5.19269390658e-08,-1.12738393031e-07,3.08515762578e-07,8.47974248898e-08,2.95002631076e-07,-7.86967810225e-09,2.04821821801e-07,pol2,3,1,5,Peak,5
2,1.03213043243e-06,2.07814970498e-07,1.15530254712e-06,7.05302287368e-07,1.15187297238e-06,1.07606042442e-06,9.67612847506e-07,1.05181107734e-06,9.94412922698e-07,1.13135660457e-06,1.07852393189e-06,9.91808407262e-07,7.09824226607e-07,9.74126871154e-07,8.9415122418e-07,1.06956071401e-06,8.86462004259e-07,1.03535833385e-06,9.59172519868e-07,1.15997558116e-06,pol2,3,1,90,Peak,5
3,1.09256378269e-06,3.30861083349e-07,1.23471978351e-06,8.52962503963e-07,1.23223888815e-06,1.16812372073e-06,1.05671843765e-06,1.12538772679e-06,1.08797946831e-06,1.22956319069e-06,1.16402615784e-06,1.09725644891e-06,7.92140809164e-07,1.05343068645e-06,9.88915663862e-07,1.13479546824e-06,9.72095225899e-07,1.1009963328e-06,1.03424724978e-06,1.26869018955e-06,pol2,3,1,95,Peak,5
4,1.18922630978e-06,5.60380463038e-07,1.36690357875e-06,1.05801928593e-06,1.38049707421e-06,1.3300557676e-06,1.18576305515e-06,1.26515087658e-06,1.19960653318e-06,1.34730914949e-06,1.28549551734e-06,1.23838457603e-06,9.00587042514e-07,1.14183720054e-06,1.08179597993e-06,1.25458278568e-06,1.11303323651e-06,1.21716142446e-06,1.12326541077e-06,1.44033137127e-06,pol2,3,1,99,Peak,5
0,-3.08032762716e-06,-1.70091172104e-06,-1.65852854177e-06,-2.57843731026e-06,-1.96691064939e-06,-2.35561714969e-06,-1.52530754582e-06,-2.16887755922e-06,-2.14883384136e-06,-3.53011964598e-06,-2.72529560022e-06,-1.06369530168e-06,-2.69503796531e-06,-1.2474953884e-06,-2.17616868542e-06,-2.68516289386e-06,-1.4584672937e-06,-2.94192305315e-06,-2.17113699323e-06,-2.74175107562e-06,pol2,3,1,1,Continuum,5
1,-1.3761363067e-06,-7.4207249143e-07,-8.60853674091e-07,-1.38563245074e-06,-9.00214183926e-07,-1.18939303147e-06,-6.71096202968e-07,-9.89651479111e-07,-1.1502062668e-06,-1.89865716082e-06,-1.55372897403e-06,-5.18343881356e-07,-1.43445512749e-06,-5.11497738731e-07,-8.78631750623e-07,-1.34920923435e-06,-5.46606766377e-07,-1.59115197538e-06,-1.02216916167e-06,-1.12787124055e-06,pol2,3,1,5,Continuum,5
2,3.1687787449e-07,3.04581222079e-07,3.61205803411e-07,4.83207233099e-07,3.29045543479e-07,3.24862978713e-07,3.52195872805e-07,3.02984142098e-07,4.35922484936e-07,4.05532554505e-07,3.51662851276e-07,3.55077760949e-07,3.1195449319e-07,3.29372917418e-07,3.35532217245e-07,3.05304380897e-07,3.40684951166e-07,3.23412862176e-07,3.82114712237e-07,4.09157173811e-07,pol2,3,1,90,Continuum,5
3,4.14785315553e-07,4.23249443565e-07,4.67758155439e-07,6.8730026627e-07,4.34115944949e-07,4.40255319893e-07,4.41807326754e-07,3.96825957681e-07,5.818127349e-07,5.42159658124e-07,4.58147006895e-07,4.496084373e-07,3.98172567548e-07,4.17044531296e-07,4.5878618953e-07,3.86895692656e-07,4.3092695178e-07,4.36949596034e-07,4.95395802169e-07,5.31303149485e-07,pol2,3,1,95,Continuum,5
4,6.22422171902e-07,6.48021016027e-07,6.68247949613e-07,1.09062993951e-06,6.5249286003e-07,6.35895126766e-07,6.04615925143e-07,5.61194852055e-07,8.57106703382e-07,8.83141034751e-07,7.35559914575e-07,6.37624610533e-07,5.96825153633e-07,5.93553014681e-07,6.97590760832e-07,5.69955791362e-07,5.67550643419e-07,6.04580384034e-07,7.01602073045e-07,8.11631647855e-07,pol2,3,1,99,Continuum,5
0,-2.53357690632e-11,-9.90593718298e-12,-2.78496679185e-11,-2.64517351922e-11,-2.82986115474e-11,-2.73560977113e-11,-2.47198398976e-11,-2.55603833222e-11,-2.81301787341e-11,-2.8233296849e-11,-2.68054499514e-11,-2.48697171141e-11,-1.9543169994e-11,-2.49156805991e-11,-2.46965288303e-11,-2.54045920941e-11,-2.30272148434e-11,-2.4719710964e-11,-2.88731292489e-11,-2.92516501909e-11,pol3,3,1,1,Peak,5
