,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-8.12980805473e-07,-1.27050220746e-06,-7.77814373938e-07,-4.88618728244e-07,-3.86643782752e-07,-4.86226916356e-07,-5.93415851804e-07,-5.01564425162e-07,-2.15519567503e-06,-1.25195836031e-07,-6.75702630715e-07,-3.02087816829e-07,-1.01903206456e-06,-8.84890999338e-07,1.1065540239e-07,0,-2.86669333064e-07,-5.21766250535e-07,-2.45599775659e-07,-1.05780178901e-06,-6.92550414182e-07,pol2,5,1,1,Peak,10
1,1.97309913138e-07,3.39625123562e-07,1.91887089815e-07,1.18850692983e-07,3.23490607859e-07,-9.08694726383e-08,2.87729155199e-07,1.79465454148e-07,-3.63402784335e-07,1.53521453058e-07,-1.1892372763e-07,7.11040309729e-08,2.50395169161e-07,-6.66032466138e-07,4.28202142185e-07,0,2.40185628416e-07,3.01414934107e-07,1.23849549394e-07,2.56797462589e-07,1.81462607285e-07,pol2,5,1,5,Peak,10
2,1.14745508663e-06,1.10640996456e-06,1.06806364763e-06,9.82597385523e-07,1.06286631222e-06,1.07111896116e-06,1.16510628496e-06,1.02122830398e-06,6.59748894828e-07,1.00403568128e-06,7.05592471304e-07,1.01067188925e-06,1.05606305432e-06,1.62829942231e-07,1.24065092406e-06,0,1.01759904127e-06,1.16768569866e-06,9.95185539946e-07,1.0061097104e-06,1.14587349928e-06,pol2,5,1,90,Peak,10
3,1.24423707649e-06,1.18909567794e-06,1.15954343367e-06,1.0749565905e-06,1.14869039409e-06,1.20115610992e-06,1.27491299322e-06,1.11267852611e-06,7.73774624141e-07,1.10129146565e-06,7.89854114487e-07,1.08661373831e-06,1.14749151124e-06,2.80430689313e-07,1.3222752239e-06,0,1.11434933437e-06,1.27222944036e-06,1.09259753725e-06,1.09695663196e-06,1.24879185048e-06,pol2,5,1,95,Peak,10
4,1.37044834164e-06,1.30578783294e-06,1.28162135968e-06,1.21012332861e-06,1.27771562593e-06,1.34971321935e-06,1.43208730113e-06,1.24808797579e-06,9.59617663628e-07,1.25738189619e-06,8.90979328687e-07,1.20321848043e-06,1.2488455641e-06,4.79174809017e-07,1.50157627826e-06,0,1.23195365699e-06,1.43437526082e-06,1.22632415413e-06,1.22463968767e-06,1.41022258141e-06,pol2,5,1,99,Peak,10
0,-1.67999175003e-06,-2.38862849658e-06,-1.34430820354e-06,-1.43250616956e-06,-2.1229670155e-06,-2.09997085624e-06,-3.95819356442e-06,-2.58593829305e-06,-7.67931080506e-06,-1.11410258912e-06,-2.73685679984e-06,-1.27361987466e-06,-2.52767189852e-06,-1.21564439825e-06,-1.68164960301e-06,0,-1.87478503352e-06,-2.42618633158e-06,-2.97164016524e-06,-2.85415639738e-06,-2.86339425421e-06,pol2,5,1,1,Continuum,10
1,-8.27693361865e-07,-1.27276744685e-06,-5.38361475933e-07,-6.38109151958e-07,-1.02796951294e-06,-1.13402779346e-06,-1.90116958376e-06,-1.33780287308e-06,-2.87731194279e-06,-5.30837474789e-07,-1.3539479856e-06,-4.72142371952e-07,-1.34485765296e-06,-5.69542655488e-07,-9.05879594614e-07,0,-9.04437963971e-07,-1.25332748304e-06,-1.26305463184e-06,-1.45932876721e-06,-1.0682760562e-06,pol2,5,1,5,Continuum,10
2,3.96715012043e-07,3.27681624198e-07,3.32468829511e-07,3.37293781632e-07,3.17598711806e-07,4.64104314084e-07,4.10635533131e-07,3.54356803663e-07,3.48469388037e-07,3.61179780359e-07,2.99050357754e-07,3.45830233382e-07,2.33873463811e-07,2.95444407792e-07,3.63293600789e-07,0,3.37113763414e-07,4.01634553633e-07,3.86193220576e-07,3.10907788825e-07,4.16976292225e-07,pol2,5,1,90,Continuum,10
3,5.06634764715e-07,4.18370694966e-07,4.2469620087e-07,4.31103516737e-07,4.07211349724e-07,6.06843195927e-07,5.41766411533e-07,4.64362325988e-07,5.11784307588e-07,4.66595640439e-07,3.96328811262e-07,4.30855976172e-07,3.34917896848e-07,3.86646624676e-07,4.63189072191e-07,0,4.21557392962e-07,5.21229341419e-07,5.05399331039e-07,4.22344964717e-07,5.34611443465e-07,pol2,5,1,95,Continuum,10
4,7.52333031979e-07,6.18008380953e-07,5.93856957383e-07,6.18530359153e-07,5.82128325661e-07,8.93888370468e-07,9.10957038981e-07,6.80695703224e-07,1.2402602719e-06,6.62616372295e-07,6.19354898516e-07,5.78063915029e-07,5.4214461545e-07,5.50925334838e-07,6.45414172035e-07,0,6.14991295079e-07,7.64887761373e-07,7.32984282804e-07,6.27493240904e-07,7.75864829929e-07,pol2,5,1,99,Continuum,10
0,-2.91780289697e-11,-2.67582690113e-11,-2.63815388862e-11,-2.51919821087e-11,-2.58869613416e-11,-2.91551915402e-11,-2.92597980683e-11,-2.58861872627e-11,-2.0255271992e-11,-2.531721378e-11,-1.93958144983e-11,-2.56831967946e-11,-2.6098491918e-11,-8.44492379023e-12,-3.03897294795e-11,0,-2.54835047045e-11,-2.98611392292e-11,-2.58708522556e-11,-2.54720562252e-11,-3.00671682536e-11,pol3,5,1,1,Peak,10
1,-2.49014851833e-11,-2.34712003938e-11,-2.24860015607e-11,-2.11316348925e-11,-2.23635045987e-11,-2.45514542578e-11,-2.53357373829e-11,-2.19395631392e-11,-1.5011218681e-11,-2.14476355458e-11,-1.57897398894e-11,-2.185211469e-11,-2.25762200052e-11,-4.31783121428e-12,-2.57304038208e-11,0,-2.21642261604e-11,-2.50874897224e-11,-2.19549491076e-11,-2.14838711502e-11,-2.49953807356e-11,pol3,5,1,5,Peak,10
2,-5.59158869867e-12,-7.64851229724e-12,-4.8454386453e-12,-4.528906601e-12,-6.90799897159e-12,1.32706883458e-13,-5.95924629041e-12,-4.29040125203e-12,6.83799303323e-12,-3.90966598781e-12,1.25904742261e-12,-4.31403335881e-12,-6.6815122182e-12,1.37158222638e-11,-8.8774476969e-12,0,-5.5937428128e-12,-6.42506037883e-12,-4.0907186176e-12,-5.70788474389e-12,-4.72989835511e-12,pol3,5,1,90,Peak,10
3,-3.32010793347e-12,-5.41375005028e-12,-2.67985948188e-12,-2.88336433384e-12,-4.80207688232e-12,3.15019574192e-12,-4.0713480765e-12,-2.12905773478e-12,9.57369136455e-12,-1.71725549371e-12,3.49236888379e-12,-1.99818989871e-12,-4.52876963299e-12,1.59596069976e-11,-6.36362886493e-12,0,-3.4461436854e-12,-4.23122698419e-12,-2.06428860147e-12,-3.58403240358e-12,-2.36502459023e-12,pol3,5,1,95,Peak,10
4,7.76257378676e-13,5.09420067432e-14,1.29083290453e-12,-6.38527407795e-13,-5.31357462599e-13,9.1748395929e-12,2.13927693783e-12,1.9424681498e-12,1.63197264187e-11,1.23356078881e-12,9.60435974636e-12,1.71333880213e-12,2.20511418539e-12,2.03135302706e-11,-1.13574389716e-12,0,4.35944013392e-13,1.23686151447e-12,5.60496734392e-13,1.31738112156e-12,2.610806008e-12,pol3,5,1,99,Peak,10
0,-1.55255955432e-11,-1.27816261942e-11,-1.29290697514e-11,-1.34646418227e-11,-1.24618771462e-11,-1.91010857751e-11,-2.01483830998e-11,-1.45704366693e-11,-7.59688488361e-11,-1.4243098631e-11,-1.30661190011e-11,-1.23396357511e-11,-1.16507715477e-11,-1.19128213931e-11,-1.34947306519e-11,0,-1.29914580225e-11,-1.62901724977e-11,-1.55757542457e-11,-1.35052756923e-11,-1.78857406961e-11,pol3,5,1,1,Continuum,10
1,-1.05060880834e-11,-8.73000520033e-12,-9.10146397978e-12,-9.14262352534e-12,-8.55601005863e-12,-1.27941940192e-11,-1.16572892487e-11,-9.85859221664e-12,-1.27256761028e-11,-1.00026365591e-11,-8.27686461384e-12,-9.09256407828e-12,-7.07716446988e-12,-8.12646911689e-12,-9.62378154667e-12,0,-8.86829397997e-12,-1.10246800173e-11,-1.07218085287e-11,-9.08781550539e-12,-1.15236224812e-11,pol3,5,1,5,Continuum,10
2,1.07251597695e-11,1.60775029998e-11,8.15333791069e-12,8.86510455582e-12,1.31299822064e-11,1.61370773508e-11,2.26119831571e-11,1.74854464975e-11,3.29667787718e-11,8.48567379044e-12,1.73644567569e-11,6.87586419453e-12,1.72925922575e-11,8.48261228737e-12,1.17504435039e-11,0,1.16412591184e-11,1.5365007031e-11,1.35118706558e-11,1.9079382385e-11,1.31396959445e-11,pol3,5,1,90,Continuum,10
3,1.66034812083e-11,2.5292594656e-11,1.16052966861e-11,1.3536046437e-11,2.05149512276e-11,2.3168277896e-11,3.54061516698e-11,2.63722042907e-11,4.75996848038e-11,1.17132741871e-11,2.68224944369e-11,1.01171581597e-11,2.64740279451e-11,1.18670545469e-11,1.83851561847e-11,0,1.83687849055e-11,2.47587829393e-11,2.44920938635e-11,2.8172305766e-11,2.06933550592e-11,pol3,5,1,95,Continuum,10
4,3.39082575744e-11,4.56547442732e-11,2.68458319593e-11,2.84361738502e-11,4.00144306671e-11,4.15484242166e-11,6.95661213769e-11,5.01505821097e-11,8.25416772518e-11,2.26865941139e-11,5.32394805738e-11,2.52732407436e-11,4.8057749375e-11,2.35332426122e-11,3.46081963583e-11,0,3.69164835824e-11,4.75330034719e-11,5.61265028656e-11,5.34139739034e-11,4.92133994105e-11,pol3,5,1,99,Continuum,10
0,85.4741611115,65.7483257174,64.3152561856,66.8230995786,62.5533130926,92.2705019184,54.0914734742,67.6910819655,88.7211682825,63.1568848142,65.4639137811,64.2611093405,69.0984891713,109.250341689,66.8221929942,0,65.1077729699,61.4991358909,75.380286008,68.8167116027,79.0836185103,fitSlo,5,1,1,Peak,10
1,93.9132510029,73.0875368223,71.8502207956,71.6984504703,72.2013412484,94.2441016937,67.9587557661,77.6743433126,101.283508199,72.0363884075,71.3245476205,72.0533799975,74.8937948771,119.305552251,77.2213472342,0,74.7829107491,85.6043131131,76.1150923323,77.6638410324,79.7621643814,fitSlo,5,1,5,Peak,10
2,147.795824949,111.159006722,121.796271925,106.532938118,106.867925786,115.918664907,101.799826101,110.555892967,126.486053776,125.169612338,110.149892686,139.677211364,110.642489354,148.974990671,121.466120913,0,116.296001918,108.454821968,98.1592820605,104.360442119,102.503732061,fitSlo,5,1,90,Peak,10
3,179.203159493,134.805130657,151.505560958,128.197646734,130.153687754,131.649072584,124.969828693,129.857591489,148.509081502,151.724241167,133.094111673,179.374198592,132.82490002,163.685661566,150.051703033,0,137.615055513,127.985456115,114.752003248,120.709523404,118.274783066,fitSlo,5,1,95,Peak,10
4,262.216543734,198.371281411,229.139616963,188.801846238,187.560524907,181.304375807,205.712539357,182.356903616,240.273859963,214.120429035,188.7538837,268.740099833,203.147861493,204.198382203,208.033033941,0,204.812262437,193.938819864,168.065181018,166.859461716,171.129394026,fitSlo,5,1,99,Peak,10
0,69.5838752963,57.0227135873,56.1238444683,51.4164131469,56.3541605663,64.6198942958,47.2740665169,58.5587268216,75.468170761,53.5058949782,55.9433742335,56.7756189244,59.3991275541,98.2375708123,60.786427849,0,59.0809727935,53.8509998974,52.8966213773,47.2988220504,53.163970498,fitSlo,5,1,1,Continuum,10
