,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
2,110.524857926,0,92.6451475083,104.736107853,96.4830592711,86.361029422,109.6255324,94.7166349825,123.421352852,113.638835216,96.930761378,112.167925828,0,96.0022392929,123.075609042,fitSlo,5,2,90,Peak,3
3,130.842373519,0,111.888327514,128.98078379,116.588213041,107.829940249,139.031268423,113.273130962,161.577975212,141.047197629,116.353566355,131.041614692,0,112.797189634,158.129385937,fitSlo,5,2,95,Peak,3
4,202.936050982,0,160.029051801,188.374284244,196.032568252,179.0158562,206.478543978,165.371075741,271.972385047,219.863572003,175.555297662,185.048898636,0,167.882300851,252.428464327,fitSlo,5,2,99,Peak,3
0,66.523597801,0,50.2746080852,52.0139944236,51.2843288937,46.2362903306,49.4103988002,52.7867515016,51.2260681937,57.1902530036,52.4338699477,58.9119225926,0,50.4624205154,54.0602295327,fitSlo,5,2,1,Continuum,3
1,78.9143395713,0,60.9460714166,69.5254136208,61.0291975703,56.1732778441,59.7201583546,67.7562808727,59.0015358023,69.8829258473,64.3947770992,69.6849402047,0,64.0296752673,62.6467219707,fitSlo,5,2,5,Continuum,3
2,457.530033525,0,558.84458762,700.219861018,1116.17737318,701.628336837,229.306156952,464.290521131,518.540927979,743.515298581,502.644227388,331.459504114,0,575.151961569,333.418250804,fitSlo,5,2,90,Continuum,3
3,675.502378188,0,818.723073868,898.172570584,1324.66842906,899.30140483,358.488398776,709.003884958,732.088591944,1049.71781029,712.549086603,496.049081348,0,847.61875877,767.495145253,fitSlo,5,2,95,Continuum,3
4,1072.44240856,0,1390.34232709,1266.98912766,1792.34023589,1280.05083599,723.076817094,1306.5187552,1491.4463125,1561.17333726,1137.20659695,874.178744845,0,1268.95145752,4075.02283302,fitSlo,5,2,99,Continuum,3
0,1.65823420522,0,1.73701370027,1.70781435494,1.73895939598,1.74882024365,1.72544732436,1.82087137845,1.71912532391,1.66434699856,1.72846589329,1.69932373105,0,1.6916184882,1.66606381373,riseNoise,5,2,1,Peak,3
1,1.79003765353,0,1.90002142488,1.85805256035,1.92729000128,1.9194121062,1.8815182958,1.97257823865,1.89448796742,1.79697397103,1.88621837518,1.82787893156,0,1.83991636556,1.80722752899,riseNoise,5,2,5,Peak,3
2,2.33824477108,0,2.70041863552,2.61042100279,2.69528753454,2.72173464134,2.62721727116,2.68960317077,2.66299605849,2.4136118981,2.58615618897,2.46633947683,0,2.56877470287,2.54729566243,riseNoise,5,2,90,Peak,3
3,2.41377745329,0,2.80046828685,2.68718848706,2.791654104,2.81661714703,2.72879485594,2.80325977614,2.75731076772,2.49221386008,2.69014018229,2.56673064048,0,2.67192827372,2.6521270772,riseNoise,5,2,95,Peak,3
4,2.59752314724,0,3.02399384933,2.89252973333,2.94794404788,2.98819224798,2.91115649639,3.03576165799,2.98043380106,2.62616931641,2.88863354539,2.75274956136,0,2.97320219492,2.89927928687,riseNoise,5,2,99,Peak,3
0,0.988227798558,0,0.997128584429,0.985196605975,0.998746176133,0.994324420229,0.988593394635,1.02418994428,0.992112758406,0.952432859168,0.978457057624,1.04232045821,0,0.990912624631,0.982644812674,riseNoise,5,2,1,Continuum,3
1,1.04169260968,0,1.06634904594,1.05737613804,1.05995054854,1.04666739626,1.04100575651,1.10850192544,1.04864008345,1.00593260892,1.04817372477,1.10189949548,0,1.0491896013,1.04069570228,riseNoise,5,2,5,Continuum,3
2,1.41437379311,0,1.54764977021,1.43578794951,1.46987122382,1.41306822847,1.39033543939,1.67358757457,1.43079664714,1.31571931479,1.47010760799,1.53047511738,0,1.4531141094,1.43519931167,riseNoise,5,2,90,Continuum,3
3,1.48946040286,0,1.63872190491,1.50650796898,1.54553225815,1.47807272239,1.4577227618,1.76571457002,1.51227030342,1.36044461812,1.54466944891,1.60733769613,0,1.60773497148,1.55089702435,riseNoise,5,2,95,Continuum,3
4,1.64487527049,0,1.90390253243,1.66957533093,1.70279912236,1.67217248637,1.60643961127,1.98829218873,1.70971786133,1.46805345419,1.72259499712,1.80349886602,0,1.92320582617,1.81125055011,riseNoise,5,2,99,Continuum,3
