,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-2.35180295167e-06,0,-1.27344751893e-07,-9.55682013324e-07,-1.38240223486e-06,-1.0482858888e-06,-7.61657804241e-07,-1.6181838459e-07,-1.13935111453e-06,-1.68134203821e-06,-4.40086585367e-08,-1.47321843298e-07,0,-2.71040310157e-07,-1.63085312385e-06,pol2,5,2,1,Peak,3
1,-8.81795827653e-07,0,2.85126456909e-08,-1.62458043885e-07,-2.32806790439e-07,2.59609318048e-07,1.87052745149e-07,3.22564778491e-08,4.34257112219e-07,4.19013317444e-07,-1.82233388521e-08,4.09053129094e-07,0,-5.3142685913e-08,-2.79275924666e-07,pol2,5,2,5,Peak,3
2,8.70978520385e-07,0,9.65209530172e-07,7.88790239679e-07,7.41220331421e-07,1.02571358586e-06,1.13559825835e-06,8.18702870535e-07,1.25425367644e-06,1.26356179961e-06,8.54952918381e-07,1.71939906454e-06,0,1.48094998862e-06,1.05929309445e-06,pol2,5,2,90,Peak,3
3,1.07092339181e-06,0,1.05181197326e-06,9.06879420117e-07,8.4077961004e-07,1.0986349572e-06,1.21481563048e-06,9.0343567556e-07,1.33513869781e-06,1.3483143735e-06,9.33669254013e-07,1.88006000543e-06,0,1.61500001269e-06,1.18328015344e-06,pol2,5,2,95,Peak,3
4,1.41296895188e-06,0,1.15677440429e-06,1.02133813386e-06,9.56281603708e-07,1.23361374423e-06,1.32687520481e-06,1.05202424212e-06,1.46001727958e-06,1.46164861164e-06,1.02333043757e-06,2.11433002078e-06,0,1.78449952848e-06,1.3468375504e-06,pol2,5,2,99,Peak,3
0,-3.67142952235e-06,0,-2.80358477295e-06,-2.81274170551e-06,-4.14628207761e-06,-2.71019107228e-06,-1.55566895568e-06,-2.74216430234e-06,-2.87407747749e-06,-3.35677421093e-06,-2.36893757774e-06,-3.23746529406e-06,0,-3.90915566656e-06,-1.54018911427e-05,pol2,5,2,1,Continuum,3
1,-1.7973238677e-06,0,-1.40538835045e-06,-1.4809853696e-06,-2.34199125801e-06,-1.47633886928e-06,-6.18372999327e-07,-1.27662655982e-06,-1.18399433823e-06,-1.67843160467e-06,-1.23957164221e-06,-1.34321801808e-06,0,-2.06108855471e-06,-2.87282641206e-06,pol2,5,2,5,Continuum,3
2,5.83856118903e-07,0,3.58114844575e-07,3.26791309517e-07,3.89926346876e-07,3.4010153191e-07,3.30565607482e-07,3.37466917444e-07,3.35604861553e-07,3.25845614866e-07,3.36086661386e-07,5.39496923453e-07,0,5.93541525918e-07,3.98818675691e-07,pol2,5,2,90,Continuum,3
3,8.02929656614e-07,0,4.73784026724e-07,4.29057722364e-07,5.51890158115e-07,4.52364508776e-07,4.24958709003e-07,4.32329045226e-07,4.50703655088e-07,4.22428173382e-07,4.55749184152e-07,7.00458868148e-07,0,7.7975036056e-07,5.09473574069e-07,pol2,5,2,95,Continuum,3
4,1.24014318003e-06,0,7.96957395989e-07,7.31156374664e-07,1.02067765487e-06,7.01747867274e-07,6.44729385026e-07,6.43818204567e-07,6.62800235312e-07,6.28832413969e-07,6.85000598941e-07,9.91098233227e-07,0,1.18021049897e-06,6.25526272367e-07,pol2,5,2,99,Continuum,3
0,-3.0179403749e-11,0,-2.59308171756e-11,-2.2465087427e-11,-2.06690327628e-11,-2.57777101759e-11,-2.83689874822e-11,-2.16386206436e-11,-2.996394894e-11,-3.01803727491e-11,-2.41348785439e-11,-4.25960836474e-11,0,-4.08204667376e-11,-2.95102766855e-11,pol3,5,2,1,Peak,3
1,-2.12071182254e-11,0,-2.15730727285e-11,-1.80855661944e-11,-1.66631406839e-11,-2.20456952516e-11,-2.48308598777e-11,-1.78238577129e-11,-2.65254362411e-11,-2.6892510259e-11,-1.9767229426e-11,-3.63825397256e-11,0,-3.38699688001e-11,-2.35666680509e-11,pol3,5,2,5,Peak,3
2,1.38185821657e-11,0,-1.45997351937e-12,1.91096161981e-12,3.33627551973e-12,-5.84640005606e-12,-6.59577383807e-12,-7.70594253275e-13,-9.99233898554e-12,-9.94109281549e-12,-4.88396443518e-13,-9.37274226243e-12,0,-2.32813778899e-12,2.19968879541e-12,pol3,5,2,90,Peak,3
3,1.91544016179e-11,0,9.39597374537e-13,4.29787110186e-12,6.18188957146e-12,-3.50744139383e-12,-3.84686050634e-12,1.26763971062e-12,-7.50122848894e-12,-6.94824733209e-12,2.44592747575e-12,-5.95051345626e-12,0,1.91197723556e-12,5.89221713871e-12,pol3,5,2,95,Peak,3
4,2.91152653233e-11,0,6.57514495138e-12,1.24049141037e-11,1.20791349818e-11,9.38299886947e-13,1.99458032359e-12,4.84309581965e-12,6.87298780999e-13,1.40871240581e-12,7.31030024598e-12,1.19984170299e-12,0,1.12971505542e-11,1.64741861717e-11,pol3,5,2,99,Peak,3
0,-2.59661720759e-11,0,-1.75049134729e-11,-1.57486692721e-11,-2.76497939685e-11,-1.51041771628e-11,-1.37075193087e-11,-1.50555870401e-11,-1.46032464872e-11,-1.4505079747e-11,-1.45883798375e-11,-2.08515179399e-11,0,-2.57513957331e-11,-1.18114599262e-10,pol3,5,2,1,Continuum,3
1,-1.66276955449e-11,0,-1.03371961122e-11,-9.36039418378e-12,-1.23338578403e-11,-9.6041092913e-12,-9.07406296205e-12,-9.23288600293e-12,-9.69353941933e-12,-8.92405879605e-12,-9.82407145207e-12,-1.44484726859e-11,0,-1.63476329123e-11,-2.09125545241e-11,pol3,5,2,5,Continuum,3
2,2.47537199251e-11,0,1.80304237499e-11,2.03334678398e-11,3.08647605767e-11,2.04630839733e-11,9.07551811797e-12,1.34407367726e-11,1.46112937533e-11,1.94229378186e-11,1.60547854598e-11,1.65238239954e-11,0,2.47593803332e-11,1.0470946027e-11,pol3,5,2,90,Continuum,3
3,3.52544560976e-11,0,2.74495395123e-11,2.89117457671e-11,4.37434472449e-11,2.92603923634e-11,1.29709603997e-11,2.51235437787e-11,2.29526443408e-11,3.09585126187e-11,2.48650078281e-11,2.65660278151e-11,0,3.94195709781e-11,1.39843312108e-11,pol3,5,2,95,Continuum,3
4,6.87890651647e-11,0,5.23550599953e-11,5.32341197348e-11,7.06183217402e-11,5.30107915133e-11,3.03189283571e-11,4.99147012997e-11,5.0532596877e-11,5.76575699762e-11,4.57213508301e-11,5.95699414735e-11,0,7.2467176345e-11,1.95747968302e-11,pol3,5,2,99,Continuum,3
0,86.4254906329,0,63.8131517722,56.9722554366,60.4001078171,57.3137995909,61.2650327523,60.127015908,57.8200350289,70.0535304018,64.647839195,65.0980566596,0,57.2275155104,64.6158263565,fitSlo,5,2,1,Peak,3
1,87.4362558021,0,66.7534722207,77.2104418265,66.6829683703,62.7820416209,66.6005291875,72.9185753749,65.2075708197,76.6976317454,71.0828099892,75.7165486631,0,73.1114875873,69.7462460841,fitSlo,5,2,5,Peak,3
