,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-2.3487630156e-06,-3.25031991051e-07,-3.38196581147e-07,-1.4410553171e-06,-1.24390508912e-06,-1.92879054388e-06,-1.82455288999e-07,-5.98614420346e-08,-1.11576145698e-06,-4.73413735775e-07,-4.68829971346e-06,-3.83577686591e-06,-1.10412470433e-06,-1.27475266606e-06,-3.17567261745e-06,0,-6.93747182623e-08,-2.52703449161e-07,-2.28897292825e-07,-3.97025897465e-07,-2.64454912562e-07,pol2,5,1,1,Peak,8
1,-4.04189427812e-07,7.68802915883e-08,-6.11504130997e-08,-4.53650419414e-07,-2.44240127934e-07,-4.78190681349e-07,4.34918388176e-08,5.80169789701e-09,-4.79409622176e-07,-7.99513781236e-08,-7.914410139e-07,-7.5644182397e-07,-1.87285339646e-07,-9.11200493329e-07,-5.53972190886e-07,0,6.77459875159e-09,1.91925081656e-07,5.60552479626e-08,9.84914056977e-08,-5.20400459954e-08,pol2,5,1,5,Peak,8
2,1.61233865107e-06,1.23855048403e-06,1.19322179634e-06,1.42115445617e-06,1.37731006562e-06,1.39432810642e-06,1.20505342699e-06,1.08048334309e-06,7.28474341402e-07,1.0868180134e-06,8.5494641941e-07,1.36157294044e-06,1.41968601952e-06,6.05942439257e-07,1.78985570074e-06,0,1.05930212377e-06,1.18616147966e-06,9.80826364999e-07,1.03409450211e-06,1.21904190776e-06,pol2,5,1,90,Peak,8
3,1.81849727969e-06,1.35141685853e-06,1.31264870029e-06,1.64338761126e-06,1.54590327216e-06,1.6144156227e-06,1.31652980244e-06,1.1699893633e-06,8.72591251248e-07,1.21783783595e-06,1.03317509961e-06,1.55355425468e-06,1.57291424208e-06,7.87514854937e-07,1.97489879602e-06,0,1.14530160119e-06,1.29131362151e-06,1.08149904483e-06,1.15221373848e-06,1.35820099299e-06,pol2,5,1,95,Peak,8
4,2.11435640106e-06,1.51514277215e-06,1.47840873957e-06,2.00279226552e-06,1.79350067385e-06,1.95405528638e-06,1.48549821495e-06,1.2678746705e-06,1.08572305114e-06,1.42903276518e-06,1.31566755772e-06,1.93341713494e-06,1.81018148978e-06,1.13568989095e-06,2.57759739673e-06,0,1.26304890332e-06,1.44096317755e-06,1.23811628289e-06,1.29883419654e-06,1.53430179415e-06,pol2,5,1,99,Peak,8
0,-2.21870836947e-05,-2.09386382097e-06,-1.40311316884e-06,-1.51290165847e-05,-8.91205844266e-06,-2.22159945873e-06,-3.40945443371e-06,-2.30703129795e-06,-5.40450597237e-06,-1.10469499545e-06,-3.21986609643e-05,-6.93388319701e-06,-1.61723463753e-05,0.0,-8.89552049432e-06,0,-1.76237815649e-06,-2.27297245597e-06,-2.34752009696e-06,-2.35226403101e-06,-2.57994511131e-06,pol2,5,1,1,Continuum,8
1,-5.29038473652e-06,-1.12987300813e-06,-7.04708596761e-07,-2.55547509998e-06,-1.50993029913e-06,-1.33733648476e-06,-1.72530114109e-06,-1.10660008148e-06,-2.57349669492e-06,-6.47564374746e-07,-3.21986609643e-05,-1.15700939854e-06,-2.74006428701e-06,0.0,-1.49285941649e-06,0,-8.12747829143e-07,-1.09979775824e-06,-1.01974281055e-06,-1.23577878971e-06,-1.08147099973e-06,pol2,5,1,5,Continuum,8
2,5.69082373904e-07,4.34701808277e-07,4.71560043967e-07,4.9853265811e-07,5.34534859046e-07,6.53513896856e-07,4.73945088778e-07,4.07635990859e-07,4.08285447539e-07,4.58186520599e-07,3.54000064226e-07,6.3924643726e-07,4.45841661082e-07,0.0,7.02057962872e-07,0,4.2334190227e-07,4.13818439307e-07,4.13691172236e-07,3.36627352431e-07,5.21843879274e-07,pol2,5,1,90,Continuum,8
3,7.19674854034e-07,5.68164920179e-07,6.06773316117e-07,6.78576746173e-07,6.75833792513e-07,8.65901302801e-07,6.31185472528e-07,5.29093001719e-07,5.83166664056e-07,5.8708091049e-07,4.72362911152e-07,8.11792279705e-07,6.04528961168e-07,0.0,8.82054224746e-07,0,5.36824830922e-07,5.37721947279e-07,5.30880817857e-07,4.51239817629e-07,6.89589107157e-07,pol2,5,1,95,Continuum,8
4,9.06732426395e-07,8.27246365652e-07,8.42548006081e-07,9.56772622331e-07,8.68489712265e-07,1.2733194396e-06,9.65586180827e-07,7.6778499315e-07,1.3305255609e-06,8.13609096862e-07,6.10153094655e-07,1.08511171798e-06,8.05370741993e-07,0.0,1.15182639995e-06,0,7.55696328122e-07,7.83476933518e-07,7.64423040201e-07,6.96447774947e-07,1.00122293931e-06,pol2,5,1,99,Continuum,8
