,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-1.24740751583e-07,-5.80721317863e-07,-4.03562385654e-07,-6.30971436405e-07,-2.01177123242e-07,-3.27710122814e-07,-5.33084589355e-07,-4.3180545465e-08,-1.69379537609e-07,-7.79244547089e-07,-1.43102760682e-07,-7.34304334333e-08,-1.03211087159e-06,-3.14460376097e-07,-7.15169019891e-08,-6.12651211042e-07,-3.3374663129e-07,-4.1151305079e-07,-8.85945095532e-08,-4.32936628724e-07,pol2,0,1,1,Peak,2
1,-2.86203325239e-08,3.45330698532e-07,1.12048647279e-07,1.54780993847e-07,7.45616796982e-08,7.57329411709e-08,1.28129095247e-07,4.3392172015e-07,2.11197581529e-07,1.90506661627e-07,-2.75992040051e-08,2.94180898333e-07,2.56694077722e-07,4.27621340185e-07,1.53464417415e-08,1.49009213476e-07,1.34175087056e-07,1.92835105576e-07,3.17704772682e-07,-7.91807324156e-08,pol2,0,1,5,Peak,2
2,7.92798627703e-07,1.34349914249e-06,1.01467551237e-06,1.09816522864e-06,8.59242927771e-07,8.95631293797e-07,1.00076925908e-06,1.28954724647e-06,1.04786068427e-06,1.02194663617e-06,7.70572903014e-07,1.13516185122e-06,1.00457557436e-06,1.24220751844e-06,7.79755031525e-07,1.03460846447e-06,9.1183566839e-07,1.0364347999e-06,1.04977190571e-06,8.18536270422e-07,pol2,0,1,90,Peak,2
3,8.67751734262e-07,1.44401585095e-06,1.106653284e-06,1.19009705968e-06,9.57443668456e-07,9.82101693116e-07,1.07884913881e-06,1.38017957649e-06,1.14522123865e-06,1.09548298266e-06,8.56473077191e-07,1.22695694344e-06,1.0789677778e-06,1.31761603096e-06,8.60645124755e-07,1.11776014987e-06,9.92948284627e-07,1.13049228834e-06,1.11816292035e-06,9.05378429689e-07,pol2,0,1,95,Peak,2
4,9.63987821695e-07,1.6177647123e-06,1.26405033616e-06,1.35061677514e-06,1.09281644093e-06,1.09946811354e-06,1.18437840132e-06,1.55611292302e-06,1.30246008927e-06,1.18264826505e-06,9.55691975441e-07,1.36443410034e-06,1.18328437833e-06,1.4627217566e-06,9.52253574024e-07,1.23426264676e-06,1.13840759234e-06,1.27384357889e-06,1.24353295784e-06,9.93940235675e-07,pol2,0,1,99,Peak,2
0,-2.47472657045e-06,-2.07175877942e-06,-2.77229958246e-06,-6.2413340667e-06,-2.4822681549e-06,-3.15803146366e-06,-1.56413265201e-06,-2.20903490852e-06,-2.18769639992e-06,-2.43060302988e-06,-1.70942694903e-06,-2.38118132807e-06,-2.35422935745e-06,-1.1444086413e-06,-2.4696128911e-06,-1.04809535072e-06,-1.38689735242e-06,-1.78840739487e-06,-1.35679496256e-06,-2.43789675658e-06,pol2,0,1,1,Continuum,2
1,-1.297162112e-06,-1.06683039948e-06,-1.14888584673e-06,-2.62146548876e-06,-1.13821952195e-06,-1.63176232633e-06,-8.01765225273e-07,-1.19651023087e-06,-7.41306167097e-07,-1.19126716936e-06,-7.87215919088e-07,-1.21525808554e-06,-1.21997790488e-06,-3.88330696885e-07,-1.2436830704e-06,-4.23141247164e-07,-4.68065783414e-07,-8.46912708837e-07,-5.57288140477e-07,-1.03722154161e-06,pol2,0,1,5,Continuum,2
2,3.11268358139e-07,3.88353220762e-07,4.17064597191e-07,3.9904369158e-07,3.47529336793e-07,3.15405828367e-07,3.29875069063e-07,3.43711081559e-07,3.75273694123e-07,3.30300360509e-07,3.46870269488e-07,3.28745338904e-07,3.24168012015e-07,3.22436886122e-07,2.47048351124e-07,3.31849419322e-07,3.41518585002e-07,3.4797747935e-07,3.01278295719e-07,3.10130891561e-07,pol2,0,1,90,Continuum,2
3,4.0417224847e-07,5.00189298178e-07,5.30779301167e-07,5.60980614702e-07,4.54139155797e-07,4.31422072355e-07,4.19517926759e-07,4.43115087104e-07,4.78545429402e-07,4.24923051839e-07,4.35891595233e-07,4.61309765548e-07,4.20978742055e-07,4.03195101244e-07,3.38670274681e-07,4.13501460196e-07,4.28635670849e-07,4.48323655164e-07,3.83318084736e-07,4.12275181387e-07,pol2,0,1,95,Continuum,2
4,5.85288943561e-07,7.5259515552e-07,7.4810971232e-07,1.21856019181e-06,6.75103542988e-07,6.35625503938e-07,6.03201492898e-07,6.61784234812e-07,6.82671901899e-07,6.39195799451e-07,5.90889979383e-07,7.34082698066e-07,5.89388048637e-07,5.5880355587e-07,5.34067081605e-07,5.51981299178e-07,5.94125748425e-07,6.37260946631e-07,5.23344703293e-07,6.12668427952e-07,pol2,0,1,99,Continuum,2
