,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-5.44077311631e-06,0,-2.47578373264e-07,-6.04554346929e-07,-1.58567489303e-06,-8.92262048241e-07,-9.00457772027e-07,-2.55466803789e-08,-1.65502266498e-06,-3.76841345738e-07,-1.11711085973e-07,-1.60718354376e-06,0,-2.00513460054e-06,-6.47815208864e-06,pol2,5,2,1,Peak,6
1,-1.03049784171e-06,0,5.46247837731e-08,-1.03007079049e-07,-2.6839137506e-07,2.20415072853e-07,2.2050912275e-07,4.1388165602e-10,4.12059504036e-07,6.64183691961e-08,-2.90157649561e-08,-7.36851550541e-07,0,-9.55938705782e-07,-1.08574208531e-06,pol2,5,2,5,Peak,6
2,7.93363506089e-07,0,9.52700503699e-07,8.06347891392e-07,7.69444718455e-07,1.01240996155e-06,1.1665041708e-06,8.401017409e-07,1.25845185883e-06,1.18175224528e-06,8.79040021217e-07,2.75284729889e-06,0,2.27633038555e-06,1.9959973045e-06,pol2,5,2,90,Peak,6
3,1.00309951336e-06,0,1.04264353206e-06,8.99088234164e-07,8.61813478708e-07,1.09888864654e-06,1.24885393428e-06,9.10811673566e-07,1.34360477782e-06,1.25645516216e-06,9.68616000685e-07,3.19195956587e-06,0,2.73882114712e-06,2.35247662092e-06,pol2,5,2,95,Peak,6
4,1.35645639929e-06,0,1.19171326506e-06,1.02542743513e-06,9.93059413017e-07,1.24951907043e-06,1.34378728948e-06,9.79921297613e-07,1.45049046034e-06,1.3599804643e-06,1.06354360339e-06,3.79896769964e-06,0,3.42660488288e-06,2.83996789713e-06,pol2,5,2,99,Peak,6
0,-3.52687963213e-06,0,-2.44459435303e-06,-2.40150547437e-06,-4.18887389285e-06,-2.77055911833e-06,-1.50322087066e-06,-2.60930116767e-06,-3.03814800458e-06,-3.43497012484e-06,-2.34972956943e-06,-4.56625789061e-06,0,0.0,-1.86042944465e-05,pol2,5,2,1,Continuum,6
1,-1.86837154734e-06,0,-1.3354817588e-06,-1.49607920989e-06,-2.37805077578e-06,-1.54834944517e-06,-6.43451869741e-07,-1.05251661803e-06,-1.25488383863e-06,-1.6804704611e-06,-1.26242411307e-06,-2.47630266169e-06,0,0.0,-3.13196173197e-06,pol2,5,2,5,Continuum,6
2,6.42263197217e-07,0,3.50533473499e-07,3.18144401575e-07,4.27148800677e-07,3.45401358505e-07,3.36304517596e-07,3.30942080718e-07,3.72596395703e-07,3.64200440579e-07,3.67528581171e-07,1.53850431523e-06,0,0.0,8.28010534037e-07,pol2,5,2,90,Continuum,6
3,8.52658833561e-07,0,4.63776525022e-07,4.41712012198e-07,5.7907484758e-07,4.57003837526e-07,4.37992043027e-07,4.40856034939e-07,4.75033931019e-07,4.81693883802e-07,5.00570823812e-07,1.99558882891e-06,0,0.0,1.17133845003e-06,pol2,5,2,95,Continuum,6
4,1.27345010625e-06,0,7.31176943155e-07,6.83616243342e-07,1.1203447849e-06,7.30532243498e-07,6.37797972064e-07,6.85059296567e-07,6.92882347055e-07,7.79896647085e-07,7.12464674064e-07,2.78884463379e-06,0,0.0,1.57523744984e-06,pol2,5,2,99,Continuum,6
0,-2.87346650779e-11,0,-2.57693446301e-11,-2.17226705056e-11,-2.28177673389e-11,-2.61733742195e-11,-2.8986132875e-11,-2.30033478263e-11,-3.05659328504e-11,-3.01644484776e-11,-2.50327667312e-11,-8.06359516624e-11,0,-7.43841603538e-11,-6.24384676147e-11,pol3,5,2,1,Peak,6
1,-1.98391441395e-11,0,-2.10629850591e-11,-1.81429796392e-11,-1.75808807123e-11,-2.18295466927e-11,-2.52186868585e-11,-1.90043179359e-11,-2.67828757552e-11,-2.62234366284e-11,-2.01955168559e-11,-6.50632354143e-11,0,-5.68434504695e-11,-4.94041965776e-11,pol3,5,2,5,Peak,6
2,1.75658563939e-11,0,-1.90358167589e-12,1.35120824287e-12,3.54158670734e-12,-5.26835573701e-12,-7.4710137859e-12,-7.77079381263e-13,-9.86374081701e-12,-6.31187535085e-12,-4.87226354619e-13,8.25726805706e-12,0,1.48354278059e-11,1.56013737924e-11,pol3,5,2,90,Peak,6
3,2.19027814365e-11,0,3.51018050191e-13,3.71535710977e-12,6.38021555568e-12,-3.12711084577e-12,-4.22171265856e-12,1.36397137089e-12,-7.16023452284e-12,-3.76078102203e-12,2.28722152337e-12,1.66077829938e-11,0,2.12065687951e-11,2.34470281705e-11,pol3,5,2,95,Peak,6
4,3.80873616018e-11,0,4.7636492809e-12,8.58689602632e-12,1.29244058466e-11,1.1553789367e-12,3.73447475159e-12,5.32311389755e-12,-1.36621315677e-12,3.7243656426e-13,7.84305339905e-12,3.00829294185e-11,0,3.58663327911e-11,5.57661058572e-11,pol3,5,2,99,Peak,6
0,-2.70626996382e-11,0,-1.60344582283e-11,-1.48618448207e-11,-2.65257969198e-11,-1.57718042442e-11,-1.35741724154e-11,-1.49148036054e-11,-1.65189779271e-11,-1.75828317648e-11,-1.52592116665e-11,-6.70624202814e-11,0,0.0,-2.31225709693e-10,pol3,5,2,1,Continuum,6
1,-1.78490021651e-11,0,-1.00965165556e-11,-9.57124557986e-12,-1.26913599092e-11,-9.8353530408e-12,-9.33489069806e-12,-9.61798859227e-12,-1.03838732033e-11,-1.02589969736e-11,-1.08093251716e-11,-4.30689282236e-11,0,0.0,-3.93800912449e-11,pol3,5,2,5,Continuum,6
2,2.41953720739e-11,0,1.72890146639e-11,2.0807033932e-11,3.13451653051e-11,2.07056805545e-11,9.32987877416e-12,1.25222625096e-11,1.54453802347e-11,1.94188008411e-11,1.68846234329e-11,3.86317860428e-11,0,0.0,3.89575188639e-11,pol3,5,2,90,Continuum,6
3,3.56364145441e-11,0,2.65718718648e-11,2.93472721233e-11,4.49269826188e-11,3.00869184383e-11,1.37037188445e-11,2.00354624203e-11,2.40677464007e-11,3.1053987683e-11,2.52135655022e-11,4.96818654052e-11,0,0.0,4.66371311357e-11,pol3,5,2,95,Continuum,6
4,6.78228447192e-11,0,4.86721278562e-11,4.64581408125e-11,7.31046046406e-11,5.28288001673e-11,3.02363626624e-11,4.48658711127e-11,5.20646807743e-11,5.87648552994e-11,4.42499118102e-11,8.27081352387e-11,0,0.0,5.71381661769e-11,pol3,5,2,99,Continuum,6
0,86.0989669063,0,62.6176051983,55.4166506894,59.8571491952,56.7005030534,61.5033987097,58.0118663766,58.1503208298,71.6287008079,65.4737955993,65.4097544511,0,56.8528706191,62.0948759732,fitSlo,5,2,1,Peak,6
1,87.9424932204,0,66.9077584704,77.8391803038,66.8639045756,62.902211656,66.7216889881,73.0426257442,65.5727714818,77.9341769193,71.3053782325,77.8625796183,0,72.9218209173,69.3036789667,fitSlo,5,2,5,Peak,6
2,110.623453327,0,91.9118909102,100.605230567,96.0685320434,83.3410365207,110.449229309,98.7328507631,120.413730643,116.972492256,93.5542364476,114.09599917,0,94.0672083668,122.039217644,fitSlo,5,2,90,Peak,6
3,127.907909133,0,110.713953946,122.548913217,119.836545393,102.24024614,135.988537954,121.076145558,159.241665119,140.873028546,109.990415052,131.997624721,0,112.471705796,155.398074449,fitSlo,5,2,95,Peak,6
4,193.66034767,0,175.336719211,201.121454317,192.013976517,160.762924529,213.169432965,185.641472234,281.724268827,223.736721047,172.124652056,183.783288282,0,164.567918234,247.902982661,fitSlo,5,2,99,Peak,6
0,66.3668445437,0,50.6841195165,54.777786067,52.5555586324,46.8463628855,51.569574427,53.5739140876,51.5365928451,58.0456788143,52.8088449254,0.827198001468,0,0.100873425959,0.0718746340449,fitSlo,5,2,1,Continuum,6
1,80.6771392363,0,60.8464169566,70.2893420509,61.4505820322,57.2720931453,60.0154149314,65.9075581924,60.0769190382,70.4135190071,64.6996882502,58.5364058048,0,44.9840002313,7.68815628463,fitSlo,5,2,5,Continuum,6
2,544.851955743,0,539.88447619,695.30701978,1070.22709942,731.488203805,238.003683339,436.492771333,535.744300377,742.716626925,497.409278484,358.521627055,0,1111.30891129,897.015977018,fitSlo,5,2,90,Continuum,6
3,784.733802859,0,770.602664484,914.198716861,1307.0773134,906.175847234,361.154144027,757.07153639,760.287708151,1012.90636652,709.642815402,557.607394762,0,5653.27095433,1390.97415473,fitSlo,5,2,95,Continuum,6
4,1158.96522077,0,1392.8367331,1225.81376718,1699.02438993,1254.30457939,715.927569659,1335.55303849,1521.86409952,1502.41913887,1080.69117642,1010.73833456,0,8789.47943985,5776.68300519,fitSlo,5,2,99,Continuum,6
0,1.62900381014,0,1.75039323308,1.73079048497,1.78076972147,1.74787268954,1.74128528072,1.82970311832,1.73060667792,1.65011821041,1.77747306671,1.80311282162,0,1.87479351914,1.81874372072,riseNoise,5,2,1,Peak,6
1,1.80597163873,0,1.93583011288,1.92138422476,1.93059856312,1.98888040969,1.90012471484,1.98142657371,1.91975647932,1.78016452552,1.93080876685,1.95867443669,0,2.04748345703,1.99373697467,riseNoise,5,2,5,Peak,6
2,2.4441758712,0,2.89240352652,2.63362842896,2.77870998284,2.80794998718,2.66192541028,2.74813576829,2.70615663019,2.46061340319,2.64645598567,2.92272582978,0,3.14224525396,3.01783271558,riseNoise,5,2,90,Peak,6
3,2.52750755758,0,3.04481027486,2.75665462949,2.88920248981,2.9208108963,2.76249954209,2.89328454061,2.82412896726,2.54343119422,2.74368146115,3.18136720018,0,3.45181651387,3.2566599867,riseNoise,5,2,95,Peak,6
4,2.67378602855,0,3.40241996593,2.96613821896,3.1470183394,3.16360197168,2.95784545193,3.15424888388,3.05637930934,2.69563686423,2.95869003754,3.75489972912,0,4.20264233081,3.84134656634,riseNoise,5,2,99,Peak,6
0,1.00523544451,0,1.03524237456,1.0000755054,0.992572149395,1.00498605568,1.0102946836,1.05297539189,1.00758733884,0.951263531268,1.01065163937,1.18336984388,0,1.14820022167,1.11718537193,riseNoise,5,2,1,Continuum,6
1,1.07154334382,0,1.11232772219,1.07022901056,1.05327795176,1.0608001184,1.06567833597,1.13587403083,1.07392863021,1.00670776392,1.08643075714,1.28664225817,0,1.26391512374,1.21961001705,riseNoise,5,2,5,Continuum,6
2,1.54649294819,0,1.68450289179,1.54429663637,1.56485971347,1.49075992023,1.46446771549,1.80018991999,1.53717631421,1.31482626389,1.5546120607,2.47916436315,0,9.71110297518,5.73413969431,riseNoise,5,2,90,Continuum,6
3,1.62289422752,0,1.80869595186,1.64860568647,1.6733036468,1.57283942424,1.54652760139,1.9260670766,1.66215474698,1.36416430352,1.64531952249,3.11787920258,0,11.2881733701,6.45154805971,riseNoise,5,2,95,Continuum,6
4,1.87663058641,0,2.24245397939,1.85013757403,1.8873414758,1.78200536029,1.70726206438,2.23480414357,1.9329413513,1.47810586534,1.87734864105,4.84131214869,0,13.6876201131,7.57691160737,riseNoise,5,2,99,Continuum,6
