,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-5.82200539219e-07,-1.3288485359e-06,-7.93106362923e-07,-4.86219737342e-07,-3.7383051468e-07,-2.7481535761e-07,-1.08317129685e-06,-6.8984028217e-07,-1.92059561252e-06,-5.56889010929e-08,-8.76725677456e-07,-3.82207916831e-07,-1.04284780128e-06,-8.50046138738e-07,-2.50665374517e-08,0,-8.7168452425e-08,-9.08348486308e-07,-1.26540651238e-07,-8.80015944883e-07,-2.96087914629e-07,pol2,5,1,1,Peak,12
1,1.38486073343e-07,3.31251032698e-07,1.96577881023e-07,1.19428678315e-07,3.2135602907e-07,-5.20851665104e-08,2.67988553815e-07,1.69250323699e-07,-3.6712123356e-07,1.91330840898e-07,-1.50570775276e-07,8.62815646017e-08,2.56644276016e-07,-6.25325785113e-07,3.87051002256e-07,0,2.53511198668e-07,2.4873872738e-07,1.47923268344e-07,2.19237428103e-07,1.76458398653e-07,pol2,5,1,5,Peak,12
2,1.1270267719e-06,1.1127026505e-06,1.05677435834e-06,9.78562974976e-07,1.06793704496e-06,1.07183095321e-06,1.16648007369e-06,1.01702428633e-06,6.38577368207e-07,1.01502939874e-06,7.12032994962e-07,1.03328091625e-06,1.07900916712e-06,1.785724357e-07,1.21374648489e-06,0,1.03604773333e-06,1.18650819109e-06,9.96128185874e-07,9.93805105229e-07,1.12784391462e-06,pol2,5,1,90,Peak,12
3,1.22548303866e-06,1.18937304982e-06,1.13887907899e-06,1.07425158288e-06,1.14680239869e-06,1.19278482619e-06,1.27333540237e-06,1.10913127007e-06,7.47382612813e-07,1.11323845979e-06,7.86692597544e-07,1.10785294003e-06,1.15285417775e-06,2.86622681469e-07,1.30345657161e-06,0,1.12390186005e-06,1.26743245953e-06,1.09371696487e-06,1.06967255483e-06,1.24045351442e-06,pol2,5,1,95,Peak,12
4,1.35899570343e-06,1.3034730929e-06,1.2727167646e-06,1.1951251478e-06,1.28316686491e-06,1.36649686877e-06,1.40872697106e-06,1.2405092542e-06,9.50540275046e-07,1.26444448368e-06,8.87675242533e-07,1.22156256928e-06,1.27541069761e-06,4.95695514747e-07,1.45259485923e-06,0,1.28103613667e-06,1.41041309211e-06,1.25540037559e-06,1.18542289295e-06,1.40141900119e-06,pol2,5,1,99,Peak,12
0,-1.67240246841e-06,-2.52978030762e-06,-1.44587268139e-06,-1.46922682932e-06,-2.18905146378e-06,-2.16487420317e-06,-3.82415975123e-06,-2.62925152901e-06,-7.03074289853e-06,-1.22387747472e-06,-2.55765236568e-06,-1.44034102922e-06,-2.87371443238e-06,-1.30727172563e-06,-1.69639399077e-06,0,-2.07791935439e-06,-2.3304946261e-06,-2.7624759983e-06,-2.70153634012e-06,-2.49893046945e-06,pol2,5,1,1,Continuum,12
1,-8.54796541993e-07,-1.2912194717e-06,-5.62658181458e-07,-6.24585781044e-07,-1.02765129638e-06,-1.14384045849e-06,-1.96449196633e-06,-1.41657791973e-06,-2.87892001385e-06,-5.10948517677e-07,-1.31346899721e-06,-4.87994110288e-07,-1.49495023387e-06,-5.38569719178e-07,-7.96472167248e-07,0,-9.1084365636e-07,-1.20978819842e-06,-1.16983557766e-06,-1.35267873134e-06,-1.15055240719e-06,pol2,5,1,5,Continuum,12
2,4.05007519275e-07,3.35842701162e-07,3.35134742811e-07,3.48576502596e-07,3.15437155068e-07,4.87375371134e-07,4.19239227567e-07,3.45362847028e-07,3.40127213782e-07,3.46668930761e-07,2.98046647513e-07,3.55579553397e-07,2.27521119746e-07,2.91011999711e-07,3.70003614245e-07,0,3.30039200441e-07,3.86397515518e-07,3.84622042109e-07,3.06293810779e-07,4.17425908983e-07,pol2,5,1,90,Continuum,12
3,5.170376271e-07,4.29124297069e-07,4.27960628406e-07,4.37469293489e-07,3.99642521978e-07,6.39011928523e-07,5.7252020153e-07,4.63224074865e-07,4.96760786676e-07,4.37710157479e-07,3.9041675207e-07,4.33756872659e-07,3.27113110299e-07,3.68887753954e-07,4.63765933361e-07,0,4.16014996378e-07,5.13940021617e-07,4.89028138236e-07,4.0467437277e-07,5.39821055125e-07,pol2,5,1,95,Continuum,12
4,7.40439809812e-07,6.23736122159e-07,5.97070350753e-07,5.97067908006e-07,5.79703235349e-07,9.31484414037e-07,9.30579709879e-07,6.88119087598e-07,1.09209234803e-06,6.38489591932e-07,5.8712518071e-07,5.94537686371e-07,5.07275130529e-07,5.20321939925e-07,6.42148556595e-07,0,5.76593286846e-07,7.67480935678e-07,7.28366684311e-07,6.1672508034e-07,8.13356431523e-07,pol2,5,1,99,Continuum,12
0,-2.84697709266e-11,-2.705572478e-11,-2.64288278973e-11,-2.52510152804e-11,-2.61915205625e-11,-3.16447729775e-11,-2.97647371407e-11,-2.59107732999e-11,-1.99507750028e-11,-2.5661841305e-11,-1.97424189864e-11,-2.60555562966e-11,-2.64000776998e-11,-8.83999461803e-12,-2.9459546723e-11,0,-2.66818313116e-11,-2.9114284937e-11,-2.56118053928e-11,-2.48145529468e-11,-2.93582136095e-11,pol3,5,1,1,Peak,12
1,-2.45818550474e-11,-2.3478396837e-11,-2.20602339456e-11,-2.11872656985e-11,-2.24107425994e-11,-2.51966770341e-11,-2.52614250194e-11,-2.19832382502e-11,-1.42026217303e-11,-2.16186418484e-11,-1.58329530026e-11,-2.22274413155e-11,-2.29400873152e-11,-4.43567469186e-12,-2.53614198893e-11,0,-2.22820802049e-11,-2.48653322034e-11,-2.17127006489e-11,-2.14083381172e-11,-2.47134510526e-11,pol3,5,1,5,Peak,12
2,-5.38243316718e-12,-7.85745089216e-12,-4.71890479952e-12,-4.26722107114e-12,-6.88200685003e-12,-6.3660308733e-14,-6.26368622158e-12,-4.50334129394e-12,6.77835828791e-12,-3.93354365506e-12,1.10639768805e-12,-5.0109872944e-12,-6.73785941896e-12,1.29262135755e-11,-7.81409607849e-12,0,-5.6744047219e-12,-6.29471227632e-12,-3.89108908923e-12,-5.61662716759e-12,-4.45535109945e-12,pol3,5,1,90,Peak,12
3,-3.51681929521e-12,-5.49840800714e-12,-2.51883425057e-12,-2.5583687688e-12,-4.82967101415e-12,2.90092244776e-12,-3.85932044249e-12,-2.21577182608e-12,9.74581116686e-12,-1.89634620998e-12,3.46033671355e-12,-3.11906927011e-12,-4.63624666279e-12,1.52259188792e-11,-5.57198612931e-12,0,-3.49348104542e-12,-3.76097703754e-12,-1.68462933536e-12,-3.36706092464e-12,-2.2744115099e-12,pol3,5,1,95,Peak,12
