,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-9.94718810814e-07,-4.860935623e-07,-7.06452430908e-07,-2.43434934184e-06,-9.89263841476e-07,-5.77654931728e-07,-7.77306161902e-07,-1.95617687874e-06,-1.40170490735e-06,-7.24791908127e-07,-1.70804309381e-06,-8.83483058498e-07,-9.91986828019e-07,-9.02498845879e-07,pol2,4,2,1,Peak,2
1,-2.72815019695e-07,-3.08112846313e-07,1.7441193218e-07,-6.13313285367e-07,-5.98940738486e-07,-2.42897053055e-07,-4.87593440865e-07,-4.03790596716e-07,-6.92217601435e-07,5.1101755934e-07,-3.20403622151e-07,-6.6529190716e-07,-1.66135268351e-07,-1.56060410003e-07,pol2,4,2,5,Peak,2
2,7.78460025504e-07,2.11682299734e-07,6.77332959655e-07,2.19165240888e-07,4.04356007913e-07,6.54186616416e-07,4.44907281725e-07,4.93930961034e-07,1.6052034764e-07,1.22559786803e-06,9.39054502855e-07,2.00657928391e-07,7.54555377698e-07,6.80160399308e-07,pol2,4,2,90,Peak,2
3,8.89592797419e-07,2.82453034052e-07,7.30998629667e-07,3.32422569404e-07,5.37042584583e-07,7.49573642827e-07,5.83569339077e-07,5.87428405617e-07,2.64050433796e-07,1.30689323788e-06,1.02622425177e-06,3.21486759889e-07,8.36475976871e-07,7.63430957467e-07,pol2,4,2,95,Peak,2
4,1.07215292624e-06,4.01916605762e-07,7.99507995639e-07,5.14972115062e-07,7.9276207058e-07,9.05781942391e-07,8.68636332739e-07,7.50927192172e-07,4.91758296531e-07,1.43343037989e-06,1.11122279845e-06,5.50818578378e-07,9.83672201313e-07,8.73497923616e-07,pol2,4,2,99,Peak,2
0,-2.24312167814e-06,-1.49146179345e-06,-1.99699120563e-06,-2.59622259584e-06,-1.41318447202e-06,-2.35677474048e-06,-3.02771586747e-06,-3.34683480413e-06,-4.1219954893e-06,-2.52446480435e-06,-2.94375054935e-06,-1.78164673347e-06,-2.47782715726e-06,-1.50171376484e-06,pol2,4,2,1,Continuum,2
1,-1.15884860646e-06,-7.11052317331e-07,-1.26311713876e-06,-1.47657996013e-06,-6.44215556098e-07,-1.0276642312e-06,-1.32394545634e-06,-1.68757923457e-06,-2.06224754175e-06,-1.39198822197e-06,-1.18821205597e-06,-7.03281806596e-07,-1.28028091391e-06,-6.36606364451e-07,pol2,4,2,5,Continuum,2
2,3.71251922941e-07,1.58721299393e-07,1.94871786448e-07,2.50806014183e-07,2.7359977739e-07,3.05586809265e-07,2.6149086543e-07,2.71092748324e-07,2.66060643403e-07,3.04200002064e-07,2.72184581353e-07,2.66122996379e-07,3.76807390393e-07,3.06792139889e-07,pol2,4,2,90,Continuum,2
3,4.99697191388e-07,2.20968045604e-07,2.70459618451e-07,3.48952944542e-07,3.67563256998e-07,4.1358566425e-07,3.65296213932e-07,3.85150208029e-07,3.88401476126e-07,4.00857786889e-07,3.60605757463e-07,3.66607730559e-07,4.87873996539e-07,3.95311297797e-07,pol2,4,2,95,Continuum,2
4,7.80068040718e-07,3.42323988262e-07,4.26699022725e-07,5.80557767913e-07,5.59197701504e-07,6.0085843915e-07,5.76013055535e-07,6.39068290456e-07,7.51296813671e-07,5.973988666e-07,5.20268071242e-07,5.79648208521e-07,7.15735572472e-07,5.52389411339e-07,pol2,4,2,99,Continuum,2
0,-2.25957646119e-11,-7.53799773013e-12,-1.69927744498e-11,-1.03230401681e-11,-1.54997040264e-11,-1.84788442325e-11,-1.67695895971e-11,-1.53799461255e-11,-9.88896258527e-12,-2.9006163242e-11,-2.49224690613e-11,-1.01759319779e-11,-2.17133519929e-11,-1.91298560814e-11,pol3,4,2,1,Peak,2
1,-1.76099059432e-11,-4.71836850734e-12,-1.45783109103e-11,-5.53698049228e-12,-9.97574349278e-12,-1.39369943605e-11,-1.04805581789e-11,-1.05917108819e-11,-3.95331933206e-12,-2.55320844957e-11,-2.02499499336e-11,-5.02168908326e-12,-1.69907112712e-11,-1.52050145054e-11,pol3,4,2,5,Peak,2
2,4.70440522204e-12,7.3012469631e-12,-3.60934689984e-12,1.24546464236e-11,1.09958682285e-11,5.00386867009e-12,1.01910827934e-11,8.13233562036e-12,1.4158648794e-11,-1.03931752469e-11,-5.24985465394e-13,1.40918547519e-11,2.79001842794e-12,1.90640528342e-12,pol3,4,2,90,Peak,2
3,7.3239643818e-12,8.92162898436e-12,-2.21775492957e-12,1.48254155188e-11,1.41219540872e-11,7.2356064997e-12,1.23802502401e-11,1.06913625147e-11,1.65926532794e-11,-8.62280249562e-12,4.32518942833e-12,1.63303201205e-11,5.14114603904e-12,4.37348385668e-12,pol3,4,2,95,Peak,2
4,1.37424183044e-11,1.2488114489e-11,6.13156778619e-13,2.2199904885e-11,2.1353294229e-11,1.28091693695e-11,1.76808477419e-11,1.81820240202e-11,2.55723777508e-11,-3.1746470204e-12,1.58797134728e-11,2.09586198626e-11,1.12282561952e-11,1.24887763693e-11,pol3,4,2,99,Peak,2
0,-1.65978953314e-11,-7.7706956707e-12,-9.79732194342e-12,-1.25351588964e-11,-1.21217386402e-11,-1.32024050159e-11,-1.37921117704e-11,-1.42932360757e-11,-1.64745383158e-11,-1.27027248288e-11,-1.54309059745e-11,-1.27369773259e-11,-1.58706091502e-11,-1.20757089277e-11,pol3,4,2,1,Continuum,2
1,-1.0822350042e-11,-5.03331780556e-12,-6.02838201664e-12,-7.52492867953e-12,-7.79620839005e-12,-8.89690395722e-12,-7.92823862868e-12,-8.35066527729e-12,-8.42074431937e-12,-8.61239484657e-12,-8.30630244027e-12,-7.90077113364e-12,-1.06364428766e-11,-8.42969559888e-12,pol3,4,2,5,Continuum,2
2,1.50625174194e-11,9.3379159864e-12,1.78568619108e-11,1.91520168061e-11,1.04479400756e-11,1.23221893762e-11,1.53868259123e-11,1.86109539945e-11,2.63964266498e-11,1.84518829099e-11,1.25416180215e-11,1.10660980255e-11,1.64711423729e-11,9.40204475307e-12,pol3,4,2,90,Continuum,2
3,2.40789254585e-11,1.46356451099e-11,2.45268213235e-11,2.74602268458e-11,1.37872650209e-11,2.03566714088e-11,2.478146085e-11,3.0960246204e-11,3.92853785446e-11,2.7506563544e-11,2.05321749327e-11,1.46316147476e-11,2.51199276341e-11,1.36349254859e-11,pol3,4,2,95,Continuum,2
