,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
4,4.44845911115e-11,2.93359820567e-11,3.80539026966e-11,4.86946621505e-11,2.77123799776e-11,4.40973829854e-11,5.12742110073e-11,5.73158242613e-11,7.08406909076e-11,4.97648120106e-11,4.02186772388e-11,3.34819814606e-11,4.83704179843e-11,2.9715357906e-11,pol3,4,2,99,Continuum,2
0,68.5481605991,112.215414966,72.3406754725,94.3106797007,101.185492075,76.866687609,100.584524697,108.162245722,99.4209511966,69.1651779587,61.5974454639,115.545079824,72.0273659026,66.4769048771,fitSlo,4,2,1,Peak,2
1,74.7119153025,115.724474096,78.1963977362,103.505611477,107.198943459,85.8901658778,106.781608623,114.746004649,101.549766849,77.1499780758,63.2849901558,124.936944186,85.368221761,72.3751277578,fitSlo,4,2,5,Peak,2
2,100.626305924,133.283214415,106.308226407,121.895475028,145.046637477,105.5678715,155.374863691,146.777101451,121.56310935,100.114936034,128.62976582,155.426254264,105.801821603,127.045640489,fitSlo,4,2,90,Peak,2
3,121.124373891,146.956444818,129.185889925,138.197840555,166.321715478,124.23451269,188.857848632,170.25670913,138.705026087,113.066736967,166.123709915,170.404527413,123.441638318,165.083420585,fitSlo,4,2,95,Peak,2
4,182.331891526,198.476424072,207.240377754,187.067660386,232.070683927,170.439070091,274.149703977,218.029647501,191.900663729,155.068566579,404.778056607,207.895875751,179.837074447,260.913549384,fitSlo,4,2,99,Peak,2
0,52.7285493718,100.382608144,64.4237950361,87.1496642989,91.5468631713,66.5201351351,94.6572634433,97.1640239891,87.2377824515,62.43051319,43.733604491,112.538117816,64.3141367569,58.4680736403,fitSlo,4,2,1,Continuum,2
1,66.8536338823,109.708580152,72.8957528968,96.3377646835,99.4995562546,78.9021783069,102.968611148,107.342867412,95.9358263222,73.8857831584,54.5870022933,121.931423498,76.0289483154,66.1448293952,fitSlo,4,2,5,Continuum,2
2,479.270114112,571.91684194,1126.85763923,711.940490455,257.663794627,405.177614525,563.764005042,716.998688062,992.951524955,565.861913941,530.654090284,347.548663384,614.583355032,228.527730788,fitSlo,4,2,90,Continuum,2
3,704.911591516,836.479942581,1349.64496674,923.385355435,382.965887682,668.081065898,781.1847818,987.148985858,1266.18182049,721.016155167,845.879117185,512.180577743,856.99822305,389.219143625,fitSlo,4,2,95,Continuum,2
4,1047.96221087,1438.79593588,1768.12613275,1364.2363397,706.41135078,1201.54075922,1522.37343353,1519.48353007,1704.595151,961.530633899,1871.28696418,874.641202679,1334.58112217,706.126030349,fitSlo,4,2,99,Continuum,2
0,1.74264811114,1.39288847007,1.58511529365,1.40557211854,1.3600756629,1.53641175433,1.37568194738,1.43844859791,1.46455978703,1.642555794,1.62034064655,1.35412619614,1.52296283975,1.64583794105,riseNoise,4,2,1,Peak,2
1,1.89114135797,1.50145403229,1.72044114108,1.51210739866,1.49991030481,1.73577897579,1.48826202196,1.53485919862,1.57544909456,1.78801802252,1.77305038418,1.43542979892,1.66990729171,1.77709920447,riseNoise,4,2,5,Peak,2
2,2.61048745573,1.98629375297,2.38108528622,1.9522233344,1.96626791572,2.40998671923,1.93768598208,1.95415435833,2.09280373839,2.36790417791,2.60394311812,1.8402325469,2.24699823032,2.43853989071,riseNoise,4,2,90,Peak,2
3,2.71178702218,2.08652236928,2.50611936208,2.01665267757,2.02692346169,2.49771706971,1.99576869571,2.00872639647,2.16872620853,2.44270709303,2.77040621721,1.90198211863,2.31194151258,2.53564643763,riseNoise,4,2,95,Peak,2
4,2.90413702248,2.39850941156,2.86129496812,2.15948617919,2.16258122468,2.74840654621,2.16141199015,2.11950763389,2.30569575389,2.60125437959,3.08625927703,2.07350870675,2.44799357859,2.70552708637,riseNoise,4,2,99,Peak,2
0,0.992869969446,0.931205566202,0.942741186128,0.902890869342,0.871320586242,0.972611692281,0.919009038832,0.944558824882,0.937759233868,0.987133648528,1.01938392256,0.946962435041,0.94951000394,0.981183522012,riseNoise,4,2,1,Continuum,2
1,1.05351780907,0.987321610659,1.00417078027,0.976733745078,0.966475049218,1.06540719844,0.984116813516,0.990707875911,1.00229640043,1.03847118849,1.09075071386,1.00735372368,0.995822440733,1.03136553607,riseNoise,4,2,5,Continuum,2
2,1.48321999116,1.43113627401,1.47513100204,1.2615222916,1.27581614983,1.57984495839,1.28069230187,1.25754405558,1.37605298314,1.41931191865,1.73148677436,1.36401608313,1.33441229364,1.38673612543,riseNoise,4,2,90,Continuum,2
3,1.56426508626,1.58468161388,1.73411586373,1.33084660167,1.33556982633,1.66537077052,1.33885843882,1.31173960781,1.44910194136,1.49029392544,1.88126313242,1.43413567558,1.40543297419,1.44587921343,riseNoise,4,2,95,Continuum,2
4,1.74158522723,1.94842662147,2.24703855474,1.48447783428,1.47812332892,1.85552315949,1.4731432241,1.40723264417,1.59418352445,1.63998476263,2.25280866432,1.61821539847,1.53629975269,1.58272761402,riseNoise,4,2,99,Continuum,2
