,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-1.41905374006e-06,0,0,-8.07322005612e-07,-1.241539708e-06,-1.07966309988e-06,-6.23999266233e-07,-1.80137259092e-07,0,-1.7290969386e-06,0,-2.24006618671e-07,0,-8.48403764694e-08,-1.74781624516e-06,pol2,5,2,1,Peak,1
1,-7.63340729244e-07,0,0,-1.38136432103e-07,-2.08954552007e-07,2.66856291452e-07,1.52629618845e-07,-3.18994107722e-08,0,4.28419188902e-07,0,3.58926831823e-07,0,-3.39765016411e-08,-3.01033447085e-07,pol2,5,2,5,Peak,1
2,9.23303313639e-07,0,0,7.94621083768e-07,7.10659526716e-07,1.0108961521e-06,1.02971392234e-06,8.0077046407e-07,0,1.2908608979e-06,0,1.72719048566e-06,0,1.47314453267e-06,1.09771349872e-06,pol2,5,2,90,Peak,1
3,1.12434577239e-06,0,0,8.85832872188e-07,8.15098432901e-07,1.0890781644e-06,1.10241677843e-06,8.85271805622e-07,0,1.37335356839e-06,0,1.88081693661e-06,0,1.60779044767e-06,1.23059683659e-06,pol2,5,2,95,Peak,1
4,1.44112255349e-06,0,0,1.01146541281e-06,9.5854154975e-07,1.20072269478e-06,1.19822216646e-06,1.00357368379e-06,0,1.49628579983e-06,0,2.13326742035e-06,0,1.74296730081e-06,1.41037458073e-06,pol2,5,2,99,Peak,1
0,-3.67078696273e-06,0,0,-2.88557472797e-06,-4.33921348518e-06,-2.54147360826e-06,0.0,-2.47843990461e-06,0,-3.25669011361e-06,0,-2.96132298204e-06,0,-4.43538495053e-06,-2.20668869065e-06,pol2,5,2,1,Continuum,1
1,-1.86997180663e-06,0,0,-1.54170493612e-06,-2.41189868033e-06,-1.51095486354e-06,0.0,-1.05293340798e-06,0,-1.59634776453e-06,0,-1.20233971414e-06,0,-2.14148169682e-06,-1.00168927956e-06,pol2,5,2,5,Continuum,1
2,5.63083460111e-07,0,0,3.18067027072e-07,3.6691805564e-07,3.46214020356e-07,0.0,3.30990972047e-07,0,3.23654590577e-07,0,5.63868261447e-07,0,6.33545189366e-07,4.93156282073e-07,pol2,5,2,90,Continuum,1
3,7.94309083611e-07,0,0,4.42726517819e-07,5.15754963436e-07,4.49736451333e-07,0.0,4.35080399441e-07,0,4.27372853039e-07,0,7.38076938857e-07,0,8.3359696682e-07,6.38670477982e-07,pol2,5,2,95,Continuum,1
4,1.25085601862e-06,0,0,7.12881612857e-07,1.02718391256e-06,6.76427047346e-07,0.0,6.48892960351e-07,0,6.27158030732e-07,0,1.0366205051e-06,0,1.36058438772e-06,9.33245593601e-07,pol2,5,2,99,Continuum,1
0,-2.96022044145e-11,0,0,-2.24206578874e-11,-2.05095403308e-11,-2.52055530049e-11,-2.56943064189e-11,-2.17202689293e-11,0,-3.13166022223e-11,0,-4.29801420753e-11,0,-4.28564115632e-11,-3.14842652258e-11,pol3,5,2,1,Peak,1
1,-2.19712284989e-11,0,0,-1.80750391549e-11,-1.6431764049e-11,-2.14376883099e-11,-2.24274767296e-11,-1.76478236123e-11,0,-2.7295081227e-11,0,-3.65852836489e-11,0,-3.45818120001e-11,-2.45606019522e-11,pol3,5,2,5,Peak,1
2,1.27213164786e-11,0,0,1.64065388666e-12,3.21480713561e-12,-5.89083813995e-12,-5.77953332166e-12,3.62938702233e-13,0,-1.03354933909e-11,0,-8.48895066594e-12,0,-2.39236597253e-12,2.88996671011e-12,pol3,5,2,90,Peak,1
3,1.74363910282e-11,0,0,3.80304710064e-12,5.92909898195e-12,-3.96105944179e-12,-3.07725438915e-12,2.71690986423e-12,0,-8.19332917479e-12,0,-4.95066677084e-12,0,1.09344342133e-12,6.44010531612e-12,pol3,5,2,95,Peak,1
4,2.74439935893e-11,0,0,9.90691233856e-12,1.42240988175e-11,8.80315186936e-13,1.65628657142e-12,7.62038972884e-12,0,1.03066747734e-13,0,1.9725753839e-12,0,8.53520991151e-12,1.66599006325e-11,pol3,5,2,99,Peak,1
0,-2.60289640171e-11,0,0,-1.56460915996e-11,-2.63550245446e-11,-1.51563526677e-11,-88887.11112,-1.43697950363e-11,0,-1.37894860649e-11,0,-2.18973361168e-11,0,-2.96448787328e-11,-1.9608451258e-11,pol3,5,2,1,Continuum,1
1,-1.66546330581e-11,0,0,-9.64099574764e-12,-1.14204936663e-11,-9.61377701811e-12,-88887.11112,-9.48629983255e-12,0,-9.2125489194e-12,0,-1.53776267155e-11,0,-1.75470731662e-11,-1.3390388167e-11,pol3,5,2,5,Continuum,1
2,2.53173117605e-11,0,0,2.12918874307e-11,3.2041297411e-11,2.04965985145e-11,-88887.11112,1.23919031624e-11,0,1.90358492051e-11,0,1.61778618262e-11,0,2.68625928378e-11,1.42917344144e-11,pol3,5,2,90,Continuum,1
3,3.66349066891e-11,0,0,3.12069351273e-11,4.56969236797e-11,3.00532560133e-11,-88887.11112,2.03691214741e-11,0,3.00312160357e-11,0,2.41754353848e-11,0,4.12538887738e-11,2.0552680699e-11,pol3,5,2,95,Continuum,1
4,7.31062638568e-11,0,0,5.7656898675e-11,7.55310426874e-11,4.93498950337e-11,-88887.11112,4.70730268302e-11,0,5.76730908238e-11,0,5.63177928121e-11,0,8.08450882097e-11,4.3374707991e-11,pol3,5,2,99,Continuum,1
0,86.6890061954,0,0,59.0802773278,56.5312007021,55.1154354605,61.9400166162,59.7736410812,0,69.4356165309,0,65.4294829865,0,56.0423841044,63.9265610386,fitSlo,5,2,1,Peak,1
1,87.6970503745,0,0,77.3040884455,66.5943260646,62.8651693623,68.0916752674,72.9701406742,0,76.7212135525,0,75.3102987905,0,73.239077757,69.6867792497,fitSlo,5,2,5,Peak,1
2,111.206880728,0,0,104.790950475,94.5820890524,86.0181554095,110.353792283,98.1798671005,0,113.52545015,0,111.601621155,0,95.9480298717,124.540050283,fitSlo,5,2,90,Peak,1
3,128.254027844,0,0,128.380421619,116.237778966,104.027977197,139.768492223,118.726696634,0,138.779906179,0,131.134731692,0,113.193246926,161.800290425,fitSlo,5,2,95,Peak,1
4,195.468173604,0,0,230.457515291,171.248881504,164.311460324,213.122024804,207.442070418,0,216.082484906,0,178.04684285,0,167.238612023,264.434633995,fitSlo,5,2,99,Peak,1
0,65.1185442799,0,0,52.5890966678,51.4686962796,47.6434972239,54.4872488732,55.9792983658,0,59.6570090414,0,58.9866913304,0,51.2956128007,53.4599345249,fitSlo,5,2,1,Continuum,1
1,78.8571164542,0,0,68.6362167478,60.8957635355,57.0334567482,62.3752599928,68.0753826359,0,70.2580539119,0,70.2733320433,0,63.9961150087,62.1634432661,fitSlo,5,2,5,Continuum,1
2,487.523699826,0,0,698.824703551,1079.5066341,718.694192878,10809.7904105,385.53039426,0,727.394338368,0,320.375029657,0,610.502573655,231.263647917,fitSlo,5,2,90,Continuum,1
3,693.60228244,0,0,896.588507353,1314.12683382,882.300428826,13053.929574,703.075006508,0,1023.96659971,0,487.718716817,0,873.914288281,362.446616715,fitSlo,5,2,95,Continuum,1
4,1094.92969371,0,0,1224.537398,1746.14657117,1266.29453832,21559.5719643,1280.37182838,0,1537.1214202,0,869.027612717,0,1310.29474726,668.742241886,fitSlo,5,2,99,Continuum,1
0,1.64469042361,0,0,1.63289458723,1.71907947189,1.66570158653,1.65566868737,1.74890586099,0,1.63429273374,0,1.68736686576,0,1.66333962907,1.66325286073,riseNoise,5,2,1,Peak,1
1,1.77384885192,0,0,1.82594315256,1.88245813992,1.86632420598,1.78638687516,1.90411106259,0,1.75796961237,0,1.81745187726,0,1.80606274292,1.79647621429,riseNoise,5,2,5,Peak,1
2,2.32809109253,0,0,2.5629112651,2.63928579329,2.7598288477,2.79969670775,2.65088499987,0,2.37199150542,0,2.49787893561,0,2.5083150069,2.48592972603,riseNoise,5,2,90,Peak,1
3,2.39943984161,0,0,2.6458781155,2.74956639422,2.83298270528,2.87334762699,2.75894843463,0,2.4633858831,0,2.60529067926,0,2.5833128215,2.57859699067,riseNoise,5,2,95,Peak,1
4,2.55868509183,0,0,2.81667858687,2.90357481511,2.997884712,3.02089334269,3.02463459749,0,2.63723151321,0,2.81828198329,0,2.74353542542,2.76098610567,riseNoise,5,2,99,Peak,1
0,0.973781410434,0,0,0.983259833791,0.971552257342,0.973973689387,0.940939458623,0.999158712495,0,0.936689976577,0,1.02185917298,0,0.963806108178,0.956616822711,riseNoise,5,2,1,Continuum,1
1,1.0253309971,0,0,1.03288831962,1.026785789,1.02393831082,0.992378616223,1.07267892696,0,0.986838243868,0,1.08287410215,0,1.01301601723,1.01163666274,riseNoise,5,2,5,Continuum,1
2,1.37786365431,0,0,1.37140282525,1.37393170981,1.36698654712,1.32151556497,1.59125901114,0,1.29071998767,0,1.53942923039,0,1.3239387759,1.33766639046,riseNoise,5,2,90,Continuum,1
3,1.44860043204,0,0,1.42686995647,1.43170471419,1.425552673,1.38461753873,1.71671017074,0,1.33691863009,0,1.62651289374,0,1.38005533885,1.39095137067,riseNoise,5,2,95,Continuum,1
4,1.59979549765,0,0,1.55773176949,1.55017111657,1.57645847901,1.5296047586,1.99868353297,0,1.43494113824,0,1.80631670351,0,1.49364512891,1.49504295991,riseNoise,5,2,99,Continuum,1
