,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-3.23529554259e-07,-2.79502429276e-07,-1.96631523939e-07,-6.00394617349e-07,-1.87564638049e-07,-3.80412478073e-07,-4.31965037154e-07,-6.01309629023e-07,-1.84623937633e-07,-8.70955675981e-07,-3.9765746717e-07,-6.62027807399e-08,-1.03692484742e-06,-3.66366395948e-07,-1.45589205852e-07,-3.93325138849e-07,-2.37020158331e-07,-1.81482838214e-07,-3.37462338325e-08,-5.59141626297e-07,pol2,0,1,1,Peak,3
1,-6.37054697496e-08,2.88463787194e-07,1.13748668491e-07,1.48754767448e-07,6.83820099871e-08,9.19937297155e-08,9.26004324058e-08,4.45396884956e-07,2.28204021803e-07,2.17457039717e-07,-6.81570855092e-08,2.99103823791e-07,2.56620790575e-07,4.15935943521e-07,-3.3178246235e-08,9.10817266865e-08,1.26004742685e-07,2.10110660083e-07,3.23267411784e-07,-9.92426520729e-08,pol2,0,1,5,Peak,3
2,7.9514768341e-07,1.29707834333e-06,1.02790617865e-06,1.09447650671e-06,8.46015830933e-07,8.77997521416e-07,1.00961531721e-06,1.29215470388e-06,1.0408240949e-06,1.01653995611e-06,8.0178800643e-07,1.16200176011e-06,1.00536366633e-06,1.2292546753e-06,7.59657606294e-07,1.02316078932e-06,8.94016065618e-07,1.03331114049e-06,1.05302947283e-06,8.06581323492e-07,pol2,0,1,90,Peak,3
3,8.77877740169e-07,1.4142730862e-06,1.12863333544e-06,1.19494505768e-06,9.32261303938e-07,9.68854685097e-07,1.10141979148e-06,1.37916847255e-06,1.1455035071e-06,1.11285418419e-06,8.9340489627e-07,1.2656964955e-06,1.07488870502e-06,1.31225224362e-06,8.28783574714e-07,1.10500187774e-06,9.70688875217e-07,1.12634249035e-06,1.1602743513e-06,8.95828430306e-07,pol2,0,1,95,Peak,3
4,9.63486896915e-07,1.61255023837e-06,1.30922482947e-06,1.31652311462e-06,1.07768553578e-06,1.08593537004e-06,1.20940774679e-06,1.51853281465e-06,1.30656687875e-06,1.24749280367e-06,1.02459980782e-06,1.40613698845e-06,1.19228344249e-06,1.45680394854e-06,9.19037386146e-07,1.2099374532e-06,1.10266876588e-06,1.26223443729e-06,1.29874032566e-06,9.9072723282e-07,pol2,0,1,99,Peak,3
0,-2.36915331639e-06,-1.88553434094e-06,-2.84280390488e-06,-5.38358200026e-06,-2.66150334554e-06,-3.28108069088e-06,-1.68625691459e-06,-2.16359361929e-06,-2.15992878773e-06,-2.86124050518e-06,-1.84106478201e-06,-2.34005419817e-06,-2.40560426751e-06,-1.15593555961e-06,-2.5186162349e-06,-1.0924839358e-06,-1.25203708892e-06,-1.55462153246e-06,-1.40214037457e-06,-2.47033082328e-06,pol2,0,1,1,Continuum,3
1,-1.35123345685e-06,-1.04208062725e-06,-1.15112492546e-06,-2.51821854346e-06,-1.11339417436e-06,-1.79447001829e-06,-8.14542005167e-07,-1.11109094583e-06,-7.60555298737e-07,-1.32816699346e-06,-8.03920446954e-07,-1.19437460863e-06,-1.16316599396e-06,-3.9669577974e-07,-1.27071480197e-06,-4.29780973763e-07,-5.18826497074e-07,-8.16057712779e-07,-6.42315143348e-07,-1.17979691643e-06,pol2,0,1,5,Continuum,3
2,3.11995630939e-07,4.0009363622e-07,4.101382736e-07,4.04550053521e-07,3.41225835686e-07,3.23809640781e-07,3.18922657761e-07,3.55113835716e-07,3.77127525139e-07,3.58438081035e-07,3.48798094673e-07,3.40499959331e-07,3.26967611072e-07,3.12196280487e-07,2.61005015474e-07,3.29400937906e-07,3.49259623945e-07,3.62633927487e-07,2.91231333522e-07,3.11000488504e-07,pol2,0,1,90,Continuum,3
3,4.08844822805e-07,5.02583177787e-07,5.23635250014e-07,5.68484076831e-07,4.51516763724e-07,4.35178277517e-07,4.11417374027e-07,4.60826182006e-07,4.66202717693e-07,4.59119766498e-07,4.55755257715e-07,4.73332375509e-07,4.09123983396e-07,3.97658061501e-07,3.60532096226e-07,4.00781305428e-07,4.32334716736e-07,4.6492851081e-07,3.72953893602e-07,4.1342533104e-07,pol2,0,1,95,Continuum,3
4,6.00536516628e-07,7.35640317968e-07,7.66641642283e-07,1.40979875444e-06,6.7707344464e-07,7.1011959946e-07,5.80304785207e-07,6.48958323709e-07,6.54537341885e-07,6.49379324815e-07,6.37544640838e-07,7.76106263891e-07,5.72021865146e-07,5.37874784051e-07,5.46485443566e-07,5.27227962099e-07,5.83676609797e-07,6.65370599753e-07,5.49837024014e-07,6.14357648068e-07,pol2,0,1,99,Continuum,3
