,576,592,594,598,600,608,610,624,626,640,644,646,656,662,664,674,688,690,692,696,Cut,DS,Module,Percentage,Range,SubDS
0,-5.13380162699e-07,-2.53202340745e-07,-3.72124152142e-07,-7.39822138539e-07,-1.90219283341e-07,-4.02509400042e-07,-5.48699624129e-07,-5.61227111407e-07,-2.32532152345e-07,-7.31858390229e-07,-3.46523335649e-07,-7.30387459151e-08,-6.50268054796e-07,-3.89444363505e-07,-3.07996288134e-08,-7.14282800878e-07,-2.35679608164e-07,-3.35190539885e-07,-2.3759173783e-07,-9.03756747384e-07,pol2,0,1,1,Peak,30
1,1.2196770621e-07,3.55186167411e-07,1.17126616707e-07,1.82984975162e-07,1.39239646359e-07,9.77808512983e-08,1.28718811375e-07,4.16010289349e-07,1.85903004039e-07,1.68652333497e-07,-6.25290531456e-08,3.22518708299e-07,3.02223458953e-07,3.70271717135e-07,-1.12365271548e-08,1.73221041977e-07,1.27942185056e-07,1.89507529036e-07,3.12392160689e-07,-1.5872210961e-07,pol2,0,1,5,Peak,30
2,9.19224021277e-07,1.30464395622e-06,1.01629412613e-06,1.16231670093e-06,9.37938317218e-07,9.04487309975e-07,9.97358722179e-07,1.32918687508e-06,1.07047099566e-06,1.0092888733e-06,7.6800322244e-07,1.16146971002e-06,1.03258676308e-06,1.18952293144e-06,7.64033804868e-07,1.09978587325e-06,9.83987773443e-07,1.07647622757e-06,1.10380937795e-06,8.46623363885e-07,pol2,0,1,90,Peak,30
3,9.91810539592e-07,1.39411285448e-06,1.1087291866e-06,1.2666303032e-06,1.02659147735e-06,9.89323735097e-07,1.0758104225e-06,1.42176508518e-06,1.17065969508e-06,1.08017870808e-06,8.55216731975e-07,1.25252691173e-06,1.11110241575e-06,1.27358874517e-06,8.26459882071e-07,1.18419261198e-06,1.07640623587e-06,1.18816503652e-06,1.20826168827e-06,9.39752693607e-07,pol2,0,1,95,Peak,30
4,1.10377839858e-06,1.54329359202e-06,1.25778981953e-06,1.39954878492e-06,1.17040508483e-06,1.11403261879e-06,1.16320518042e-06,1.58315700947e-06,1.33151166975e-06,1.17332465379e-06,9.73590019673e-07,1.42274885411e-06,1.2436924294e-06,1.43299222805e-06,9.10482304644e-07,1.29119267192e-06,1.22016037734e-06,1.3400618167e-06,1.34901911548e-06,1.06570293248e-06,pol2,0,1,99,Peak,30
0,-2.44365639202e-06,-2.04382955411e-06,-2.91235596995e-06,-6.22053404047e-06,-2.51048406305e-06,-3.09102623494e-06,-1.62426882684e-06,-2.33689586261e-06,-2.41330176165e-06,-2.36039512014e-06,-1.85071266629e-06,-2.27529839916e-06,-2.32674508231e-06,-1.23441999719e-06,-2.50514464808e-06,-1.10913903976e-06,-1.54413119843e-06,-1.87918719895e-06,-1.86753924989e-06,-2.80472533721e-06,pol2,0,1,1,Continuum,30
1,-1.17703401211e-06,-1.07999588999e-06,-1.17403994679e-06,-2.68997921791e-06,-1.06685492057e-06,-1.72441377509e-06,-8.31845308208e-07,-1.16444736001e-06,-7.76951916884e-07,-1.19257439097e-06,-8.31805807025e-07,-1.14363591503e-06,-1.22761150606e-06,-3.91750329987e-07,-1.19077879485e-06,-4.44992851917e-07,-5.37551049962e-07,-9.09895203238e-07,-6.96406618491e-07,-1.35964027875e-06,pol2,0,1,5,Continuum,30
2,3.24748732827e-07,3.76409390396e-07,4.17247156738e-07,4.10710417442e-07,3.40436560366e-07,3.20916364378e-07,3.12923005648e-07,3.65205414536e-07,3.98827719123e-07,3.53820716716e-07,3.41865935506e-07,3.47349348573e-07,3.21404573796e-07,3.11889514836e-07,2.54569743298e-07,3.52548875318e-07,3.94702772142e-07,3.86201705881e-07,3.28623107781e-07,3.36430393983e-07,pol2,0,1,90,Continuum,30
3,4.12707295325e-07,4.92480535039e-07,5.35569940203e-07,5.74779588802e-07,4.43015694714e-07,4.3194635615e-07,4.05032505895e-07,4.74993342788e-07,5.04876013508e-07,4.46962813486e-07,4.36520564206e-07,4.77596560731e-07,4.13761301143e-07,3.94662302298e-07,3.52853073361e-07,4.26797335921e-07,4.95672036261e-07,5.05240544177e-07,4.32477753031e-07,4.42097174333e-07,pol2,0,1,95,Continuum,30
4,6.11043359784e-07,7.68939183367e-07,7.75096409685e-07,1.26885749467e-06,6.69831572162e-07,6.77013718666e-07,5.84356798646e-07,6.93978941613e-07,7.04487265295e-07,6.29111734231e-07,6.18677462204e-07,7.92855122796e-07,5.89229247455e-07,5.45028913333e-07,5.55348228421e-07,5.84680185408e-07,6.82172600565e-07,7.08251858274e-07,6.10912123909e-07,6.76336008482e-07,pol2,0,1,99,Continuum,30
