,1106,1110,1120,1124,1128,1170,1172,1174,1176,1204,1208,1298,1302,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,86.8353892976,0,65.5733346899,63.3790164273,59.5500481554,57.7405681908,60.5639005297,58.3227930181,57.5137403077,68.7515202438,62.1625654693,66.5122756864,0,59.0465219689,0,fitSlo,5,2,1,Peak,9
1,87.8464625902,0,66.9469578841,78.0805785654,66.7560961656,62.8293166186,66.6672841989,73.0947036614,65.4293768989,76.7269636904,71.2925597563,76.7651321453,0,73.0186669628,0,fitSlo,5,2,5,Peak,9
2,111.685324,0,89.1689278477,107.615260445,93.3301783534,85.8018729727,110.1403177,95.8305157324,122.421960355,114.213846288,93.4218360969,110.439154363,0,94.9222585944,0,fitSlo,5,2,90,Peak,9
3,128.682589464,0,105.941590008,130.692656642,113.695096643,101.75695053,136.606413788,114.393361004,162.235138772,140.427083322,111.319674584,129.42753123,0,113.063745953,0,fitSlo,5,2,95,Peak,9
4,189.560435826,0,160.534074982,202.566960429,177.068443768,163.69158241,203.016006558,190.848773849,260.178773405,203.633047235,171.036317801,172.910047206,0,170.338874668,0,fitSlo,5,2,99,Peak,9
0,66.0408211557,0,50.2881051515,53.6459520635,52.5048045111,48.5276191671,52.0166594853,53.2366281127,51.9646621198,59.2725933917,53.1900760438,58.3485650426,0,50.8058865846,0,fitSlo,5,2,1,Continuum,9
1,78.9030195995,0,60.8961369053,69.5218492497,61.4652366286,57.0731357821,59.9678978403,67.0662165205,59.550792994,70.2243144424,64.0077148831,70.8415063219,0,64.2226457868,0,fitSlo,5,2,5,Continuum,9
2,453.694402051,0,583.328238813,693.110984743,1106.60008278,705.457134839,227.297815983,407.021853577,521.126805687,750.099143811,500.76988302,320.957256151,0,603.156081691,0,fitSlo,5,2,90,Continuum,9
3,673.441792413,0,857.144692967,914.683288951,1341.97735979,905.682550625,353.337920709,680.830308343,745.600889442,1066.5638149,708.648842716,488.086475733,0,855.218730477,0,fitSlo,5,2,95,Continuum,9
4,1068.50748767,0,1438.27098072,1261.13448008,1743.37153187,1261.76460719,711.403182656,1211.44291263,1466.00060954,1540.960317,1133.28624065,857.511420557,0,1264.45682743,0,fitSlo,5,2,99,Continuum,9
0,1.63732476658,0,1.70476205272,1.66378463628,1.74458128218,1.74771713907,1.72108217913,1.80820111357,1.71490792567,1.64435311293,1.72959795332,1.68384952555,0,1.68069703775,0,riseNoise,5,2,1,Peak,9
1,1.78743903764,0,1.88213594733,1.82632858615,1.91611280683,1.92169331015,1.88080903184,1.9915040243,1.88646485984,1.77913929718,1.89637972003,1.82086871463,0,1.85857306599,0,riseNoise,5,2,5,Peak,9
2,2.33836273847,0,2.67561263504,2.55232731231,2.63443109631,2.74511461988,2.62779509153,2.68596871045,2.65003778737,2.39788044315,2.61177314341,2.49702862595,0,2.53779941402,0,riseNoise,5,2,90,Peak,9
3,2.413419874,0,2.76731614518,2.64670019048,2.72692358509,2.8382808365,2.73180883544,2.81288983157,2.75822467422,2.47857625003,2.7183414356,2.60494842203,0,2.63277499567,0,riseNoise,5,2,95,Peak,9
4,2.58667856436,0,2.97654494331,2.81040351232,2.89605270743,3.04463041441,2.92309847941,3.10473389674,2.96664707319,2.61006424053,2.95441648647,2.80520723684,0,2.84130328987,0,riseNoise,5,2,99,Peak,9
0,0.986819325085,0,0.983479553198,0.994322729802,0.993078529409,0.992533236497,0.982115985673,1.03885997775,0.990123431229,0.947470623671,0.97297878053,1.04500060745,0,0.986726027314,0,riseNoise,5,2,1,Continuum,9
1,1.04259862608,0,1.05644243005,1.05466288611,1.04865389376,1.04544746108,1.04265344162,1.12053874179,1.04795979821,1.00103767825,1.04369155033,1.10575487585,0,1.04390259602,0,riseNoise,5,2,5,Continuum,9
2,1.40652931021,0,1.51508596846,1.4106828973,1.42240480379,1.4163709364,1.39769392894,1.67038740476,1.42806516657,1.29910266594,1.48503676873,1.53568647358,0,1.4387698851,0,riseNoise,5,2,90,Continuum,9
3,1.47193021557,0,1.59882745212,1.47835287737,1.49589071211,1.48605006382,1.47031289433,1.78811433841,1.50720966876,1.34819572274,1.56198093204,1.6122283941,0,1.54090924845,0,riseNoise,5,2,95,Continuum,9
4,1.64927978797,0,1.80127179794,1.60099653563,1.64918389719,1.68683597048,1.6358165829,2.11315627279,1.72399678344,1.42812308861,1.75136110863,1.81323903619,0,1.77565530168,0,riseNoise,5,2,99,Continuum,9
