,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-9.08759346687e-07,-5.03140796883e-07,-5.75544341009e-07,-9.29531849857e-07,-1.02051773485e-06,-3.94694882088e-07,-7.73262803561e-07,-1.6964028438e-06,-2.01696393183e-06,-6.03698231283e-07,-2.31091833076e-06,-9.02648256748e-07,-1.27769496403e-06,-8.97975108644e-07,pol2,4,2,1,Peak,4
1,-2.9660822506e-07,-3.13314023809e-07,1.43440996404e-07,-6.051467344e-07,-5.83917652616e-07,-2.04244008849e-07,-4.81015546061e-07,-4.47201323241e-07,-6.89845278004e-07,5.20982433557e-07,-4.40589467346e-07,-6.56321265722e-07,-2.1947912575e-07,-1.640579172e-07,pol2,4,2,5,Peak,4
2,7.14869728275e-07,1.87990995489e-07,6.44294071197e-07,2.36103320695e-07,4.25256648325e-07,6.82968117035e-07,4.39941940187e-07,4.89328971559e-07,1.64439791042e-07,1.24816323602e-06,9.27914505767e-07,2.0961649628e-07,7.67493048063e-07,6.70990698822e-07,pol2,4,2,90,Peak,4
3,8.25066476916e-07,2.48117585667e-07,6.98085438523e-07,3.37551510381e-07,5.72142289577e-07,7.9362984571e-07,5.81894275187e-07,6.01034120694e-07,2.65656736453e-07,1.32681294141e-06,1.01590571941e-06,3.27030781463e-07,8.80357654478e-07,7.48366043611e-07,pol2,4,2,95,Peak,4
4,1.01518314474e-06,3.89311053242e-07,7.73179354573e-07,5.88058340381e-07,8.53323374258e-07,9.50030956279e-07,8.91596792687e-07,7.37763287072e-07,4.63875693747e-07,1.44008066385e-06,1.12288722428e-06,5.79047712608e-07,1.04826493982e-06,8.54035775885e-07,pol2,4,2,99,Peak,4
0,-1.43806669356e-05,-1.08805369378e-05,-1.00806716521e-05,-2.60783676155e-06,-1.49393083389e-06,-2.21296046504e-06,-2.57728035222e-06,-3.15709786938e-06,-3.61314167787e-06,-2.67898130624e-06,-3.14848507089e-06,-1.79159731264e-06,-3.02438372896e-06,-1.32564199949e-06,pol2,4,2,1,Continuum,4
1,-2.4545354703e-06,-1.84622478944e-06,-1.72825205546e-06,-1.4385537292e-06,-6.26893652447e-07,-1.05518430703e-06,-1.10222480379e-06,-1.60218646947e-06,-2.07879130903e-06,-1.39693506749e-06,-1.21085122936e-06,-7.57275952614e-07,-1.39984795459e-06,-6.09612665738e-07,pol2,4,2,5,Continuum,4
2,3.05695075885e-07,1.34268942969e-07,1.92322504648e-07,2.59590001502e-07,2.56845695108e-07,3.09143466036e-07,2.68680101567e-07,2.74497029127e-07,2.70585321878e-07,3.06325552323e-07,2.78002970331e-07,2.58324658811e-07,4.04541398871e-07,3.09550286147e-07,pol2,4,2,90,Continuum,4
3,4.01402992477e-07,1.73283011711e-07,2.68758701478e-07,3.68224363896e-07,3.59183348952e-07,4.07422057065e-07,3.59149939835e-07,3.93209065532e-07,3.85873034535e-07,4.07867338352e-07,3.70207483276e-07,3.54803373906e-07,5.12086263968e-07,3.99569212715e-07,pol2,4,2,95,Continuum,4
4,5.3891641167e-07,2.40093046363e-07,5.83405696462e-07,6.13247975681e-07,5.65629204284e-07,6.0371622773e-07,5.86339562961e-07,6.31594369406e-07,7.1333761862e-07,5.92764321868e-07,5.4629514752e-07,5.36260915671e-07,7.84104759465e-07,5.75242511835e-07,pol2,4,2,99,Continuum,4
0,-2.1754373946e-11,-7.85945779199e-12,-1.66291232374e-11,-1.09825669005e-11,-1.74326260162e-11,-1.90849619927e-11,-1.79945684161e-11,-1.46408341933e-11,-9.25070319363e-12,-2.88381129122e-11,-2.33089462539e-11,-1.06561230007e-11,-2.35853209738e-11,-1.86890573758e-11,pol3,4,2,1,Peak,4
1,-1.63069100926e-11,-3.97190111376e-12,-1.39936099763e-11,-5.55944924704e-12,-1.07294186602e-11,-1.52063934286e-11,-1.04074664982e-11,-1.10747183518e-11,-4.34016316576e-12,-2.58643704901e-11,-1.98589380235e-11,-5.05401541209e-12,-1.80312028353e-11,-1.46754217928e-11,pol3,4,2,5,Peak,4
2,5.18022640258e-12,7.47176262049e-12,-2.94835837621e-12,1.2823979459e-11,1.08299876073e-11,3.79056972522e-12,1.00702101966e-11,9.22833092254e-12,1.33959072347e-11,-1.04778332011e-11,-1.82969963103e-13,1.41092760819e-11,2.47812158903e-12,1.85301968045e-12,pol3,4,2,90,Peak,4
3,7.85153627268e-12,8.95180875761e-12,-1.52450566465e-12,1.49739289302e-11,1.39451649389e-11,6.64195549907e-12,1.22352268805e-11,1.17492536505e-11,1.61298563714e-11,-8.37276127833e-12,7.17537659996e-12,1.61587031405e-11,5.40234860046e-12,4.24185820818e-12,pol3,4,2,95,Peak,4
4,1.36091024327e-11,1.17708329166e-11,9.54245223723e-13,2.15190282696e-11,2.17576430774e-11,1.10137296283e-11,1.73205620384e-11,1.83180501054e-11,2.19085164657e-11,-2.56974215443e-12,2.40333306724e-11,2.12478159113e-11,1.11831053699e-11,1.04351880551e-11,pol3,4,2,99,Peak,4
0,-8.15913444306e-11,-3.57070850343e-11,-6.65562043625e-11,-1.33855064051e-11,-1.21415357498e-11,-1.29078495215e-11,-1.40378124791e-11,-1.47197549127e-11,-1.70137717303e-11,-1.29040528003e-11,-1.47324837044e-11,-1.1897034993e-11,-1.69717935743e-11,-1.26294841631e-11,pol3,4,2,1,Continuum,4
1,-1.39332199766e-11,-6.16403405577e-12,-1.16798535604e-11,-8.03820436743e-12,-7.79827999154e-12,-8.88045953912e-12,-7.99352423207e-12,-8.51947017593e-12,-8.56208879377e-12,-8.63697040777e-12,-8.41479765971e-12,-7.73385235491e-12,-1.10478974195e-11,-8.60063142684e-12,pol3,4,2,5,Continuum,4
2,1.69888700333e-11,1.03782273855e-11,1.61327218948e-11,1.9209557924e-11,1.01584725012e-11,1.28670832104e-11,1.38778713873e-11,1.90596254432e-11,2.62084821367e-11,1.83052913377e-11,1.38062289206e-11,1.16037061843e-11,1.80375983487e-11,9.09060706865e-12,pol3,4,2,90,Continuum,4
3,2.96674717514e-11,1.91804012853e-11,2.20443016981e-11,2.84142899913e-11,1.36158480885e-11,2.13957805716e-11,2.15637292833e-11,3.05461421631e-11,3.91465036184e-11,2.79336360374e-11,2.21615666856e-11,1.5735735755e-11,2.86124085468e-11,1.30282208235e-11,pol3,4,2,95,Continuum,4
