,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
4,4.9082310294e-11,4.90040703986e-11,3.05597916527e-11,5.11661056782e-11,3.07085781214e-11,4.31741915041e-11,4.4650102439e-11,5.65692001962e-11,6.47880992126e-11,5.30142570063e-11,4.42570507429e-11,3.49515141218e-11,5.75715596485e-11,2.58303533294e-11,pol3,4,2,99,Continuum,4
0,73.6883242738,110.068766153,70.8248635189,94.7704073956,100.485020904,67.9164346489,100.692055632,107.185812754,97.6014324687,66.1496239659,61.3725784632,116.812154925,69.3231516961,66.4748181951,fitSlo,4,2,1,Peak,4
1,74.3783815438,115.575341085,78.3369840187,103.687237405,106.859879604,85.8492491863,106.459764856,115.27426197,101.447533808,76.6898839754,63.571598179,125.860448819,85.1564788971,72.5085187333,fitSlo,4,2,5,Peak,4
2,99.250886966,133.2311311,106.754759687,119.693070772,145.239723662,109.31264126,159.427878062,152.484135221,120.126847638,102.155473998,126.497393124,154.882126707,108.473273332,127.556407899,fitSlo,4,2,90,Peak,4
3,119.11032928,145.71448301,129.117179178,136.736319266,170.826286368,127.489288875,192.374929384,173.7877273,136.454405235,116.487411511,173.301380804,170.506836568,123.754275165,165.620071933,fitSlo,4,2,95,Peak,4
4,183.853937845,184.982243088,195.117300096,194.448710723,234.589394678,185.909477643,280.107317367,244.990135266,183.6120172,152.513376544,297.409369263,209.00404651,196.931971401,264.238981581,fitSlo,4,2,99,Peak,4
0,0.800373827614,9.09747500798,0.0648475713576,87.5471180294,92.9707045295,64.0268911226,94.6822002297,97.7065219357,86.8310763337,63.7262827156,42.028794873,112.196951085,62.6913264066,56.4649662725,fitSlo,4,2,1,Continuum,4
1,26.5921643352,26.8484494529,17.2606050032,96.4548899758,99.6780678569,77.5790820205,103.680918582,108.248917451,95.4679395233,73.6691116774,54.7036866336,122.276418583,75.9772161692,65.4309493931,fitSlo,4,2,5,Continuum,4
2,599.149763768,781.764349655,1235.71448824,725.937440855,255.515045701,381.131780863,544.327836592,740.33428332,989.264423726,588.829019767,521.389045557,345.949601851,578.972698899,234.370276418,fitSlo,4,2,90,Continuum,4
3,821.85582985,1262.80807271,1346.71269498,906.538150514,362.961352489,630.926091038,734.849088582,1020.06790841,1257.0071826,729.148943989,829.066848418,502.04135547,815.575712288,377.320880538,fitSlo,4,2,95,Continuum,4
4,1068.3890774,1409.42651098,1759.89985223,1262.84902837,686.456714807,1101.07656862,1459.53619716,1519.55482137,1700.18127269,951.952336642,1703.27075596,903.22516079,1338.55192767,665.798230407,fitSlo,4,2,99,Continuum,4
0,1.76320715917,1.38768961425,1.57573636349,1.37460094637,1.3516141458,1.48658970395,1.38284329198,1.4172432781,1.47933113619,1.69161284925,1.5762621069,1.34916841736,1.55244883139,1.67091702642,riseNoise,4,2,1,Peak,4
1,1.93186796209,1.50146754911,1.72968038798,1.51009919013,1.48542384898,1.72148712399,1.49184383551,1.52180210636,1.58876290242,1.81263033237,1.76799136515,1.44106153825,1.67804048511,1.7939932136,riseNoise,4,2,5,Peak,4
2,2.63136391012,2.02714802425,2.40747393582,1.9599387897,1.96189488667,2.39793915376,1.94113437904,1.96309118885,2.09840782437,2.42083216846,2.65061533202,1.85129868506,2.2372321761,2.45887462697,riseNoise,4,2,90,Peak,4
3,2.7334290312,2.14696392579,2.51215587247,2.02859851806,2.02337502056,2.50082991557,1.99841802548,2.01083245939,2.18043305589,2.4989151401,2.80576781157,1.91814574856,2.3132048322,2.55405054502,riseNoise,4,2,95,Peak,4
4,2.94865855367,2.46773090631,2.87678329048,2.15408009057,2.18593572754,2.69128728318,2.14405137112,2.12537520355,2.29491850938,2.66375696912,3.15432299676,2.06755843572,2.45547341043,2.72257717061,riseNoise,4,2,99,Peak,4
0,0.992728015437,0.929112053816,0.953087910148,0.89626972249,0.900254988206,0.952642823944,0.912223416532,0.941087665476,0.934810165486,0.974697636429,1.02550669438,0.949535957425,0.944275084535,0.984016014803,riseNoise,4,2,1,Continuum,4
1,1.05483185579,0.986402669764,1.00693098227,0.975586257125,0.972740941377,1.04680065634,0.979868683188,0.990796336494,0.999911150137,1.0413403038,1.09725000901,1.0098280089,0.997316168028,1.03582968973,riseNoise,4,2,5,Continuum,4
2,1.55531574565,1.57363148323,1.76671655556,1.25829983342,1.26969569051,1.54362748495,1.27442981789,1.25693254665,1.36848094138,1.45839011622,1.76632752919,1.36387001349,1.35184076854,1.39415403715,riseNoise,4,2,90,Continuum,4
3,2.37161592953,5.63938065582,7.64358816835,1.32847359386,1.33219997144,1.64791889572,1.33515546291,1.3080580919,1.4318190367,1.52743191961,1.90270303697,1.43338915042,1.42014367323,1.45226763781,riseNoise,4,2,95,Continuum,4
4,3.8533404969,7.97284251987,9.38501271394,1.50052398111,1.48323217879,1.86776124878,1.4669861854,1.39909226139,1.56592454667,1.70016971344,2.24561711793,1.58291849402,1.53685907629,1.59112314381,riseNoise,4,2,99,Continuum,4
