,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-8.32037335626e-07,-8.93577604426e-07,-7.48026624625e-07,-5.08862975339e-07,-2.12727096671e-07,-2.22450624007e-07,-8.3210548124e-07,-9.83850675659e-08,0,-1.6837439676e-07,-8.11699282109e-07,-2.5628922548e-07,-1.00934163739e-06,-9.93162480221e-07,1.41674611919e-07,0,-1.43857947958e-09,-9.78532801947e-08,0,-1.13176173726e-06,-1.21054845494e-07,pol2,5,1,1,Peak,3
1,1.99693474989e-07,3.3201733474e-07,2.34813035812e-07,1.24473283721e-07,3.18448754645e-07,-4.48289348426e-08,2.02677230717e-07,2.87002674247e-07,0,1.65121922488e-07,-1.3853445173e-07,4.49019692957e-08,1.90371377743e-07,-6.38989947943e-07,4.5891125883e-07,0,2.49890230711e-07,2.85858176739e-07,0,2.81901430707e-07,1.87382680119e-07,pol2,5,1,5,Peak,3
2,1.14095326679e-06,1.11376064218e-06,1.06553221599e-06,9.76970513464e-07,1.08124776259e-06,1.06310757024e-06,1.1641091327e-06,1.10437541896e-06,0,9.88379320428e-07,7.21264917095e-07,1.00061429641e-06,1.03878676382e-06,1.80464690213e-07,1.32741158726e-06,0,1.0690093106e-06,1.21184327731e-06,0,1.03884301242e-06,1.10620436593e-06,pol2,5,1,90,Peak,3
3,1.23555224084e-06,1.18551237995e-06,1.15235493994e-06,1.059961356e-06,1.15729570886e-06,1.17344597837e-06,1.26635047396e-06,1.18888514696e-06,0,1.09949605681e-06,7.70614851214e-07,1.09021673664e-06,1.11133207485e-06,3.22753849582e-07,1.42466282164e-06,0,1.15134530095e-06,1.29948163691e-06,0,1.11525073696e-06,1.19779805046e-06,pol2,5,1,95,Peak,3
4,1.36403484741e-06,1.30703707526e-06,1.30270844524e-06,1.18791737345e-06,1.31502478261e-06,1.32074389523e-06,1.38416156263e-06,1.32049318187e-06,0,1.30324660103e-06,8.52487015164e-07,1.17050616734e-06,1.23243005773e-06,4.69923791253e-07,1.60106719972e-06,0,1.27840997799e-06,1.45704998654e-06,0,1.23238786765e-06,1.39725271434e-06,pol2,5,1,99,Peak,3
0,-1.85097076925e-06,-2.30763673897e-06,-1.46588013554e-06,-1.55343523871e-06,-2.1718027262e-06,-1.99579439857e-06,-3.43519223982e-06,-2.6773631941e-06,0,-1.01247450793e-06,-2.444497522e-06,-1.30582175477e-06,-2.49796042071e-06,-1.20993879071e-06,-1.84396906863e-06,0,-1.75371163745e-06,-2.52719021806e-06,0,-2.5741197443e-06,-2.5963776989e-06,pol2,5,1,1,Continuum,3
1,-7.54596015682e-07,-1.22697832588e-06,-5.51616742464e-07,-5.73941446176e-07,-1.0586768124e-06,-1.048136387e-06,-1.79264494626e-06,-1.32017239698e-06,0,-5.14878406627e-07,-1.32876581272e-06,-5.12535888556e-07,-1.3347520937e-06,-5.08893085092e-07,-9.55931403766e-07,0,-8.5390187672e-07,-1.30372540935e-06,0,-1.49018583678e-06,-1.20819500272e-06,pol2,5,1,5,Continuum,3
2,3.84335739477e-07,3.34071378491e-07,3.55131498109e-07,3.58335912672e-07,3.23467826395e-07,4.37480466581e-07,4.06000307092e-07,3.44472626018e-07,0,3.64317340738e-07,2.98142283918e-07,3.23317331912e-07,2.46520117294e-07,3.09103281271e-07,3.66500284778e-07,0,3.44610163978e-07,3.7253194545e-07,0,2.91777026881e-07,4.24360640797e-07,pol2,5,1,90,Continuum,3
3,5.13678626464e-07,4.22473637062e-07,4.53249329207e-07,4.55179043022e-07,4.18488608334e-07,6.05394825722e-07,5.61894469309e-07,4.63490620776e-07,0,4.61517802985e-07,4.16122170985e-07,4.08125853794e-07,3.36304979145e-07,4.04386253935e-07,4.72032479941e-07,0,4.36257454423e-07,4.69384260426e-07,0,4.03298457768e-07,5.34276911623e-07,pol2,5,1,95,Continuum,3
4,7.06705026551e-07,6.13880312987e-07,5.96518196551e-07,6.17470083415e-07,5.70415492891e-07,8.98701062008e-07,9.54600634751e-07,6.67460253558e-07,0,6.5550884601e-07,6.20990528563e-07,5.62629584042e-07,5.93774805454e-07,6.21501974031e-07,6.64699005736e-07,0,5.82831403787e-07,6.69999318998e-07,0,6.83122048073e-07,7.2214505932e-07,pol2,5,1,99,Continuum,3
