,578,580,582,592,598,600,608,610,626,632,640,648,664,672,690,692,Cut,DS,Module,Percentage,Range,SubDS
0,-9.98155885312e-07,-9.12040973962e-07,-1.60780906537e-07,-3.95537742751e-06,-1.24972207589e-07,-4.2766944386e-07,-4.25806628738e-07,-5.22909462265e-08,-1.01864213878e-06,-1.48697756596e-07,-5.92811153017e-07,-3.06345073946e-07,-4.83007331172e-08,-1.35779384924e-06,-8.38582063995e-07,-2.32363080694e-07,pol2,1,1,1,Peak,29
1,2.49190325898e-07,-6.89514673231e-07,2.56322130757e-07,-7.24264998584e-07,3.39415293032e-07,1.04204729889e-07,1.03725295377e-07,3.27562370774e-07,-1.72584013569e-07,1.76998093064e-07,-1.02105379458e-07,7.47865134449e-08,3.17913106088e-09,3.36024859836e-07,2.97247598821e-07,5.10976156245e-08,pol2,1,1,5,Peak,29
2,1.04227699842e-06,1.74390415792e-07,1.07220921581e-06,8.52417878604e-07,1.15678014418e-06,9.83120848717e-07,9.61293188154e-07,1.05474759722e-06,7.09863059538e-07,1.00286448868e-06,7.43479087919e-07,1.0163187839e-06,9.2783669149e-07,1.07444895842e-06,1.01587058488e-06,8.93703974757e-07,pol2,1,1,90,Peak,29
3,1.12138122136e-06,2.8000598605e-07,1.16673520181e-06,9.27408974817e-07,1.24899703925e-06,1.07150973564e-06,1.04558404941e-06,1.13764851523e-06,8.08288223748e-07,1.09002871248e-06,8.14582418304e-07,1.08423974084e-06,9.99446502558e-07,1.15404411904e-06,1.0907336922e-06,9.92796333343e-07,pol2,1,1,95,Peak,29
4,1.22163756753e-06,5.17553685417e-07,1.31800934651e-06,1.02355897613e-06,1.39218764882e-06,1.21137709473e-06,1.17634206306e-06,1.27248538384e-06,9.39481545018e-07,1.23554616664e-06,9.13929893792e-07,1.18693059698e-06,1.0990402398e-06,1.27575312125e-06,1.19749021144e-06,1.11817194398e-06,pol2,1,1,99,Peak,29
0,-2.7480832151e-06,-1.25149103537e-06,-1.71033963419e-06,-2.52236738679e-06,-1.99583202469e-06,-2.59962303598e-06,-1.33429524274e-06,-1.93308865466e-06,-2.60457625793e-06,-1.13761276587e-06,-2.57511343157e-06,-1.20228883212e-06,-1.75894922857e-06,-2.39057455768e-06,-2.89656346602e-06,-2.69415153646e-06,pol2,1,1,1,Continuum,29
1,-1.26232348424e-06,-6.52175743271e-07,-8.55795461616e-07,-1.34652338202e-06,-9.28017335939e-07,-1.25530160389e-06,-5.8469273737e-07,-9.36012501224e-07,-1.34966667292e-06,-5.38699188644e-07,-1.27054085495e-06,-4.92702338454e-07,-8.58159150694e-07,-1.28926467085e-06,-1.51319486233e-06,-1.26949659993e-06,pol2,1,1,5,Continuum,29
2,3.3153175881e-07,3.26960386814e-07,3.43807089258e-07,3.00286738164e-07,3.4202314101e-07,3.14719124246e-07,3.519384447e-07,3.1628351734e-07,3.39459422476e-07,3.61516128628e-07,3.04518867586e-07,3.44170461529e-07,3.44631281972e-07,3.04558352231e-07,3.20781269531e-07,3.21039351574e-07,pol2,1,1,90,Continuum,29
3,4.14465373376e-07,4.42466463866e-07,4.29377246132e-07,3.99591871039e-07,4.42066492695e-07,4.2404222077e-07,4.47777468294e-07,4.08753313556e-07,4.57181789736e-07,4.69128213658e-07,4.05373368461e-07,4.28528837086e-07,4.57772852801e-07,3.94675627623e-07,4.26943518484e-07,4.18443874391e-07,pol2,1,1,95,Continuum,29
4,6.33474530289e-07,6.80849945964e-07,6.13403237245e-07,5.99668668287e-07,6.52766347684e-07,6.30194345643e-07,6.37533775682e-07,5.72390963404e-07,6.79281039304e-07,6.73040714298e-07,6.12713329382e-07,5.9042370773e-07,6.9676764338e-07,6.00066233983e-07,6.34960995325e-07,6.13050626104e-07,pol2,1,1,99,Continuum,29
