,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
0,-8.72851311038e-07,-5.22363981075e-07,-6.08460983648e-07,-1.62429175234e-06,-9.90162482894e-07,-6.89807041177e-07,-8.09029493508e-07,-2.03259679858e-06,-1.63052186409e-06,3.3804029231e-08,-1.59260214636e-06,-9.3375762301e-07,-7.52855253764e-07,-9.58280735445e-07,pol2,4,2,1,Peak,5
1,-2.92757515574e-07,-3.20980095242e-07,1.5124882538e-07,-6.18316986466e-07,-5.61137415969e-07,-1.55806781242e-07,-4.86665665445e-07,-4.30729167117e-07,-6.93672481894e-07,5.27697093818e-07,-2.75512289704e-07,-6.9316105158e-07,-1.6692133529e-07,-1.64936147041e-07,pol2,4,2,5,Peak,5
2,7.50376826286e-07,1.94137227733e-07,6.44773268432e-07,2.21020362887e-07,4.25349985948e-07,6.35814598344e-07,4.53359111217e-07,4.77309178433e-07,1.41128652004e-07,1.24638130742e-06,9.39542716595e-07,2.00203633792e-07,7.79518294615e-07,6.72054291862e-07,pol2,4,2,90,Peak,5
3,8.73098513564e-07,2.54244064464e-07,7.00737429585e-07,3.34858319435e-07,5.61286747311e-07,7.39532191969e-07,6.01929651791e-07,5.84476379129e-07,2.3677409516e-07,1.32680838369e-06,1.01756936687e-06,3.23744955693e-07,8.87554666722e-07,7.65266041732e-07,pol2,4,2,95,Peak,5
4,1.07284010504e-06,3.7837247715e-07,7.83334841839e-07,5.34103754087e-07,8.09445656101e-07,8.78626754335e-07,8.49481363678e-07,7.50742217402e-07,4.29368207298e-07,1.43475264832e-06,1.13304880928e-06,5.51308193015e-07,1.0542869563e-06,8.73568112254e-07,pol2,4,2,99,Peak,5
0,-2.23984554473e-06,-1.33989101448e-06,-2.11042467774e-06,-2.65286540287e-06,-1.27241105076e-06,-2.27882737308e-06,-2.97605640965e-06,-3.57637087468e-06,-3.91169838108e-06,-2.61506467721e-06,-3.14207853014e-06,-1.97353013294e-06,-2.77758380222e-06,-1.65218656481e-06,pol2,4,2,1,Continuum,5
1,-1.17434403686e-06,-6.50942806335e-07,-1.27323270513e-06,-1.49136512901e-06,-6.35222621476e-07,-9.82643667386e-07,-1.18964987038e-06,-1.67297524063e-06,-2.08732736275e-06,-1.38595014297e-06,-1.23937754676e-06,-8.0766575742e-07,-1.37379931282e-06,-6.42787324347e-07,pol2,4,2,5,Continuum,5
2,3.66527316322e-07,1.62167727919e-07,1.87286828722e-07,2.62833488014e-07,2.56186737629e-07,3.01609905676e-07,2.51580621972e-07,2.65677528915e-07,2.65931032989e-07,3.01118412313e-07,2.76554301941e-07,2.66082505251e-07,4.07764489141e-07,3.14078126646e-07,pol2,4,2,90,Continuum,5
3,5.06780564451e-07,2.26986991465e-07,2.56402666391e-07,3.78949858481e-07,3.53103633176e-07,4.15954345879e-07,3.58822481876e-07,3.73407665136e-07,3.83891833585e-07,4.11592140619e-07,3.56093048665e-07,3.67290415011e-07,5.37043884754e-07,3.9563058077e-07,pol2,4,2,95,Continuum,5
4,7.89100680296e-07,3.35773830201e-07,4.36213989091e-07,6.20269967539e-07,4.99222660471e-07,6.0574427271e-07,5.47909253013e-07,5.90826667328e-07,7.37774235376e-07,6.06995915661e-07,5.20824501217e-07,5.54059886365e-07,8.13548622142e-07,5.61174557814e-07,pol2,4,2,99,Continuum,5
0,-2.30431170447e-11,-6.96757726626e-12,-1.66154467019e-11,-1.03134310204e-11,-1.58313285579e-11,-1.79456380613e-11,-1.72834959729e-11,-1.51222638617e-11,-8.93751777286e-12,-2.86931989506e-11,-2.47243040755e-11,-9.85161667107e-12,-2.22969405292e-11,-1.88702024708e-11,pol3,4,2,1,Peak,5
