,584,592,598,608,610,614,624,626,628,632,640,648,658,660,662,672,678,680,688,690,694,Cut,DS,Module,Percentage,Range,SubDS
0,-1.79827827691e-08,-7.42003796682e-07,-5.92758465595e-07,-1.07564673968e-07,-3.93433553767e-07,-5.40175262601e-07,-7.5206221261e-07,-6.08280253671e-07,-2.20025839525e-06,-2.98188592564e-07,-1.11454777295e-06,-5.41956922254e-07,-3.11036732035e-07,-8.59077748997e-07,-4.0252247413e-07,0,-3.30677361373e-07,-2.08196018355e-07,-2.61770604593e-07,-7.28093225583e-07,-6.1794917961e-07,pol2,5,1,1,Peak,9
1,-1.46107918393e-08,3.18565170535e-07,1.90254556865e-07,1.72956514418e-08,1.54578360063e-07,-1.14126504275e-07,1.96815955803e-07,1.42875334081e-07,-3.69007354754e-07,8.22958000294e-08,-1.91928705627e-07,-9.54558725718e-08,6.40685620696e-08,-6.23765599397e-07,1.71335826017e-07,0,1.26756691006e-07,2.54339448401e-07,1.30108892551e-07,1.76282099237e-07,1.53089691244e-07,pol2,5,1,5,Peak,9
2,1.12809270587e-06,1.09731055097e-06,1.05127422426e-06,1.00505909925e-06,1.09648872427e-06,1.08212557357e-06,1.12865432367e-06,1.01225064318e-06,6.38618815856e-07,9.79279508074e-07,7.94818893646e-07,1.0363168416e-06,1.08454182543e-06,3.17420081313e-07,1.29617991467e-06,0,9.14585907081e-07,1.12245325788e-06,9.32972352264e-07,9.4966627353e-07,1.09925587186e-06,pol2,5,1,90,Peak,9
3,1.20717392173e-06,1.18285808378e-06,1.1427730722e-06,1.08940887099e-06,1.20097781129e-06,1.2377908592e-06,1.22002716717e-06,1.10218601999e-06,7.47349993184e-07,1.07178889977e-06,8.88261409335e-07,1.14160698045e-06,1.18731669368e-06,4.23750972443e-07,1.41137927207e-06,0,1.0128042335e-06,1.21455770882e-06,1.0257071951e-06,1.0287832346e-06,1.19906647072e-06,pol2,5,1,95,Peak,9
4,1.32045675987e-06,1.31418923177e-06,1.2735854082e-06,1.20385826739e-06,1.34516639946e-06,1.49971966782e-06,1.35148881677e-06,1.24095608542e-06,9.14724254732e-07,1.20684161499e-06,1.01457315165e-06,1.26545960903e-06,1.28764089443e-06,6.3043557443e-07,1.57855315796e-06,0,1.14447859723e-06,1.38979104035e-06,1.16977254112e-06,1.14093029181e-06,1.34898183065e-06,pol2,5,1,99,Peak,9
0,-5.95951535018e-06,-2.06511656579e-06,-1.20175954555e-06,-4.28072757843e-06,-5.29505955695e-06,-1.76486713543e-06,-3.22254279505e-06,-2.1321703586e-06,-4.81519053812e-06,-1.09501772603e-06,0.0,-6.25637154547e-06,-1.35464382381e-05,0.0,-1.38870048713e-05,0,-1.61489397643e-06,-1.99804239228e-06,-2.38418558571e-06,-2.32940253639e-06,-2.20523414566e-06,pol2,5,1,1,Continuum,9
1,-1.01465407608e-06,-1.06616104233e-06,-5.08776330694e-07,-7.19265057518e-07,-8.89529510073e-07,-8.89710035057e-07,-1.73143575301e-06,-1.10886367351e-06,-2.27786539029e-06,-4.91864807857e-07,0.0,-1.24842319779e-06,-2.67294291782e-06,0.0,-1.38870048713e-05,0,-7.11053272267e-07,-1.01205485878e-06,-1.00780955014e-06,-1.19742233091e-06,-9.37092361386e-07,pol2,5,1,5,Continuum,9
2,3.62283093589e-07,3.11083560465e-07,3.30660351511e-07,3.50738721313e-07,3.31607838723e-07,4.28359806459e-07,3.96195584522e-07,3.16731829534e-07,3.2533629168e-07,3.36391995254e-07,0.0,3.21443256728e-07,1.98344801141e-07,0.0,3.37812912869e-07,0,3.10029020117e-07,3.61383238399e-07,3.59799195022e-07,2.84368908973e-07,3.86170781622e-07,pol2,5,1,90,Continuum,9
3,4.47489151441e-07,4.07733855865e-07,4.31668590088e-07,4.41853048302e-07,4.17610149886e-07,5.66873879899e-07,5.31837173941e-07,4.21596890048e-07,4.61569628045e-07,4.40372286554e-07,0.0,3.93597811038e-07,2.64937591103e-07,0.0,4.30034658011e-07,0,4.08144190112e-07,4.69368543337e-07,4.69168928899e-07,3.78425435755e-07,5.17883662678e-07,pol2,5,1,95,Continuum,9
4,5.69251063354e-07,5.77955098908e-07,6.00957719655e-07,5.58050613545e-07,5.49915277976e-07,8.52034481849e-07,8.90832531723e-07,6.15808451333e-07,9.24696597346e-07,6.13766145159e-07,0.0,4.82459908458e-07,3.32778021159e-07,0.0,5.22428138246e-07,0,5.81825489664e-07,6.98926120036e-07,6.78432638335e-07,5.77387537043e-07,7.51689362383e-07,pol2,5,1,99,Continuum,9
