,578,580,582,592,598,600,608,610,614,624,626,632,640,648,664,672,678,690,692,694,Cut,DS,Module,Percentage,Range,SubDS
0,-5.97616408241e-07,-9.39348176794e-07,-2.37120176504e-07,-7.72784482086e-06,6.33909654095e-08,-1.87369523293e-07,-1.28508520453e-07,-3.2634751433e-08,-6.31567745043e-07,-6.02721921755e-07,-5.49788797195e-07,-1.24939825484e-07,-9.20320433896e-07,-3.11223157766e-07,-1.0828261803e-07,-1.24535097844e-06,-3.97532302692e-07,-1.00160641881e-06,-3.20218694035e-07,-1.67977128271e-07,pol2,3,1,1,Peak,2
1,1.41151343776e-07,-6.15097386865e-07,3.4616233479e-07,-1.31137572031e-06,3.69980982558e-07,1.13700518874e-07,2.72398820229e-08,3.36183277647e-07,-1.57211268048e-07,1.42526608083e-07,2.3557001642e-07,1.58439973546e-07,-1.58634376293e-07,6.49276407959e-08,-2.4308428708e-08,3.07083125803e-07,9.6385455305e-08,2.48476380575e-07,7.95189999684e-08,1.57243127554e-07,pol2,3,1,5,Peak,2
2,9.9782608095e-07,2.07945221254e-07,1.18338170264e-06,6.60679448994e-07,1.16615239261e-06,9.90625625179e-07,8.62131533062e-07,1.06464229002e-06,9.47285004124e-07,1.06403086768e-06,1.07190202602e-06,9.70041964227e-07,7.19843941338e-07,1.00357983415e-06,8.70497502582e-07,1.06224322598e-06,8.87174583659e-07,1.01377134201e-06,9.66145511859e-07,1.08222540118e-06,pol2,3,1,90,Peak,2
3,1.05416908677e-06,3.03103967724e-07,1.27423567636e-06,8.36554090775e-07,1.25832918983e-06,1.09924669514e-06,9.39367670224e-07,1.14434203897e-06,1.06192363731e-06,1.1515446011e-06,1.16803214207e-06,1.05659318845e-06,8.04707811424e-07,1.09542559658e-06,9.32299075904e-07,1.14878316966e-06,9.65916936438e-07,1.08082936586e-06,1.05765419194e-06,1.2004220144e-06,pol2,3,1,95,Peak,2
4,1.14684136662e-06,4.82700130794e-07,1.4044294207e-06,1.12184141112e-06,1.41053442346e-06,1.24495095575e-06,1.02754204868e-06,1.27480490601e-06,1.28777217994e-06,1.27475472578e-06,1.30657260343e-06,1.20772440156e-06,9.05864112265e-07,1.19309256931e-06,1.01376200209e-06,1.2683536262e-06,1.08066486504e-06,1.19319891317e-06,1.21302830499e-06,1.34894591528e-06,pol2,3,1,99,Peak,2
0,-2.82531644853e-06,-1.28017117804e-06,-1.80213507556e-06,-2.68285438478e-06,-1.92727553106e-06,-2.44226590127e-06,-1.38514121019e-06,-2.21183409352e-06,-2.17354472046e-06,-3.89375182207e-06,-2.47117310546e-06,-1.27716406811e-06,-3.04875711247e-06,-1.37017337289e-06,-1.52641760986e-06,-2.37634444611e-06,-1.33623210062e-06,-2.84081748932e-06,-2.58365030774e-06,-2.7752192222e-06,pol2,3,1,1,Continuum,2
1,-1.38310265019e-06,-6.6485180981e-07,-8.87544510045e-07,-1.34269873137e-06,-9.26494828104e-07,-1.18126331576e-06,-6.02147812886e-07,-1.03868258608e-06,-1.17485992572e-06,-1.97933506684e-06,-1.33303844106e-06,-5.33946227056e-07,-1.53448057657e-06,-4.96682587415e-07,-7.77445061623e-07,-1.27553388729e-06,-5.06624087282e-07,-1.57156067365e-06,-1.26379940384e-06,-1.18541181609e-06,pol2,3,1,5,Continuum,2
2,3.18543301504e-07,3.2054810472e-07,3.50868949717e-07,5.4440078915e-07,3.42148871286e-07,3.20512284394e-07,3.44871131666e-07,3.21682282327e-07,4.54249939836e-07,4.15332143905e-07,3.61807908998e-07,3.59882786604e-07,2.90343411291e-07,3.33298054794e-07,3.34140964023e-07,3.01994631981e-07,3.39773745734e-07,3.22133613851e-07,3.25661638904e-07,4.07575820354e-07,pol2,3,1,90,Continuum,2
3,4.1715344139e-07,4.28264943347e-07,4.44231909632e-07,7.28790469818e-07,4.37141557272e-07,4.43906029204e-07,4.33632775927e-07,4.09414066547e-07,5.91262039539e-07,5.70923490462e-07,4.86126396491e-07,4.60349859383e-07,3.79970633878e-07,4.10783372903e-07,4.40155905735e-07,3.91679197945e-07,4.25351288195e-07,4.50126917286e-07,4.18620233661e-07,5.26680576015e-07,pol2,3,1,95,Continuum,2
4,5.69442923579e-07,6.68666965477e-07,6.01164529967e-07,1.1336758456e-06,6.39328575978e-07,7.01655384517e-07,6.00892804951e-07,5.5850587842e-07,8.8593334825e-07,1.05132708707e-06,7.51854441998e-07,6.58899029918e-07,5.55562152971e-07,5.84056764601e-07,6.45463959637e-07,5.86045748931e-07,5.93811017449e-07,6.70445248127e-07,6.46837108764e-07,7.69403962661e-07,pol2,3,1,99,Continuum,2
0,-2.47658829424e-11,-9.28591101583e-12,-2.81240811819e-11,-2.71966099576e-11,-2.81080467182e-11,-2.49594151255e-11,-2.21710026634e-11,-2.55248396542e-11,-2.75623647411e-11,-2.69519252491e-11,-2.64747838228e-11,-2.39846763863e-11,-1.92577441e-11,-2.61242529767e-11,-2.36904058079e-11,-2.59826742079e-11,-2.25582499676e-11,-2.55573349759e-11,-2.52524519741e-11,-2.83294211634e-11,pol3,3,1,1,Peak,2
1,-2.12345310691e-11,-4.72738569302e-12,-2.46246672457e-11,-1.77200246753e-11,-2.48116635816e-11,-2.17988848247e-11,-1.88351473175e-11,-2.22078576112e-11,-2.15235369289e-11,-2.29427436617e-11,-2.29404851678e-11,-2.05495229543e-11,-1.61433777679e-11,-2.21451023223e-11,-1.8984443138e-11,-2.23662540706e-11,-1.88245502499e-11,-2.1179683762e-11,-2.09771968635e-11,-2.39989952522e-11,pol3,3,1,5,Peak,2
2,-5.24212228946e-12,1.2893774742e-11,-7.17539926235e-12,1.77823610872e-11,-7.9336379086e-12,-4.36348703969e-12,-1.50112356121e-12,-6.99444998943e-12,2.02838343361e-12,-4.67408754213e-12,-5.61948873028e-12,-3.93766089312e-12,1.1670375195e-12,-4.21105536869e-12,-1.52026693529e-12,-6.86454219585e-12,-3.14576270342e-12,-5.92891208404e-12,-2.44324687953e-12,-4.06623533933e-12,pol3,3,1,90,Peak,2
3,-3.23522664878e-12,1.49863097732e-11,-4.7671827005e-12,2.47157548171e-11,-5.51447689604e-12,-2.56098697882e-12,4.96662433639e-13,-4.9024553949e-12,5.33391611606e-12,-2.69368174598e-12,-3.35812419666e-12,-1.87379346208e-12,4.27750276645e-12,-1.80072598355e-12,1.29834739763e-12,-4.60465228316e-12,-1.40329307773e-12,-3.68148799626e-12,-7.68212678583e-14,-1.75628695273e-12,pol3,3,1,95,Peak,2
4,1.54923446517e-13,1.9920661501e-11,5.40454075083e-13,9.38223677307e-11,-3.63346981724e-13,-3.47708686979e-13,5.1681023221e-12,-4.60176620516e-13,1.10825260291e-11,8.27559682441e-14,2.02838159582e-12,9.21762911517e-13,1.37155281688e-11,2.31301159086e-12,7.45933155352e-12,9.07928783564e-13,1.03043259027e-12,8.61617751751e-13,2.82303066953e-12,1.00023206025e-12,pol3,3,1,99,Peak,2
0,-1.21574647495e-11,-1.44851495029e-11,-1.27553499363e-11,-2.48637288103e-11,-1.38874867679e-11,-1.50924367363e-11,-1.304080335e-11,-1.19366404522e-11,-1.89080895463e-11,-2.30849282428e-11,-1.58158740118e-11,-1.45489806866e-11,-1.16304215678e-11,-1.28249228251e-11,-1.40116048455e-11,-1.24849591911e-11,-1.26747667895e-11,-1.46720246624e-11,-1.40358209942e-11,-1.65507656689e-11,pol3,3,1,1,Continuum,2
1,-8.7270471351e-12,-9.0669501458e-12,-9.27755454018e-12,-1.57206911825e-11,-9.38582834487e-12,-9.62042901577e-12,-9.28045906797e-12,-8.58701347134e-12,-1.25529678972e-11,-1.21609483815e-11,-1.02736986458e-11,-9.94989574995e-12,-8.12141749957e-12,-8.62859511294e-12,-9.31317841001e-12,-8.17408209176e-12,-9.09462662084e-12,-9.61057096977e-12,-9.05239975972e-12,-1.12167386791e-11,pol3,3,1,5,Continuum,2
2,1.69979066982e-11,1.07127583035e-11,1.11262806001e-11,1.99634850363e-11,1.22383299572e-11,1.53281154335e-11,8.80966711727e-12,1.28220917423e-11,1.64810452069e-11,2.30158299168e-11,1.76067242721e-11,8.49460876956e-12,1.84200680507e-11,6.93650696851e-12,1.09733281862e-11,1.65630445336e-11,7.24218191212e-12,1.97642393526e-11,1.52698522338e-11,1.35552704047e-11,pol3,3,1,90,Continuum,2
3,2.64628081703e-11,1.42085509318e-11,1.82120210069e-11,2.72531344606e-11,1.87259149034e-11,2.34319266496e-11,1.26771474833e-11,2.09378103049e-11,2.35996490473e-11,3.73276263173e-11,2.65023891424e-11,1.175549407e-11,2.94129967674e-11,1.01220989006e-11,1.6156112729e-11,2.50849636906e-11,1.09239206531e-11,3.06343943208e-11,2.47308663193e-11,2.32512157735e-11,pol3,3,1,95,Continuum,2
4,5.24314297156e-11,2.40970090732e-11,3.59370805365e-11,4.90162485882e-11,3.74175835731e-11,4.76242741668e-11,2.78335967014e-11,4.2133109541e-11,4.42830756841e-11,7.09502775963e-11,4.70284752616e-11,2.62882379796e-11,5.79149329549e-11,2.3140329962e-11,2.99733063081e-11,4.62899265416e-11,2.630642831e-11,5.4759125347e-11,4.9773417931e-11,5.08243222985e-11,pol3,3,1,99,Continuum,2
0,70.403442151,109.234438442,66.7677427411,87.7873514048,64.184780726,56.8297075215,65.8622581262,63.1435784568,88.109030622,56.98830414,65.519043883,62.8970377055,65.0001901015,64.3289016409,85.8225084727,65.1948149712,64.0633790438,71.3149779965,61.7348458128,77.608699587,fitSlo,3,1,1,Peak,2
