,578,580,582,592,598,600,608,610,626,632,640,648,664,672,690,692,Cut,DS,Module,Percentage,Range,SubDS
0,462.874624199,404.276620948,481.68818122,492.863253606,442.646525138,437.150823121,480.585108185,452.476831362,469.460810676,485.509059382,473.9880358,458.782246347,455.861568275,448.129161718,441.971615706,478.470307823,bcMax,2,1,1,Peak,0
1,481.60688539,416.89318234,501.810319004,512.582239125,459.841172642,450.896738496,502.615227737,472.46473782,487.179996386,504.483706162,492.297601394,475.812861713,471.390413075,465.520581195,458.050825512,496.380318079,bcMax,2,1,5,Peak,0
2,727.782856089,540.237371148,698.777687849,841.712948634,603.937956315,567.682901409,687.050313988,657.2709549,645.0928803,670.191347807,697.41878642,611.534659935,677.020321068,585.543530264,597.870041214,754.14550878,bcMax,2,1,90,Peak,0
3,815.654190401,609.33566941,790.880358779,994.334690209,633.084293232,601.344158745,784.909716998,777.394996003,715.220925152,732.179467524,801.668453249,651.524637313,746.51826583,612.793779891,665.624102823,955.710322473,bcMax,2,1,95,Peak,0
4,908.566205906,678.380733235,917.015101667,1238.9783642,685.73937772,668.504320087,894.590159769,909.380712741,839.504791117,835.322057624,1024.35601117,715.113351341,834.663552915,665.355745127,749.049568192,1136.27719311,bcMax,2,1,99,Peak,0
5,545.0,468.0,568.0,589.0,515.0,515.0,569.0,525.0,560.0,575.0,549.0,531.0,549.0,520.0,531.0,572.0,bcMax,2,1,Mode,Peak,0
6,553.660877343,473.418493596,587.32373035,599.966721492,526.703399116,514.450396901,581.328586547,538.841292483,562.914675401,586.675037009,567.27968197,543.880625513,546.805848496,526.388043634,520.5511083,576.375381675,bcMax,2,1,Median,Peak,0
0,456.500370666,400.153016685,476.338332046,488.430997036,435.614145847,431.838441643,473.3847225,443.474566947,462.99130538,478.479495084,467.338453816,450.199867128,450.994920987,437.846446864,433.824636738,462.513631452,bcMax,2,1,1,Continuum,0
1,473.404234361,414.018988048,498.229539649,508.561747033,452.019140055,445.553341111,493.526503668,459.510870855,481.201360628,498.112881111,484.101519038,467.793043469,468.146001763,452.498331231,449.628919948,485.805506278,bcMax,2,1,5,Continuum,0
2,707.173936655,549.172364101,696.134214593,846.903870477,595.548936836,563.124989098,682.405723098,641.513259786,649.815285161,679.432975592,692.53787983,606.698644906,670.891806985,574.996799408,591.002270848,766.943888371,bcMax,2,1,90,Continuum,0
