034 112 y exposure 0.00181573 thresh 1.05 :  fit -0.224086 1.05939 3.7072e-05 4.15824e-07 -1.37862e-09 2.25 Band 0.25 0.003 chi2 0.0637854
034 113 y exposure 0.00150414 thresh 1.15 :  fit -0.491323 1.0008 -1.71265e-05 5.22597e-07 -1.28537e-09 1.96 Band 0.25 0.003 chi2 0.0316275
034 114 y exposure 0.00179532 thresh 1.05 :  fit -0.257929 0.988714 9.18594e-05 -2.30696e-07 3.41245e-10 2.25 Band 0.25 0.003 chi2 0.0254987
034 121 y exposure 0.00103862 thresh 0.95 :  fit -0.257716 1.16305 -0.000150285 1.2255e-06 -2.79226e-09 2.25 Band 0.25 0.003 chi2 0.0374467
034 122 y exposure 0.00134093 thresh 1.25 :  fit -0.263685 1.15186 4.15503e-05 -1.01417e-07 -5.21553e-11 2.25 Band 0.25 0.003 chi2 0.0345151
034 123 y exposure 0.00122223 thresh 0.95 :  fit -0.218419 1.14762 9.71515e-05 -4.47211e-07 7.22679e-10 2.25 Band 0.25 0.003 chi2 0.0303824
034 132 y exposure 0.00164324 thresh 0.85 :  fit -0.0600075 1.12908 -1.00192e-05 8.29173e-08 -1.07132e-10 2.25 Band 0.25 0.003 chi2 0.0292183
034 133 y exposure 0.00176009 thresh 2.65 :  fit -0.494744 1.16763 -0.000236698 1.5072e-06 -3.1606e-09 2.25 Band 0.25 0.003 chi2 0.0335053
034 134 y exposure 0.00189919 thresh 3.55 :  fit -0.5 1.12592 -2.34377e-06 -1.32413e-07 4.80959e-10 2.25 Band 0.25 0.003 chi2 0.044292
034 153 y exposure 0.00117215 thresh 0.95 :  fit 0.0311126 1.13884 -1.21259e-05 4.04036e-07 -1.25586e-09 1.69 Band 0.25 0.003 chi2 0.0270424
034 161 y exposure 0.00135762 thresh 4.35 :  fit -0.5 1.13361 -8.60125e-05 2.59204e-07 -3.01681e-10 2.25 Band 0.25 0.003 chi2 0.0267869
034 163 y exposure 0.00130013 thresh 1.55 :  fit -0.0702533 1.1381 9.33394e-05 -6.38147e-07 1.27104e-09 2.25 Band 0.25 0.003 chi2 0.0290802
034 164 y exposure 0.00106124 thresh 1.15 :  fit -0.173541 1.13885 -5.32485e-05 4.42033e-07 -1.01414e-09 1.69 Band 0.25 0.003 chi2 0.0318442
034 171 y exposure 0.00104047 thresh 1.25 :  fit -0.171429 1.11708 0.00017625 -1.01357e-06 1.90982e-09 2.25 Band 0.25 0.003 chi2 0.0291054
034 172 y exposure 0.00131682 thresh 1.55 :  fit -0.15654 1.14498 0.000117579 -8.04713e-07 1.65397e-09 2.25 Band 0.25 0.003 chi2 0.0247645
034 174 y exposure 0.00178791 thresh 1.45 :  fit -0.284014 1.13532 -4.68998e-05 2.78931e-08 4.01176e-10 2.56 Band 0.25 0.003 chi2 0.026616
035 112 y exposure 0.00168543 thresh 1.15 :  fit -0.0583966 1.2161 -4.95424e-05 4.47617e-07 -1.07877e-09 1.96 Band 0.25 0.003 chi2 0.0408862
035 113 y exposure 0.00139621 thresh 1.35 :  fit -0.46892 1.15331 -0.00027168 1.86072e-06 -3.99234e-09 1.96 Band 0.25 0.003 chi2 0.0341342
035 114 y exposure 0.0016665 thresh 0.95 :  fit -0.169788 1.13452 -1.41803e-06 2.35987e-07 -7.23365e-10 2.25 Band 0.25 0.003 chi2 0.0331071
035 121 y exposure 0.000964089 thresh 1.45 :  fit -0.248589 1.16184 -0.000136143 1.20218e-06 -2.88261e-09 2.25 Band 0.25 0.003 chi2 0.0392315
035 122 y exposure 0.00124471 thresh 1.35 :  fit -0.217968 1.14801 6.93908e-05 -1.47671e-07 -1.49058e-10 2.25 Band 0.25 0.003 chi2 0.0330699
035 123 y exposure 0.00113453 thresh 1.35 :  fit -0.208074 1.14567 0.00013969 -7.14516e-07 1.19976e-09 2.56 Band 0.25 0.003 chi2 0.0328969
035 132 y exposure 0.00152533 thresh 1.25 :  fit -0.0517278 1.12429 8.72853e-05 -5.33976e-07 1.14288e-09 2.25 Band 0.25 0.003 chi2 0.0312417
035 133 y exposure 0.00163379 thresh 1.55 :  fit -0.263098 1.15616 -4.49416e-05 4.43497e-07 -1.18557e-09 2.25 Band 0.25 0.003 chi2 0.0364202
