091 112 y exposure 0.00335333 thresh 0.95 :  fit -0.639417 0.985735 -4.93053e-05 1.11503e-07 -2.91833e-11 16 Band 0.25 0.003 chi2 0.0409074
091 113 y exposure 0.00277789 thresh 1.45 :  fit -0.076276 0.910278 9.79876e-05 -5.44889e-07 1.11089e-09 12.25 Band 0.25 0.003 chi2 0.0170941
091 114 y exposure 0.00331565 thresh 1.55 :  fit -0.845199 0.922633 -2.81239e-05 -1.26313e-07 6.25731e-10 16 Band 0.25 0.003 chi2 0.0412197
091 121 y exposure 0.00191815 thresh 1.75 :  fit -0.922805 0.951409 -0.000313489 1.73831e-06 -3.26705e-09 18.0625 Band 0.25 0.003 chi2 0.0502043
091 122 y exposure 0.00247646 thresh 4.35 :  fit -1.64644 0.962189 -0.000437851 2.45866e-06 -4.87592e-09 14.0625 Band 0.25 0.003 chi2 0.102493
091 123 y exposure 0.00225725 thresh 1.45 :  fit -1.20699 0.953665 -0.000235046 1.25546e-06 -2.44239e-09 16 Band 0.25 0.003 chi2 0.0544152
091 132 y exposure 0.00303478 thresh 0.95 :  fit -0.709993 0.919429 -0.000118449 4.66362e-07 -6.76397e-10 16 Band 0.25 0.003 chi2 0.0337785
091 133 y exposure 0.00325057 thresh 2.05 :  fit 0.585149 0.891065 0.000473166 -2.4364e-06 4.39583e-09 1 Band 0.25 0.003 chi2 0.0281656
091 134 y exposure 0.00350747 thresh 1.35 :  fit -0.222085 0.897332 0.000210851 -1.23093e-06 2.54816e-09 18.0625 Band 0.25 0.003 chi2 0.0422265
091 153 y exposure 0.00216476 thresh 0.85 :  fit 0.126158 0.90148 0.000211113 -1.18194e-06 2.15421e-09 12.25 Band 0.25 0.003 chi2 0.0156784
091 161 y exposure 0.00250729 thresh 1.35 :  fit -0.658015 0.901234 0.000187441 -1.41734e-06 2.88854e-09 16 Band 0.25 0.003 chi2 0.0448717
091 163 y exposure 0.00240111 thresh 0.85 :  fit -0.476804 0.912202 0.000236471 -1.89457e-06 4.1975e-09 16 Band 0.25 0.003 chi2 0.0274018
091 164 y exposure 0.00195993 thresh 2.65 :  fit 1.23213 0.861602 0.000622098 -3.24885e-06 5.92979e-09 14.0625 Band 0.25 0.003 chi2 0.0395059
091 171 y exposure 0.00192157 thresh 1.45 :  fit -0.636205 0.892529 0.000273786 -1.93432e-06 4.00278e-09 16 Band 0.25 0.003 chi2 0.028242
091 172 y exposure 0.00243193 thresh 0.85 :  fit -0.476257 0.90613 0.000364638 -2.45134e-06 5.03733e-09 14.0625 Band 0.25 0.003 chi2 0.0298486
091 174 y exposure 0.00330195 thresh 1.05 :  fit -0.776701 0.900981 8.42498e-05 -8.19322e-07 1.98656e-09 18.0625 Band 0.25 0.003 chi2 0.0591392
092 112 y exposure 0.00201208 thresh 1.05 :  fit -0.66111 0.986151 -7.13961e-05 3.22671e-07 -5.93379e-10 16 Band 0.25 0.003 chi2 0.0405996
092 113 y exposure 0.0016668 thresh 1.45 :  fit -0.37488 0.924466 -7.57603e-05 4.3967e-07 -8.44232e-10 14.0625 Band 0.25 0.003 chi2 0.0219254
092 114 y exposure 0.00198947 thresh 1.65 :  fit -0.890085 0.922439 -2.8348e-06 -3.201e-07 1.01558e-09 16 Band 0.25 0.003 chi2 0.0435237
092 121 y exposure 0.00115093 thresh 1.85 :  fit -0.985819 0.956704 -0.000426705 2.47324e-06 -4.80255e-09 18.0625 Band 0.25 0.003 chi2 0.0526754
092 122 y exposure 0.00148594 thresh 4.55 :  fit -1.53112 0.953431 -0.000303772 1.61757e-06 -3.10441e-09 14.0625 Band 0.25 0.003 chi2 0.0733402
092 123 y exposure 0.0013544 thresh 1.45 :  fit -1.26964 0.952787 -0.000228435 1.19261e-06 -2.28332e-09 16 Band 0.25 0.003 chi2 0.0505165
092 132 y exposure 0.00182094 thresh 0.95 :  fit -0.717778 0.917356 -8.31799e-05 2.67535e-07 -3.23699e-10 16 Band 0.25 0.003 chi2 0.0363164
092 133 y exposure 0.00195042 thresh 1.95 :  fit 0.529954 0.896538 0.000391144 -1.97401e-06 3.5468e-09 1 Band 0.25 0.003 chi2 0.0258104
092 134 y exposure 0.00210456 thresh 1.05 :  fit -0.252815 0.899048 0.000173169 -9.26825e-07 1.77205e-09 18.0625 Band 0.25 0.003 chi2 0.0439566
092 153 y exposure 0.00129891 thresh 0.85 :  fit 0.147348 0.900548 0.000238422 -1.32401e-06 2.42066e-09 12.25 Band 0.25 0.003 chi2 0.0160964
092 161 y exposure 0.00150443 thresh 1.15 :  fit -0.709939 0.905439 8.9698e-05 -7.63942e-07 1.47517e-09 16 Band 0.25 0.003 chi2 0.0451421
092 163 y exposure 0.00144072 thresh 0.85 :  fit -0.546874 0.916038 0.000165473 -1.40923e-06 3.1454e-09 16 Band 0.25 0.003 chi2 0.0296391
092 164 y exposure 0.00117601 thresh 1.25 :  fit 0.822949 0.876078 0.000463394 -2.45869e-06 4.51336e-09 18.0625 Band 0.25 0.003 chi2 0.0264016
092 171 y exposure 0.00115299 thresh 0.95 :  fit -0.617233 0.889794 0.000339522 -2.33447e-06 4.7812e-09 16 Band 0.25 0.003 chi2 0.0278421
