#DataThief /ssd/majorana/analysis/lowe/pandaxII_pseudoscalar_7_2017.png Friday 2-Feb-2018 2:30:43 PM
1.0033, 1.1354e-13
1.0054, 1.1354e-13
1.0074, 1.1279e-13
1.0095, 1.1279e-13
1.0115, 1.1204e-13
1.0136, 1.1204e-13
1.0156, 1.113e-13
1.0177, 1.113e-13
1.0198, 1.1056e-13
1.0219, 1.1056e-13
1.0239, 1.1056e-13
1.026, 1.1056e-13
1.0281, 1.0983e-13
1.0302, 1.0983e-13
1.0323, 1.0983e-13
1.0344, 1.0983e-13
1.0365, 1.091e-13
1.0386, 1.091e-13
1.0407, 1.091e-13
1.0429, 1.0838e-13
1.045, 1.0838e-13
1.0471, 1.0766e-13
1.0492, 1.0766e-13
1.0514, 1.0695e-13
1.0535, 1.0695e-13
1.0557, 1.0624e-13
1.0578, 1.0624e-13
1.06, 1.0624e-13
1.0621, 1.0554e-13
1.0643, 1.0554e-13
1.0665, 1.0484e-13
1.0686, 1.0484e-13
1.0708, 1.0415e-13
1.073, 1.0415e-13
1.0752, 1.0346e-13
1.0774, 1.0346e-13
1.0796, 1.0346e-13
1.0818, 1.0278e-13
1.084, 1.0278e-13
1.0862, 1.021e-13
1.0884, 1.021e-13
1.0906, 1.0142e-13
1.0928, 1.0142e-13
1.095, 1.0075e-13
1.0973, 1.0075e-13
1.0995, 1.0008e-13
1.1017, 1.0008e-13
1.1017, 9.9421e-14
1.104, 9.9421e-14
1.1062, 9.8763e-14
1.1085, 9.811e-14
1.1107, 9.811e-14
1.1107, 9.7461e-14
1.113, 9.7461e-14
1.1153, 9.6816e-14
1.1175, 9.6175e-14
1.1198, 9.6175e-14
1.1198, 9.5539e-14
1.1221, 9.5539e-14
1.1244, 9.4907e-14
1.1267, 9.4907e-14
1.129, 9.4279e-14
1.1313, 9.3655e-14
1.1336, 9.3655e-14
1.1359, 9.3035e-14
1.1381, 9.242e-14
1.1405, 9.242e-14
1.1428, 9.1808e-14
1.1451, 9.1808e-14
1.1475, 9.1201e-14
1.1498, 9.0598e-14
1.1522, 9.0598e-14
1.1545, 8.9998e-14
1.1568, 8.9998e-14
1.1592, 8.9403e-14
1.1616, 8.9403e-14
1.1616, 8.8811e-14
1.1639, 8.8811e-14
1.1663, 8.8224e-14
1.1687, 8.764e-14
1.1711, 8.764e-14
1.1734, 8.706e-14
1.1758, 8.706e-14
1.1758, 8.6484e-14
1.1782, 8.6484e-14
1.1806, 8.5912e-14
1.183, 8.5912e-14
1.1854, 8.5344e-14
1.1878, 8.5344e-14
1.1878, 8.4779e-14
1.1903, 8.4779e-14
1.1927, 8.4218e-14
1.1951, 8.4218e-14
1.1975, 8.3661e-14
1.2, 8.3661e-14
1.2024, 8.3107e-14
1.2049, 8.3107e-14
1.2073, 8.2558e-14
1.2098, 8.2558e-14
1.2123, 8.2011e-14
1.2147, 8.2011e-14
1.2172, 8.1469e-14
1.2197, 8.1469e-14
1.2222, 8.1469e-14
1.2246, 8.093e-14
1.2271, 8.093e-14
1.2271, 8.0394e-14
1.2296, 8.0394e-14
1.2321, 7.9862e-14
1.2346, 7.9862e-14
1.2372, 7.9334e-14
1.2397, 7.9334e-14
1.2422, 7.8809e-14
1.2447, 7.8809e-14
1.2473, 7.8288e-14
1.2498, 7.8288e-14
1.2498, 7.777e-14
1.2524, 7.777e-14
1.2549, 7.7255e-14
1.2575, 7.7255e-14
1.26, 7.6744e-14
1.2626, 7.6744e-14
1.2652, 7.6236e-14
1.2677, 7.6236e-14
1.2703, 7.5732e-14
1.2729, 7.5732e-14
1.2729, 7.5231e-14
1.2755, 7.5231e-14
1.2781, 7.4733e-14
1.2807, 7.4733e-14
1.2833, 7.4239e-14
1.2859, 7.4239e-14
1.2885, 7.3748e-14
1.2912, 7.3748e-14
1.2938, 7.326e-14
1.2964, 7.326e-14
1.2991, 7.2775e-14
1.3017, 7.2775e-14
1.3043, 7.2293e-14
1.307, 7.2293e-14
1.3096, 7.1815e-14
1.3123, 7.1815e-14
1.315, 7.1815e-14
1.3176, 7.134e-14
1.3204, 7.134e-14
1.3231, 7.0868e-14
1.3256, 7.0868e-14
1.3284, 7.0399e-14
1.3312, 7.0399e-14
1.3338, 6.9933e-14
1.3366, 6.9933e-14
1.3393, 6.9933e-14
1.342, 6.9471e-14
1.3448, 6.9471e-14
1.3475, 6.9011e-14
1.3502, 6.9011e-14
1.353, 6.8555e-14
1.3557, 6.8555e-14
1.3585, 6.8101e-14
1.3613, 6.8101e-14
1.3639, 6.8101e-14
1.3668, 6.765e-14
1.3696, 6.765e-14
1.3724, 6.7203e-14
1.3752, 6.6758e-14
1.378, 6.6758e-14
1.3808, 6.6317e-14
1.3836, 6.6317e-14
1.3864, 6.6317e-14
1.3892, 6.5878e-14
1.3921, 6.5878e-14
1.3949, 6.5878e-14
1.3977, 6.5878e-14
1.4006, 6.5442e-14
1.4034, 6.5442e-14
1.4062, 6.5442e-14
1.4092, 6.5009e-14
1.412, 6.5009e-14
1.4149, 6.5009e-14
1.4178, 6.4579e-14
1.4207, 6.4579e-14
1.4236, 6.4579e-14
1.4264, 6.4579e-14
1.4294, 6.4152e-14
1.4323, 6.4152e-14
1.4352, 6.4152e-14
1.4381, 6.4152e-14
1.4411, 6.3727e-14
1.444, 6.3727e-14
1.4469, 6.3727e-14
1.4499, 6.3305e-14
1.4527, 6.3305e-14
1.4558, 6.3305e-14
1.4586, 6.3305e-14
1.4617, 6.2887e-14
1.4647, 6.2887e-14
1.4677, 6.2887e-14
1.4707, 6.2471e-14
1.4737, 6.2471e-14
1.4767, 6.2471e-14
1.4797, 6.2471e-14
1.4827, 6.2057e-14
1.4857, 6.2057e-14
1.4887, 6.2057e-14
1.4918, 6.2057e-14
1.4948, 6.1647e-14
1.4978, 6.1647e-14
1.5009, 6.1647e-14
1.5039, 6.1647e-14
1.507, 6.1239e-14
1.5101, 6.1239e-14
1.5131, 6.1239e-14
1.5162, 6.1239e-14
1.5192, 6.0834e-14
1.5224, 6.0834e-14
1.5255, 6.0834e-14
1.5286, 6.0431e-14
1.5316, 6.0431e-14
1.5349, 6.0431e-14
1.538, 6.0431e-14
1.5411, 6.0031e-14
1.5442, 6.0031e-14
1.5474, 6.0031e-14
1.5505, 6.0031e-14
1.5537, 6.0031e-14
1.5569, 5.9634e-14
1.56, 5.9634e-14
1.5632, 5.9634e-14
1.5664, 5.9634e-14
1.5695, 5.924e-14
1.5728, 5.924e-14
1.576, 5.924e-14
1.5792, 5.924e-14
1.5824, 5.8848e-14
1.5856, 5.8848e-14
1.5889, 5.8848e-14
1.592, 5.8848e-14
1.5953, 5.8458e-14
1.5986, 5.8458e-14
1.6018, 5.8458e-14
1.6051, 5.8072e-14
1.6084, 5.8072e-14
1.6116, 5.8072e-14
1.6149, 5.8072e-14
1.6181, 5.7687e-14
1.6215, 5.7687e-14
1.6248, 5.7687e-14
1.628, 5.7306e-14
1.6314, 5.7306e-14
1.6348, 5.7306e-14
1.6381, 5.6927e-14
1.6414, 5.6927e-14
1.6448, 5.6927e-14
1.6481, 5.6927e-14
1.6515, 5.655e-14
1.6548, 5.655e-14
1.6582, 5.655e-14
1.6616, 5.655e-14
1.665, 5.6176e-14
1.6683, 5.6176e-14
